Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,target
2746,4,4,2,3,0,3,3,0,0,0,2,2,0,0,1,0,2,0,1,2,2,2,1,4,1,4,2,0,4,2,2,4,0,4,2,5,0,4,0,0,0,2,2,0,1,2,0,0,4,1,0,1,4,4,1,0,4,2,4,0,0
2747,1,0,1,2,1,0,1,0,3,2,3,0,0,0,2,1,1,1,1,4,4,1,4,2,1,0,0,0,0,2,2,4,0,0,5,5,4,1,4,2,0,2,1,0,4,0,1,4,2,4,0,4,0,0,0,0,1,0,0,4,0
2748,3,0,3,1,3,0,1,3,0,3,2,3,2,0,3,2,3,1,0,2,2,2,1,1,4,2,1,2,4,2,2,4,0,0,2,5,0,0,2,1,1,0,4,2,1,0,4,2,4,4,2,0,4,2,2,4,2,1,4,2,0
2766,4,3,1,3,2,2,1,0,3,2,2,2,3,4,2,1,3,1,4,2,2,1,4,2,0,1,1,0,0,2,2,4,0,1,0,2,2,2,2,0,4,2,4,4,2,2,4,2,2,1,1,0,4,1,4,2,2,2,4,1,0
2767,1,0,2,0,1,3,0,3,0,1,2,2,1,4,2,0,2,3,2,1,0,0,2,1,1,1,1,0,0,2,2,4,2,4,2,5,4,1,0,2,0,2,1,1,1,0,2,2,4,2,2,2,4,2,2,2,1,4,2,2,0
2768,4,1,0,0,2,0,0,1,2,2,3,3,1,1,1,3,1,3,4,4,2,1,1,4,4,1,1,2,0,2,2,4,2,0,0,5,1,1,0,2,2,2,1,0,2,2,4,0,1,4,2,2,2,2,0,4,2,1,2,2,0
2769,0,0,1,3,2,3,1,0,2,2,2,2,0,0,2,0,1,1,4,0,1,1,4,1,4,4,1,0,0,2,2,4,2,1,1,0,2,2,2,2,1,4,2,4,2,2,2,1,1,0,2,2,2,4,0,2,0,0,0,2,0
2770,3,4,2,2,1,1,2,2,2,0,2,1,2,2,2,3,1,3,0,1,4,4,1,4,4,1,0,0,2,2,2,4,0,1,5,1,0,2,2,2,2,2,4,2,2,4,2,2,2,0,2,0,1,4,2,0,2,1,0,2,0
2771,4,1,2,0,2,1,3,3,1,3,1,3,3,1,3,2,2,2,2,1,0,2,0,0,1,1,4,1,4,2,2,4,0,4,2,2,0,2,0,2,0,2,2,2,1,0,0,2,4,1,4,4,2,1,4,4,1,4,1,1,0
2772,1,1,0,3,1,1,0,2,0,2,3,2,3,1,3,3,1,3,4,1,4,4,1,4,1,4,2,2,0,2,2,4,0,2,2,0,2,1,1,2,1,4,2,1,1,0,1,1,1,1,4,2,0,0,2,1,4,2,2,4,0
2846,3,3,2,3,1,3,3,1,2,1,1,1,0,2,2,3,2,2,1,1,2,2,1,2,1,4,4,1,0,2,2,4,2,0,2,5,2,2,1,0,1,1,0,2,1,1,1,1,4,2,2,0,0,2,1,1,1,2,2,2,0
2843,1,3,3,1,0,0,3,1,0,0,2,3,1,4,0,1,0,1,4,2,4,4,1,0,0,0,4,0,0,2,2,4,0,0,2,1,4,2,2,2,4,0,1,0,2,0,0,0,0,0,2,0,0,0,0,4,4,0,0,2,0
2844,0,1,3,1,1,1,1,0,2,0,2,3,3,1,0,1,0,1,1,4,4,0,1,1,4,2,2,0,2,0,2,4,0,0,2,5,2,2,1,4,4,2,2,2,1,4,2,4,0,0,4,0,1,1,2,4,4,1,0,4,0
2845,4,0,3,3,0,3,3,2,2,0,0,0,3,1,3,3,1,0,0,2,4,4,1,0,2,2,0,0,0,2,2,4,2,0,2,1,0,4,4,4,4,4,4,0,0,4,4,4,2,4,4,4,4,4,0,4,2,0,1,1,0
2842,3,4,0,3,2,2,2,1,1,0,2,2,0,2,0,0,0,2,2,2,2,0,0,4,4,1,0,2,0,2,2,4,2,0,2,5,2,2,1,4,1,4,2,1,1,0,2,1,1,0,4,4,4,2,1,1,4,2,2,2,0
2882,1,1,1,3,2,3,2,3,0,2,1,1,3,4,2,3,2,1,0,1,0,2,1,1,0,2,1,0,4,2,2,4,0,0,2,2,2,0,2,4,2,1,4,4,2,1,0,2,2,1,4,2,2,0,0,1,0,2,2,1,0
2875,4,4,1,2,0,2,2,1,3,1,3,2,2,0,2,3,1,1,4,1,1,0,1,2,2,1,4,0,1,2,2,4,2,0,2,1,1,4,2,2,2,1,4,2,1,4,1,2,2,0,1,2,2,4,2,1,1,2,2,2,0
2877,4,4,1,0,2,2,0,3,2,3,2,3,3,1,3,2,2,2,1,1,0,0,2,4,0,1,0,1,0,2,2,4,2,0,2,1,0,1,1,2,2,2,0,0,2,2,0,4,4,4,2,1,1,1,1,0,2,2,0,0,0
2878,1,4,1,2,0,2,0,3,0,0,2,1,3,4,2,1,3,2,1,0,4,2,4,1,4,2,2,0,0,2,2,4,2,0,2,1,0,0,1,4,2,0,1,0,1,2,2,2,4,4,4,2,2,2,2,0,2,1,0,2,0
2880,0,4,2,2,0,2,2,0,2,3,1,2,1,4,0,1,1,1,0,1,0,4,0,0,2,1,1,4,2,0,2,4,2,0,2,5,2,0,2,2,2,2,4,1,2,2,1,1,4,4,1,1,1,0,1,1,0,4,2,2,0
2881,3,3,0,2,2,1,0,2,2,0,0,3,2,1,0,2,1,0,4,1,1,1,4,2,4,1,4,2,4,2,2,4,0,2,2,1,4,2,2,2,2,2,1,0,2,4,2,2,2,2,1,2,0,1,1,1,0,4,2,0,0
2883,0,1,3,3,3,2,2,2,3,0,1,3,2,1,2,0,1,1,4,1,0,0,1,4,0,4,4,2,4,2,2,4,2,0,2,1,4,2,1,1,4,2,2,2,4,0,2,2,2,2,2,1,1,4,2,0,2,4,4,2,0
2884,0,4,1,1,2,0,2,2,0,1,1,3,3,4,2,2,1,3,1,2,2,2,0,2,0,2,2,1,0,2,2,4,2,0,2,2,4,0,2,4,2,2,2,1,0,4,1,1,2,0,2,2,2,2,0,4,2,1,2,2,0
2885,1,4,1,2,2,0,3,2,1,0,2,0,2,0,3,1,2,2,1,0,4,2,4,1,0,1,1,4,4,2,2,4,2,4,2,5,1,1,4,2,2,0,2,1,1,1,4,2,1,2,1,4,0,1,1,0,4,4,1,0,0
2886,3,3,3,2,1,2,1,0,3,3,2,2,1,0,0,2,1,0,1,4,1,1,1,2,1,0,1,0,0,2,2,4,0,1,0,2,0,0,1,4,2,2,4,2,2,1,1,1,2,4,2,2,2,4,2,4,1,4,2,2,0
2887,3,4,2,3,1,3,2,1,1,1,2,0,1,0,2,2,2,0,2,0,1,2,2,1,0,2,1,1,0,2,2,4,2,2,2,1,1,0,1,1,0,2,0,4,2,1,4,4,2,4,4,0,2,1,4,2,0,2,2,2,0
2876,4,1,1,2,1,0,3,1,0,1,3,2,0,1,0,0,1,0,4,2,4,4,1,4,2,4,2,1,4,2,2,1,0,0,2,5,1,4,2,4,2,1,0,2,2,2,1,2,2,2,1,4,2,0,2,2,2,0,0,1,0
2879,3,3,3,2,0,1,0,2,3,2,2,2,2,2,0,1,1,1,4,4,4,2,4,1,0,4,2,0,0,2,2,4,0,0,2,1,4,4,1,4,1,4,0,0,0,2,1,1,1,0,2,2,2,1,1,4,2,2,4,2,0
2904,4,3,2,1,1,0,3,1,0,2,1,0,3,1,2,1,3,1,4,1,1,4,2,1,4,0,0,1,0,2,2,4,0,1,1,1,2,2,1,0,4,2,2,2,2,1,0,2,2,0,1,4,2,2,2,2,1,4,1,1,0
2905,4,1,3,1,1,3,1,1,1,0,2,0,0,1,2,3,1,0,1,0,2,4,2,1,4,1,0,2,0,2,2,4,2,0,2,0,1,0,0,2,1,1,1,1,4,0,0,1,0,0,2,2,4,1,0,0,2,4,2,0,0
2924,4,1,1,1,1,1,0,2,1,0,0,2,0,1,1,1,2,2,2,2,2,1,0,2,0,4,1,1,0,2,2,4,2,1,2,2,2,2,2,1,1,0,2,1,1,1,4,2,1,2,1,2,4,2,2,1,4,2,2,2,0
2925,3,0,3,3,1,3,1,2,2,2,1,1,2,0,3,2,3,3,1,4,1,0,2,2,0,0,0,0,0,2,2,4,0,0,5,2,2,1,4,4,1,2,1,2,2,2,2,1,4,2,2,2,2,4,2,2,0,2,1,4,0
2922,1,4,0,1,0,2,1,0,2,1,0,2,1,4,3,1,3,2,1,0,1,0,1,0,4,2,0,1,1,2,2,4,1,0,2,5,1,1,1,4,2,1,1,1,1,1,4,2,1,0,2,4,1,1,4,2,4,1,1,0,0
2923,3,1,3,2,3,1,0,3,0,2,2,1,0,4,1,2,0,1,2,0,2,2,2,2,1,0,2,4,4,4,2,4,0,0,2,5,4,2,2,1,4,4,2,4,1,4,4,2,2,1,0,4,1,0,1,4,1,4,4,1,0
2920,3,1,3,2,1,0,1,3,2,2,0,3,2,2,2,0,1,1,4,4,1,1,0,2,0,2,2,0,0,2,2,4,0,0,2,2,1,2,4,1,4,2,0,4,1,1,0,2,2,4,1,4,2,2,0,2,1,4,2,2,0
2921,4,0,3,0,1,1,0,0,2,0,2,2,1,4,1,2,2,1,0,1,0,2,0,2,0,0,2,2,0,2,2,4,0,2,1,5,1,1,0,1,1,4,2,1,1,4,4,1,1,1,4,2,1,0,2,2,1,1,2,2,0
2936,4,4,3,2,2,0,2,3,2,0,3,1,2,2,1,1,1,1,1,0,2,0,2,2,2,0,0,2,0,2,2,4,2,0,2,5,2,1,1,4,2,2,1,1,0,2,1,1,4,4,1,0,4,1,1,0,1,4,1,4,0
2934,1,4,1,3,0,0,3,1,0,2,1,1,1,4,1,3,2,2,1,1,1,0,2,2,1,0,2,4,1,0,2,4,0,0,2,5,2,4,1,4,1,1,0,0,0,1,1,4,1,4,4,4,1,1,4,0,0,4,4,1,0
2935,1,3,0,2,3,2,0,1,0,0,2,1,1,4,2,3,0,2,1,1,1,0,4,2,4,4,2,4,0,2,2,4,0,0,2,0,2,1,4,1,4,2,0,2,2,0,4,2,4,2,4,1,4,4,2,2,0,0,1,4,0
2949,3,0,3,1,1,1,1,2,2,1,1,3,2,1,1,3,2,2,2,1,1,4,2,2,2,1,1,4,4,2,2,4,2,2,2,5,4,4,2,2,4,4,4,4,2,2,4,4,4,1,1,4,4,1,4,1,4,2,4,1,0
2944,1,4,2,1,3,2,1,3,2,2,3,3,1,4,2,1,3,2,1,1,4,2,2,2,2,1,1,1,0,2,2,4,2,0,2,2,1,0,2,1,0,2,2,0,2,0,0,4,2,2,2,2,2,1,4,2,1,4,2,2,0
2945,3,1,0,1,1,1,3,1,0,0,0,1,1,4,2,1,3,2,1,4,1,0,1,1,4,1,0,4,4,2,2,4,0,0,0,1,0,4,1,1,0,1,1,4,2,0,1,1,4,1,1,1,0,2,0,1,0,4,2,4,0
2946,4,4,3,2,2,0,2,3,2,0,3,1,2,2,1,1,1,1,1,0,2,0,2,2,2,0,0,2,0,2,2,4,2,0,2,5,2,1,1,4,2,2,1,1,0,2,1,1,4,4,1,0,4,1,1,0,1,4,1,4,0
2947,1,4,1,3,0,0,3,1,0,2,1,1,1,4,1,3,2,2,1,1,1,0,2,2,1,0,2,4,1,0,2,4,0,0,2,5,2,4,1,4,1,1,0,0,0,1,1,4,1,4,4,4,1,1,4,0,0,4,4,1,0
2948,1,3,0,2,3,2,0,1,0,0,2,1,1,4,2,3,0,2,1,1,1,0,4,2,4,4,2,4,0,2,2,4,0,0,2,0,2,1,4,1,4,2,0,2,2,0,4,2,4,2,4,1,4,4,2,2,0,0,1,4,0
2957,4,4,3,2,2,0,2,3,2,0,3,1,2,2,1,1,1,1,1,0,2,0,2,2,2,0,0,2,0,2,2,4,2,0,2,5,2,1,1,4,2,2,1,1,0,2,1,1,4,4,1,0,4,1,1,0,1,4,1,4,0
2955,1,4,1,3,0,0,3,1,0,2,1,1,1,4,1,3,2,2,1,1,1,0,2,2,1,0,2,4,1,0,2,4,0,0,2,5,2,4,1,4,1,1,0,0,0,1,1,4,1,4,4,4,1,1,4,0,0,4,4,1,0
2956,1,3,0,2,3,2,0,1,0,0,2,1,1,4,2,3,0,2,1,1,1,0,4,2,4,4,2,4,0,2,2,4,0,0,2,0,2,1,4,1,4,2,0,2,2,0,4,2,4,2,4,1,4,4,2,2,0,0,1,4,0
2988,4,1,3,2,1,2,0,2,2,0,0,0,2,2,2,0,0,2,2,0,2,1,0,0,2,1,1,2,4,2,2,4,0,2,2,5,1,2,2,2,4,4,4,1,4,2,4,0,1,1,4,4,2,2,2,2,4,1,4,2,0
2976,4,3,3,2,2,0,2,1,0,2,3,1,3,4,1,2,3,3,4,1,2,1,1,1,0,2,1,1,0,2,2,4,4,2,2,5,2,4,2,1,0,2,2,0,4,1,1,1,4,2,4,2,4,1,1,1,2,1,1,1,0
2977,3,0,3,3,1,0,2,0,0,2,0,2,2,0,2,1,1,0,2,0,4,1,4,4,0,1,1,0,0,2,2,4,1,2,2,2,4,2,0,0,2,1,4,2,0,2,2,2,2,4,2,1,0,4,2,2,2,2,4,1,0
2978,3,3,2,1,0,1,0,2,3,2,1,1,0,1,3,1,0,2,4,2,1,1,4,2,4,1,0,0,0,0,2,4,0,4,2,5,2,1,4,2,0,2,2,1,4,2,2,0,0,2,2,4,2,2,4,2,1,0,4,2,0
2979,0,0,2,2,0,3,3,3,2,1,3,2,2,2,0,0,2,3,2,1,4,2,4,2,0,0,0,4,0,2,2,4,2,0,2,5,0,2,2,4,2,0,2,0,2,1,0,1,2,4,2,0,0,0,1,2,0,2,1,4,0
2980,3,1,3,2,2,2,1,1,3,2,2,2,2,0,0,1,1,0,1,0,0,1,4,0,1,4,2,1,0,2,2,4,2,0,2,2,2,1,0,1,0,4,1,1,1,1,0,0,2,2,0,2,2,2,0,4,4,1,1,1,0
2981,0,3,3,3,1,3,2,1,0,2,1,0,1,1,1,1,3,2,1,1,4,2,1,4,1,4,2,0,2,2,2,4,0,0,2,5,2,2,1,0,2,1,1,0,1,1,1,1,2,1,1,4,4,4,1,1,1,4,2,0,0
2982,0,1,3,2,2,2,1,1,3,2,2,2,1,0,0,0,1,0,4,0,0,4,4,0,1,4,2,1,1,2,2,4,0,2,2,5,0,2,1,0,1,0,2,2,2,2,4,2,2,2,2,2,2,4,4,1,0,2,2,4,0
2983,1,3,3,2,2,2,0,2,3,0,1,3,2,4,2,0,3,2,4,2,1,1,1,4,1,1,4,2,1,4,2,4,0,0,2,2,2,1,4,2,2,2,1,1,1,1,2,2,1,4,2,1,1,4,1,1,1,4,2,1,0
2984,4,1,3,1,3,1,3,2,1,1,2,1,1,1,0,1,3,2,1,4,4,1,1,0,2,2,0,2,0,2,2,4,0,2,2,2,2,1,4,1,2,2,0,0,0,1,1,1,0,2,4,4,2,2,4,4,4,4,4,1,0
2985,4,1,2,0,3,2,0,3,2,0,1,0,1,4,3,0,1,2,0,1,0,0,4,2,0,1,0,4,4,2,2,4,0,0,2,0,2,1,4,1,2,4,1,0,4,4,1,1,1,2,2,1,4,1,1,0,2,4,4,1,0
2986,0,3,1,3,1,3,1,1,2,2,1,3,0,1,2,2,1,0,0,2,1,0,4,2,0,2,2,1,1,4,2,4,0,0,2,5,2,2,0,0,2,2,0,0,2,1,1,4,1,2,2,1,1,1,1,0,4,1,1,4,0
2987,1,1,1,1,0,2,2,1,0,0,0,1,3,4,2,1,0,1,2,0,1,2,1,1,4,2,1,1,0,2,2,4,0,0,1,1,0,2,2,0,2,4,2,2,1,2,2,1,1,1,0,4,2,1,4,2,2,2,1,0,0
3029,0,0,2,0,3,0,1,1,1,0,1,0,1,0,3,3,1,1,1,2,2,2,0,0,0,0,1,0,4,2,2,4,2,0,2,5,4,4,1,4,2,1,1,1,2,2,0,2,1,1,1,1,1,2,2,0,2,1,2,2,0
3027,4,3,3,3,3,2,3,0,2,0,1,3,3,2,2,0,0,1,1,1,0,1,0,2,4,1,0,4,4,2,2,4,2,0,2,5,4,2,0,1,1,4,1,0,2,4,0,0,1,1,1,0,0,2,4,2,0,2,0,4,0
3028,3,0,1,1,3,1,2,3,2,3,3,2,2,0,1,1,2,0,0,4,4,1,2,1,0,0,2,1,4,2,2,4,0,4,2,5,4,4,1,4,4,4,4,1,0,0,2,0,0,4,0,0,0,2,4,0,0,0,4,4,0
3036,3,3,2,1,0,2,3,2,1,2,2,1,0,0,1,1,0,0,0,4,1,2,2,1,2,1,1,0,0,2,2,4,0,0,2,5,4,2,1,1,2,2,2,2,1,2,1,4,2,2,2,2,1,1,0,2,2,1,2,2,0
3034,3,1,0,3,1,0,0,1,2,3,2,3,0,1,3,0,1,0,0,4,2,0,2,2,1,1,0,1,1,2,2,4,2,0,2,2,1,1,1,1,2,2,1,1,1,1,4,4,1,1,1,1,2,0,1,1,2,1,1,4,0
3035,0,3,0,3,1,3,3,1,1,2,2,1,1,2,2,0,1,0,0,1,4,4,1,2,4,4,4,4,1,2,2,4,2,0,2,1,1,2,4,2,2,1,4,2,2,2,2,0,1,4,2,2,2,1,2,2,1,2,2,1,0
3046,3,1,2,1,3,2,1,0,2,2,2,1,1,2,1,2,0,2,4,2,1,0,2,1,1,4,2,1,0,2,2,4,0,2,2,2,4,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,1,1,2,2,2,4,1,1,0
3047,3,3,1,3,2,1,3,2,3,3,1,0,0,2,2,2,1,0,0,2,2,1,1,1,4,2,2,1,0,2,2,4,0,1,1,1,0,2,2,2,0,2,0,2,2,0,2,0,1,2,1,1,1,2,2,2,2,0,2,1,0
3045,3,1,1,0,2,1,0,2,2,2,3,1,1,4,2,2,0,0,1,0,2,1,4,0,1,0,2,0,2,2,2,4,2,0,2,0,0,2,2,2,4,0,0,1,1,1,4,2,2,2,1,0,4,1,1,4,1,4,4,1,0
3071,0,3,2,2,1,1,0,3,2,3,1,1,2,0,1,1,3,2,2,0,2,1,4,2,0,2,0,1,0,2,2,4,0,1,5,5,1,1,1,0,1,4,2,4,2,2,2,1,1,0,4,1,4,1,0,2,2,2,1,0,0
3070,3,1,2,1,1,2,1,1,3,3,1,2,2,1,2,3,3,3,2,1,4,2,1,0,0,1,2,0,1,2,2,4,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,4,2,2,2,2,2,2,2,2,2,0
3097,0,3,0,2,0,0,0,2,3,3,2,2,3,2,2,1,2,0,2,2,1,1,4,4,2,2,2,1,0,2,2,4,4,2,2,5,0,4,1,2,2,2,2,4,4,0,4,0,2,2,2,1,0,2,2,1,4,4,0,0,0
3098,0,0,2,3,3,2,1,0,1,2,3,2,2,0,3,1,1,3,1,0,2,0,0,1,4,4,1,0,1,4,2,4,2,0,2,5,1,4,0,4,2,2,2,0,1,1,4,4,1,0,0,4,2,4,4,4,1,4,1,4,0
3102,3,3,0,0,2,0,2,2,1,3,2,2,0,2,2,1,2,0,0,2,1,1,4,4,2,2,2,1,0,2,2,4,0,0,0,1,0,4,4,2,4,4,4,1,4,1,2,0,4,2,1,0,4,2,2,2,0,0,4,0,0
3103,0,0,0,1,3,2,1,0,1,2,3,2,2,0,3,1,1,3,2,0,2,0,0,1,4,4,1,0,0,2,2,4,2,0,2,5,2,1,0,2,2,0,2,0,4,2,1,4,1,0,4,2,4,1,1,4,1,4,4,4,0
3106,3,3,0,0,2,0,2,2,1,3,2,2,0,2,2,0,2,0,0,2,1,4,1,4,2,2,2,0,0,2,2,4,0,4,2,1,4,1,4,2,2,2,2,2,1,1,0,2,2,0,1,0,0,2,2,2,0,2,2,2,0
3107,0,3,2,1,3,2,1,0,1,2,3,2,2,0,3,1,1,3,2,0,0,0,0,1,4,4,4,0,0,2,2,4,0,0,2,5,1,1,0,2,2,0,2,0,4,2,4,4,0,0,0,2,1,1,1,4,2,4,4,2,0
3110,3,3,0,0,2,0,2,2,1,3,2,2,0,2,2,0,2,0,0,2,1,1,1,4,2,2,2,0,0,2,2,4,0,1,2,1,4,1,4,2,2,2,2,2,1,1,0,2,2,0,1,0,0,2,2,2,0,2,2,2,0
3111,0,3,2,1,3,2,1,0,3,2,3,2,2,0,1,1,1,3,2,0,0,0,0,1,4,4,4,0,0,2,2,4,0,0,2,1,1,1,0,2,2,0,2,0,4,2,4,4,0,0,0,2,1,1,1,4,4,4,4,2,0
3117,4,3,2,1,2,0,2,3,0,3,2,2,3,2,1,2,2,0,2,2,1,1,1,4,2,2,0,2,0,2,2,4,2,0,2,2,1,4,1,1,1,4,1,1,1,1,4,2,1,4,1,1,2,0,1,1,1,2,2,2,0
3118,0,0,2,1,3,3,1,2,2,2,3,2,2,0,1,1,1,2,2,4,1,0,0,1,4,4,1,0,0,2,2,4,2,0,2,1,2,2,1,2,0,2,1,1,2,2,2,0,2,1,2,0,4,1,4,2,2,2,2,4,0
3123,3,3,0,0,2,0,3,2,1,3,2,2,0,2,2,0,2,0,0,0,1,1,1,4,2,2,2,0,0,2,2,4,0,2,2,1,4,1,4,2,2,4,2,0,1,1,0,2,2,0,1,0,0,2,2,0,0,2,2,2,0
3124,0,0,2,1,3,2,1,0,3,2,3,2,2,0,3,1,1,3,2,0,2,0,0,1,4,4,1,0,2,2,2,4,2,0,2,5,1,1,0,2,2,0,2,4,4,4,1,0,2,1,0,2,4,4,4,1,0,2,0,2,0
3128,3,3,0,0,2,0,3,2,1,3,2,2,0,2,2,0,2,0,0,0,1,1,1,4,2,2,2,0,0,2,2,4,0,2,2,1,4,1,4,2,2,4,2,0,1,1,0,2,2,0,1,0,0,2,2,0,0,2,2,2,0
3129,0,0,2,1,3,2,1,0,3,2,3,2,2,0,3,1,1,3,2,0,2,0,0,1,4,4,1,0,2,2,2,4,2,0,2,5,1,1,0,2,2,0,2,4,4,4,1,0,2,1,0,2,4,4,4,1,0,2,0,2,0
3139,3,3,0,1,2,0,0,2,3,3,2,2,3,2,2,3,2,0,2,2,1,1,1,4,2,2,2,1,0,2,2,4,4,2,2,5,0,4,1,0,0,2,2,4,4,0,1,0,0,2,2,1,0,2,2,4,4,4,0,0,0
3140,0,0,2,1,3,2,1,0,1,2,3,2,2,0,3,1,1,3,2,0,2,0,0,1,4,4,1,0,2,2,2,4,2,2,2,5,1,1,0,2,2,0,2,0,4,2,4,4,4,1,0,1,4,4,4,4,1,4,1,1,0
3148,3,3,0,3,2,1,0,2,3,3,2,2,3,2,2,3,2,0,2,2,1,1,1,4,2,2,2,1,0,2,2,4,4,2,2,5,0,4,1,0,0,2,2,4,4,0,1,0,0,2,0,1,0,2,4,1,4,1,0,0,0
3149,0,0,2,1,3,2,1,0,1,2,3,2,2,0,3,1,1,3,2,0,2,0,0,1,4,4,1,0,2,2,2,4,2,0,2,5,1,1,0,2,2,0,2,0,4,2,1,4,4,1,0,1,4,4,4,4,1,4,1,4,0
3152,3,3,0,0,2,0,3,2,1,3,2,2,0,2,2,0,2,0,0,0,1,4,1,4,2,2,2,0,0,2,2,4,0,2,2,1,4,1,4,2,2,4,2,0,1,1,0,2,2,0,1,0,0,2,2,2,0,2,2,2,0
3153,0,0,2,1,3,2,1,0,3,2,3,2,2,0,3,1,1,3,2,0,2,0,0,1,4,4,1,0,2,2,2,4,2,0,2,5,1,1,0,2,2,0,2,0,4,2,4,4,4,1,0,2,1,1,1,4,2,4,4,2,0
3156,3,3,0,0,2,0,3,2,1,3,2,2,0,2,2,0,2,0,0,0,1,1,1,4,2,2,2,0,0,2,2,4,0,2,2,1,4,1,4,2,2,4,2,0,1,1,0,2,2,0,1,0,0,2,2,2,0,2,2,2,0
3157,0,0,2,1,3,2,1,0,3,2,3,2,2,0,3,1,1,3,2,0,2,0,0,1,4,4,1,0,2,2,2,4,2,0,2,5,1,1,0,2,2,0,2,4,4,4,1,0,2,1,0,1,4,2,4,4,2,1,1,4,0
3164,1,0,2,0,1,3,2,2,2,3,1,3,0,1,0,0,1,0,0,0,0,1,4,4,4,1,2,2,1,2,2,4,0,0,2,0,2,0,2,2,2,1,1,0,0,2,1,4,1,0,2,0,2,0,1,1,0,1,0,2,0
3165,1,1,3,3,3,2,0,2,2,0,1,0,2,1,0,1,1,0,0,2,0,0,2,4,2,4,2,1,0,2,2,4,0,1,2,5,4,1,1,1,0,1,1,4,2,1,1,1,4,2,2,4,2,2,1,1,2,1,1,0,0
3163,1,1,1,3,1,2,3,2,1,2,1,3,1,1,0,1,2,0,1,1,0,0,2,0,1,1,0,2,1,2,2,4,2,0,2,1,1,0,1,2,2,2,1,0,2,2,1,4,2,2,2,2,4,1,2,4,2,2,2,2,0
3170,3,3,0,0,2,0,3,2,3,3,2,2,3,2,2,3,2,0,2,2,1,1,1,4,2,2,2,1,0,2,2,4,1,0,2,5,0,4,1,0,4,2,2,1,4,0,4,2,0,2,2,1,0,2,2,1,4,4,0,0,0
3171,0,0,0,3,3,2,1,0,1,2,3,2,2,0,3,1,1,3,2,0,2,0,0,4,4,4,1,0,2,2,2,4,0,0,2,5,1,4,0,4,2,2,0,0,4,1,4,4,4,2,0,4,2,4,4,4,4,1,1,4,0
3175,3,3,0,0,2,0,3,2,3,3,2,2,3,2,2,3,2,0,2,2,1,1,1,4,2,2,2,1,0,2,2,4,1,0,2,5,0,4,1,0,4,2,2,1,4,0,4,2,0,2,2,1,0,2,2,1,4,4,0,0,0
3176,0,0,2,1,3,2,1,0,3,2,3,2,2,0,3,1,1,3,2,0,2,0,0,1,4,4,1,0,2,2,2,4,0,0,2,5,1,4,0,2,2,0,2,0,4,2,4,4,1,4,4,1,4,4,4,2,4,1,1,4,0
5,4,4,1,0,2,1,2,2,1,1,3,1,0,2,1,1,3,2,1,1,4,2,4,1,4,1,1,1,0,2,2,4,1,4,1,5,2,4,1,1,4,4,1,1,0,1,1,0,4,2,2,1,1,1,4,2,4,2,2,0,1
4,3,3,0,1,1,3,2,1,3,1,3,2,1,2,3,2,2,1,4,1,2,1,1,1,4,2,2,1,0,2,4,2,2,2,2,1,0,2,2,4,2,2,0,2,1,4,2,2,2,4,2,2,2,2,2,1,4,1,4,0,1
12,3,1,2,2,3,3,2,0,3,3,2,0,1,0,2,3,3,3,1,4,1,1,4,4,1,1,1,1,0,2,0,1,4,2,2,1,1,0,0,4,1,0,1,0,2,2,1,0,2,2,0,0,2,0,4,2,0,0,2,2,1
10,1,1,3,2,0,0,1,1,0,1,1,3,3,1,0,0,1,3,4,2,4,4,1,1,0,1,0,1,0,2,2,0,4,2,1,1,0,2,2,1,1,0,0,2,2,4,2,2,0,2,1,0,0,1,1,2,2,4,2,2,1
11,3,1,2,1,0,1,0,1,1,1,3,1,1,1,2,1,3,1,4,4,4,1,2,2,1,4,2,1,0,2,2,0,1,2,1,5,2,0,4,2,2,0,1,2,0,2,0,1,1,0,4,2,0,0,2,2,0,2,4,4,1
29,1,0,0,1,1,1,3,1,0,3,2,0,1,1,0,1,1,0,2,1,4,1,4,1,1,1,1,1,0,2,4,1,4,2,1,5,1,1,0,2,2,2,0,1,4,4,1,0,1,2,1,1,1,0,1,1,2,4,2,0,1
30,3,3,1,1,3,1,0,1,0,1,0,2,1,1,1,3,1,1,2,2,4,2,4,0,1,1,0,1,0,2,0,4,4,1,1,0,0,1,1,1,2,0,2,0,2,2,2,2,4,2,0,2,1,2,1,1,4,0,1,1,1
28,3,3,1,1,3,2,2,2,1,3,2,0,1,1,1,1,0,1,2,4,1,4,2,2,1,1,0,1,0,2,2,1,1,1,2,1,2,4,2,1,4,2,1,1,1,1,2,2,0,0,2,4,1,4,0,4,2,1,2,4,1
40,1,1,1,0,1,1,1,3,1,0,1,3,1,4,3,3,2,1,4,4,2,4,1,1,4,2,2,1,0,2,2,0,4,2,5,5,1,1,4,2,4,1,1,4,4,1,1,1,1,0,1,1,0,1,1,0,0,2,0,1,1
