Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,target
2,113,93,39,2320,1315,840,871,18
2,94,74,38,1920,871,640,617,18
1,79,61,27,1046,450,285,462,18
2,89,64,31,1347,649,434,528,18
2,83,65,28,1450,529,423,635,18
0,91,71,34,1578,757,466,600,18
2,94,74,38,1920,871,640,617,18
0,111,99,39,2291,1098,828,883,18
0,85,71,29,1301,593,299,572,18
2,93,78,31,1380,721,365,481,18
0,81,65,32,1162,447,335,427,18
0,81,65,32,1162,447,335,427,18
2,83,65,28,1450,529,423,635,18
1,79,61,27,1046,450,285,462,18
0,93,73,31,1308,674,309,563,18
2,101,86,31,1494,797,485,635,18
2,113,93,39,2320,1315,840,871,18
2,93,78,31,1380,721,365,481,18
2,80,62,32,1115,536,278,509,18
0,113,94,40,2306,1362,816,834,18
2,114,97,45,2332,1418,811,819,18
2,83,64,30,1419,609,385,518,18
2,115,90,31,2252,1177,523,856,18
2,104,86,36,2060,1096,626,718,18
2,104,86,36,2060,1096,626,718,18
2,84,70,32,1461,612,529,582,18
2,93,78,31,1380,721,365,481,18
0,91,75,29,1461,812,421,462,18
2,89,64,31,1347,649,434,528,18
2,104,86,36,2060,1096,626,718,18
2,84,70,32,1461,612,529,582,18
2,113,93,39,2320,1315,840,871,18
2,95,83,31,1492,755,344,592,18
0,76,68,27,1227,516,322,509,18
0,111,93,34,2299,1386,757,775,18
0,85,71,29,1301,593,299,572,18
2,80,62,32,1115,536,278,509,18
2,104,86,36,2060,1096,626,718,18
1,65,54,23,556,204,130,283,18
2,75,59,30,938,498,270,383,18
2,114,97,45,2332,1418,811,819,18
0,116,94,39,2067,893,640,839,18
0,81,65,32,1162,447,335,427,18
2,94,74,38,1920,871,640,617,18
0,107,87,35,2102,995,591,733,18
2,114,97,45,2332,1418,811,819,18
0,113,94,40,2306,1362,816,834,18
0,93,73,31,1308,674,309,563,18
0,107,87,35,2102,995,591,733,18
2,83,65,28,1450,529,423,635,18
2,93,78,31,1380,721,365,481,18
2,115,90,31,2252,1177,523,856,18
2,83,65,28,1450,529,423,635,18
2,114,97,45,2332,1418,811,819,18
2,113,93,39,2320,1315,840,871,18
0,113,94,40,2306,1362,816,834,18
0,96,80,32,1484,824,415,536,18
0,111,93,34,2299,1386,757,775,18
2,115,90,31,2252,1177,523,856,18
2,75,59,30,938,498,270,383,18
2,84,70,32,1461,612,529,582,18
0,85,71,29,1301,593,299,572,18
2,89,64,31,1347,649,434,528,18
0,95,78,35,1735,823,492,739,18
2,84,70,32,1461,612,529,582,18
2,94,74,38,1920,871,640,617,18
0,88,74,34,1489,644,411,626,18
0,85,71,29,1301,593,299,572,18
2,113,93,39,2320,1315,840,871,18
0,85,71,29,1301,593,299,572,18
0,91,71,34,1578,757,466,600,18
0,95,78,35,1735,823,492,739,18
0,95,78,35,1735,823,492,739,18
1,65,54,23,556,204,130,283,18
0,96,80,32,1484,824,415,536,18
0,91,71,34,1578,757,466,600,18
2,84,70,32,1461,612,529,582,18
2,93,78,31,1380,721,365,481,18
0,111,99,39,2291,1098,828,883,18
0,116,94,39,2067,893,640,839,18
1,65,54,23,556,204,130,283,18
2,83,64,30,1419,609,385,518,18
0,85,71,29,1301,593,299,572,18
2,87,73,36,1573,719,347,718,18
0,76,68,27,1227,516,322,509,18
1,79,61,27,1046,450,285,462,18
0,91,75,29,1461,812,421,462,18
0,81,65,32,1162,447,335,427,18
0,113,94,40,2306,1362,816,834,18
0,91,71,34,1578,757,466,600,18
2,114,97,45,2332,1418,811,819,18
2,101,86,31,1494,797,485,635,18
0,96,80,32,1484,824,415,536,18
0,95,78,35,1735,823,492,739,18
2,101,86,31,1494,797,485,635,18
0,96,80,32,1484,824,415,536,18
0,93,73,31,1308,674,309,563,18
0,111,93,34,2299,1386,757,775,18
0,107,87,35,2102,995,591,733,18
0,104,88,37,2063,1225,677,750,18
2,87,73,36,1573,719,347,718,18
0,107,87,35,2102,995,591,733,18
0,107,87,35,2102,995,591,733,18
1,65,54,23,556,204,130,283,18
2,101,86,31,1494,797,485,635,18
1,79,61,27,1046,450,285,462,18
2,113,93,39,2320,1315,840,871,18
0,111,93,34,2299,1386,757,775,18
0,76,68,27,1227,516,322,509,18
2,75,59,30,938,498,270,383,18
2,84,70,32,1461,612,529,582,18
0,81,65,32,1162,447,335,427,18
0,88,74,34,1489,644,411,626,18
0,96,80,32,1484,824,415,536,18
2,94,74,38,1920,871,640,617,18
2,93,78,31,1380,721,365,481,18
1,79,61,27,1046,450,285,462,18
2,95,83,31,1492,755,344,592,18
2,89,64,31,1347,649,434,528,18
0,85,71,29,1301,593,299,572,18
2,93,78,31,1380,721,365,481,18
0,93,73,31,1308,674,309,563,18
0,95,78,35,1735,823,492,739,18
0,116,94,39,2067,893,640,839,18
2,94,74,38,1920,871,640,617,18
2,113,93,39,2320,1315,840,871,18
2,75,59,30,938,498,270,383,18
2,94,74,38,1920,871,640,617,18
0,104,88,37,2063,1225,677,750,18
0,85,71,29,1301,593,299,572,18
2,114,97,45,2332,1418,811,819,18
2,114,97,45,2332,1418,811,819,18
0,116,94,39,2067,893,640,839,18
0,104,88,37,2063,1225,677,750,18
2,101,86,31,1494,797,485,635,18
0,93,73,31,1308,674,309,563,18
0,96,80,32,1484,824,415,536,18
0,91,71,34,1578,757,466,600,18
0,116,94,39,2067,893,640,839,18
0,85,71,29,1301,593,299,572,18
0,93,73,31,1308,674,309,563,18
2,87,73,36,1573,719,347,718,18
0,104,88,37,2063,1225,677,750,18
2,114,97,45,2332,1418,811,819,18
1,79,61,27,1046,450,285,462,18
0,91,71,34,1578,757,466,600,18
0,113,94,40,2306,1362,816,834,18
0,88,74,34,1489,644,411,626,18
2,84,70,32,1461,612,529,582,18
0,111,93,34,2299,1386,757,775,18
2,114,97,45,2332,1418,811,819,18
0,116,94,39,2067,893,640,839,18
0,85,71,29,1301,593,299,572,18
1,65,54,23,556,204,130,283,18
2,114,97,45,2332,1418,811,819,18
2,94,74,38,1920,871,640,617,18
2,114,97,45,2332,1418,811,819,18
1,65,54,23,556,204,130,283,18
0,107,87,35,2102,995,591,733,18
2,84,70,32,1461,612,529,582,18
0,116,94,39,2067,893,640,839,18
2,115,90,31,2252,1177,523,856,18
0,93,73,31,1308,674,309,563,18
2,115,90,31,2252,1177,523,856,18
2,114,97,45,2332,1418,811,819,18
2,84,70,32,1461,612,529,582,18
0,111,93,34,2299,1386,757,775,18
0,85,71,29,1301,593,299,572,18
2,95,83,31,1492,755,344,592,18
2,95,83,31,1492,755,344,592,18
2,114,97,45,2332,1418,811,819,18
2,101,86,31,1494,797,485,635,18
2,115,90,31,2252,1177,523,856,18
0,116,94,39,2067,893,640,839,18
1,79,61,27,1046,450,285,462,18
2,80,62,32,1115,536,278,509,18
2,75,59,30,938,498,270,383,18
0,91,75,29,1461,812,421,462,18
2,101,86,31,1494,797,485,635,18
2,95,83,31,1492,755,344,592,18
0,85,71,29,1301,593,299,572,18
2,84,70,32,1461,612,529,582,18
0,107,87,35,2102,995,591,733,18
2,89,64,31,1347,649,434,528,18
1,79,61,27,1046,450,285,462,18
2,94,74,38,1920,871,640,617,18
2,101,86,31,1494,797,485,635,18
0,76,68,27,1227,516,322,509,18
2,101,86,31,1494,797,485,635,18
0,116,94,39,2067,893,640,839,18
0,111,93,34,2299,1386,757,775,18
2,104,86,36,2060,1096,626,718,18
2,87,73,36,1573,719,347,718,18
0,95,78,35,1735,823,492,739,18
2,104,86,36,2060,1096,626,718,18
2,83,64,30,1419,609,385,518,18
0,81,65,32,1162,447,335,427,18
0,85,71,29,1301,593,299,572,18
0,76,68,27,1227,516,322,509,18
2,113,93,39,2320,1315,840,871,18
2,80,62,32,1115,536,278,509,18
0,93,73,31,1308,674,309,563,18
0,76,68,27,1227,516,322,509,18
2,113,93,39,2320,1315,840,871,18
1,79,61,27,1046,450,285,462,18
0,96,80,32,1484,824,415,536,18
2,83,65,28,1450,529,423,635,18
1,65,54,23,556,204,130,283,18
2,95,83,31,1492,755,344,592,18
1,79,61,27,1046,450,285,462,18
0,93,73,31,1308,674,309,563,18
2,104,86,36,2060,1096,626,718,18
0,91,71,34,1578,757,466,600,18
2,83,64,30,1419,609,385,518,18
0,81,65,32,1162,447,335,427,18
1,79,61,27,1046,450,285,462,18
0,107,87,35,2102,995,591,733,18
0,91,71,34,1578,757,466,600,18
2,75,59,30,938,498,270,383,18
0,116,94,39,2067,893,640,839,18
0,111,93,34,2299,1386,757,775,18
2,80,62,32,1115,536,278,509,18
2,87,73,36,1573,719,347,718,18
2,75,59,30,938,498,270,383,18
2,101,86,31,1494,797,485,635,18
0,104,88,37,2063,1225,677,750,18
0,93,73,31,1308,674,309,563,18
0,113,94,40,2306,1362,816,834,18
2,114,97,45,2332,1418,811,819,18
2,83,64,30,1419,609,385,518,18
2,93,78,31,1380,721,365,481,18
1,79,61,27,1046,450,285,462,18
2,80,62,32,1115,536,278,509,18
0,116,94,39,2067,893,640,839,18
0,85,71,29,1301,593,299,572,18
0,91,75,29,1461,812,421,462,18
0,76,68,27,1227,516,322,509,18
0,113,94,40,2306,1362,816,834,18
0,88,74,34,1489,644,411,626,18
1,65,54,23,556,204,130,283,18
0,91,75,29,1461,812,421,462,18
0,95,78,35,1735,823,492,739,18
2,94,74,38,1920,871,640,617,18
2,95,83,31,1492,755,344,592,18
0,104,88,37,2063,1225,677,750,18
2,83,65,28,1450,529,423,635,18
0,111,99,39,2291,1098,828,883,18
0,107,87,35,2102,995,591,733,18
2,83,65,28,1450,529,423,635,18
0,85,71,29,1301,593,299,572,18
0,81,65,32,1162,447,335,427,18
2,83,65,28,1450,529,423,635,18
0,88,74,34,1489,644,411,626,18
0,113,94,40,2306,1362,816,834,18
0,111,93,34,2299,1386,757,775,18
1,79,61,27,1046,450,285,462,18
0,113,94,40,2306,1362,816,834,18
2,83,64,30,1419,609,385,518,18
2,104,86,36,2060,1096,626,718,18
2,83,65,28,1450,529,423,635,18
2,95,83,31,1492,755,344,592,18
2,87,73,36,1573,719,347,718,18
0,81,65,32,1162,447,335,427,18
0,81,65,32,1162,447,335,427,18
0,95,78,35,1735,823,492,739,18
2,75,59,30,938,498,270,383,18
1,65,54,23,556,204,130,283,18
2,104,86,36,2060,1096,626,718,18
0,111,99,39,2291,1098,828,883,18
0,116,94,39,2067,893,640,839,18
0,91,75,29,1461,812,421,462,18
0,95,78,35,1735,823,492,739,18
0,95,78,35,1735,823,492,739,18
2,75,59,30,938,498,270,383,18
2,114,97,45,2332,1418,811,819,18
2,84,70,32,1461,612,529,582,18
2,83,65,28,1450,529,423,635,18
0,76,68,27,1227,516,322,509,18
0,104,88,37,2063,1225,677,750,18
0,81,65,32,1162,447,335,427,18
2,75,59,30,938,498,270,383,18
0,76,68,27,1227,516,322,509,18
1,65,54,23,556,204,130,283,18
2,89,64,31,1347,649,434,528,18
0,88,74,34,1489,644,411,626,18
0,104,88,37,2063,1225,677,750,18
2,75,59,30,938,498,270,383,18
0,81,65,32,1162,447,335,427,18
2,95,83,31,1492,755,344,592,18
0,107,87,35,2102,995,591,733,18
0,81,65,32,1162,447,335,427,18
2,84,70,32,1461,612,529,582,18
2,80,62,32,1115,536,278,509,18
2,87,73,36,1573,719,347,718,18
2,75,59,30,938,498,270,383,18
0,91,71,34,1578,757,466,600,18
2,89,64,31,1347,649,434,528,18
2,83,65,28,1450,529,423,635,18
2,83,65,28,1450,529,423,635,18
0,93,73,31,1308,674,309,563,18
0,91,75,29,1461,812,421,462,18
0,96,80,32,1484,824,415,536,18
2,95,83,31,1492,755,344,592,18
0,104,88,37,2063,1225,677,750,18
0,93,73,31,1308,674,309,563,18
0,91,71,34,1578,757,466,600,18
0,93,73,31,1308,674,309,563,18
2,83,64,30,1419,609,385,518,18
0,88,74,34,1489,644,411,626,18
2,114,97,45,2332,1418,811,819,18
2,113,93,39,2320,1315,840,871,18
0,116,94,39,2067,893,640,839,18
2,89,64,31,1347,649,434,528,18
0,116,94,39,2067,893,640,839,18
0,113,94,40,2306,1362,816,834,18
0,116,94,39,2067,893,640,839,18
0,116,94,39,2067,893,640,839,18
0,107,87,35,2102,995,591,733,18
2,83,64,30,1419,609,385,518,18
0,81,65,32,1162,447,335,427,18
2,75,59,30,938,498,270,383,18
1,79,61,27,1046,450,285,462,18
0,95,78,35,1735,823,492,739,18
2,115,90,31,2252,1177,523,856,18
0,111,93,34,2299,1386,757,775,18
0,85,71,29,1301,593,299,572,18
0,76,68,27,1227,516,322,509,18
2,113,93,39,2320,1315,840,871,18
0,81,65,32,1162,447,335,427,18
0,96,80,32,1484,824,415,536,18
0,85,71,29,1301,593,299,572,18
0,96,80,32,1484,824,415,536,18
0,81,65,32,1162,447,335,427,18
2,83,65,28,1450,529,423,635,18
2,80,62,32,1115,536,278,509,18
2,115,90,31,2252,1177,523,856,18
0,91,75,29,1461,812,421,462,18
0,81,65,32,1162,447,335,427,18
2,114,97,45,2332,1418,811,819,18
0,116,94,39,2067,893,640,839,18
2,115,90,31,2252,1177,523,856,18
0,111,99,39,2291,1098,828,883,18
2,89,64,31,1347,649,434,528,18
2,87,73,36,1573,719,347,718,18
0,95,78,35,1735,823,492,739,18
2,93,78,31,1380,721,365,481,18
2,101,86,31,1494,797,485,635,18
0,107,87,35,2102,995,591,733,18
0,107,87,35,2102,995,591,733,18
2,87,73,36,1573,719,347,718,18
1,65,54,23,556,204,130,283,18
2,83,65,28,1450,529,423,635,18
2,84,70,32,1461,612,529,582,18
2,93,78,31,1380,721,365,481,18
2,104,86,36,2060,1096,626,718,18
0,85,71,29,1301,593,299,572,18
0,81,65,32,1162,447,335,427,18
0,113,94,40,2306,1362,816,834,18
0,76,68,27,1227,516,322,509,18
2,93,78,31,1380,721,365,481,18
1,65,54,23,556,204,130,283,18
1,65,54,23,556,204,130,283,18
0,116,94,39,2067,893,640,839,18
0,111,99,39,2291,1098,828,883,18
2,84,70,32,1461,612,529,582,18
2,101,86,31,1494,797,485,635,18
2,83,64,30,1419,609,385,518,18
2,94,74,38,1920,871,640,617,18
1,65,54,23,556,204,130,283,18
2,89,64,31,1347,649,434,528,18
1,65,54,23,556,204,130,283,18
2,101,86,31,1494,797,485,635,18
2,95,83,31,1492,755,344,592,18
0,107,87,35,2102,995,591,733,18
0,91,75,29,1461,812,421,462,18
0,116,94,39,2067,893,640,839,18
0,116,94,39,2067,893,640,839,18
0,107,87,35,2102,995,591,733,18
2,101,86,31,1494,797,485,635,18
0,85,71,29,1301,593,299,572,18
0,116,94,39,2067,893,640,839,18
0,113,94,40,2306,1362,816,834,18
0,104,88,37,2063,1225,677,750,18
2,89,64,31,1347,649,434,528,18
2,80,62,32,1115,536,278,509,18
2,115,90,31,2252,1177,523,856,18
2,89,64,31,1347,649,434,528,18
2,87,73,36,1573,719,347,718,18
2,84,70,32,1461,612,529,582,18
0,116,94,39,2067,893,640,839,18
0,91,75,29,1461,812,421,462,18
0,111,93,34,2299,1386,757,775,18
0,107,87,35,2102,995,591,733,18
0,96,80,32,1484,824,415,536,18
2,104,86,36,2060,1096,626,718,18
0,81,65,32,1162,447,335,427,18
0,96,80,32,1484,824,415,536,18
0,116,94,39,2067,893,640,839,18
0,96,80,32,1484,824,415,536,18
0,85,71,29,1301,593,299,572,18
0,104,88,37,2063,1225,677,750,18
0,107,87,35,2102,995,591,733,18
2,83,65,28,1450,529,423,635,18
2,104,86,36,2060,1096,626,718,18
0,111,93,34,2299,1386,757,775,18
0,96,80,32,1484,824,415,536,18
0,116,94,39,2067,893,640,839,18
0,95,78,35,1735,823,492,739,18
2,83,64,30,1419,609,385,518,18
1,65,54,23,556,204,130,283,18
2,87,73,36,1573,719,347,718,18
0,111,99,39,2291,1098,828,883,18
0,111,93,34,2299,1386,757,775,18
0,76,68,27,1227,516,322,509,18
2,95,83,31,1492,755,344,592,18
2,114,97,45,2332,1418,811,819,18
0,93,73,31,1308,674,309,563,18
0,104,88,37,2063,1225,677,750,18
2,114,97,45,2332,1418,811,819,18
0,81,65,32,1162,447,335,427,18
2,104,86,36,2060,1096,626,718,18
1,65,54,23,556,204,130,283,18
2,83,64,30,1419,609,385,518,18
0,111,93,34,2299,1386,757,775,18
2,89,64,31,1347,649,434,528,18
2,89,64,31,1347,649,434,528,18
0,91,71,34,1578,757,466,600,18
0,107,87,35,2102,995,591,733,18
2,115,90,31,2252,1177,523,856,18
2,114,97,45,2332,1418,811,819,18
0,96,80,32,1484,824,415,536,18
0,111,99,39,2291,1098,828,883,18
0,111,93,34,2299,1386,757,775,18
1,79,61,27,1046,450,285,462,18
2,87,73,36,1573,719,347,718,18
0,107,87,35,2102,995,591,733,18
1,65,54,23,556,204,130,283,18
2,113,93,39,2320,1315,840,871,18
0,111,93,34,2299,1386,757,775,18
0,96,80,32,1484,824,415,536,18
2,84,70,32,1461,612,529,582,18
0,107,87,35,2102,995,591,733,18
2,94,74,38,1920,871,640,617,18
0,104,88,37,2063,1225,677,750,18
1,79,61,27,1046,450,285,462,18
2,87,73,36,1573,719,347,718,18
2,93,78,31,1380,721,365,481,18
2,75,59,30,938,498,270,383,18
0,96,80,32,1484,824,415,536,18
2,89,64,31,1347,649,434,528,18
0,91,71,34,1578,757,466,600,18
2,93,78,31,1380,721,365,481,18
2,104,86,36,2060,1096,626,718,18
0,95,78,35,1735,823,492,739,18
2,113,93,39,2320,1315,840,871,18
0,111,99,39,2291,1098,828,883,18
2,101,86,31,1494,797,485,635,18
1,79,61,27,1046,450,285,462,18
1,65,54,23,556,204,130,283,18
2,113,93,39,2320,1315,840,871,18
2,94,74,38,1920,871,640,617,18
2,89,64,31,1347,649,434,528,18
0,91,71,34,1578,757,466,600,18
0,95,78,35,1735,823,492,739,18
0,91,75,29,1461,812,421,462,18
0,88,74,34,1489,644,411,626,18
1,65,54,23,556,204,130,283,18
2,101,86,31,1494,797,485,635,18
0,91,71,34,1578,757,466,600,18
0,88,74,34,1489,644,411,626,18
0,91,75,29,1461,812,421,462,18
0,93,73,31,1308,674,309,563,18
1,79,61,27,1046,450,285,462,18
2,115,90,31,2252,1177,523,856,18
0,116,94,39,2067,893,640,839,18
0,88,74,34,1489,644,411,626,18
2,114,97,45,2332,1418,811,819,18
0,95,78,35,1735,823,492,739,18
0,88,74,34,1489,644,411,626,18
2,95,83,31,1492,755,344,592,18
0,93,73,31,1308,674,309,563,18
2,115,90,31,2252,1177,523,856,18
2,84,70,32,1461,612,529,582,18
2,94,74,38,1920,871,640,617,18
0,81,65,32,1162,447,335,427,18
0,116,94,39,2067,893,640,839,18
0,95,78,35,1735,823,492,739,18
0,111,99,39,2291,1098,828,883,18
0,95,78,35,1735,823,492,739,18
0,113,94,40,2306,1362,816,834,18
0,91,75,29,1461,812,421,462,18
2,94,74,38,1920,871,640,617,18
0,111,99,39,2291,1098,828,883,18
0,76,68,27,1227,516,322,509,18
2,83,65,28,1450,529,423,635,18
2,84,70,32,1461,612,529,582,18
2,115,90,31,2252,1177,523,856,18
2,114,97,45,2332,1418,811,819,18
0,107,87,35,2102,995,591,733,18
2,114,97,45,2332,1418,811,819,18
0,107,87,35,2102,995,591,733,18
0,76,68,27,1227,516,322,509,18
0,96,80,32,1484,824,415,536,18
2,94,74,38,1920,871,640,617,18
0,96,80,32,1484,824,415,536,18
2,114,97,45,2332,1418,811,819,18
0,107,87,35,2102,995,591,733,18
0,111,93,34,2299,1386,757,775,18
2,95,83,31,1492,755,344,592,18
0,76,68,27,1227,516,322,509,18
0,116,94,39,2067,893,640,839,18
0,81,65,32,1162,447,335,427,18
0,81,65,32,1162,447,335,427,18
2,115,90,31,2252,1177,523,856,18
2,104,86,36,2060,1096,626,718,18
2,80,62,32,1115,536,278,509,18
2,113,93,39,2320,1315,840,871,18
0,85,71,29,1301,593,299,572,18
0,96,80,32,1484,824,415,536,18
2,101,86,31,1494,797,485,635,18
2,87,73,36,1573,719,347,718,18
0,76,68,27,1227,516,322,509,18
0,104,88,37,2063,1225,677,750,18
0,111,93,34,2299,1386,757,775,18
0,76,68,27,1227,516,322,509,18
0,95,78,35,1735,823,492,739,18
2,93,78,31,1380,721,365,481,18
0,113,94,40,2306,1362,816,834,18
2,87,73,36,1573,719,347,718,18
2,75,59,30,938,498,270,383,18
0,88,74,34,1489,644,411,626,18
2,113,93,39,2320,1315,840,871,18
0,111,93,34,2299,1386,757,775,18
0,96,80,32,1484,824,415,536,18
0,81,65,32,1162,447,335,427,18
0,76,68,27,1227,516,322,509,18
0,111,93,34,2299,1386,757,775,18
2,94,74,38,1920,871,640,617,18
0,111,99,39,2291,1098,828,883,18
2,84,70,32,1461,612,529,582,18
2,113,93,39,2320,1315,840,871,18
0,91,75,29,1461,812,421,462,18
2,80,62,32,1115,536,278,509,18
0,113,94,40,2306,1362,816,834,18
2,80,62,32,1115,536,278,509,18
0,96,80,32,1484,824,415,536,18
2,95,83,31,1492,755,344,592,18
0,111,93,34,2299,1386,757,775,18
0,111,99,39,2291,1098,828,883,18
0,116,94,39,2067,893,640,839,18
0,91,75,29,1461,812,421,462,18
2,83,64,30,1419,609,385,518,18
0,95,78,35,1735,823,492,739,18
2,87,73,36,1573,719,347,718,18
0,76,68,27,1227,516,322,509,18
0,95,78,35,1735,823,492,739,18
2,89,64,31,1347,649,434,528,18
1,65,54,23,556,204,130,283,18
0,111,99,39,2291,1098,828,883,18
2,87,73,36,1573,719,347,718,18
2,84,70,32,1461,612,529,582,18
0,76,68,27,1227,516,322,509,18
0,96,80,32,1484,824,415,536,18
2,84,70,32,1461,612,529,582,18
0,107,87,35,2102,995,591,733,18
1,65,54,23,556,204,130,283,18
2,93,78,31,1380,721,365,481,18
2,75,59,30,938,498,270,383,18
0,95,78,35,1735,823,492,739,18
2,93,78,31,1380,721,365,481,18
0,95,78,35,1735,823,492,739,18
0,96,80,32,1484,824,415,536,18
2,75,59,30,938,498,270,383,18
2,104,86,36,2060,1096,626,718,18
2,101,86,31,1494,797,485,635,18
2,89,64,31,1347,649,434,528,18
2,83,65,28,1450,529,423,635,18
2,114,97,45,2332,1418,811,819,18
2,101,86,31,1494,797,485,635,18
2,95,83,31,1492,755,344,592,18
0,85,71,29,1301,593,299,572,18
0,116,94,39,2067,893,640,839,18
2,94,74,38,1920,871,640,617,18
2,94,74,38,1920,871,640,617,18
2,93,78,31,1380,721,365,481,18
2,84,70,32,1461,612,529,582,18
0,96,80,32,1484,824,415,536,18
2,93,78,31,1380,721,365,481,18
0,96,80,32,1484,824,415,536,18
0,76,68,27,1227,516,322,509,18
2,114,97,45,2332,1418,811,819,18
2,104,86,36,2060,1096,626,718,18
0,116,94,39,2067,893,640,839,18
2,94,74,38,1920,871,640,617,18
0,81,65,32,1162,447,335,427,18
2,113,93,39,2320,1315,840,871,18
2,75,59,30,938,498,270,383,18
2,94,74,38,1920,871,640,617,18
2,83,65,28,1450,529,423,635,18
2,113,93,39,2320,1315,840,871,18
0,76,68,27,1227,516,322,509,18
2,83,65,28,1450,529,423,635,18
0,111,99,39,2291,1098,828,883,18
0,95,78,35,1735,823,492,739,18
2,83,65,28,1450,529,423,635,18
2,115,99,40,2387,1328,853,875,19
2,88,71,34,1653,743,397,664,19
0,75,63,32,1013,506,288,402,19
0,105,88,34,2023,1142,595,764,19
1,91,72,33,1731,744,430,563,19
0,81,66,29,1109,441,280,592,19
2,106,88,36,1835,922,440,764,19
1,91,72,33,1731,744,430,563,19
0,75,63,32,1013,506,288,402,19
0,92,77,33,1616,751,462,640,19
1,81,67,36,1072,562,309,365,19
2,98,88,30,1676,692,469,656,19
2,101,86,32,1946,924,686,769,19
2,101,86,32,1946,924,686,769,19
2,81,66,25,1214,516,386,471,19
0,75,63,32,1013,506,288,402,19
0,92,77,33,1616,751,462,640,19
2,101,86,32,1946,924,686,769,19
2,101,86,32,1946,924,686,769,19
2,85,71,31,1454,656,333,664,19
0,75,63,32,1013,506,288,402,19
2,95,77,30,1526,829,389,582,19
2,88,70,36,1520,667,406,554,19
0,94,78,33,1822,909,447,739,19
0,75,63,32,1013,506,288,402,19
0,92,77,33,1616,751,462,640,19
0,110,92,38,2256,1256,721,886,19
2,88,70,36,1520,667,406,554,19
0,105,88,34,2023,1142,595,764,19
0,110,92,38,2256,1256,721,886,19
0,81,66,29,1109,441,280,592,19
2,88,71,34,1653,743,397,664,19
0,94,78,33,1822,909,447,739,19
2,106,88,36,1835,922,440,764,19
2,105,86,34,2080,1002,540,842,19
0,81,66,29,1109,441,280,592,19
2,102,88,40,2082,1041,618,744,19
0,94,78,33,1822,909,447,739,19
0,92,77,33,1616,751,462,640,19
0,120,98,34,2384,1349,827,922,19
0,97,80,41,1937,1013,438,834,19
2,106,88,36,1835,922,440,764,19
2,85,68,31,1416,542,275,801,19
2,106,88,36,1835,922,440,764,19
2,81,66,25,1214,516,386,471,19
1,91,72,33,1731,744,430,563,19
0,110,92,38,2256,1256,721,886,19
1,81,67,36,1072,562,309,365,19
2,88,71,34,1653,743,397,664,19
2,101,86,32,1946,924,686,769,19
2,88,70,36,1520,667,406,554,19
0,92,77,33,1616,751,462,640,19
0,89,73,33,1614,783,371,709,19
2,95,77,30,1526,829,389,582,19
0,94,78,33,1822,909,447,739,19
2,85,71,31,1454,656,333,664,19
2,85,71,31,1454,656,333,664,19
0,111,97,40,2317,1168,781,902,19
0,81,66,29,1109,441,280,592,19
2,105,86,34,2080,1002,540,842,19
0,93,74,30,1570,722,452,726,19
0,110,92,38,2256,1256,721,886,19
0,75,63,32,1013,506,288,402,19
0,111,97,40,2317,1168,781,902,19
2,101,86,32,1946,924,686,769,19
0,97,80,41,1937,1013,438,834,19
2,106,88,36,1835,922,440,764,19
2,102,88,40,2082,1041,618,744,19
0,97,80,41,1937,1013,438,834,19
2,85,71,31,1454,656,333,664,19
2,88,70,36,1520,667,406,554,19
2,85,68,31,1416,542,275,801,19
2,98,88,30,1676,692,469,656,19
0,81,66,29,1109,441,280,592,19
1,81,67,36,1072,562,309,365,19
1,91,72,33,1731,744,430,563,19
0,94,78,33,1822,909,447,739,19
2,88,71,34,1653,743,397,664,19
0,75,63,32,1013,506,288,402,19
0,110,92,38,2256,1256,721,886,19
2,106,88,36,1835,922,440,764,19
0,75,63,32,1013,506,288,402,19
2,98,88,30,1676,692,469,656,19
2,102,88,40,2082,1041,618,744,19
2,85,71,31,1454,656,333,664,19
2,85,68,31,1416,542,275,801,19
0,93,74,30,1570,722,452,726,19
0,97,80,41,1937,1013,438,834,19
0,120,98,34,2384,1349,827,922,19
2,85,71,31,1454,656,333,664,19
0,110,92,38,2256,1256,721,886,19
2,85,71,31,1454,656,333,664,19
2,85,71,31,1454,656,333,664,19
1,81,67,36,1072,562,309,365,19
0,94,78,33,1822,909,447,739,19
2,95,77,30,1526,829,389,582,19
1,81,67,36,1072,562,309,365,19
2,106,88,36,1835,922,440,764,19
0,93,74,30,1570,722,452,726,19
2,102,88,40,2082,1041,618,744,19
2,85,68,31,1416,542,275,801,19
1,81,67,36,1072,562,309,365,19
0,94,78,33,1822,909,447,739,19
2,102,88,40,2082,1041,618,744,19
0,105,88,34,2023,1142,595,764,19
2,85,71,31,1454,656,333,664,19
2,85,71,31,1454,656,333,664,19
1,91,72,33,1731,744,430,563,19
1,81,67,36,1072,562,309,365,19
2,98,88,30,1676,692,469,656,19
2,88,70,36,1520,667,406,554,19
0,110,92,38,2256,1256,721,886,19
0,101,83,33,1903,1055,530,702,19
2,105,86,34,2080,1002,540,842,19
2,102,88,40,2082,1041,618,744,19
0,93,74,30,1570,722,452,726,19
2,102,88,40,2082,1041,618,744,19
2,95,77,30,1526,829,389,582,19
2,101,86,32,1946,924,686,769,19
0,92,77,33,1616,751,462,640,19
0,93,74,30,1570,722,452,726,19
0,101,83,33,1903,1055,530,702,19
