fLength:,fWidth:,fSize:,fConc:,fConc1:,fAsym:,fM3Long:,fM3Trans:,fAlpha:,fDist:,class:
9119,9311,3602,3175,2053,10251,13420,6157,4058,4935,0
556,2839,106,6151,4018,5743,6316,13968,9343,9419,0
10360,3991,1877,2449,1364,14957,13631,11379,5808,11744,0
8899,9613,1717,3244,2114,10248,12291,12438,3306,10594,0
14847,8459,1903,2941,1832,2556,13179,2318,2386,16475,0
13673,12286,2362,1552,941,1415,16512,2022,5352,14205,0
4221,5280,1082,4158,2915,12860,9245,12813,3153,7029,0
14760,15876,6828,342,245,18157,17066,16818,2890,11831,0
478,2785,179,6111,4175,11400,6741,5166,16469,1341,0
14680,16421,6088,1249,743,13352,15390,1222,497,17911,0
16336,16299,4816,586,468,14362,17978,1820,5705,11630,0
9687,10617,3083,1732,1068,15030,12945,11252,7978,4283,0
14161,10445,1746,2457,1511,17191,14320,6638,781,13269,0
10646,6300,2054,2336,1486,16336,12900,14748,2280,7777,0
15777,14175,2785,1333,903,16808,18266,1520,8755,9080,0
7516,11057,2748,2533,1528,14840,10357,2307,2059,3859,0
3994,5009,345,4960,2983,14494,8380,11822,10352,5236,0
272,3789,24,5864,3744,11916,5726,13215,10856,1617,0
10131,11563,3206,1524,1052,3705,2126,3372,6882,6830,0
10555,7997,2809,2179,1390,9747,14135,13536,2736,12167,0
2926,3626,215,4895,3041,5728,3381,9900,16964,14498,0
13164,13316,4715,1025,718,10562,14823,4480,1335,14287,0
6802,11265,1961,2037,1191,11231,2669,15660,3847,12294,0
2954,566,109,5612,3219,4181,5490,10710,17837,14434,0
11394,15968,4491,826,521,6185,15404,16965,14151,2731,0
2992,3116,266,5180,3354,12246,10441,11707,8486,900,0
1348,5170,928,5119,3131,5656,5186,12992,8857,2796,0
11713,12724,2964,1211,797,17195,10862,11639,8101,5958,0
16557,16562,7027,202,167,16434,17798,16901,730,16129,0
16752,14881,5821,909,608,18494,18016,17568,350,15963,0
3191,6324,1189,4538,2939,10672,5774,4241,8423,12007,0
3439,5040,210,5157,3533,11546,9408,5144,16302,695,0
4959,12320,1641,2565,1546,8977,11303,16371,17468,16047,0
5192,0,161,6018,4038,8314,6505,2042,10428,556,0
13865,11168,3441,1632,972,14116,15991,15023,184,15330,0
3251,9502,1107,4347,2948,5993,4533,12177,12394,10279,0
3872,214,131,6085,3637,4146,5478,11123,15714,10069,0
9374,12658,2646,2028,1238,11320,12728,1791,7689,9407,0
12969,10622,2494,1879,1158,17314,15002,13556,3381,12221,0
4248,3206,592,4962,2715,5230,3488,11152,9219,2577,0
16064,15333,5939,926,651,17272,18043,1309,2274,16582,0
7695,9723,3227,2236,1248,10286,10335,12273,7887,2648,0
7908,8815,2034,2716,1650,6825,11866,11287,4740,6160,0
9318,1531,1582,3744,2736,15055,12953,7858,5394,6732,0
5577,11806,1745,2201,1352,14012,9937,12746,12444,9317,0
11046,9825,695,3683,2070,15063,14674,15568,5578,9116,0
16591,16811,6897,303,245,18258,18178,584,2888,11775,0
6549,12726,1497,1883,1141,15995,3979,12716,14690,4441,0
16369,15900,4227,2003,1234,1581,1255,868,2944,18358,0
2805,617,40,5657,3230,8700,5527,7629,13828,6790,0
9560,12135,3414,1787,1305,11030,12224,15323,6751,6957,0
11900,11538,4072,1544,997,13107,15357,14910,3025,15909,0
17314,12044,755,2843,1805,17821,18505,11042,10835,281,0
7862,2936,395,4224,2734,16251,6334,9809,7834,13193,0
564,1959,261,6300,4302,6039,5640,4728,15853,6508,0
5477,4476,1322,4766,2798,10631,11513,7048,5127,7860,0
771,4449,695,5343,3470,8985,6408,6869,15960,14531,0
17709,12112,5982,423,300,1824,519,4370,13143,219,0
8469,1822,989,4273,2580,15909,13342,10598,7895,4572,0
1248,881,131,6162,4317,8008,6657,8552,15280,6294,0
8733,5305,1107,2871,1567,15024,4064,10152,9000,11570,0
16741,8428,1262,2777,1518,18309,17418,7616,6802,16148,0
8415,4250,1377,3590,2126,15145,13549,10885,7841,6395,0
1784,8681,1115,3861,2521,7048,4951,4891,10194,2288,0
4727,9917,2474,2873,1575,13009,10673,13702,10062,13045,0
15918,16315,5157,1165,741,16893,18509,976,10639,388,0
8702,7149,995,2491,1480,14058,11345,15047,5043,11780,0
10999,10500,2911,1687,973,1371,14178,13692,8795,14867,0
1844,5231,630,4245,2566,7572,7848,5586,12946,12807,0
11839,9018,2079,2360,1717,17970,3887,4328,5388,13754,0
14379,12905,4581,2423,1499,3242,14554,16681,3420,16513,0
1404,5590,1066,4800,2936,6425,4434,6912,3577,15156,0
9208,6131,2420,2837,1593,5003,12292,5662,3334,12146,0
7435,13252,2293,1904,1166,16382,8704,14703,10159,3313,0
3383,4833,759,4507,2676,8729,5306,6337,8553,8873,0
5508,10321,1140,3632,2422,14611,11391,11969,11588,9623,0
4766,7252,1950,3282,1784,11322,8434,12377,15443,233,0
4644,9363,1102,3133,1801,10991,4643,6238,1588,3574,0
436,1850,256,6297,4353,6131,5528,12945,7292,14153,0
10656,16344,6595,777,661,7577,14335,2004,5494,2055,0
14877,16044,4307,1201,900,18261,15755,491,2928,15734,0
6750,3084,944,3960,2403,3192,4418,8643,4356,14579,0
14776,12586,4155,1838,1190,3131,15420,14705,617,16569,0
15800,12404,4084,1660,1109,2519,17179,2313,2402,16005,0
10245,4928,554,3420,2244,3589,2689,6721,5238,9450,0
14716,15617,6087,1217,921,2843,16020,1369,1603,16294,0
6217,3976,601,4130,2510,14351,11583,10820,14069,12271,0
4284,0,156,6171,4170,8314,6505,1689,15378,586,0
9589,9317,4274,1898,1057,15639,5106,3581,2749,7220,0
8729,8254,2320,3109,1674,15384,13638,14942,3487,8826,0
8782,8097,3132,2879,1639,14859,13834,10029,3722,7521,0
14793,14411,3800,795,512,2861,17597,1068,4497,9518,0
2466,9167,339,4318,2519,5863,7693,5282,14234,10457,0
8880,11198,2706,2524,1464,17025,12941,2340,6913,11738,0
4441,8306,1345,3383,1942,8118,9378,2725,3699,11083,0
11060,9283,2680,2052,1319,15167,11365,2065,1622,14259,0
6118,8525,1651,2468,1410,12070,7013,12850,7125,7200,0
15123,16727,6863,288,219,16505,17634,16781,164,7408,0
9442,7862,1391,2566,1666,3221,12203,13636,7907,12924,0
8359,7632,1476,2162,1202,10741,12285,14459,2817,7812,0
9742,6693,1143,3918,2363,16962,2882,11033,2934,8016,0
17103,7683,1178,2593,1494,711,18273,4820,5557,16927,0
15132,13486,3071,2061,1488,5120,2352,2630,632,17848,0
9630,13144,1777,2443,1561,11743,5414,17144,8169,10047,0
2068,8680,335,4021,2281,10595,10674,13464,6823,5291,0
8126,14544,3652,1577,936,9432,4111,881,13046,3503,0
8830,9322,2208,1878,1118,3946,11500,12575,7722,7920,0
2659,2871,719,5327,3128,12413,10052,11239,12255,400,0
1744,5637,728,4039,2238,11406,6975,10101,8526,5585,0
16152,14330,4655,629,454,12013,17436,1726,3888,9942,0
4640,8453,1319,4270,3040,10511,3283,15235,17776,9743,0
5093,7896,984,3725,2289,4767,9560,5613,6233,2919,0
5724,9089,1646,2971,1816,10622,3276,7118,2449,11779,0
3253,7172,1451,3703,2607,10142,7682,13105,13838,205,0
2711,5475,316,3825,2488,5702,4590,11473,7914,9319,0
2210,8084,589,3347,2018,7927,7347,7797,17854,135,0
5928,5130,1325,3888,2322,11136,9509,6476,9272,6717,0
17035,14074,2390,1678,968,180,18484,4761,10637,5295,0
10151,8501,2253,1637,933,17733,4322,3253,9999,2696,0
14491,13157,2005,1817,1034,17232,16907,17135,8306,8997,0
7408,10701,2250,1949,1340,4477,5570,4207,11872,10417,0
10447,8927,1489,2754,1494,16969,13324,12599,4441,8107,0
8360,8697,1071,2572,1459,5336,3956,3988,2872,4294,0
7903,6315,1506,3323,2275,7434,4815,7413,4676,9334,0
10104,8271,1390,3446,2132,16232,14559,14967,508,16861,0
8013,10482,1818,1573,903,5604,9501,11977,9212,6259,0
1063,7003,443,5401,3776,8748,8656,2863,16513,651,0
7301,9398,368,3913,2340,12006,11869,8204,9228,7231,0
8001,11600,2330,2152,1530,6559,7226,15428,6215,10895,0
2938,2718,195,4749,2798,6871,10108,5201,11620,7938,0
11876,11825,2977,1188,735,8688,2303,7034,621,9843,0
7980,8530,721,2813,1524,13961,11546,7349,7966,5124,0
16887,17959,7195,68,63,10211,17616,85,10833,17114,0
9090,11043,2780,2020,1366,4773,2544,4798,5017,13388,0
16907,17444,7168,102,100,3850,17692,15901,3175,16884,0
395,2850,114,6023,4225,5903,6640,11204,13687,5311,0
13547,12798,4213,1427,848,17471,14618,3527,2377,15384,0
1085,3398,337,4926,2820,7489,7501,10373,7414,11044,0
10196,3053,1004,3208,1894,2689,2540,6766,5714,9235,0
14540,9757,1857,2586,1513,18427,15365,1986,2318,13583,0
15352,14752,6716,616,459,18317,17073,3127,807,15729,0
7385,5440,2073,3400,2286,12687,12607,5938,5979,7857,0
10086,12179,3841,1502,977,6723,4544,13425,512,10324,0
1588,2371,635,4874,2662,14020,7531,8023,15232,7048,0
6566,6721,2072,2907,1760,7823,8314,7279,5650,9513,0
9343,12344,2487,1850,1081,14742,13323,1564,9891,10871,0
11128,15628,4537,1236,790,16222,16353,16519,11235,1440,0
4024,1953,242,4736,2887,14076,10273,4611,13826,5992,0
12223,11758,3164,1407,945,3161,13585,12740,341,7894,0
14014,14528,6317,1102,730,2676,16486,1466,2049,16134,0
14241,5717,1160,4059,3016,2489,14030,7089,5734,16472,0
16231,16384,6794,336,278,7485,17720,503,2640,16173,0
4043,11482,2436,3598,2103,10295,11254,15237,1556,778,0
1144,3356,641,4795,2689,9046,5591,10030,16313,1820,0
16909,6254,757,3283,2085,17415,18312,7749,14728,1454,0
13279,6907,2296,1734,982,17159,15585,10427,14011,731,0
13577,10419,3507,1878,1195,16468,16434,4176,5821,12964,0
13746,16097,5351,1063,647,16440,17791,17656,5733,5054,0
7429,6348,1735,2654,1504,9439,7331,6978,3239,1354,0
7106,7702,1391,2902,1934,13334,11733,7058,9322,1020,0
9635,12537,796,2510,1506,3463,2335,2888,7785,2447,0
5540,8731,2383,2574,1468,11891,5164,10200,17774,2006,0
13189,9225,3142,1291,754,15685,15773,7129,4544,11068,0
13129,4139,2755,2173,1386,16724,16160,8367,4423,16229,0
5123,5956,846,3464,1977,4731,10192,8957,4008,8987,0
4252,9039,1075,2540,1747,9425,9798,8085,10851,8420,0
9960,54,366,5442,4045,3056,2251,9203,210,17405,0
9520,13237,2767,1469,999,5708,10570,15001,6672,6974,0
16467,12181,3016,2015,1349,18410,18056,2015,2587,17658,0
6355,4324,1143,3256,1836,5157,7236,9664,4810,9267,0
13137,8745,4086,1432,1033,17583,14753,14984,27,9876,0
11009,7188,3179,2358,1430,15862,14479,13592,4348,9232,0
18046,16961,6141,879,624,18596,18530,893,5943,7484,0
7183,10863,2396,3217,2307,9380,8901,2113,4520,13648,0
9014,9374,1879,2663,1570,11460,3275,15636,5797,7116,0
2072,5560,1162,4203,2612,5664,4731,7841,6609,4652,0
6413,9214,2376,3341,2030,9979,9624,5162,13233,360,0
1011,3494,206,4902,3344,8156,6756,6991,14121,6914,0
16147,16615,6766,563,394,11869,15245,17223,2475,17844,0
6177,9606,1654,3120,2353,14451,11233,2481,11292,6253,0
16171,16732,6827,399,330,18474,17505,3173,6223,12506,0
6940,10630,2364,2380,1308,6098,11543,2188,10055,3768,0
2329,9251,682,4436,2787,9907,3762,1736,17851,4939,0
13123,12963,3930,1703,1146,10767,14886,16024,1343,17150,0
12890,12742,5257,1287,781,17136,14937,5136,3242,13243,0
8857,8029,1358,2871,1802,14928,2919,4904,1756,2465,0
17740,13565,810,3234,1997,1326,471,977,5080,13862,0
10623,9384,3172,1860,1153,6011,2711,4279,4585,8520,0
14301,11124,4889,1327,879,1293,16261,15076,4308,14292,0
9890,9768,2641,1920,1139,9012,13739,10842,6555,13438,0
13310,14550,6232,797,507,14227,16054,7424,821,9041,0
3386,0,142,6263,3953,9553,4420,9107,14512,679,0
12955,13014,4849,1863,1051,2791,5169,6733,1333,16153,0
9612,10880,2341,2314,1624,4606,2037,2429,17710,189,0
5745,526,584,5622,3865,5584,4895,10322,8935,9625,0
11085,14641,6178,1063,693,15617,13242,2741,5926,6526,0
9158,1658,912,3549,2147,12507,12676,8925,5078,10585,0
15366,16287,6110,580,419,1486,17178,17783,3661,15000,0
16144,10056,2301,2029,1313,561,16853,5830,4377,13229,0
5817,9645,1042,3529,2295,11270,10437,11796,3631,9619,0
9010,12139,3319,1676,988,7191,3932,14381,3966,11082,0
5835,7312,2115,3718,2030,15098,12296,5367,3081,5244,0
12582,5945,2249,1983,1139,4052,5132,9017,5159,7040,0
6066,4302,790,3336,1862,6524,5413,10740,3171,10233,0
15100,14328,4962,1150,978,1251,16219,17359,2390,13450,0
16091,15722,3664,1412,848,16845,17928,17766,1957,17292,0
230,3908,330,5823,3660,12003,5689,5001,16516,1390,0
5307,10512,1554,3050,2410,8454,4167,13665,6323,8258,0
6789,10381,1214,1983,1113,6780,9514,2984,17810,1092,0
13270,9393,2262,2526,1423,17360,14868,16966,6795,16605,0
14288,12728,4987,1313,783,18177,16367,2738,5761,11769,0
4972,6238,433,3928,2130,5911,5633,3739,13863,9225,0
3678,266,67,5918,3440,4078,5935,11078,11366,15868,0
8654,10726,4638,2523,1378,13655,12659,6731,671,8949,0
8951,9092,2246,2188,1235,4246,2392,3381,4663,6441,0
14960,13732,5552,1265,933,1377,16302,5879,2026,13966,0
6476,10523,1950,2178,1235,7840,4642,3903,17922,2109,0
12999,3028,195,4338,2507,17929,4018,7403,9438,4787,0
10970,1580,725,3709,2637,14692,13919,6021,4843,11595,0
8181,11255,1507,2365,1338,3629,2310,2295,8402,8892,0
6151,6336,1044,3102,1789,15212,11363,5840,4436,6385,0
7430,6209,1243,3274,1933,15242,2866,3220,9105,6821,0
12237,11800,4200,2317,1435,2314,14346,7444,729,16220,0
9185,13494,3541,1582,1009,8890,3044,16670,2075,5955,0
1521,7998,564,4044,2513,12972,10435,7767,10315,12413,0
3754,1368,521,5298,3259,4409,3531,13849,11952,1461,0
2078,1610,318,5106,3491,4591,4662,9599,13402,3187,0
1886,9198,673,3503,1918,6180,8762,14462,17446,313,0
5327,4721,798,3795,2258,8207,9979,6709,12442,12298,0
3701,5371,246,4889,3128,11523,8817,12489,1248,6483,0
6208,10610,2540,2441,1426,10334,10994,8454,8197,9465,0
6870,4613,843,4152,2478,8034,4062,11165,9474,3358,0
4710,0,64,5755,3653,14452,9191,9108,10399,7949,0
13006,6412,901,3364,2130,1418,14896,8784,3924,14814,0
10193,9607,1497,3144,1807,5046,4002,7091,5758,4434,0
4616,6686,980,3675,2232,5568,5126,14551,9781,1825,0
15448,15282,5158,1568,1036,9105,15507,16702,791,17639,0
17198,15637,3447,862,576,12906,17186,17233,1954,13113,0
15446,7959,1387,4025,2691,16370,18234,2958,8171,10610,0
9940,10209,2320,1856,1344,5259,2043,13790,4921,9030,0
11400,10473,3360,1456,978,8229,13992,3649,7253,10648,0
5804,6155,1723,3811,2389,14972,12214,6890,5591,12503,0
14626,14359,5071,1053,680,4827,16734,16267,4525,17190,0
4982,12214,2156,2213,1241,4904,6219,16161,17045,2280,0
91,4513,9,5599,3233,12216,5604,13563,11581,3365,0
11664,9698,2436,1359,840,7514,3006,15168,8597,6518,0
9989,7724,1762,3584,2490,2413,7494,3794,1437,16344,0
15337,13626,5619,1249,1002,2467,16389,14923,2412,15945,0
16715,12587,3859,875,597,359,18072,1721,1381,16925,0
14616,7853,2031,2413,1599,18003,14282,9761,2043,13863,0
13402,9858,4902,1025,628,7883,15330,4740,3727,13538,0
386,1691,241,6322,4375,10860,7661,12927,11052,5087,0
3134,6411,370,4202,2852,13454,10822,9215,16433,4098,0
16514,15713,6702,636,455,1366,17459,1286,711,17624,0
8086,8194,1916,2950,1798,16126,12519,5133,9792,7152,0
10705,11069,2089,1875,1164,5014,3289,16340,9075,11010,0
3690,252,212,5954,3665,14060,8066,11071,7657,3919,0
16349,17062,7093,163,135,17563,17557,587,2204,15615,0
10731,8592,1806,2010,1182,11613,11226,2778,304,8104,0
9027,4694,1328,3876,2290,15725,13745,10580,4157,1473,0
11461,3251,1640,2280,1335,14181,8439,7886,177,8127,0
12198,7208,1552,2902,1658,16532,14647,4793,1684,5183,0
3771,8285,1145,3568,2223,13804,7139,14244,2992,4609,0
5357,1673,591,4191,2604,6347,8158,8530,6427,4846,0
519,2575,99,6172,4191,11354,6949,13458,2113,16048,0
13904,15382,6683,539,366,17422,16099,15509,1412,15466,0
1686,761,117,6238,4040,9397,5361,8944,13529,11845,0
5264,2151,390,3851,2230,6702,3579,7073,9940,13554,0
15975,16360,6799,375,282,1901,17586,16889,806,14902,0
10899,9951,2672,1456,1018,14302,12922,13257,6041,5841,0
2846,162,261,6275,4399,12120,10873,7544,11402,14582,0
8018,1885,1380,3841,2389,7267,12742,10858,7764,5050,0
2995,11489,1627,2881,1601,14019,7967,12237,1210,10781,0
10791,13539,5343,973,701,13639,12881,13777,3735,6149,0
14927,14207,5961,1043,751,17216,17655,15194,3249,11286,0
11389,6308,884,4309,2668,16701,15072,15133,12608,3880,0
4943,0,85,5933,4124,13963,10409,9107,6859,3833,0
2272,1736,160,4905,2724,14321,6943,9335,6123,8456,0
6393,10166,1458,2212,1310,12844,12003,4040,12023,14672,0
14894,11731,2346,2376,1380,17928,17074,16975,2783,17149,0
4862,6140,1083,3614,2343,5640,4997,10139,5097,9471,0
3494,4361,652,4226,2474,3855,5078,4303,11039,8075,0
7694,7433,1871,2654,1518,13546,11450,10856,11095,9953,0
14058,13675,4643,545,384,7522,14440,15502,4524,12241,0
11225,9135,2686,1971,1189,6497,4280,12866,1074,11743,0
14672,9973,2861,1943,1092,16829,17636,15099,6454,12923,0
11366,14140,3359,1403,923,2753,2474,7178,603,11549,0
2441,1757,181,5155,3689,9146,4371,5763,11105,1359,0
7677,1970,757,3889,2121,6859,12256,10470,6179,10377,0
11064,9678,3991,1865,1131,16324,13619,12274,2142,10014,0
5410,6618,964,3920,2317,14267,12297,11520,6731,2112,0
10659,13328,4389,1486,1090,16378,13055,16337,7322,9214,0
13253,15916,4236,844,622,17063,15737,3069,1034,3704,0
2390,3481,449,5330,3340,11769,10453,7030,10816,3501,0
15924,10639,4826,1229,773,17954,18258,13417,3817,12859,0
9717,2796,984,3668,2016,14874,2949,7204,7529,4347,0
15656,14444,2052,3101,1765,2667,849,1659,1154,15992,0
4908,10044,836,3584,1959,10948,11062,16464,11188,1441,0
6062,464,272,4669,2838,10438,9143,8918,7493,10436,0
16367,7437,2005,2483,1958,736,13157,8913,8681,11539,0
12749,6709,2927,1748,1032,5762,14953,9784,1117,13906,0
7147,4163,1957,4606,2503,13974,12663,4366,12200,5715,0
11862,14590,4893,842,608,11796,13130,16060,3673,4904,0
11614,12315,4637,1517,1120,10846,14878,3308,755,13544,0
11113,10423,1063,2879,1586,2632,12834,9686,2126,16562,0
13410,13222,5191,893,604,1314,14832,5100,583,14478,0
10772,9303,2188,2677,1566,9661,14374,2719,79,8854,0
1733,7516,345,5234,2888,4059,8682,15230,13523,11160,0
5796,6691,1033,3688,2365,3717,2797,8659,12438,51,0
6555,12866,4028,2670,1520,8366,8031,14809,17475,238,0
4827,4387,605,3338,1991,10218,6923,11178,10755,6241,0
6998,10628,1330,2881,1760,13123,10848,16455,6475,3640,0
16780,16875,7061,225,198,3241,17715,17457,46,17463,0
4311,0,30,5854,3366,14547,8762,9107,6764,4051,0
2306,5622,597,4172,2670,6202,4557,10961,13230,1614,0
9516,11204,1671,2619,1855,9739,13481,16490,9442,11498,0
13002,11387,1769,2003,1130,3651,1662,13107,6728,8170,0
10612,6351,2542,2317,1275,6183,3530,5765,7864,9774,0
3686,4699,923,3995,2378,14527,9002,4576,4570,2956,0
10491,14688,3104,1001,669,16658,7527,15267,1781,10451,0
226,3986,15,5844,3363,5469,6752,4063,4985,1069,0
3968,10582,1066,3321,2308,6267,3878,13077,11288,6372,0
11958,13139,4880,1572,945,16252,14488,6147,3034,14390,0
2827,2024,449,5238,3017,6793,10016,4574,12477,2045,0
5682,5714,1792,3390,2077,9707,10091,9661,8105,7230,0
2872,5497,408,4074,2557,12298,8290,9381,14136,16417,0
7424,10939,2229,2148,1231,15391,12716,2410,5134,12747,0
16386,14787,5781,2142,1187,3984,14081,1079,1233,18347,0
2486,8252,630,3706,1990,13662,10633,12117,14776,9397,0
4964,6316,1669,2994,1773,6948,4386,8086,4248,5518,0
9504,15014,2542,1742,1235,14223,2086,2752,10290,4913,0
15008,13904,5611,1276,861,17909,18058,16063,2592,14976,0
12659,11030,2636,1645,988,2376,1719,7636,6056,11787,0
7687,7586,989,3619,2066,12779,12987,14828,9189,4960,0
9967,6594,1630,2461,1406,16287,13312,4390,5634,6220,0
14530,15274,5117,1075,713,4026,16526,17284,1737,17689,0
6578,7685,633,4122,2325,3199,3880,16176,14551,5393,0
3028,3477,425,4956,3125,11878,10554,9867,10679,1971,0
8607,3400,1884,3008,1755,8788,2747,13142,3095,8150,0
14237,11278,4703,1425,1243,931,13862,16263,1909,14451,0
14614,14279,5559,1562,1230,2774,14979,15969,2228,16690,0
3399,5182,215,5128,3357,11179,8953,13017,15553,8131,0
4903,4502,757,3652,2121,6912,5165,12860,17272,141,0
15152,13841,4984,1393,978,4406,16605,1852,1165,17721,0
4275,9892,1914,3405,2542,7948,9226,10045,8224,4163,0
9824,1232,1376,3805,2128,14238,13559,9367,7955,16560,0
16811,15535,6121,511,379,17181,18007,1072,3424,16547,0
9913,9616,4174,2333,1639,9609,13730,12769,6667,6291,0
1955,859,127,5876,3964,8076,6992,8376,15216,6403,0
3482,1891,144,4746,2883,9320,3973,5002,12920,3769,0
2474,10226,641,3305,1892,3723,6836,16175,9169,10281,0
13197,12149,4305,1564,913,16094,15184,13206,3432,14697,0
12525,14026,4240,2039,1630,2344,12673,1212,2042,15764,0
3536,293,99,5839,3711,13913,8365,11015,14143,7300,0
5383,8877,1445,3481,2106,10651,7631,5378,14471,228,0
10044,14747,3092,1074,717,16997,3025,17159,1562,5887,0
12452,14453,3237,1689,1132,2223,14693,16393,4814,15699,0
15729,9660,2855,1286,979,9355,17603,12002,2951,10204,0
14166,14435,5600,854,531,18018,16428,5056,2160,14746,0
9264,11943,2659,2354,1447,8964,4321,4948,6077,8812,0
15464,12821,4451,1795,1264,3088,16795,1901,2571,17427,0
16075,7187,1747,2529,1812,648,16868,7159,1008,10584,0
616,2672,482,6205,3722,5561,6374,14366,15702,7831,0
2697,5531,747,4526,2844,6243,4915,6818,15323,3434,0
10594,5265,1790,2463,1392,10644,13966,6887,479,14068,0
11066,8505,1456,2402,1312,4932,1614,12218,4915,7790,0
16230,16184,4178,1099,706,2558,15513,1076,4691,17112,0
444,3035,95,6053,4107,5800,6807,5416,7667,14002,0
2553,9728,373,4005,2459,6031,8304,12776,17867,8064,0
5129,11739,2116,2736,1928,6979,3915,2503,15971,1620,0
5044,10013,2229,3314,1924,11959,11230,11985,11819,939,0
15313,15033,5313,826,661,18202,17747,6327,4784,14521,0
9031,6430,1750,2596,1444,7114,3356,7126,3901,12148,0
3088,424,228,5791,3703,13679,8572,7462,13152,7190,0
5691,3451,1027,3982,2610,15544,9232,6796,7424,4205,0
11628,12428,4429,1051,662,7078,3128,15782,5581,12031,0
6421,8649,804,3935,2213,10421,12718,5236,13683,14607,0
13379,4541,643,4784,3254,2075,1456,7075,4799,15389,0
1465,899,64,6081,4245,8622,6202,9237,2167,2286,0
13933,13450,3899,1067,734,1308,15256,11051,1610,15641,0
10433,9171,1924,2516,1770,14110,13560,13929,7569,3724,0
11487,7315,1679,2914,2281,16574,13930,10390,1508,5085,0
2110,824,45,5862,3836,8633,5858,10047,17212,13342,0
7746,4105,923,2720,1619,8297,3279,11211,2233,6808,0
268,3880,42,5884,3424,11972,6256,14230,8612,1838,0
14313,15723,6011,880,557,2300,14518,16234,1315,15719,0
2661,5089,837,3734,2089,8241,5666,12513,4436,6855,0
5348,4241,1395,3728,2075,4884,4881,12452,10195,9577,0
12324,12634,2961,3827,2198,5149,1607,16274,3083,17403,0
2265,724,67,6015,3630,9193,5152,8119,11078,3537,0
10628,12236,1567,2804,1552,12244,15009,16413,9284,8835,0
8391,3842,921,3100,1749,2672,4548,6652,7305,6268,0
4234,11638,1495,2946,1925,6245,4489,9296,4523,7168,0
13145,13890,5975,948,602,12480,16107,15465,5231,14092,0
2254,1502,573,5122,3115,13915,7961,9903,8390,6095,0
2727,2556,301,5086,2793,6650,10266,4657,7398,10225,0
4056,6362,1371,4233,2504,5002,5138,13154,12450,4247,0
942,3970,673,4933,2914,7960,6945,8159,180,1118,0
17070,16558,3085,1689,972,15870,741,16273,13763,10049,0
14558,12068,1396,2864,1951,5981,872,3303,9073,8172,0
15755,15534,5545,1200,733,13600,18544,17336,7627,2205,0
17699,16210,5056,1001,652,18462,18561,13810,318,13826,0
787,3779,762,5323,4024,8092,6393,12388,10295,4805,0
11874,14043,3334,1404,905,16410,15328,3391,8363,14421,0
13582,12812,3890,1376,855,11184,17135,15238,1995,8000,0
12791,14414,5886,1175,810,16134,16326,6181,7188,7524,0
8764,627,751,4608,2903,15057,9188,8517,10099,11033,0
7881,7361,1788,2484,1473,4517,2926,15459,5226,8536,0
7461,9676,1821,2470,1366,12974,10794,15623,5503,13435,0
12771,12645,3724,1044,664,6458,15672,11613,6468,12587,0
13099,14421,5331,931,629,15886,15639,10385,2574,14611,0
2766,5600,408,4074,2416,10896,8383,7200,4293,12184,0
1088,689,358,6360,4343,9342,6795,7967,7193,1294,0
11240,15238,2095,1580,939,15503,13696,17673,9106,7720,0
10758,12017,2853,2231,1505,8516,12308,2569,263,6098,0
16612,8209,2586,1567,903,17197,18158,10094,2291,16495,0
4416,10664,649,3237,1989,4935,3547,2484,13674,8020,0
525,2298,131,6230,4260,11236,7200,13398,15911,2557,0
16616,16441,6995,281,221,16930,17793,2091,1170,16625,0
6395,4679,701,3003,1657,13997,11487,5977,2499,14514,0
15385,16348,6820,447,309,16419,17489,783,2948,15930,0
12096,12607,3197,2300,1434,1805,14037,12733,813,14939,0
4069,12252,1435,2788,2165,7407,2965,14425,11222,2468,0
9817,9986,1456,3245,1875,12466,13583,2706,2568,11357,0
5361,5722,859,3875,2684,9896,10452,12004,13702,4211,0
13050,11876,4569,1067,780,7526,13463,3722,865,13487,0
14594,11190,3649,1919,1231,18381,16046,1543,4345,15867,0
9695,12732,4745,1698,1145,13422,13137,5066,289,6045,0
267,3862,72,5879,3546,11990,5994,4232,12997,6654,0
3087,425,109,5787,3696,13684,8558,7463,13649,10088,0
10228,14906,3326,876,590,8338,3951,11389,5180,11760,0
3080,400,61,5841,3805,4516,4559,10768,7342,2548,0
10419,10128,3793,1898,1180,12224,12560,12722,9436,8511,0
2648,1321,372,5430,3666,9434,4253,13511,2472,7244,0
1198,2530,889,5233,3607,8224,6703,6730,17291,10883,0
2156,823,49,5771,3811,8452,6163,8175,17892,1976,0
12321,5810,1526,2131,1345,3428,15129,3320,6589,13226,0
15284,13189,4996,1478,1120,3170,15421,15010,2618,16913,0
4374,5649,215,4254,2368,3694,5833,9946,12733,4409,0
16259,9766,3505,1629,1091,2950,721,13594,17432,72,0
15568,14863,5327,796,524,17975,17933,16258,426,15569,0
872,3994,318,5066,3352,8792,6180,7021,6646,4040,0
1722,8480,443,4835,2639,14538,4546,2469,5642,12369,0
3932,11907,924,4305,3392,11996,11541,15797,12892,8214,0
3826,0,60,6027,3769,7525,8475,9106,5302,9429,0
14347,14855,5741,1408,945,3347,16534,16769,3463,16705,0
4830,1656,1340,4392,2887,12276,4460,9775,3017,5037,0
13269,12693,3265,1247,794,14698,14756,3489,3525,14595,0
