Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,target
11477,12786,12986,12988,9441,9441,11534,11477,8311,6602,4599,4121,555,1559,4121,3540,2
10265,11191,11809,11371,10613,10613,10330,10265,10854,2844,4822,2918,2189,2765,2918,1656,2
11114,12330,12792,12074,11390,11390,11178,11114,886,2378,3586,2129,1522,1226,2129,1088,2
10914,11557,11576,12648,7086,7086,10933,10914,10694,10120,8152,6394,883,3973,6394,4125,2
10087,11035,11246,11494,9716,9716,10193,10087,10622,1045,4619,3709,2100,3453,3709,1202,2
10984,12065,12486,12260,10403,10403,11069,10984,5134,610,4438,2981,1382,2228,2981,475,2
10732,11693,12317,11809,10774,10774,10753,10732,3597,8352,4932,2777,1740,2280,2777,2372,2
9763,10384,10114,11703,7329,7329,9764,9763,8657,12421,6504,6241,1790,4433,6241,6010,2
9894,11244,12236,10258,11969,11969,9918,9894,8194,8437,2619,1577,3343,1251,1577,1881,2
8865,9879,10143,9800,11062,11062,8910,8865,12784,6163,3296,2565,3758,3473,2565,4816,2
9823,10700,11240,10864,10614,10614,9848,9823,8798,9936,4843,2997,2652,3172,2997,4124,2
9134,9612,9826,10539,9287,9287,9158,9134,2525,12270,7936,4303,2960,4164,4303,6014,2
9301,9948,9941,10896,8760,8760,9340,9301,9174,4939,6530,4746,2630,4211,4746,3246,2
10452,11227,11659,11849,9700,9700,10485,10452,8358,7114,5920,3816,1701,3307,3816,2806,2
10709,12043,12678,11268,11746,11746,10796,10709,553,819,2827,1766,2398,1042,1766,583,2
10767,11769,12286,11889,10625,10625,10774,10767,4869,10721,4770,2958,1652,2400,2958,2833,2
10389,11295,11681,11713,9949,9949,10409,10389,4359,8389,4967,3573,1835,3207,3573,2609,2
9788,10333,10313,11684,7758,7758,9850,9788,7859,3235,7199,5562,1894,4232,5562,1398,2
10501,11806,12263,11386,11149,11149,10563,10501,5887,2539,2913,2337,2228,2015,2337,779,2
11368,12595,12862,12773,10173,10173,11424,11368,4008,2597,4545,3293,794,1773,3293,1215,2
10226,11592,12448,10491,11930,11930,10246,10226,12405,10555,2623,1645,3034,1143,1645,4466,2
11064,12264,12864,11602,11852,11852,11079,11064,11467,11600,3587,1731,1911,764,1731,3936,2
9241,10243,10534,10394,10566,10566,9306,9241,4515,2443,3829,2956,3178,3480,2956,1571,2
10807,12062,12329,11979,10563,10563,10881,10807,822,1432,3196,2972,1586,2389,2972,1892,2
10963,11833,11501,12734,6270,6270,10982,10963,13274,10499,6229,7149,801,4126,7149,2952,2
11473,12781,13023,12846,11608,11608,11525,11473,10985,13489,4052,1955,695,433,1955,2619,2
11183,12434,12933,11791,11939,11939,11245,11183,2003,2226,3413,1583,1817,535,1583,1012,2
9019,9463,9165,10830,7185,7185,9038,9019,10377,12517,8257,6450,2617,4880,6450,10124,2
9867,10852,11283,11013,10438,10438,9938,9867,3441,2473,4285,3027,2586,3166,3027,1072,2
11187,12306,12641,12482,10279,10279,11215,11187,12454,13086,4691,3354,1027,2244,3354,6394,2
9354,10432,10101,11001,8805,8805,9437,9354,6306,1353,3449,4497,2640,4120,4497,669,2
10637,11870,12000,11957,10039,10039,10746,10637,11365,364,3253,3381,1662,2862,3381,828,2
11184,12349,12736,12358,10869,10869,11227,11184,9576,5704,4179,2709,1184,1705,2709,3133,2
11115,12255,12646,12342,10632,10632,11158,11115,5423,5150,4268,2912,1223,1977,2912,1774,2
9806,10684,11353,10832,10754,10754,9897,9806,8644,1638,4839,2739,2750,2957,2739,1237,2
10781,11894,12224,12002,10344,10344,10839,10781,4437,2339,4075,3222,1536,2611,3222,2872,2
8351,9008,8370,10611,4476,4476,8469,8351,6673,413,5245,8552,3050,5918,8552,500,2
10733,12153,12617,11460,11574,11574,10831,10733,5139,637,2206,1920,2212,1293,1920,395,2
10890,12099,12464,12070,10685,10685,10996,10890,9838,554,3485,2755,1556,2117,2755,622,2
10726,11726,12075,12077,9933,9933,10732,10726,5121,11768,4682,3514,1503,2885,3514,1362,2
10300,11440,11738,11664,10113,10113,10441,10300,5925,390,3633,3186,2060,2978,3186,302,2
9550,10218,10431,11051,9235,9235,9602,9550,4448,3812,6178,4223,2494,3945,4223,2122,2
11252,12504,12880,12339,11335,11335,11314,11252,970,1627,3446,2194,1244,1102,2194,1327,2
10478,11885,12312,11591,11030,11030,10709,10478,8534,53,2416,2171,2343,1850,2171,48,2
8863,9485,9711,10098,10114,10114,8888,8863,4133,12015,5973,3511,3419,4014,3511,6838,2
7784,8650,9097,6978,11589,11589,7795,7784,11239,11962,3939,2020,6560,3702,2020,4892,2
11447,12753,13001,12706,11598,11598,11497,11447,4692,12777,3448,1961,840,538,1961,2236,2
10139,11412,11545,11523,10058,10058,10328,10139,5337,116,2919,3178,2234,3102,3178,183,2
10658,11814,12049,11965,10097,10097,10736,10658,10963,921,3719,3336,1653,2811,3336,930,2
10793,11706,12139,12130,9967,9967,10811,10793,9607,9239,5414,3556,1430,2854,3556,2463,2
9734,10726,10490,11471,8574,8574,9825,9734,2261,1521,4158,4697,2146,4030,4697,700,2
10466,11390,12103,11379,10970,10970,10446,10466,13010,13371,4790,2638,2115,2383,2638,4131,2
10844,12108,12585,11714,11320,11320,10890,10844,599,5046,3158,2232,1860,1610,2232,1929,2
9604,10614,11486,10396,11410,11410,9695,9604,13318,1363,3922,2128,3189,2447,2128,1282,2
10027,11398,12029,10670,11551,11551,10038,10027,10404,11442,2516,1963,2952,1889,1963,846,2
10104,11335,11527,11335,10313,10313,10241,10104,5815,440,3131,3146,2279,3098,3146,973,2
9070,9574,9200,11039,6712,6712,9124,9070,9663,3322,7490,6679,2490,4911,6679,2488,2
9508,10492,11368,10318,11444,11444,9511,9508,684,11850,4066,2132,3255,2524,2132,1950,2
9331,10714,11473,9954,11763,11763,9382,9331,6743,3588,2251,1798,3645,2070,1798,1985,2
8779,9779,10154,9556,11347,11347,8798,8779,12147,10363,3290,2318,3965,3343,2318,8674,2
10225,11395,12400,10638,11811,11811,10318,10225,6199,1252,3431,1714,2983,1280,1714,902,2
11262,12467,12676,12748,9439,9439,11344,11262,8760,457,4096,3680,884,2347,3680,154,2
10891,12382,12643,11688,11455,11455,10939,10891,8339,3561,1566,2160,1829,1486,2160,3733,2
10965,12100,12728,11662,11604,11604,10967,10965,12891,13483,3987,2007,1826,1242,2007,6176,2
10173,11570,12294,10487,11833,11833,10189,10173,11597,9716,2379,1779,2982,1453,1779,11596,2
8739,9797,9783,9733,10800,10800,8769,8739,5855,8540,2996,2901,3768,3786,2901,12764,2
11022,12199,12669,12026,11124,11124,11058,11022,3929,6651,3840,2466,1510,1666,2466,3021,2
10011,11492,12079,10544,11671,11671,10039,10011,2396,6251,2034,1895,3031,1769,1895,1766,2
8593,9347,9093,10185,8823,8823,8681,8593,1628,918,4788,4490,3474,4527,4490,698,2
10392,11174,11644,11726,9876,9876,10405,10392,2430,9881,5820,3670,1799,3261,3670,3647,2
9467,10285,10494,10956,9506,9506,9588,9467,3833,830,5062,3781,2719,3797,3781,472,2
8869,9884,10219,9767,11161,11161,8916,8869,11968,5279,3281,2450,3798,3382,2450,4223,2
11247,12487,12951,11872,11949,11949,11287,11247,5138,7565,3588,1622,1651,521,1622,3898,2
10392,11174,11644,11726,9876,9876,10405,10392,2430,9881,5820,3670,1799,3261,3670,3647,2
10515,11652,12402,11146,11539,11539,10584,10515,12182,1938,3615,2035,2408,1646,2035,2035,2
9323,9766,9631,11224,7440,7440,9368,9323,4151,3770,8741,6087,2268,4598,6087,4774,2
11391,12635,12904,12756,10549,10549,11443,11391,13324,4896,4468,3046,788,1508,3046,3516,2
9914,11228,11328,11148,10327,10327,10058,9914,8045,404,2783,3061,2520,3158,3061,514,2
8912,9861,9121,10783,7169,7169,9024,8912,2005,512,3692,6071,2836,4830,6071,859,2
10559,11777,12551,10984,11745,11745,10643,10559,5588,1144,3275,1813,2568,1258,1813,2011,2
11084,12075,12182,12620,8656,8656,11144,11084,4050,1653,5377,4839,919,3336,4839,3226,2
10578,11683,12136,11573,10809,10809,10585,10578,11314,10528,3767,2807,1925,2462,2807,4970,2
9733,11050,11111,10889,10395,10395,9838,9733,2481,1079,2791,3093,2698,3286,3093,1322,2
10154,11087,11916,10941,11183,11183,10178,10154,12904,7662,4738,2418,2583,2369,2418,3240,2
10418,11234,11774,11651,10198,10198,10453,10418,7832,4506,5575,3386,1873,3056,3386,3761,2
11290,12355,12525,12818,8515,8515,11339,11290,9746,4423,5924,4907,736,3060,4907,2172,2
10759,11817,12110,12109,9947,9947,10816,10759,8386,2389,4431,3512,1477,2856,3512,1524,2
10697,11735,12587,11242,11676,11676,10708,10697,13076,12788,4397,1932,2248,1333,1932,5229,2
9834,10835,11897,10470,11614,11614,9871,9834,1199,8037,4217,1929,3123,1962,1929,1220,2
10298,11211,11937,11308,10852,10852,10316,10298,6209,9906,4901,2682,2269,2550,2682,1637,2
10766,11591,11889,12247,9212,9212,10789,10766,12754,5856,5958,4327,1265,3352,4327,4063,2
9297,10111,10356,10642,9859,9859,9345,9297,5804,3932,5113,3548,2972,3777,3548,949,2
11164,12097,12323,12677,8744,8744,11193,11164,13229,12504,6541,4828,852,3232,4828,5301,2
11457,12723,12967,12915,10256,10256,11514,11457,3476,2248,5178,3200,648,1292,3200,1076,2
10475,11694,12310,11166,11443,11443,10513,10475,11923,5020,3262,2169,2350,1849,2169,3598,2
9890,10689,10733,11492,8955,8955,9962,9890,11401,1995,5322,4522,2056,3905,4522,2288,2
10051,11006,11550,11170,10561,10561,10127,10051,7656,2001,4585,2936,2428,2960,2936,1298,2
9293,9829,9511,11307,6922,6922,9318,9293,9664,9591,7658,6509,2205,4732,6509,3527,2
10661,11912,12343,11599,11056,11056,10698,10661,7932,6350,3186,2518,1951,2088,2518,2344,2
11049,12229,12664,12237,10829,10829,11146,11049,2478,340,3744,2542,1463,1725,2542,249,2
9934,10729,10703,11626,8663,8663,10010,9934,8070,2158,5426,4791,1922,3981,4791,2395,2
9868,11088,11636,10647,11225,11225,9891,9868,4876,10427,3246,2394,2863,2555,2394,4307,2
8915,9789,9497,10423,9018,9018,8953,8915,11460,6421,4124,4371,3165,4283,4371,1116,2
9221,10320,11040,9972,11556,11556,9265,9221,12785,6063,3252,2060,3576,2628,2060,4407,2
10658,11814,12049,11965,10097,10097,10736,10658,10963,921,3719,3336,1653,2811,3336,930,2
10045,10669,10803,11790,8447,8447,10117,10045,9359,2070,6723,4889,1800,3967,4889,1266,2
9756,10486,10953,10977,10075,10075,9797,9756,9940,5417,5620,3479,2531,3503,3479,3258,2
10139,11412,11545,11523,10058,10058,10328,10139,5337,116,2919,3178,2234,3102,3178,183,2
9322,9977,9608,11368,7047,7047,9419,9322,1458,942,6565,6187,2243,4632,6187,925,2
10446,11320,12183,11295,11153,11153,10444,10446,11128,12229,5198,2437,2232,2167,2437,3005,2
9595,10959,10923,10788,10350,10350,9691,9595,11258,1247,2534,3095,2831,3367,3095,842,2
8593,9347,9093,10185,8823,8823,8681,8593,1628,918,4788,4490,3474,4527,4490,698,2
9823,10673,10473,11649,8155,8155,9942,9823,13361,705,4991,5163,1950,4130,5163,1170,2
9682,10534,10335,11322,8632,8632,9710,9682,3748,8521,4892,5013,2124,4143,5013,9379,2
9936,10982,11585,10908,10884,10884,10056,9936,2418,708,4062,2602,2700,2724,2602,981,2
11398,12680,13010,12316,12080,12080,11449,11398,11914,5809,3523,1443,1294,322,1443,782,2
10841,11776,12397,11951,10710,10710,10846,10841,13036,12910,5397,2854,1589,2259,2854,2431,2
10206,11976,12640,10329,12225,12225,10342,10206,443,409,849,1261,3314,658,1261,638,2
11068,12222,12180,12641,8551,8551,11090,11068,12411,11017,3986,4744,942,3305,4744,837,2
10091,10969,11442,11340,10199,10199,10150,10091,10510,3298,5085,3291,2233,3213,3291,1553,2
9451,10184,10408,10841,9567,9567,9463,9451,5200,11663,5761,4008,2667,3890,4008,4201,2
9751,10821,11245,10784,10723,10723,9813,9751,4052,2911,3768,2801,2789,3063,2801,1552,2
11190,12708,12823,12394,11071,11071,11309,11190,3763,74,453,2260,1331,1262,2260,131,2
11268,12507,12843,12493,10964,10964,11330,11268,3587,1614,3697,2533,1103,1376,2533,812,2
10295,11548,11947,11325,10844,10844,10385,10295,8076,1233,3104,2650,2280,2521,2650,1085,2
9119,9655,9299,11007,7066,7066,9153,9119,2569,8769,7096,6372,2495,4799,6372,3139,2
9925,10841,11657,10846,11034,11034,10032,9925,12450,863,4698,2452,2779,2577,2452,711,2
8332,8783,8735,9915,8385,8385,8336,8332,13201,12622,7432,5217,3607,4919,5217,6685,2
8513,9683,9903,9017,11530,11530,8562,8513,5198,3846,2253,2096,4529,3325,2096,5227,2
8986,10200,10080,10208,10388,10388,9077,8986,7245,1114,2401,3057,3427,3722,3057,831,2
9532,10367,10507,11099,9297,9297,9629,9532,7884,1178,4864,3919,2616,3827,3919,321,2
10551,11629,12553,11027,11725,11725,10601,10551,9252,3525,3944,1799,2584,1236,1799,932,2
11457,12723,12967,12915,10256,10256,11514,11457,3476,2248,5178,3200,648,1292,3200,1076,2
8582,9602,8944,10328,7979,7979,8640,8582,7187,2453,3060,5168,3346,4752,5168,453,2
10781,11894,12224,12002,10344,10344,10839,10781,4437,2339,4075,3222,1536,2611,3222,2872,2
10298,11211,11937,11308,10852,10852,10316,10298,6209,9906,4901,2682,2269,2550,2682,1637,2
11106,12338,12688,12223,10917,10917,11156,11106,11650,3922,3474,2676,1301,1778,2676,3332,2
10245,11248,11754,11474,10397,10397,10322,10245,7241,2181,4399,2986,2173,2848,2986,470,2
10105,11194,11372,11416,9983,9983,10174,10105,3254,2626,3814,3492,2141,3320,3492,1535,2
11177,12216,12568,12565,9852,9852,11217,11177,6361,11271,5619,3688,972,2509,3688,2981,2
10873,12236,12841,11245,11986,11986,10948,10873,2818,1110,2535,1499,2442,628,1499,469,2
10577,11784,12426,11263,11497,11497,10631,10577,5021,2666,3345,2080,2306,1672,2080,2002,2
9393,10370,10656,10659,10203,10203,9484,9393,10092,1340,4056,3199,2979,3535,3199,661,2
10730,11791,12211,11888,10468,10468,10758,10730,9812,6578,4401,3123,1630,2586,3123,3759,2
11278,12511,12837,12520,10910,10910,11343,11278,6023,975,3707,2573,1083,1414,2573,808,2
10416,11364,11861,11596,10393,10393,10432,10416,12484,9063,4649,3168,1944,2871,3168,2703,2
11438,12688,12960,12840,10672,10672,11500,11438,5207,1785,4937,2823,720,1135,2823,1062,2
9619,10203,10694,10906,9854,9854,9665,9619,6963,4867,6852,3701,2608,3690,3701,3450,2
11369,12509,12867,12727,10357,10357,11413,11369,12640,12519,5995,3250,797,1735,3250,4607,2
8224,8906,8645,9830,8308,8308,8268,8224,12406,6718,5101,5331,3693,4998,5331,9097,2
9454,10445,11218,10331,11299,11299,9490,9454,13411,7003,4006,2255,3242,2689,2255,1916,2
8969,10066,9661,10427,9282,9282,9075,8969,7663,628,2950,4075,3177,4166,4075,766,2
11216,12372,12828,12298,11209,11209,11251,11216,5223,12062,4326,2359,1248,1306,2359,2388,2
11435,12735,13000,12619,11702,11702,11482,11435,13207,13383,3542,1904,905,515,1904,5376,2
10927,11742,11919,12538,8409,8409,10951,10927,12972,8211,6554,5039,1012,3544,5039,2694,2
10297,11537,11673,11581,10148,10148,10357,10297,8511,3066,3160,3339,2002,3103,3339,1590,2
9170,9726,9976,10523,9532,9532,9194,9170,4972,12497,7194,4071,2974,4068,4071,5670,2
10139,11377,12118,10765,11552,11552,10243,10139,8632,739,3058,1972,2838,1833,1972,1058,2
10296,11488,11656,11675,9988,9988,10437,10296,11966,435,3405,3371,1987,3123,3371,520,2
10165,11048,11140,11759,9074,9074,10251,10165,11139,1181,5011,4316,1841,3700,4316,1258,2
11319,12570,12890,12519,11120,11120,11371,11319,13303,3596,3600,2432,1047,1189,2432,1828,2
9717,10652,10167,11522,7864,7864,9735,9717,8464,10405,4429,5821,1904,4332,5821,12797,2
9840,10716,11516,10745,11014,11014,9895,9840,11854,4379,4885,2567,2800,2742,2567,2595,2
11139,12208,12622,12381,10495,10495,11149,11139,1054,13449,4975,3107,1151,2131,3107,4093,2
10560,11725,11960,11815,10215,10215,10637,10560,5965,1384,3466,3238,1794,2827,3238,996,2
10064,11611,12251,10429,11854,11854,10095,10064,9545,6732,1760,1739,3096,1433,1739,4822,2
9962,11052,11800,10800,11211,11211,10046,9962,7465,1698,3830,2270,2835,2342,2270,675,2
8863,9485,9711,10098,10114,10114,8888,8863,4133,12015,5973,3511,3419,4014,3511,6838,2
9996,10782,11357,11108,10405,10405,10022,9996,2926,6126,5522,3198,2384,3215,3198,4220,2
10501,11501,12282,11253,11334,11334,10502,10501,12533,12160,4403,2268,2271,1946,2268,3354,2
11426,12711,12777,12951,8296,8296,11474,11426,12555,11900,3756,5267,586,2764,5267,5358,2
9890,10605,11257,10924,10541,10541,9901,9890,8979,11834,5887,3135,2519,3224,3135,8646,2
9369,10694,11307,10236,11495,11495,9468,9369,535,790,2518,1973,3463,2395,1973,360,2
9781,10844,11360,10760,10853,10853,9813,9781,13445,6565,3818,2667,2825,2901,2667,1413,2
9323,9766,9631,11224,7440,7440,9368,9323,4151,3770,8741,6087,2268,4598,6087,4774,2
9580,10847,11629,10235,11664,11664,9599,9580,11565,8469,2867,1915,3341,2121,1915,2625,2
10426,11478,12057,11490,10780,10780,10528,10426,11776,957,4089,2673,2134,2435,2673,681,2
9868,11088,11636,10647,11225,11225,9891,9868,4876,10427,3246,2394,2863,2555,2394,4307,2
11012,12283,12333,12419,9698,9698,11083,11012,12243,1569,3152,3814,1131,2813,3814,2663,2
10317,11354,11426,11778,9466,9466,10343,10317,4684,9750,4150,4080,1752,3490,4080,3352,2
10402,11886,12574,10563,12006,12006,10408,10402,2955,11655,2038,1605,2917,983,1605,9222,2
11104,12469,12888,11709,11859,11859,11151,11104,8170,4436,2360,1706,1858,691,1706,2109,2
10796,11975,12770,11218,11884,11884,10880,10796,2276,1059,3668,1632,2422,801,1632,756,2
11029,11992,12254,12502,9275,9275,11085,11029,5872,3041,5661,4224,1043,3066,4224,2730,2
11324,12557,12892,12557,11060,11060,11372,11324,11286,7322,3918,2464,1020,1205,2464,1131,2
9381,10733,11391,10053,11687,11687,9432,9381,3391,4717,2487,1927,3491,2276,1927,5280,2
11027,11984,12487,12275,10368,10368,11038,11027,12887,13076,5674,3195,1262,2335,3195,2957,2
10249,11360,11768,11422,10485,10485,10334,10249,4210,1830,3741,2957,2188,2816,2957,773,2
10343,11073,11637,11643,10017,10017,10374,10343,5764,5107,6273,3550,1883,3221,3550,3509,2
10171,10739,10901,11864,8463,8463,10182,10171,4302,10163,7209,5005,1682,3951,5005,3028,2
9484,10645,10582,10761,9972,9972,9529,9484,3677,3933,3274,3595,2751,3701,3595,3570,2
9241,10243,10534,10394,10566,10566,9306,9241,4515,2443,3829,2956,3178,3480,2956,1571,2
10185,11411,11718,11354,10529,10529,10297,10185,1428,573,3113,2890,2311,2818,2890,545,2
10468,11259,11890,11589,10447,10447,10449,10468,12866,13326,5790,3215,1884,2874,3215,7709,2
9885,11063,11135,11104,10133,10133,9946,9885,6440,3076,3406,3459,2394,3424,3459,4246,2
8224,8906,8645,9830,8308,8308,8268,8224,12406,6718,5101,5331,3693,4998,5331,9097,2
8251,8805,8905,9725,9402,9402,8342,8251,10777,1120,6250,3854,4009,4464,3854,393,2
10144,10800,10991,11770,8841,8841,10149,10144,13163,11453,6567,4656,1775,3843,4656,2832,2
10747,12070,12672,11395,11670,11670,10854,10747,13125,517,2762,1827,2285,1128,1827,389,2
10104,11335,11527,11335,10313,10313,10241,10104,5815,440,3131,3146,2279,3098,3146,973,2
9652,10743,11494,10461,11317,11317,9707,9652,5807,4630,3682,2238,3109,2546,2238,2047,2
9107,10312,10727,9947,11358,11358,9164,9107,1277,3982,2557,2214,3640,2959,2214,2314,2
9112,10038,10282,10295,10483,10483,9193,9112,13004,1347,4080,3009,3316,3610,3009,1396,2
9281,10236,9974,10892,8820,8820,9360,9281,5875,1349,4138,4560,2697,4173,4560,1288,2
9559,10606,10793,10827,10119,10119,9613,9559,5541,3245,3735,3285,2795,3498,3285,728,2
9846,10427,10916,11209,9713,9713,9855,9846,13338,12938,6856,3860,2288,3647,3860,4400,2
10273,11352,12232,10897,11548,11548,10359,10273,9954,1675,3892,2001,2684,1776,2001,1514,2
11399,12706,12971,12699,11240,11240,11473,11399,6290,241,3061,2134,937,762,2134,192,2
9841,10595,9905,12063,5822,5822,9900,9841,6999,4037,5634,7570,1483,4743,7570,2645,2
10731,12271,12615,11459,11570,11570,10860,10731,8229,311,1474,1922,2213,1297,1922,400,2
8888,10275,11380,8704,12278,12278,8986,8888,6592,797,1514,1224,5057,1384,1224,950,2
10192,11085,11946,11019,11132,11132,10273,10192,10808,1423,4973,2420,2543,2336,2420,1689,2
10528,11857,12379,11302,11387,11387,10648,10528,12263,616,2787,2114,2325,1744,2114,796,2
11038,12061,11887,12761,7068,7068,11147,11038,1200,240,5027,5945,850,3754,5945,290,2
8990,10301,10071,10139,10487,10487,9051,8990,10727,2859,1899,3096,3410,3742,3096,3328,2
9853,11034,11236,11038,10362,10362,9997,9853,5487,407,3379,3092,2572,3220,3092,985,2
10547,11902,12413,11425,11304,11304,10693,10547,5923,265,2641,2068,2347,1673,2068,156,2
9352,10342,9910,11023,8406,8406,9407,9352,2704,2942,3937,5115,2461,4284,5115,4252,2
11222,12403,12768,12451,10788,10788,11263,11222,13460,9122,4149,2738,1118,1680,2738,1845,2
10088,10989,11460,11428,10057,10057,10207,10088,7006,731,4899,3247,2265,3181,3247,317,2
10273,11352,12232,10897,11548,11548,10359,10273,9954,1675,3892,2001,2684,1776,2001,1514,2
8107,8715,7942,10618,3086,3086,8187,8107,9115,1506,5589,10213,2998,6892,10213,995,2
8923,9635,9828,10123,10227,10227,8935,8923,5972,12892,5243,3410,3392,3942,3410,6025,2
10282,11941,12331,10955,11587,11587,10499,10282,505,93,1310,1883,2760,1545,1883,238,2
10845,11928,12453,11920,10860,10860,10904,10845,12272,3096,4398,2662,1668,2061,2662,1459,2
9882,10828,11335,10961,10583,10583,9939,9882,5702,3469,4476,2964,2597,3108,2964,2078,2
10478,11885,12312,11591,11030,11030,10709,10478,8534,53,2416,2171,2343,1850,2171,48,2
10223,11296,12111,10922,11415,11415,10262,10223,8671,5681,3972,2143,2648,2000,2143,1771,2
9668,10545,10892,10952,10063,10063,9780,9668,5516,1103,4772,3383,2658,3484,3383,1082,2
11159,12466,12876,12009,11636,11636,11224,11159,7021,1433,2863,1907,1594,891,1907,1025,2
10048,10868,10297,12150,6446,6446,10119,10048,8920,2127,5359,6847,1435,4476,6847,1609,2
9891,10631,10610,11625,8508,8508,9900,9891,4776,12020,5679,4890,1942,4031,4890,1813,2
8531,9256,9386,9712,10333,10333,8539,8531,13238,12632,5021,3237,3876,4070,3237,2986,2
10098,11258,11818,10999,11021,11021,10135,10098,6732,6623,3482,2509,2591,2515,2509,1224,2
8888,10275,11380,8704,12278,12278,8986,8888,6592,797,1514,1224,5057,1384,1224,950,2
10950,12123,12593,11937,11088,11088,11011,10950,2672,2247,3718,2471,1625,1755,2471,1972,2
10064,11611,12251,10429,11854,11854,10095,10064,9545,6732,1760,1739,3096,1433,1739,4822,2
11240,12476,12910,12117,11699,11699,11279,11240,6151,9795,3671,1874,1453,758,1874,2018,2
10731,12271,12615,11459,11570,11570,10860,10731,8229,311,1474,1922,2213,1297,1922,400,2
10564,11809,12552,11114,11697,11697,10650,10564,4362,1288,3187,1816,2554,1260,1816,510,2
10342,11543,12159,11190,11217,11217,10426,10342,12517,1659,3320,2274,2435,2072,2274,816,2
9709,11297,12155,10222,11935,11935,9935,9709,9685,86,1611,1492,3555,1213,1492,151,2
10912,12096,12511,11921,10972,10972,10943,10912,12190,6235,3630,2641,1583,1980,2641,4367,2
8704,9082,8897,10455,7394,7394,8711,8704,11358,11986,8658,6152,3072,4974,6152,5540,2
9052,9754,9107,11171,6106,6106,9154,9052,6989,1004,5604,7077,2431,5021,7077,1112,2
10987,12157,12847,11413,11891,11891,10994,10987,13485,13211,3776,1663,2117,723,1663,2474,2
10250,11442,12067,11073,11229,11229,10291,10250,5714,6519,3389,2296,2518,2160,2296,1274,2
11399,12706,12971,12699,11240,11240,11473,11399,6290,241,3061,2134,937,762,2134,192,2
10767,11769,12286,11889,10625,10625,10774,10767,4869,10721,4770,2958,1652,2400,2958,2833,2
8253,9609,10811,5682,12782,12782,8319,8253,9747,2177,1225,800,7847,1284,800,5289,4
8656,10000,10950,8288,12183,12183,8728,8656,7311,1780,1536,1316,5566,1719,1316,814,4
8810,9864,11201,8379,12296,12296,8831,8810,609,8155,3005,1272,5215,1528,1272,3600,4
7787,9302,10552,4012,13160,13160,7846,7787,43,3860,723,362,9658,999,362,1829,4
6820,8218,8797,3927,12083,12083,6847,6820,340,9164,2825,1516,9568,3438,1516,7850,4
8009,9315,10642,4661,13003,13003,8045,8009,1995,10382,1510,578,8857,1162,578,6150,4
7789,8950,10128,4826,12654,12654,7842,7789,13341,4882,2152,846,8952,1706,846,1108,4
7211,8514,8979,4733,11996,11996,7283,7211,2537,2837,2357,1580,8845,3355,1580,4123,4
7315,8427,9076,4852,12040,12040,7368,7315,1192,4469,3336,1546,8705,3252,1546,4440,4
7443,8610,9506,4290,12471,12471,7490,7443,2383,6280,2612,1116,9201,2412,1116,6580,4
5871,7777,8653,2580,12446,12446,5989,5871,648,1658,2068,1002,11233,3087,1002,368,4
8406,9492,11001,6285,12720,12720,8446,8406,10848,5639,2610,837,7287,1221,837,3630,4
8561,10431,12069,5020,13464,13464,8613,8561,2,2764,253,68,8653,343,68,1864,4
8886,10505,12021,7008,13143,13143,8940,8886,2284,4032,719,429,6495,539,429,5794,4
6001,7969,9204,1556,13398,13398,6022,6001,698,10415,1537,169,11953,1512,169,8027,4
8596,9682,9990,9481,11283,11283,8646,8596,539,3154,2734,2141,4338,3319,2141,320,4
4264,7219,7217,2643,11101,11101,4412,4264,877,904,425,2269,11241,4993,2269,201,4
7940,9349,10614,4475,13048,13048,8005,7940,113,4081,1032,491,9113,1110,491,2835,4
7711,8867,9613,5321,12213,12213,7769,7711,6056,4139,2347,1338,8324,2573,1338,2383,4
7752,9186,10407,4026,13085,13085,7807,7752,13312,3552,951,467,9560,1190,467,3811,4
7542,8685,9555,4623,12388,12388,7555,7542,13430,12221,2590,1185,8933,2452,1185,4147,4
5800,10461,9435,1048,13511,13511,6199,5800,632,48,1,34,12471,921,34,6269,4
7938,9443,10816,4356,13182,13182,7995,7938,13177,4572,694,309,9439,846,309,792,4
8119,9211,10768,4827,13029,13029,8132,8119,7522,11894,2414,577,8609,1108,577,9673,4
7916,9277,10851,3859,13320,13320,7935,7916,284,12253,1241,252,9595,784,252,10576,4
7571,9822,9439,5140,12153,12153,7717,7571,2596,410,87,1367,8574,2730,1367,1486,4
7482,8872,10500,2946,13424,13424,7519,7482,746,6926,1285,125,10583,772,125,5205,4
5011,7241,8465,1385,12885,12885,5040,5011,13488,9928,1655,677,12158,2992,677,4663,4
7881,9139,10668,4058,13193,13193,7915,7881,320,8688,1761,388,9414,980,388,8108,4
7280,8676,9380,3989,12498,12498,7342,7280,855,4243,1572,1088,9525,2487,1088,6022,4
8471,9702,9607,9234,11131,11131,8520,8471,3512,3699,1912,2498,4301,3682,2498,5686,4
7629,9348,11184,2584,13522,13522,7673,7629,20,6713,369,20,10953,392,20,5010,4
7512,8535,8726,6977,11116,11116,7564,7512,650,5127,3429,2484,6634,4148,2484,3459,4
