Sequence_Name,mcg,gvh,alm,mit,erl,pox,vac,nuc,target
675,29,6,27,21,0,0,26,17,7
671,28,19,39,10,0,0,29,12,7
678,71,32,38,44,0,0,39,8,7
679,14,40,36,13,0,0,41,14,7
1252,13,19,33,21,0,0,31,8,0
681,59,52,29,26,0,0,32,22,6
962,31,32,28,12,0,0,30,34,7
682,35,19,27,13,0,0,33,7,7
683,48,61,29,15,0,0,26,8,7
684,29,26,36,45,0,0,33,50,7
646,74,39,37,17,0,0,28,8,7
647,72,44,32,36,0,0,21,16,7
1426,54,36,25,21,0,0,33,11,7
685,9,21,36,27,0,0,38,17,7
680,53,47,27,0,1,0,27,8,7
687,67,42,20,54,0,0,30,18,4
12,27,23,16,9,0,0,30,8,4
87,62,50,18,13,0,0,43,8,6
84,36,49,12,13,0,0,37,8,6
695,59,51,42,36,0,0,26,18,6
756,25,34,36,19,0,0,32,8,6
697,42,36,34,13,0,0,14,8,7
721,32,34,23,20,0,0,31,8,5
698,23,27,27,7,0,0,29,51,7
1399,15,27,26,14,0,0,29,39,7
1441,23,13,32,11,0,0,39,8,6
1412,60,52,15,19,0,0,34,8,4
1374,33,12,35,15,0,2,34,8,8
705,12,33,34,13,0,0,28,12,0
706,53,24,30,9,0,0,18,21,0
707,48,37,28,23,0,0,31,17,7
708,40,33,28,27,0,0,31,8,0
816,34,35,32,13,0,0,29,8,8
1278,31,28,37,24,0,0,35,8,8
709,52,44,22,46,0,0,20,12,8
710,34,36,35,24,0,0,28,8,8
486,29,31,39,17,0,0,42,8,0
75,37,36,14,10,0,0,32,8,5
691,44,39,32,50,0,0,32,13,6
692,33,37,31,66,0,0,31,8,6
253,33,30,31,13,0,0,29,17,0
712,35,31,35,22,0,0,33,8,0
254,33,30,24,15,0,0,29,17,0
255,36,31,29,15,0,0,30,8,0
194,39,44,30,7,0,0,33,8,0
195,23,43,28,7,0,0,31,11,0
713,54,69,27,25,1,0,38,8,1
714,17,23,23,16,0,0,34,23,7
715,45,31,22,44,0,0,30,23,7
717,25,33,16,10,0,0,31,21,5
718,21,27,38,10,0,0,31,8,7
693,29,43,37,41,0,0,36,8,6
722,58,74,10,21,0,0,34,18,3
719,12,31,4,15,0,0,19,8,9
723,35,31,27,18,0,0,35,8,9
132,64,67,35,23,0,0,37,13,9
303,30,34,23,25,0,0,35,8,9
724,24,21,33,12,0,0,33,8,9
725,51,31,36,27,0,0,37,13,7
804,34,17,27,46,0,0,28,18,6
805,29,38,25,40,0,0,30,13,6
806,59,45,21,32,0,0,25,13,6
807,40,53,30,36,0,0,16,8,6
1023,32,30,37,32,0,0,35,16,6
808,10,13,38,17,0,0,34,17,6
810,43,30,36,18,0,0,29,8,6
803,32,37,27,32,0,1,31,8,6
811,43,43,25,58,0,0,24,16,6
809,34,42,40,22,0,0,31,8,6
499,41,34,28,17,0,0,31,14,0
500,46,28,27,26,0,0,30,13,0
0,29,26,27,11,1,0,33,16,0
798,31,34,38,12,0,0,18,8,0
726,25,33,32,21,0,0,17,37,7
356,30,31,31,20,0,0,31,8,0
727,32,27,26,16,0,0,38,8,0
728,27,30,31,16,0,0,36,8,0
729,12,21,33,12,0,0,37,8,0
733,32,31,36,23,0,0,24,8,7
761,58,57,28,25,0,0,30,13,2
762,58,57,28,25,0,0,29,13,2
753,22,47,30,11,0,0,33,8,0
759,61,57,26,23,0,0,31,8,2
735,28,27,35,19,0,0,30,11,7
760,58,59,29,24,0,0,30,8,2
763,23,66,13,25,0,0,31,31,5
730,37,39,21,15,0,0,33,17,7
731,22,30,15,16,0,0,32,16,5
732,24,22,32,10,0,0,28,8,7
1366,15,15,12,16,0,0,35,16,5
736,34,27,35,46,0,0,28,13,7
738,43,46,29,59,0,0,31,24,6
739,29,25,21,19,0,0,31,34,7
550,31,39,31,70,0,0,32,22,6
740,61,63,29,25,0,0,13,8,2
403,58,56,30,27,0,0,8,8,2
741,61,58,29,24,0,0,14,8,2
742,31,46,28,20,0,0,29,8,5
743,62,54,22,23,0,0,34,8,3
79,33,45,8,31,0,0,30,29,5
80,11,41,8,11,0,0,32,25,5
76,24,24,11,14,0,0,31,17,9
567,39,36,32,17,0,0,36,8,0
747,78,56,5,36,0,0,11,8,4
748,79,56,7,39,0,0,15,8,4
74,28,28,12,18,0,0,35,26,5
82,23,34,8,16,0,0,32,17,5
749,22,33,29,10,0,0,30,18,7
750,21,36,17,15,0,0,31,13,5
751,11,34,14,23,0,0,29,12,5
754,33,33,30,17,0,0,35,8,7
276,20,24,32,13,0,0,30,14,7
274,38,38,26,11,0,0,29,19,7
278,21,33,28,23,0,0,32,25,7
277,9,24,28,20,0,0,30,14,7
711,33,56,32,10,0,0,38,8,7
275,40,35,34,23,0,0,33,13,7
702,25,38,19,12,0,0,34,11,7
755,34,30,31,18,0,0,9,8,7
125,30,22,26,33,0,0,28,8,8
758,50,40,12,17,0,0,42,8,5
488,26,50,36,31,0,0,30,8,6
764,29,32,31,12,0,0,32,13,0
765,26,13,29,20,0,0,33,13,7
766,35,33,24,26,0,0,34,8,0
800,59,54,26,10,0,0,37,26,9
147,53,55,28,27,0,0,34,8,9
801,47,40,31,48,0,0,35,8,9
790,39,48,32,13,0,0,25,13,0
788,30,47,32,22,0,0,26,8,0
787,37,44,26,11,0,0,31,8,0
791,26,38,35,14,0,0,29,8,0
781,36,31,34,17,0,0,30,8,0
784,37,28,35,21,0,0,19,14,0
794,17,20,34,16,0,0,30,8,7
795,29,33,34,53,0,0,27,8,7
796,40,33,28,14,0,0,31,12,0
797,61,42,23,14,0,0,33,8,0
773,40,44,32,15,0,0,28,32,7
774,17,24,30,6,0,0,27,14,7
775,32,26,32,36,0,0,31,8,7
767,14,15,24,29,0,0,25,8,7
776,22,11,38,7,0,0,28,30,7
777,52,24,28,12,0,0,28,23,7
778,46,26,30,14,0,0,28,8,7
779,36,22,26,10,0,0,35,8,7
780,16,33,27,14,0,0,27,8,7
768,18,20,36,17,0,0,26,18,7
769,17,6,31,12,1,0,32,36,7
770,33,30,35,21,0,0,27,24,7
771,24,13,26,3,0,0,29,28,7
772,35,24,34,22,0,0,31,19,7
785,29,30,30,14,0,0,34,8,0
783,12,36,33,16,0,0,37,8,0
782,35,36,34,25,0,0,34,13,0
786,32,41,27,29,0,0,30,8,0
799,43,31,26,43,0,0,29,8,0
281,35,31,18,62,0,0,29,8,6
1110,21,29,29,53,0,0,30,24,7
812,65,40,13,31,0,0,31,8,4
813,37,30,31,15,0,0,22,8,0
814,29,12,28,30,0,0,33,12,0
815,20,18,16,12,0,0,35,22,5
817,32,35,34,8,0,0,13,8,0
789,19,32,31,16,0,0,28,8,0
793,32,33,34,15,0,0,38,8,0
820,44,44,25,44,0,0,33,8,6
821,29,38,29,39,0,0,32,8,6
822,13,25,19,45,0,0,33,16,7
823,42,38,11,23,0,0,31,8,5
824,30,28,28,21,0,0,28,17,0
825,27,31,28,18,0,0,29,20,0
526,45,40,29,23,0,0,32,8,0
1291,34,47,30,27,0,0,36,8,6
1285,33,30,32,37,0,0,35,8,6
1286,48,38,37,11,0,0,33,8,6
1290,41,45,32,14,0,0,32,8,6
1287,22,16,37,16,0,0,26,8,6
1288,52,38,22,28,0,0,31,8,6
866,8,26,25,13,0,0,31,24,7
853,45,24,31,11,0,0,23,12,7
854,23,2,37,5,0,0,31,13,7
855,17,13,28,37,0,0,26,47,7
856,35,40,34,15,0,0,30,24,7
867,23,29,32,21,0,0,31,35,7
857,27,33,31,15,0,0,26,8,7
859,31,28,26,13,0,0,26,13,7
868,36,35,29,17,0,0,31,8,7
869,17,13,30,12,0,0,31,65,7
870,20,33,28,10,0,0,29,46,7
860,29,39,27,26,0,0,29,11,7
861,39,44,31,12,0,0,29,8,7
862,15,24,33,25,0,0,26,17,7
863,27,26,29,31,0,0,29,14,7
864,48,35,31,7,0,0,31,8,7
865,25,37,34,23,0,0,28,18,7
1272,32,32,37,38,0,0,36,13,7
871,33,34,29,26,0,0,32,57,7
872,25,37,29,19,0,0,32,30,7
1147,35,46,28,20,0,0,32,47,7
873,43,32,29,50,0,0,33,12,0
874,24,45,28,13,0,0,31,8,0
875,38,38,31,14,0,0,31,25,7
876,45,31,32,8,0,0,27,8,0
877,50,40,32,15,0,0,23,8,0
878,37,31,32,34,0,0,31,16,7
879,25,26,21,58,0,0,33,8,6
882,42,16,38,9,0,0,27,19,7
828,33,52,28,25,0,0,23,8,7
829,28,18,33,13,0,0,29,8,7
830,28,30,31,16,0,0,21,14,7
883,41,40,30,13,0,0,29,25,7
884,29,51,17,8,0,0,34,8,5
280,16,34,31,25,0,0,30,36,7
886,19,27,34,25,0,0,27,8,7
887,30,26,36,7,0,0,28,8,7
888,41,36,36,19,0,0,31,8,7
890,31,32,32,16,0,0,31,19,7
891,18,43,28,23,0,0,31,8,7
892,39,30,36,22,0,0,29,8,7
893,24,51,12,18,0,0,32,12,7
894,26,6,37,27,0,0,27,13,7
895,44,33,24,29,0,0,20,19,0
896,48,29,29,32,0,0,33,8,0
897,19,25,22,22,0,0,33,43,7
898,39,23,42,39,0,0,27,8,6
899,29,28,28,22,0,0,27,8,6
1289,31,38,26,48,0,0,34,8,6
956,29,34,35,22,0,0,28,8,7
961,29,37,28,9,0,0,40,8,0
958,40,36,10,46,0,0,28,8,7
959,21,43,28,19,0,0,27,8,7
960,31,30,29,30,0,0,26,12,7
963,34,21,42,34,0,0,17,19,7
964,27,29,42,16,0,0,18,19,7
1003,22,25,37,22,0,0,24,8,0
1004,23,24,37,22,0,0,25,8,0
831,38,40,34,11,0,0,30,11,0
906,29,35,35,26,0,0,24,2,0
906,29,35,35,26,0,0,24,2,0
998,45,23,35,33,0,0,24,7,0
998,45,23,35,33,0,0,24,7,0
840,27,18,32,34,0,0,18,4,0
841,27,18,32,34,0,0,18,4,0
852,35,24,36,16,0,0,27,8,0
968,56,36,30,5,0,0,34,8,7
966,19,26,31,24,0,0,27,15,7
965,40,34,32,12,0,0,30,21,7
967,41,22,21,24,0,0,33,14,7
978,41,34,39,23,0,0,32,8,7
979,32,30,41,16,0,0,38,8,7
970,18,33,25,16,0,0,30,16,7
971,38,42,33,15,0,0,30,8,7
972,22,29,33,41,0,0,27,37,7
973,24,15,35,10,0,0,26,8,7
974,11,16,33,10,0,0,30,8,7
975,36,31,34,22,0,0,32,8,7
976,28,35,33,21,0,0,28,8,7
977,18,32,26,29,0,0,22,8,7
988,34,41,41,22,0,0,22,8,7
981,30,38,25,34,0,0,31,22,7
987,15,45,43,15,0,0,26,8,7
986,41,27,41,19,0,0,44,18,7
985,21,30,31,11,0,0,29,8,7
984,22,23,32,21,0,0,34,8,7
983,20,34,33,18,0,0,35,19,7
982,13,25,28,13,0,0,31,20,7
989,21,15,29,12,0,0,38,12,7
909,19,18,26,39,0,0,27,29,0
903,30,20,47,15,0,0,10,11,0
903,30,20,47,15,0,0,10,11,0
834,41,28,30,27,0,0,17,2,0
835,41,28,30,27,0,0,17,2,0
901,43,36,26,9,0,0,34,17,0
901,43,36,26,9,0,0,34,17,0
904,45,38,37,14,0,0,24,14,0
908,45,33,34,16,0,0,33,17,0
908,45,33,34,16,0,0,33,17,0
838,28,41,30,15,0,0,30,2,0
839,20,41,30,15,0,0,25,4,0
905,21,29,42,45,0,0,16,13,0
907,56,22,41,35,0,0,20,3,0
907,56,22,41,35,0,0,20,3,0
911,28,21,42,42,0,0,33,2,0
912,42,30,33,24,0,0,28,2,0
914,47,49,23,23,0,0,23,8,0
914,47,49,23,23,0,0,23,8,0
917,27,18,45,9,0,0,25,9,0
918,27,18,45,9,0,0,23,9,0
919,42,29,28,23,0,0,32,8,0
915,22,28,31,19,0,0,28,2,0
850,24,30,39,26,0,0,24,8,0
851,24,30,39,26,0,0,24,8,0
923,18,19,43,37,0,0,12,4,0
923,18,19,43,37,0,0,12,4,0
924,27,7,51,72,0,0,5,0,0
922,19,6,52,73,0,0,1,1,0
922,19,6,52,73,0,0,1,1,0
925,40,20,25,38,0,0,30,8,0
926,40,20,25,32,0,0,32,8,0
927,38,29,33,45,0,0,27,8,0
928,19,24,34,17,0,0,29,27,0
929,32,31,36,13,0,0,25,8,0
930,32,40,26,7,0,0,35,8,0
931,50,45,30,16,0,0,45,8,0
932,53,39,33,20,0,0,47,8,0
933,57,45,25,17,0,0,46,8,0
934,62,67,34,18,0,0,45,8,0
990,26,34,27,33,0,0,37,12,6
969,28,47,31,24,0,0,29,8,7
980,40,46,30,16,0,0,32,18,7
991,31,41,24,47,0,0,31,8,6
1009,30,18,23,19,0,0,21,23,0
842,36,28,39,19,0,0,25,8,0
843,36,28,39,19,0,0,25,8,0
1006,16,29,32,18,0,0,20,6,0
1006,16,29,32,18,0,0,20,6,0
995,32,26,30,30,0,0,31,12,0
997,30,24,32,19,0,0,28,11,0
997,30,24,32,19,0,0,28,11,0
996,26,35,42,10,0,0,29,8,0
844,30,39,37,38,0,0,33,7,0
845,30,39,37,38,0,0,33,7,0
846,23,50,35,16,0,0,24,11,0
847,23,50,35,16,0,0,23,11,0
999,22,35,30,41,0,0,34,2,0
999,22,35,30,41,0,0,34,2,0
1005,35,37,36,14,0,0,27,14,0
1000,41,33,32,19,0,0,30,2,0
1001,34,35,40,20,0,0,15,2,0
1002,25,34,43,25,0,0,39,43,0
1007,37,42,38,33,0,0,30,8,0
1007,37,42,38,33,0,0,30,8,0
1010,21,15,40,40,0,0,24,25,0
1010,21,15,40,40,0,0,24,25,0
992,44,42,30,11,0,0,26,34,7
993,26,23,30,26,0,0,22,8,7
1022,25,31,36,5,0,0,31,14,7
836,33,25,36,20,0,0,27,13,0
837,21,22,29,35,0,0,24,8,0
1011,41,35,18,5,0,0,27,8,5
335,35,25,28,25,0,0,28,13,0
1030,18,10,33,25,0,0,31,35,0
1031,61,71,22,24,0,0,28,8,3
1032,43,39,31,11,0,0,28,8,0
1044,34,33,26,20,0,0,33,54,0
1051,23,78,16,38,0,0,30,13,6
792,40,27,30,11,0,0,31,8,0
1207,23,31,11,15,0,0,33,8,5
1052,36,39,25,46,0,0,34,8,6
1027,30,34,33,15,0,0,36,8,7
264,40,50,27,53,0,0,29,8,6
265,37,36,33,54,0,0,26,8,6
1053,38,49,18,53,0,0,31,8,6
1054,31,43,25,49,0,0,34,8,6
1055,30,27,29,13,0,0,36,8,0
1056,44,36,27,15,0,0,33,24,0
1033,69,51,27,15,0,0,31,8,3
1034,39,37,22,17,0,0,36,8,4
1035,33,23,34,6,0,0,26,8,0
1036,22,25,31,9,0,0,35,8,0
1037,39,40,30,10,0,0,33,11,0
1038,30,29,36,14,0,0,35,8,0
1039,18,31,30,16,0,0,33,12,0
1057,42,41,24,11,0,0,31,8,0
1040,30,32,22,15,1,0,26,8,4
1041,28,56,28,18,0,0,34,13,0
1042,40,34,10,19,0,0,30,8,4
1043,25,34,25,6,0,0,29,8,0
1058,28,36,31,27,0,0,33,8,0
746,38,36,34,12,0,0,34,17,0
1045,35,36,10,24,0,0,34,8,5
1059,30,23,29,17,0,0,31,8,0
1028,39,57,13,23,0,0,29,8,5
1046,38,29,13,16,0,0,31,13,5
677,49,51,15,9,0,0,32,13,5
1047,25,25,34,14,0,0,36,8,0
1048,23,56,16,11,0,0,30,8,4
1060,21,27,24,12,0,0,31,17,4
1049,43,40,35,15,0,0,31,8,0
1061,32,36,28,21,0,0,34,24,0
1062,23,15,41,17,0,0,23,33,0
1251,31,37,32,22,0,0,34,15,6
1063,61,67,18,33,0,0,18,8,3
1064,36,40,17,6,1,0,35,11,5
1065,26,13,11,20,0,0,19,12,5
1066,31,22,24,25,0,0,32,66,7
1067,32,35,25,26,0,0,26,13,7
1200,14,18,33,9,0,0,33,24,0
1068,33,34,30,15,0,0,31,11,7
1069,38,44,35,31,0,0,29,8,7
47,54,63,31,21,0,0,28,8,9
1070,69,54,12,28,0,0,37,16,3
1071,40,44,23,12,0,0,34,8,6
392,31,41,31,41,0,0,33,8,6
391,37,34,25,18,0,0,33,8,0
1072,54,42,12,16,0,0,33,13,4
1073,26,28,45,66,0,0,22,11,0
676,31,29,31,15,0,0,27,15,7
1074,24,34,31,20,0,0,24,12,7
1075,29,50,29,14,0,0,29,8,7
1076,26,27,33,28,0,0,23,8,7
1077,29,26,31,46,0,0,29,17,7
1078,26,13,27,19,0,0,35,20,7
1079,31,35,25,19,0,0,33,31,7
1080,17,27,33,20,0,0,32,29,7
1081,40,40,35,12,0,0,34,11,0
1082,21,32,27,9,0,0,27,17,7
1083,16,45,26,10,0,0,33,8,7
1084,22,27,9,32,0,0,32,8,5
1085,30,41,34,22,0,0,23,8,7
1086,31,40,35,14,0,0,32,52,7
1087,21,40,30,10,0,0,22,63,0
1088,30,33,16,19,0,0,19,31,5
744,64,54,31,30,0,0,31,8,4
1089,36,50,14,34,0,0,32,20,5
1091,3,2,46,33,0,0,29,7,7
1092,48,16,31,12,0,0,33,17,0
1093,24,28,14,30,0,0,31,8,5
1094,31,41,29,17,0,0,32,45,7
1095,24,60,22,9,0,0,29,8,7
1096,32,40,36,15,0,0,18,55,7
1097,41,36,12,10,0,0,33,13,6
1098,7,22,10,10,0,0,33,8,6
1100,38,35,29,23,0,0,32,8,0
1101,44,49,34,33,0,0,26,13,0
1102,11,26,3,17,0,0,29,8,5
1103,9,20,1,15,0,0,26,8,5
1104,23,30,29,26,0,0,34,8,0
1105,17,32,33,21,0,0,25,53,7
1106,21,25,16,15,0,0,31,8,5
1107,27,32,25,15,0,0,27,8,0
1108,50,28,35,57,0,0,3,19,7
1109,39,25,40,19,0,0,17,14,7
1024,17,31,38,15,0,0,31,12,7
1111,35,35,32,8,0,0,40,8,7
1347,38,45,35,14,0,0,24,8,7
1112,29,42,16,25,0,0,33,17,5
1113,39,42,29,4,0,0,35,8,0
1114,38,32,36,37,0,0,26,13,6
1115,20,17,33,24,0,0,27,29,7
1116,30,26,23,20,0,0,28,8,7
1117,24,24,38,20,0,0,32,17,7
916,36,32,36,15,0,0,14,2,0
916,36,32,36,15,0,0,14,2,0
1123,34,30,29,16,0,0,33,11,0
1124,41,40,29,15,0,0,31,29,7
1125,28,28,24,25,0,0,25,15,7
1119,30,35,28,25,0,0,30,23,7
1126,50,50,32,37,0,0,31,8,2
1148,61,58,27,43,0,0,18,8,2
1179,22,43,24,18,0,0,32,8,7
1180,16,53,29,13,0,2,35,8,8
1118,11,31,30,14,0,0,29,30,7
1120,36,30,23,10,0,0,28,8,7
1221,21,14,23,12,0,0,29,8,7
1127,21,33,45,34,0,0,36,48,7
1121,28,44,32,15,0,0,29,8,7
1122,32,50,14,21,0,0,34,17,7
1128,43,34,23,19,0,0,25,17,7
1129,57,37,37,22,0,0,31,8,7
1130,34,28,28,14,0,0,26,33,7
1131,7,0,29,13,0,0,33,37,7
1132,33,45,32,32,0,0,33,32,7
1133,36,16,34,13,0,0,35,8,7
1138,33,33,29,18,0,0,33,8,7
1139,33,45,20,15,0,0,38,14,7
1140,44,47,32,8,0,0,31,8,7
1141,39,32,31,17,0,0,20,8,7
1050,31,17,29,21,0,0,34,13,7
1142,37,10,37,24,0,0,25,12,7
880,15,35,32,29,0,0,33,17,7
1145,9,18,26,15,0,0,22,19,7
1146,39,31,25,12,0,0,27,8,5
1134,45,35,39,18,0,0,35,40,0
1135,34,37,29,19,0,0,26,23,0
1136,46,18,27,21,0,0,31,28,0
1137,40,37,24,14,0,0,29,59,0
129,36,41,33,13,0,0,33,25,0
436,37,33,29,15,0,0,32,13,0
437,35,33,29,16,0,0,31,13,0
438,35,33,29,23,0,0,31,13,0
439,37,33,29,15,0,0,31,13,0
440,44,31,29,7,0,0,28,17,0
441,44,31,29,7,0,0,28,17,0
1149,28,24,41,8,0,0,29,12,7
442,35,35,27,42,0,0,28,8,6
1150,29,30,29,27,0,0,28,30,0
858,22,27,25,9,0,0,27,39,7
1151,3,51,38,11,0,0,4,11,7
1152,25,27,2,13,0,0,20,8,5
1153,9,27,0,11,0,0,21,8,5
1026,54,43,31,36,0,0,39,8,2
1029,33,16,21,21,0,0,34,8,5
1154,30,26,21,15,0,0,34,8,5
48,67,66,23,35,0,0,20,12,2
1155,22,36,34,18,0,0,28,17,7
246,16,21,6,35,0,0,30,26,5
1156,24,50,16,14,0,0,37,8,5
370,20,22,41,22,0,0,10,8,0
1158,33,40,19,16,0,0,28,17,5
1157,14,30,33,16,0,0,33,26,0
1159,72,57,10,27,0,0,32,19,3
369,28,25,31,16,0,0,28,13,0
1160,29,42,30,18,0,0,34,24,7
1161,30,46,16,32,0,0,29,8,5
1162,39,26,45,58,0,0,29,3,6
1163,12,4,49,23,0,0,29,11,6
1164,50,50,31,14,0,0,27,52,7
1165,20,35,17,20,0,0,30,8,5
1166,32,39,34,26,0,0,31,29,7
1167,17,22,27,19,0,0,35,8,0
1168,42,28,10,8,0,0,29,8,9
1220,42,49,20,27,0,0,34,8,7
483,58,67,24,21,0,0,30,17,2
484,58,67,24,21,0,0,28,8,2
485,59,61,36,19,0,0,29,8,2
1169,42,22,36,13,0,0,31,8,7
1170,23,24,43,13,0,0,25,8,0
464,35,44,33,18,0,0,32,8,0
465,25,20,38,19,0,0,36,62,0
1171,27,13,19,29,0,0,32,8,5
1172,25,34,33,10,0,0,35,8,0
1173,7,14,24,0,0,0,23,17,0
1008,9,33,23,29,0,0,20,8,0
994,22,19,33,41,0,0,28,12,0
1174,45,39,32,35,0,0,34,15,6
31,32,3,15,30,0,0,24,22,7
1175,31,32,28,16,0,0,31,12,7
1176,39,23,30,13,0,0,29,50,7
1177,25,24,39,14,0,0,30,47,7
1178,25,41,31,13,0,0,35,12,7
700,62,58,5,25,0,0,36,8,3
1187,15,36,16,15,0,0,26,17,5
1206,47,49,27,17,0,0,32,11,0
1302,15,25,9,14,0,0,32,8,5
1211,28,50,27,13,0,0,28,17,7
921,32,29,24,34,0,0,26,22,0
1212,34,34,24,19,0,0,33,11,0
1215,46,27,25,13,0,0,32,8,0
1213,34,30,30,15,0,0,32,8,0
1216,43,36,25,18,0,0,27,8,0
1214,23,32,27,17,0,0,33,12,0
1217,33,33,30,21,0,0,30,8,0
352,43,33,27,39,0,0,32,8,0
353,41,20,28,40,0,0,33,8,0
354,45,37,28,41,0,0,33,8,0
1223,33,36,30,10,0,0,31,19,7
1219,29,25,34,12,0,0,32,8,7
293,47,28,26,8,0,0,31,8,0
293,47,28,26,8,0,0,31,8,0
295,36,30,31,31,0,0,32,30,0
296,38,33,33,30,0,0,35,26,0
1205,39,64,23,22,0,0,31,8,7
1424,42,36,41,17,0,0,30,28,7
1224,47,43,35,7,0,0,32,19,7
1225,38,52,34,12,0,0,37,19,7
1222,25,44,43,11,0,0,29,19,7
1226,31,23,28,12,0,0,29,33,7
1227,17,3,30,10,0,0,31,61,7
266,26,35,37,14,0,0,31,8,0
1232,38,40,33,37,0,0,33,8,0
1201,15,16,35,12,0,0,30,8,0
470,22,27,28,16,0,0,24,8,0
463,17,21,40,23,0,0,35,8,0
470,22,27,28,16,0,0,24,8,0
1233,31,41,36,16,0,0,24,50,0
468,16,17,30,15,0,0,28,20,0
469,12,12,28,11,0,0,30,14,0
474,25,31,35,22,0,0,37,24,0
473,28,39,29,13,0,0,38,8,0
472,28,40,29,13,0,0,40,8,0
1234,61,55,22,26,0,0,36,8,3
1244,24,41,31,12,0,0,29,8,0
1143,63,64,20,23,0,0,40,8,3
1144,64,68,21,21,0,0,34,8,3
1235,42,40,29,10,0,0,32,8,0
1236,39,54,29,9,0,0,31,8,0
1269,31,31,31,9,0,0,31,11,7
1238,41,14,41,19,0,0,29,13,7
1239,36,34,37,18,0,0,27,8,7
1240,25,27,31,14,0,0,28,44,7
1241,29,21,28,16,0,0,33,56,7
1242,37,36,32,18,0,0,25,8,7
1243,33,35,20,40,0,0,30,22,9
1245,28,34,27,24,0,0,32,8,0
503,9,11,31,14,0,0,25,8,0
504,33,31,32,15,0,0,15,8,0
505,26,22,32,14,0,0,31,8,0
1246,26,30,50,18,0,0,28,8,0
1247,23,30,50,14,0,0,31,8,0
1248,47,39,31,24,0,0,29,8,0
1249,38,28,26,24,0,0,24,27,0
1250,24,29,28,10,0,0,32,25,0
1253,39,24,17,44,0,0,30,64,5
1254,43,33,19,50,0,0,28,42,5
1256,33,23,27,12,0,0,33,11,7
1255,37,30,30,26,0,0,35,24,6
1259,46,45,32,19,0,0,34,13,0
1258,17,31,31,9,0,0,30,13,0
1260,41,21,29,22,0,0,34,11,0
1257,29,61,29,22,0,0,39,8,0
1261,32,29,29,21,0,0,29,8,0
1262,43,49,22,23,0,0,30,8,0
1263,63,41,31,16,0,0,27,21,0
1264,34,35,26,31,0,0,32,13,7
1265,63,47,13,32,0,0,40,14,4
389,36,35,38,17,0,0,32,8,0
1208,43,31,35,14,0,0,32,8,0
1210,37,27,31,16,0,0,27,8,0
1209,43,31,33,14,0,0,32,11,0
301,45,58,28,55,0,0,30,8,6
1266,34,28,34,14,0,0,15,8,7
1267,20,37,39,30,0,0,32,23,7
1268,50,39,31,14,0,0,34,8,0
1270,36,36,26,9,0,0,34,17,0
1271,40,31,29,22,0,0,34,8,0
1274,31,31,27,24,0,0,39,8,0
1275,34,31,27,24,0,0,40,8,0
1276,27,33,14,23,0,0,32,8,5
1277,34,29,35,25,0,0,37,8,0
1279,30,32,40,27,0,0,18,8,0
1280,43,55,24,16,0,0,34,30,0
1281,3,26,33,10,0,0,32,11,0
1282,11,28,28,10,0,0,34,17,0
1283,26,31,22,14,0,0,31,28,0
1292,33,21,25,25,0,0,36,40,7
1293,26,36,11,13,0,0,34,8,5
1296,18,27,26,16,0,0,26,17,7
1297,44,42,41,19,0,0,30,35,7
1299,37,29,32,49,0,0,29,24,7
827,32,24,34,20,0,0,40,8,0
826,40,34,25,10,0,0,32,8,7
1298,31,44,34,6,0,0,30,8,0
910,24,13,36,41,0,0,21,8,0
1012,38,20,33,16,0,0,10,8,0
1300,34,32,23,11,0,0,33,18,5
1378,39,34,38,15,0,0,31,8,7
1301,39,29,28,6,0,0,35,8,9
955,50,22,38,22,0,0,45,8,6
1203,35,34,26,52,0,0,32,44,0
1303,20,36,29,14,0,0,32,8,9
1311,52,53,13,13,0,0,42,8,9
1304,28,20,33,11,0,0,32,8,9
1309,57,44,13,12,0,0,34,8,9
1307,44,22,30,12,0,0,35,12,9
1305,48,46,34,12,0,0,34,8,9
1310,32,43,36,9,0,0,29,8,9
1308,49,43,31,18,0,0,31,8,9
1306,32,34,27,23,0,0,19,13,9
1318,41,39,10,12,0,0,32,11,9
1312,24,21,10,13,0,0,31,13,9
1319,34,40,30,13,0,0,31,17,0
1313,49,48,25,19,0,0,32,13,0
1314,25,33,29,17,0,0,31,8,0
1315,9,25,32,13,0,0,23,8,0
1453,47,41,30,18,0,0,30,8,0
1090,40,53,20,33,0,0,29,8,0
1316,41,32,26,14,0,0,32,12,9
1317,30,37,29,10,0,0,27,8,0
1320,34,25,35,14,0,0,39,8,0
699,62,56,13,22,0,0,29,8,3
1321,48,41,30,14,0,0,34,33,7
1322,80,65,7,33,0,0,32,8,3
1323,35,24,34,52,0,0,26,50,6
1324,53,51,14,6,0,0,36,8,3
1325,24,30,23,12,0,0,33,34,7
1326,33,38,14,12,0,0,32,13,5
1327,23,48,19,24,0,0,29,8,5
1328,29,36,21,19,0,0,37,8,7
1329,61,63,5,34,0,0,29,8,3
1330,72,60,19,33,0,0,23,8,4
1331,33,34,18,17,0,0,28,12,5
716,41,38,38,25,0,0,32,31,7
51,37,37,27,24,0,0,31,8,0
52,34,32,34,28,0,0,36,12,0
1332,55,64,19,35,0,0,34,8,3
53,17,34,24,19,0,0,33,19,5
23,31,26,24,15,0,0,33,8,5
117,29,24,24,26,0,0,22,8,6
340,43,41,28,45,0,0,26,8,6
1346,16,15,35,35,0,0,30,11,7
