col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,target
7,276,896,1292,122,408,26,414,1151,327,0
7,68,362,576,31,81,36,47,183,38,0
5,11,64,195,223,477,60,14,49,12,0
8,329,1049,1312,93,376,22,476,1322,386,0
6,79,365,696,35,172,37,50,255,40,0
6,12,81,184,239,677,54,21,82,17,0
0,59,52,1398,148,699,7,6,53,11,0
7,330,993,1340,147,537,20,557,1366,450,0
7,102,479,751,73,319,15,110,493,99,0
5,12,70,209,213,507,55,15,56,13,0
8,318,1036,1300,57,226,19,362,1140,302,0
7,108,505,772,42,208,23,88,432,75,0
6,12,81,184,129,545,123,11,70,7,0
8,439,1198,1393,85,341,27,652,1487,492,0
4,12,57,237,85,361,569,3,36,0,0
8,430,1181,1387,68,335,22,579,1462,458,0
5,12,70,209,187,673,52,13,69,12,0
8,428,1178,1385,95,389,20,661,1495,510,0
8,432,1187,1390,29,139,23,434,1292,349,0
3,11,41,262,181,491,198,5,31,3,0
7,144,616,915,87,472,22,174,809,145,0
8,279,950,1242,117,426,20,456,1250,374,0
8,399,1134,1360,17,89,19,316,1109,268,0
6,65,312,614,102,602,47,72,407,52,0
1,442,581,1499,550,619,599,621,865,58,1
12,56,443,348,595,699,592,521,688,47,0
12,224,1030,891,189,670,209,669,1451,242,0
12,37,332,260,261,679,269,156,471,41,0
29,59,816,195,85,162,83,270,756,149,4
4,97,330,954,272,338,112,160,305,77,0
4,3,13,89,331,399,165,1,7,2,0
23,175,1149,511,427,668,501,902,1592,266,0
23,276,1307,707,387,612,487,979,1657,385,0
4,3,13,89,331,118,508,1,1,0,0
4,4,18,112,291,259,198,2,7,2,0
24,185,1186,517,409,652,456,930,1620,304,0
24,284,1317,706,387,633,464,985,1662,427,0
7,72,378,600,364,574,173,246,493,91,0
6,99,427,796,214,686,66,191,647,117,0
6,62,302,595,219,690,59,120,426,78,0
7,109,509,777,161,571,64,195,712,121,0
27,30,501,122,423,444,475,414,610,56,2
6,213,721,1221,392,564,193,619,1044,233,0
5,3,17,73,348,282,352,3,7,1,0
3,3,9,112,431,201,508,1,1,0,0
7,81,408,648,349,452,149,266,480,108,0
4,3,13,89,281,299,131,0,5,2,0
8,179,764,963,305,458,184,565,1010,211,0
8,106,541,720,288,392,142,334,627,140,0
7,101,476,747,334,628,168,319,703,121,0
7,122,549,830,333,449,169,384,686,145,0
3,3,9,112,369,148,449,0,0,0,0
8,184,775,980,329,482,177,600,1046,237,0
8,165,718,923,323,449,205,548,955,189,0
4,3,13,89,381,157,551,2,2,0,0
1,443,583,1500,461,257,731,537,569,18,1
4,30,129,452,286,673,47,48,144,36,0
7,83,415,661,160,388,38,147,452,109,0
8,237,882,1139,110,304,24,374,1048,300,0
8,268,932,1215,68,231,31,326,1046,251,0
8,147,669,861,125,384,35,251,820,188,0
8,442,1202,1396,57,152,27,565,1336,438,0
8,428,1178,1385,119,296,47,715,1429,497,0
6,433,1102,1419,11,113,21,258,1097,214,0
8,442,1202,1396,21,68,35,412,1125,304,0
9,428,1225,1365,33,80,34,482,1210,359,0
6,162,609,1050,143,530,29,235,844,184,0
8,100,521,689,142,515,35,185,689,139,0
8,428,1178,1385,91,220,28,649,1379,488,0
8,434,1190,1391,18,65,35,366,1101,274,0
1,442,581,1499,473,328,708,546,632,23,1
5,80,328,768,213,656,32,130,454,101,0
7,147,622,924,139,424,22,239,782,197,0
8,441,1201,1395,65,204,32,588,1383,448,0
8,299,994,1277,123,450,38,501,1315,364,0
7,173,689,1006,92,419,28,217,877,171,0
8,441,1201,1395,62,216,29,579,1395,446,0
9,441,1240,1372,63,219,26,629,1438,480,0
8,263,922,1202,62,217,33,306,1017,233,0
7,195,746,1084,73,343,38,215,883,158,0
8,441,1201,1395,115,432,32,726,1545,528,0
8,441,1201,1395,35,131,38,470,1295,340,0
7,100,472,744,153,533,27,172,633,138,0
8,271,936,1220,133,416,37,477,1223,348,0
6,196,685,1174,10,71,48,92,439,65,0
2,443,759,1475,272,85,793,518,543,8,1
31,105,1089,282,129,114,315,605,1062,146,4
13,291,1141,994,138,409,243,716,1467,246,0
12,37,332,260,263,634,275,157,451,40,0
23,407,1347,953,403,621,490,1022,1686,538,0
24,417,1351,956,385,636,458,1026,1692,548,0
7,74,385,612,354,569,200,247,504,83,0
6,94,412,770,227,681,62,190,615,119,0
6,60,295,580,250,687,75,129,412,76,0
8,107,544,724,153,477,71,209,701,124,0
27,31,516,128,412,441,473,417,625,57,2
7,213,791,1141,352,506,188,641,1082,247,0
7,82,411,654,335,440,156,261,478,103,0
7,106,496,766,312,469,138,316,620,135,0
8,179,764,963,274,437,145,523,990,224,0
8,244,895,1163,261,426,137,653,1163,302,0
8,102,527,698,314,524,173,344,710,128,0
8,168,731,931,284,441,151,508,961,211,0
9,184,828,924,291,387,179,602,1027,236,0
2,409,694,1467,283,107,706,474,524,20,1
1,63,111,1254,361,301,273,48,70,13,1
5,28,142,375,299,653,71,57,159,36,0
7,149,627,930,136,327,30,239,699,186,0
7,271,891,1285,140,436,29,444,1162,340,0
8,242,893,1153,91,306,37,342,1060,253,0
8,428,1178,1385,115,404,29,708,1505,519,0
6,252,814,1299,66,302,34,235,926,177,0
0,245,190,1495,104,699,1,36,242,41,0
8,441,1201,1395,94,332,32,681,1479,498,0
9,428,1225,1365,62,210,25,603,1408,469,0
7,428,1133,1404,25,112,26,360,1155,285,0
8,68,396,530,140,507,36,123,488,93,0
7,439,1152,1410,123,419,26,695,1485,517,0
5,102,394,881,179,608,21,146,539,123,0
7,270,889,1282,81,282,33,319,1030,243,0
6,149,573,999,109,473,34,180,747,137,0
6,33,182,377,213,481,47,60,179,44,0
8,440,1200,1394,98,291,32,688,1446,502,0
5,61,265,653,165,551,34,80,309,63,0
8,270,933,1219,89,279,29,378,1097,293,0
6,192,674,1164,137,512,35,270,937,202,0
8,106,541,720,122,438,34,177,665,134,0
8,405,1142,1369,89,249,28,596,1363,457,0
7,252,863,1254,55,262,24,246,972,199,0
0,259,201,1498,83,699,2,33,256,38,0
9,423,1217,1357,78,330,25,650,1494,494,0
6,298,878,1342,42,202,19,225,920,190,0
0,199,160,1488,61,699,3,19,193,24,0
0,273,210,1503,710,699,847,269,270,0,1
0,253,196,1497,710,699,846,250,250,0,1
6,146,565,987,146,655,26,214,865,172,0
31,335,1346,682,73,120,274,852,1625,386,4
12,36,324,254,253,691,246,148,465,43,0
24,410,1349,934,380,585,497,1021,1688,536,0
24,420,1354,961,395,651,465,1028,1693,550,0
7,58,318,513,312,572,175,173,402,64,0
6,95,415,776,245,687,75,204,624,118,0
7,61,334,534,227,568,79,140,420,80,0
8,108,548,726,150,478,65,208,709,128,0
28,30,517,117,394,425,447,403,615,59,2
6,215,728,1227,389,555,208,621,1043,222,0
7,82,411,654,368,565,150,282,550,114,0
8,181,769,969,309,488,193,574,1041,209,0
8,107,544,724,260,390,125,311,631,140,0
9,245,940,1097,225,335,130,648,1149,309,0
7,102,479,751,356,632,169,340,714,128,0
8,186,781,986,351,485,201,632,1055,232,0
8,169,733,936,302,465,158,534,982,217,0
1,444,584,1501,437,227,838,515,543,2,1
5,28,142,375,351,636,90,66,156,37,0
7,151,635,939,130,376,25,235,756,190,0
7,442,1154,1412,95,299,33,630,1404,465,0
8,442,1202,1396,104,366,34,702,1504,509,0
8,442,1202,1396,122,487,34,741,1568,535,0
8,442,1202,1396,77,333,30,630,1483,473,0
8,441,1201,1395,71,218,30,605,1397,459,0
7,68,362,576,165,382,52,122,369,83,0
8,137,644,829,86,416,32,186,804,143,0
8,217,845,1075,79,281,41,282,964,202,0
1,444,584,1501,515,354,692,584,658,29,1
5,75,309,745,284,660,47,154,427,107,0
6,151,578,1005,145,429,25,221,721,178,0
8,280,952,1245,72,300,24,350,1129,281,0
6,226,756,1260,85,247,38,238,795,174,0
8,442,1202,1396,50,185,29,533,1368,413,0
9,442,1241,1373,45,163,34,565,1389,421,0
9,442,1241,1373,97,380,30,730,1559,532,0
8,443,1203,1397,85,301,34,657,1460,479,0
8,440,1200,1394,97,502,28,687,1572,508,0
2,444,760,1476,276,122,702,524,614,24,1
8,334,1055,1317,56,159,27,382,1093,300,0
1,444,584,1501,440,233,777,517,549,10,1
30,104,1073,292,173,161,346,683,1112,160,4
13,37,351,244,158,543,193,114,438,40,0
12,226,1034,896,195,641,226,680,1442,237,0
23,410,1348,955,405,620,506,1024,1687,537,0
24,419,1352,960,393,629,467,1027,1691,549,0
7,61,334,534,292,576,201,172,424,58,0
7,95,454,724,207,582,75,205,637,119,0
7,61,334,534,239,647,89,146,459,79,0
8,108,548,726,150,473,67,208,704,126,0
27,31,516,128,419,442,451,422,626,61,2
6,214,724,1225,476,696,232,698,1115,245,0
8,82,445,604,307,386,147,273,495,112,0
8,180,767,966,292,439,174,551,996,212,0
7,106,496,766,294,433,122,303,594,138,0
8,101,525,694,317,594,175,343,755,127,0
8,246,898,1167,278,436,142,679,1180,314,0
8,184,775,980,317,385,181,587,965,226,0
8,168,731,931,274,395,159,496,913,199,0
1,97,157,1353,411,352,558,87,121,9,1
1,379,483,1490,435,277,655,406,468,24,1
1,62,109,1244,272,208,582,36,57,3,1
4,28,122,428,331,665,59,51,133,35,0
8,150,677,871,115,201,38,243,638,177,0
8,442,1202,1396,94,299,38,682,1459,487,0
8,442,1202,1396,115,375,47,728,1510,502,0
8,275,946,1231,30,77,32,236,777,180,0
7,231,831,1194,82,364,34,274,1015,206,0
8,430,1181,1387,79,236,31,612,1391,461,0
7,438,1147,1409,28,152,32,386,1254,292,0
8,443,1203,1397,120,512,36,738,1578,529,0
8,443,1203,1397,24,87,36,426,1203,314,0
8,292,980,1266,64,273,29,347,1132,272,0
8,216,842,1070,99,385,38,319,1061,234,0
8,101,525,694,114,503,25,161,686,131,0
8,442,1202,1396,67,200,37,594,1381,439,0
6,85,386,734,175,530,25,140,486,115,0
8,426,1174,1384,120,325,30,715,1450,525,0
1,413,536,1494,434,243,815,461,499,4,1
1,98,158,1355,184,315,314,43,115,10,1
5,74,306,742,287,672,45,153,427,108,0
7,60,329,528,138,502,29,94,382,76,0
9,323,1087,1270,94,322,30,518,1323,398,0
6,154,590,1016,109,313,44,186,626,131,0
8,442,1202,1396,96,335,36,685,1484,493,0
7,291,918,1304,69,291,16,319,1091,275,0
6,218,734,1238,113,497,24,271,1007,221,0
7,292,919,1305,117,386,30,431,1173,330,0
8,218,849,1079,42,237,41,208,915,149,0
1,444,584,1501,450,320,718,526,627,20,1
7,197,751,1091,146,531,29,331,1053,259,0
4,12,57,237,269,422,118,15,40,9,0
0,444,355,1510,710,699,849,508,517,0,1
30,104,1073,292,155,131,377,647,1073,135,4
12,226,1034,896,171,632,200,634,1437,234,0
12,36,324,254,237,632,252,140,438,40,0
23,177,1153,515,414,632,508,900,1583,257,0
23,278,1310,711,374,577,497,976,1650,369,0
25,287,1322,692,384,616,482,992,1667,428,0
23,185,1164,534,435,688,471,938,1619,299,0
6,100,430,802,432,672,216,343,645,110,0
6,95,415,776,205,681,58,177,621,114,0
6,60,295,580,252,664,76,130,402,76,0
7,108,505,772,131,553,37,167,692,124,0
27,31,516,128,393,421,450,401,610,58,2
7,214,795,1145,335,488,189,623,1072,238,0
7,82,411,654,324,399,140,254,454,107,0
8,180,767,966,281,472,162,537,1024,215,0
8,107,544,724,276,344,143,325,593,136,0
8,102,527,698,288,563,145,321,737,133,0
8,246,898,1167,236,410,116,616,1156,308,0
7,185,716,1049,330,511,151,555,999,233,0
8,168,731,931,264,425,128,483,942,219,0
0,62,55,1402,710,699,797,56,56,0,1
0,185,149,1483,623,699,552,147,179,16,1
0,213,168,1491,710,699,844,207,207,0,1
4,28,122,428,248,651,37,39,131,32,0
7,150,630,935,105,326,16,203,703,177,0
9,247,945,1100,82,266,27,366,1094,288,0
6,258,824,1306,83,383,26,271,1023,217,0
8,206,830,1044,108,331,27,320,983,254,0
8,258,914,1193,22,140,17,203,886,175,0
8,276,947,1233,96,383,22,402,1202,329,0
7,208,777,1126,104,527,25,282,1083,227,0
8,102,527,698,95,470,20,145,668,124,0
8,266,928,1209,44,197,25,263,995,212,0
6,197,687,1177,101,412,34,229,867,173,0
7,329,990,1339,60,304,18,343,1181,289,0
6,174,638,1099,117,605,19,221,947,187,0
8,418,1161,1379,63,240,20,546,1380,443,0
8,173,745,947,81,437,20,228,974,192,0
0,142,120,1461,64,699,5,12,136,17,0
0,108,96,1447,114,699,4,13,102,18,0
8,442,1202,1396,39,174,19,486,1359,405,0
9,85,498,574,76,336,19,118,527,102,0
9,218,888,1013,84,300,22,324,1052,269,0
6,58,287,567,81,275,36,55,231,44,0
0,122,106,1452,94,699,4,13,116,18,0
6,61,299,587,120,455,26,75,320,63,0
8,304,1009,1291,87,286,23,425,1180,341,0
6,79,365,696,86,397,16,80,381,73,0
0,61,54,1401,702,699,793,54,55,0,1
0,147,124,1464,704,699,806,139,141,1,1
0,274,211,1504,681,699,727,256,271,8,1
4,74,267,819,200,678,20,94,359,82,0
8,150,677,871,70,248,15,182,693,161,0
9,247,945,1100,72,320,21,343,1137,282,0
6,140,550,968,94,486,14,154,721,138,0
0,59,52,1398,131,699,8,5,53,10,0
8,126,610,789,105,417,26,192,754,154,0
7,198,754,1096,47,274,16,176,822,154,0
0,88,79,1434,100,699,6,8,82,13,0
7,174,692,1011,87,581,18,212,1011,182,0
7,202,766,1105,80,466,25,235,1019,190,0
0,35,29,1296,153,699,12,1,29,6,0
7,68,362,576,90,471,27,81,415,67,0
9,308,1063,1249,59,211,16,393,1165,336,0
6,140,550,968,91,456,15,151,694,134,0
9,246,942,1099,52,302,17,293,1120,252,0
6,197,687,1177,1,88,21,69,484,61,0
0,25,19,1123,710,699,716,19,19,0,1
0,12,6,753,710,699,615,6,6,0,1
0,144,122,1462,695,699,749,134,138,3,1
0,35,29,1296,237,699,81,4,29,5,1
0,80,73,1427,649,699,709,66,74,2,1
0,186,150,1484,691,699,715,173,180,6,1
6,147,569,989,115,515,18,184,772,158,0
30,36,612,131,120,254,105,210,601,104,4
13,56,466,329,583,639,602,537,697,47,0
12,137,815,667,163,396,267,404,1022,107,0
12,103,675,546,177,398,277,322,841,81,0
12,37,332,260,216,606,255,134,437,38,0
24,177,1163,500,421,595,506,923,1584,274,0
23,186,1167,536,416,617,517,922,1596,266,0
23,83,858,298,405,571,539,757,1215,109,0
24,186,1189,520,417,638,472,941,1615,300,0
24,287,1319,712,402,606,492,991,1659,422,0
7,85,422,673,425,644,162,330,612,128,0
7,100,472,744,221,677,69,227,729,136,0
7,62,338,541,252,653,80,155,469,88,0
8,107,544,724,178,554,67,233,762,141,0
27,31,516,128,432,443,450,434,627,63,0
7,214,795,1145,347,507,192,638,1085,242,0
8,83,450,610,260,331,106,242,466,119,0
8,182,770,972,258,443,123,509,1008,238,0
8,109,551,731,242,326,106,300,588,147,0
8,104,534,707,265,568,117,307,754,143,0
8,245,897,1166,232,438,94,607,1178,336,0
8,190,794,992,259,446,112,532,1036,263,0
8,167,728,929,246,396,113,458,910,220,0
1,445,585,1502,449,383,748,526,684,15,1
7,431,1136,1406,19,76,29,333,1080,260,0
6,13,87,195,227,485,188,22,70,9,0
1,445,585,1502,544,402,730,615,701,22,1
5,31,154,402,296,657,65,63,177,41,0
9,175,805,900,112,251,34,310,859,234,0
8,430,1181,1387,13,54,42,336,1055,240,0
7,14,104,185,181,507,112,23,90,13,0
9,301,1050,1229,131,429,38,573,1358,418,0
7,186,720,1051,86,446,36,225,954,167,0
7,13,98,173,217,583,165,25,92,11,0
9,431,1229,1368,92,333,41,696,1508,494,0
7,13,98,173,181,485,208,21,81,8,0
7,39,234,383,212,571,43,83,272,61,0
10,431,1252,1348,101,237,40,757,1476,532,0
7,14,104,185,256,532,84,32,93,20,0
9,431,1229,1368,47,129,51,551,1329,370,0
7,14,104,185,198,466,127,25,85,13,0
9,82,483,561,139,366,42,166,532,119,0
9,412,1192,1350,118,277,49,727,1431,498,0
6,44,231,463,185,512,38,73,249,56,0
6,13,87,195,247,475,119,24,69,13,0
9,136,680,775,122,392,38,254,845,186,0
12,350,1207,1189,85,219,42,662,1400,466,0
7,37,225,371,59,152,84,32,128,20,0
8,128,617,798,100,346,39,189,698,138,0
7,14,104,185,248,441,98,31,82,18,0
7,72,378,600,166,502,45,130,458,92,0
9,430,1228,1367,93,236,45,700,1432,489,0
6,14,92,208,331,623,48,35,90,27,0
8,106,541,720,140,477,36,194,696,145,0
9,431,1229,1368,72,241,34,642,1439,471,0
7,14,104,185,223,507,82,28,90,18,0
1,444,584,1501,466,254,809,543,567,6,1
5,82,336,781,260,522,56,157,400,103,0
8,174,749,952,108,323,24,271,864,221,0
9,431,1229,1368,89,324,33,689,1501,502,0
7,14,104,185,214,349,125,27,71,14,0
9,428,1225,1365,91,327,39,694,1499,496,0
8,416,1159,1378,8,70,38,289,1095,211,0
7,13,98,173,226,556,81,26,89,17,0
6,40,217,431,185,396,41,66,193,50,0
9,430,1228,1367,94,241,34,702,1436,508,0
8,194,804,1004,57,103,51,214,632,143,0
7,194,742,1080,106,664,22,265,1119,220,0
6,12,81,184,305,699,87,27,84,17,0
1,68,118,1287,20,207,18,5,63,9,0
2,445,761,1477,301,136,700,559,642,26,1
7,113,522,795,48,124,43,99,364,72,0
6,13,87,195,247,607,92,24,82,15,0
2,444,760,1476,284,90,803,536,559,7,1
13,56,466,329,594,669,606,554,718,48,0
13,225,1062,853,168,538,231,665,1416,225,0
12,37,332,260,255,634,264,153,451,41,0
27,60,789,210,103,209,95,286,791,148,4
3,97,277,1084,453,679,112,198,375,95,0
23,176,1151,513,444,660,509,924,1591,270,0
23,277,1308,710,399,602,507,980,1656,382,0
24,185,1186,517,416,641,470,937,1613,299,0
24,285,1318,708,410,653,481,993,1666,432,0
7,56,309,501,365,657,189,191,426,67,0
8,110,554,736,149,509,68,211,744,127,0
6,99,427,796,210,679,61,188,643,119,0
6,62,302,595,269,697,78,142,429,82,0
27,30,501,122,438,466,474,426,626,58,2
6,214,724,1225,466,692,217,691,1113,252,0
8,81,441,599,314,340,160,275,462,107,0
8,180,767,966,306,437,188,569,994,210,0
8,105,538,713,304,348,178,345,586,126,0
8,101,525,694,335,592,179,359,753,131,0
7,123,552,834,358,546,158,411,768,162,0
8,184,775,980,348,485,210,622,1049,221,0
8,165,718,923,317,449,193,541,956,194,0
1,444,584,1501,533,446,654,603,738,39,1
4,30,129,452,350,647,89,58,140,33,0
6,33,182,377,196,447,38,56,171,44,0
8,431,1183,1388,95,209,40,666,1370,470,0
6,172,632,1089,138,559,32,244,901,186,0
0,166,136,1472,123,699,2,25,160,30,0
1,20,35,661,98,342,38,0,20,4,0
8,147,669,861,129,469,31,257,890,197,0
8,442,1202,1396,123,357,40,744,1496,525,0
9,427,1222,1363,81,288,32,668,1471,489,0
6,435,1103,1420,24,106,26,323,1089,259,0
8,443,1203,1397,57,195,32,567,1377,428,0
6,52,264,525,198,378,55,92,245,62,0
8,336,1059,1320,136,391,32,593,1346,450,0
8,170,736,939,53,273,33,179,801,137,0
8,101,525,694,124,467,27,170,660,136,0
8,193,801,1002,122,390,38,323,998,237,0
8,252,905,1181,32,154,34,220,892,166,0
0,59,52,1398,131,699,8,5,53,10,0
1,444,584,1501,466,293,738,543,602,17,1
5,79,323,763,283,659,49,162,450,111,0
7,147,622,924,127,417,26,225,776,180,0
8,430,1181,1387,92,294,29,655,1430,490,0
7,217,800,1155,75,273,27,245,876,194,0
1,275,364,1459,13,244,4,35,296,39,0
8,294,983,1269,109,393,28,463,1258,358,0
6,217,732,1234,73,322,24,209,846,170,0
8,441,1201,1395,100,366,32,692,1503,505,0
8,212,836,1058,134,483,39,378,1117,274,0
6,142,556,975,45,227,45,106,509,76,0
9,307,1060,1248,55,187,30,380,1127,293,0
6,204,701,1197,42,272,24,149,755,123,0
8,193,801,1002,100,296,35,287,902,214,0
6,242,792,1292,74,307,39,239,901,174,0
0,64,57,1407,131,699,7,6,58,11,0
8,179,764,963,91,223,37,252,774,185,0
8,171,739,940,102,430,29,258,962,201,0
7,71,373,595,129,435,23,107,413,90,0
7,157,650,959,35,83,31,122,426,96,0
6,91,405,757,74,412,44,85,448,62,0
0,44,38,1346,131,699,11,2,38,7,0
7,101,476,747,143,583,23,166,672,137,0
8,442,1202,1396,87,387,33,663,1521,483,0
6,150,576,1003,14,144,31,74,448,60,0
8,343,1075,1328,59,231,26,404,1209,320,0
1,444,584,1501,484,354,713,559,659,23,1
13,56,466,329,589,650,601,544,704,48,0
13,149,872,671,156,380,280,454,1096,113,0
12,103,675,546,129,338,239,261,787,77,0
12,37,332,260,265,636,273,158,452,41,0
29,60,822,197,88,186,86,280,801,152,4
3,98,278,1091,433,641,138,192,365,82,0
24,177,1163,500,406,572,507,905,1576,265,0
24,185,1186,517,387,567,511,906,1588,262,0
24,83,872,288,374,519,530,746,1201,109,0
23,185,1164,534,444,687,478,944,1618,298,0
24,285,1318,708,403,614,477,990,1661,430,0
8,111,558,740,144,534,57,208,769,134,0
7,59,323,521,364,541,199,201,394,68,0
7,99,467,742,176,562,56,189,646,123,0
6,62,302,595,269,640,92,142,405,76,0
28,31,528,121,407,419,461,427,628,60,2
7,215,796,1148,339,446,215,631,1040,221,0
7,81,408,648,365,449,189,277,478,97,0
8,180,767,966,300,436,197,563,993,200,0
8,106,541,720,302,349,157,346,592,137,0
8,102,527,698,330,530,196,358,715,123,0
8,123,603,778,298,404,183,397,728,143,0
8,185,779,983,356,485,221,636,1050,219,0
8,166,723,925,309,426,186,535,933,196,0
1,444,584,1501,465,308,701,542,616,25,1
6,104,438,819,58,126,37,86,293,66,0
6,305,893,1346,2,39,11,117,525,109,0
6,12,81,184,261,622,74,23,77,16,0
1,445,585,1502,448,295,729,525,605,18,1
5,31,154,402,217,459,39,48,139,38,0
7,61,334,534,145,344,41,99,312,73,0
8,274,943,1228,107,293,26,425,1112,337,0
7,215,796,1148,87,211,31,263,800,202,0
6,12,81,184,294,534,55,26,69,20,0
8,418,1161,1379,140,480,31,743,1538,540,0
8,327,1047,1311,10,64,33,215,834,164,0
5,13,74,221,324,604,55,26,69,20,0
1,103,165,1371,6,228,7,6,103,11,0
8,98,513,683,120,444,38,161,624,119,0
8,351,1088,1335,156,574,32,670,1466,491,0
8,119,588,763,107,451,27,183,746,146,0
5,12,70,209,303,686,69,22,70,16,0
8,431,1183,1388,156,497,36,775,1562,546,0
8,280,952,1245,68,161,39,340,979,248,0
8,171,739,940,98,377,26,251,906,201,0
6,13,87,195,278,648,77,27,86,18,0
8,255,909,1187,120,396,29,426,1164,329,0
6,142,556,975,38,225,26,98,508,81,0
5,12,70,209,277,545,168,20,59,9,0
7,430,1135,1405,75,230,30,549,1343,420,0
6,13,87,195,258,638,86,25,85,16,0
8,176,755,957,127,449,36,304,989,226,0
8,337,1061,1321,118,333,43,556,1297,395,0
8,143,659,848,54,311,31,153,732,119,0
5,13,74,221,252,580,78,20,67,14,0
9,431,1229,1368,72,228,28,642,1425,483,0
4,13,62,249,188,513,253,11,50,4,0
8,430,1181,1387,102,394,25,683,1500,512,0
8,415,1157,1376,12,80,26,316,1121,253,0
5,12,70,209,290,699,85,21,71,14,0
8,98,513,683,141,477,37,180,649,134,0
8,299,994,1277,144,506,36,550,1353,407,0
8,162,708,914,79,366,26,210,862,169,0
5,12,70,209,226,699,51,16,71,14,0
1,444,584,1501,453,266,795,530,578,8,1
5,80,328,768,213,551,24,130,404,108,0
8,65,382,511,172,406,40,136,410,100,0
8,163,712,917,120,349,24,271,850,220,0
6,70,335,642,124,371,41,89,326,66,0
6,13,87,195,176,566,83,17,78,12,0
0,176,145,1474,134,699,2,29,170,34,0
8,60,360,485,144,382,58,110,367,72,0
8,264,923,1205,129,336,34,460,1128,340,0
8,185,779,983,91,513,24,261,1075,212,0
5,12,70,209,110,622,98,7,65,6,0
9,431,1229,1368,65,256,26,614,1449,473,0
6,12,81,184,173,556,98,15,71,10,0
8,430,1181,1387,80,291,26,614,1427,472,0
6,12,81,184,217,622,158,19,77,9,0
8,101,525,694,145,407,28,189,612,150,0
7,269,887,1279,146,507,25,451,1217,356,0
6,222,743,1251,53,226,31,182,756,141,0
6,13,87,195,247,526,92,24,74,15,0
8,255,909,1187,151,448,36,488,1211,357,0
6,49,252,502,145,659,21,68,328,60,0
4,12,57,237,193,468,141,10,43,6,0
0,30,24,1231,157,699,15,0,24,5,0
1,442,581,1499,478,285,822,552,593,4,1
13,57,474,335,570,626,605,523,699,45,0
12,225,1033,895,157,536,208,604,1392,214,0
12,37,332,260,243,654,237,147,461,44,0
28,60,807,204,53,141,76,207,707,119,4
4,97,330,954,247,403,80,148,337,84,0
23,177,1153,515,422,668,502,903,1597,266,0
23,276,1307,707,383,598,483,978,1652,384,0
24,186,1189,520,403,642,463,927,1617,297,0
24,285,1318,708,381,613,459,984,1660,426,0
8,110,554,736,115,470,58,177,715,114,0
7,98,465,737,142,585,46,160,657,112,0
7,63,341,546,183,564,61,122,432,78,0
7,99,467,742,416,578,238,376,658,112,0
28,31,528,121,363,388,421,388,603,63,2
7,214,795,1145,298,445,158,581,1035,242,0
7,81,408,648,324,463,139,251,487,106,0
7,179,702,1028,302,531,130,505,991,229,0
8,106,541,720,259,355,106,307,598,151,0
8,101,525,694,288,566,141,318,733,134,0
8,122,600,774,262,349,128,354,671,158,0
8,185,779,983,303,477,142,575,1046,254,0
8,165,718,923,267,422,136,479,925,210,0
2,424,722,1471,304,134,680,527,598,28,1
1,31,56,848,446,230,742,26,27,0,1
5,30,149,393,232,543,63,49,150,33,0
7,147,622,924,113,324,18,209,687,179,0
8,401,1137,1364,104,329,26,636,1407,483,0
0,39,33,1327,131,699,12,1,33,6,0
7,436,1143,1408,5,64,18,243,1030,208,0
8,429,1180,1386,29,100,32,424,1208,322,0
6,139,547,963,62,365,26,121,615,99,0
8,318,1036,1300,126,479,27,545,1368,425,0
6,167,619,1069,18,93,12,88,423,82,0
6,12,81,184,140,545,169,12,70,6,0
7,68,362,576,136,525,36,106,445,81,0
8,315,1029,1298,102,340,28,478,1259,370,0
6,170,625,1081,91,304,23,185,675,153,0
6,12,81,184,206,457,125,18,62,10,0
8,100,521,689,127,470,20,171,656,145,0
8,263,922,1202,95,429,26,381,1214,301,0
6,135,537,951,111,474,18,164,686,141,0
0,98,88,1440,123,699,5,12,92,17,0
7,442,1154,1412,102,396,25,648,1472,494,0
1,443,583,1500,494,387,710,567,685,24,1
5,80,328,768,213,631,32,130,442,101,0
8,147,669,861,77,257,15,188,690,166,0
8,260,916,1199,128,355,32,450,1136,339,0
5,130,463,1008,39,175,36,76,362,59,0
0,69,62,1415,131,699,7,7,63,12,0
8,319,1038,1302,90,411,19,458,1333,378,0
7,189,730,1062,50,319,19,172,840,147,0
6,70,335,642,162,456,35,108,368,83,0
8,302,1001,1286,101,491,25,457,1351,362,0
6,168,621,1072,98,484,26,190,830,153,0
7,238,840,1212,51,200,24,223,851,181,0
5,67,285,694,103,630,23,63,372,55,0
0,103,91,1444,123,699,4,13,97,18,0
8,101,525,694,111,458,18,158,652,136,0
8,231,871,1118,96,386,24,335,1101,272,0
6,116,477,868,117,546,24,145,650,120,0
8,428,1178,1385,59,229,25,550,1385,432,0
7,239,841,1216,59,273,25,240,948,194,0
0,73,66,1418,120,699,7,7,67,12,0
6,39,213,422,163,406,36,58,191,46,0
8,442,1202,1396,88,293,21,667,1453,511,0
5,70,294,717,62,483,28,49,326,42,0
9,425,1221,1361,70,364,17,628,1525,500,0
6,350,969,1374,25,138,19,234,958,199,0
1,44,80,1028,15,643,15,0,78,5,0
6,68,325,630,119,453,26,84,356,70,0
6,111,462,848,99,366,23,125,505,105,0
0,117,102,1451,117,699,4,15,111,20,0
0,49,43,1358,131,699,9,3,43,8,0
