battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range(class)
642,1,16,1,14,1,61,9,3,0,17,171,635,171,4,6,5,1,1,0,0
868,0,16,0,5,1,16,8,80,5,20,306,356,238,8,3,12,1,0,1,0
315,0,16,1,5,0,23,3,35,6,14,173,421,233,5,7,3,0,1,1,0
468,1,10,1,0,0,19,3,109,0,11,127,161,1235,11,0,6,0,0,0,2
1090,1,0,0,6,0,24,1,49,0,15,550,438,451,10,11,5,0,1,1,1
676,0,0,1,1,0,25,4,103,0,16,884,497,1078,2,1,13,0,1,1,2
349,1,0,1,5,0,11,3,113,4,8,1015,961,576,6,6,11,0,1,0,1
121,0,0,0,5,0,18,7,58,0,10,807,524,773,12,15,13,0,1,1,1
992,0,18,0,0,1,7,0,111,5,3,601,697,318,1,1,0,1,0,1,1
892,0,15,1,0,1,18,0,63,3,10,355,380,567,9,0,10,1,1,0,1
886,1,5,0,1,1,5,5,46,2,17,325,629,406,0,0,14,1,1,1,1
1003,1,8,1,8,0,45,1,60,1,13,97,107,939,12,1,9,0,0,1,2
223,0,3,1,0,0,16,2,26,3,1,532,318,1066,13,15,10,0,1,0,2
60,1,7,1,0,0,45,8,11,2,1,855,616,1321,10,1,9,1,1,0,3
127,0,18,0,2,1,46,2,34,0,19,162,577,396,9,12,2,1,1,0,0
647,0,9,0,2,1,34,7,102,0,6,13,554,1191,9,7,12,1,1,0,2
767,0,18,0,0,1,20,7,89,6,1,624,632,700,10,11,14,1,1,1,2
238,0,13,1,5,0,52,0,29,2,9,212,954,1210,3,4,13,1,0,0,2
229,1,19,1,5,1,0,2,26,5,13,280,684,767,13,7,0,1,0,1,1
1085,1,24,1,8,0,15,0,113,7,15,534,130,885,2,0,16,1,1,0,2
389,1,22,1,6,0,35,6,40,6,20,597,508,1398,12,1,10,0,1,1,3
91,0,16,0,2,0,4,2,6,0,4,987,881,339,8,10,13,0,0,1,0
116,1,8,0,0,1,50,6,116,3,4,1105,1030,332,12,4,11,1,0,0,1
56,1,23,0,2,1,8,1,104,4,7,438,693,1111,1,0,3,1,1,1,2
126,1,1,0,6,1,1,6,105,5,13,12,713,1084,0,0,17,1,0,1,2
277,1,5,0,7,1,55,5,38,0,15,950,801,1038,8,3,6,1,0,0,2
102,1,0,1,2,0,40,3,69,2,4,254,409,1128,7,5,16,0,0,1,2
84,1,25,0,15,1,42,2,37,0,16,46,551,975,10,11,13,1,0,1,1
764,0,23,1,16,0,0,0,43,4,20,869,697,1024,13,16,7,0,0,1,3
801,1,12,0,2,0,31,9,111,7,5,107,321,287,8,10,10,0,1,1,0
500,0,0,0,7,1,6,4,58,7,16,231,351,968,14,17,17,1,0,0,2
259,1,16,1,10,1,17,7,68,6,18,143,385,1281,5,0,12,1,0,0,2
805,1,24,0,7,1,62,8,101,3,12,946,568,298,3,4,7,1,1,0,1
961,1,16,1,0,0,15,8,119,0,1,283,297,834,12,14,2,0,0,0,2
285,0,15,1,1,1,48,4,114,6,3,875,644,250,10,9,4,1,0,1,0
649,1,4,1,10,1,60,2,95,4,13,812,787,98,6,1,18,1,1,0,0
1061,1,18,1,1,1,59,2,6,6,3,169,581,1499,5,7,9,1,0,0,3
228,0,3,0,10,0,19,8,11,6,19,1036,909,432,13,7,1,0,0,0,1
298,0,0,1,13,1,55,8,92,1,18,657,605,49,6,1,5,1,1,0,0
1075,1,2,1,4,0,30,7,91,1,7,979,1049,1427,12,11,11,0,1,1,3
284,0,10,1,0,1,19,7,107,3,2,393,393,1107,9,13,9,1,0,1,2
311,1,21,0,0,0,34,2,115,3,12,155,355,526,8,0,12,0,1,0,0
196,0,12,1,8,1,0,4,12,7,14,824,501,338,1,4,6,1,1,0,0
6,0,11,1,0,0,7,3,82,5,2,1023,1048,991,13,8,8,1,1,1,2
241,0,24,1,0,0,32,7,19,7,17,1043,1007,1103,3,2,8,1,1,0,3
990,0,9,0,8,1,44,6,98,0,12,136,347,1023,6,7,16,1,1,1,2
888,0,0,1,8,1,50,9,105,5,12,880,505,417,14,18,3,1,1,1,1
442,1,24,0,10,0,50,0,103,1,12,106,893,1242,11,1,11,0,1,1,3
377,0,6,0,4,1,34,1,51,6,18,411,181,828,2,6,14,1,1,1,1
872,1,10,1,17,1,53,6,58,4,19,1021,897,1138,0,1,18,1,1,1,3
414,1,12,1,0,0,56,4,55,6,0,63,129,197,7,9,14,0,1,0,0
610,1,19,0,5,1,40,5,35,4,14,918,1087,960,5,1,6,1,0,0,3
206,1,21,0,0,0,28,3,109,6,10,479,749,955,12,16,7,1,0,1,2
1018,1,1,0,0,0,24,0,71,1,0,78,229,36,8,11,2,1,0,1,0
322,1,8,1,1,1,12,3,17,5,10,61,381,918,6,7,15,1,1,0,1
406,0,10,0,2,0,17,3,86,3,14,422,545,65,4,7,14,0,0,1,0
505,1,17,0,0,1,44,3,65,1,9,908,980,1524,8,11,6,1,0,1,3
997,1,22,1,10,0,6,8,86,6,13,780,533,419,3,1,0,0,0,1,1
709,0,0,0,2,0,46,1,62,6,10,538,98,1127,7,8,10,1,1,1,2
946,1,12,0,3,1,57,0,94,2,4,543,158,861,5,6,14,1,0,1,2
272,1,25,1,0,1,52,6,107,1,1,104,867,1182,13,2,14,1,1,1,2
95,1,14,0,12,1,31,1,111,0,20,365,38,1475,5,6,0,1,0,0,2
1001,1,13,0,4,1,16,6,58,2,5,56,143,1271,12,15,5,1,0,0,3
464,0,9,0,12,1,42,1,107,7,17,89,462,1330,14,3,1,1,0,0,3
46,0,0,0,14,0,21,9,66,7,15,299,1034,880,12,16,16,0,1,1,1
448,0,0,0,1,0,10,5,64,6,8,662,232,1098,2,6,14,1,1,0,2
876,0,9,0,1,0,61,4,57,6,12,625,452,1408,11,1,17,1,0,0,3
968,1,12,1,3,0,24,0,54,5,16,347,463,1173,0,0,16,0,1,0,3
391,1,19,0,0,0,37,1,39,6,3,315,314,762,5,7,0,0,1,0,1
987,1,18,0,15,0,21,5,82,3,16,1005,746,1525,4,2,6,0,1,0,3
641,1,6,0,3,1,7,8,65,6,19,405,163,1501,14,18,8,1,1,1,3
1051,0,11,1,0,1,55,2,115,3,1,622,930,212,9,1,12,1,1,0,1
1015,0,0,1,8,1,5,3,61,1,13,379,216,1421,4,7,16,1,0,0,3
213,0,20,1,4,1,55,8,11,7,12,34,479,1552,7,8,4,1,1,1,3
285,1,12,1,0,0,31,6,93,1,2,26,620,501,7,1,5,1,1,0,0
601,1,20,1,10,1,26,1,51,3,12,130,82,684,5,0,13,1,1,1,1
993,0,15,1,0,1,40,1,89,0,4,293,114,1188,3,3,5,1,1,1,3
561,0,14,1,0,1,5,1,104,2,12,292,717,958,5,5,2,1,1,1,2
394,0,22,1,16,1,48,7,13,6,18,613,892,1222,13,0,18,1,1,1,3
707,0,0,0,8,0,17,5,76,2,10,147,722,1268,8,12,4,1,0,1,3
705,1,7,1,0,1,53,0,91,3,5,1088,864,549,8,8,1,1,0,1,2
762,1,17,0,6,1,11,1,43,5,9,225,382,901,4,2,7,1,1,1,2
695,1,0,1,1,0,32,6,3,3,3,210,389,1304,2,5,3,1,1,0,3
373,0,15,0,0,0,43,0,15,4,2,917,762,1407,4,0,14,0,0,0,3
115,1,19,1,9,1,15,6,93,4,11,61,43,713,7,10,10,1,0,0,0
727,0,10,0,12,1,32,6,62,7,15,433,340,1069,2,2,5,1,0,1,2
889,1,4,1,2,0,49,5,113,3,3,320,523,817,8,9,11,1,0,1,2
386,1,14,1,5,1,3,1,91,4,8,220,330,143,10,7,2,1,1,1,0
785,0,23,0,2,1,42,4,32,5,13,1048,963,1510,12,10,8,1,1,1,3
706,1,3,1,12,0,46,6,19,4,17,589,283,374,0,2,4,0,0,1,1
496,1,8,0,0,0,47,5,21,4,0,493,70,945,1,3,15,0,0,0,2
155,0,16,1,2,0,23,7,51,2,17,424,54,1486,4,2,5,1,0,1,3
192,1,23,0,5,1,49,2,106,3,12,265,353,1040,5,1,14,1,0,1,2
307,1,15,0,1,0,52,2,81,7,5,276,404,863,14,5,18,0,1,0,1
114,1,3,1,2,1,61,1,96,4,4,468,262,820,9,9,17,1,1,0,1
710,0,16,0,1,1,52,1,96,6,2,453,188,666,10,13,0,1,1,0,1
309,1,4,0,2,0,2,7,20,1,12,158,737,242,6,7,3,1,1,0,0
696,1,0,1,7,0,5,3,25,4,12,682,438,563,1,5,18,1,0,1,1
496,0,17,1,6,0,55,2,4,2,17,78,622,934,11,14,8,1,1,0,2
726,1,2,0,10,1,41,1,86,3,14,695,585,771,10,1,0,1,0,0,2
858,1,20,0,2,0,9,3,78,1,13,162,511,369,7,6,14,0,1,1,0
162,0,18,1,4,0,46,0,80,3,6,19,44,1435,9,2,8,0,0,0,2
999,0,23,1,3,1,54,3,102,2,4,195,62,1146,7,2,16,1,0,0,2
508,1,17,1,9,0,45,2,106,5,10,1022,696,162,4,3,17,1,1,1,0
907,1,8,0,0,1,22,0,54,6,2,241,418,1533,3,1,5,1,0,1,3
513,0,8,0,3,1,18,4,69,5,7,550,831,646,14,5,2,1,1,1,1
399,1,4,0,10,1,26,7,114,1,19,782,1088,522,0,1,13,1,0,1,1
1008,1,25,1,6,1,15,1,46,7,7,907,964,1276,13,16,14,1,1,0,3
918,1,0,1,3,0,62,6,36,7,15,226,34,660,0,2,18,0,1,1,1
668,0,23,0,0,1,55,3,85,0,2,651,855,1056,8,8,12,1,0,1,3
700,0,0,1,0,1,15,6,73,5,8,355,613,435,8,6,17,1,0,0,1
174,0,18,1,4,0,21,7,31,3,5,103,232,88,12,10,14,1,1,1,0
334,1,0,0,0,0,48,2,54,1,11,190,408,77,12,0,0,1,0,0,0
139,0,0,1,8,1,11,7,2,6,15,858,510,1219,10,7,0,1,1,1,3
704,0,23,1,1,0,34,4,50,5,10,1035,924,316,7,11,5,1,1,0,1
263,1,15,0,10,1,1,5,120,1,16,572,174,1429,10,8,6,1,1,0,3
702,0,16,0,0,0,6,6,43,6,0,338,458,340,3,1,1,0,1,0,0
590,1,18,1,6,0,55,8,55,7,9,381,290,387,11,0,6,0,0,0,0
836,0,13,0,1,0,9,2,66,6,2,915,904,347,3,1,12,1,1,1,1
299,1,2,0,3,0,1,2,54,6,9,573,571,1301,7,11,13,0,0,1,3
689,0,9,1,13,0,24,9,76,2,16,1117,997,387,7,9,4,0,1,0,1
819,0,4,1,2,1,1,0,118,6,12,144,1036,21,8,5,11,1,0,0,0
804,0,13,1,7,0,26,3,103,1,13,815,477,103,10,11,6,0,0,1,0
1086,1,22,0,5,1,62,8,65,1,13,841,601,623,0,3,6,1,1,0,2
622,0,15,1,15,0,60,2,34,4,16,503,200,1049,6,3,2,1,0,0,2
790,0,20,0,5,1,49,7,115,0,18,671,923,989,3,2,14,1,0,0,2
975,1,18,1,1,0,49,6,78,7,3,455,283,618,0,1,12,0,1,1,1
159,1,0,1,3,1,33,1,4,1,10,477,514,800,11,12,2,1,1,1,1
349,1,12,0,0,1,52,6,27,2,4,577,401,688,11,8,17,1,0,1,1
658,0,0,1,2,1,32,7,18,2,5,818,633,1522,4,8,0,1,0,1,3
580,0,4,0,10,1,23,9,98,5,12,640,298,334,1,2,9,1,1,0,0
323,0,8,0,1,0,62,6,74,6,2,910,524,1478,3,7,7,1,1,1,3
901,1,4,0,6,1,46,6,14,2,19,767,456,882,12,2,17,1,1,0,2
491,1,16,1,4,0,39,0,15,2,7,987,1018,363,2,3,3,0,0,0,1
454,1,9,0,12,0,51,3,4,4,14,516,635,1133,9,9,10,1,1,0,3
123,0,7,1,0,0,26,8,26,4,5,629,739,736,12,15,17,1,1,0,1
11,1,0,0,6,1,42,0,106,3,12,525,271,463,0,1,7,1,1,0,0
898,0,18,1,9,1,41,3,90,6,12,384,129,988,7,3,8,1,0,1,2
732,1,12,0,12,0,4,6,82,6,17,169,285,867,10,7,5,1,1,1,2
1082,0,0,1,3,1,49,0,85,7,20,237,626,575,12,12,1,1,1,1,1
344,1,10,1,5,0,11,9,29,1,14,106,358,373,4,8,8,0,1,0,0
414,1,19,1,3,1,38,5,42,7,15,423,1100,155,11,14,9,1,0,0,0
786,1,11,0,5,1,40,7,38,2,10,231,266,1408,9,10,7,1,0,0,3
835,0,0,1,2,1,35,8,96,3,6,379,953,1541,14,4,16,1,1,1,3
679,0,11,0,7,0,2,6,53,7,11,236,219,1,6,9,2,1,1,1,0
198,0,24,0,0,1,16,0,73,6,0,6,215,343,6,1,14,1,1,0,0
976,1,0,1,10,0,59,2,16,0,12,246,139,621,4,5,4,0,0,0,1
189,0,0,1,1,0,46,6,7,6,13,132,165,1495,2,5,14,0,0,0,3
1053,0,23,1,8,0,14,0,20,4,10,536,1062,1400,4,7,15,0,1,0,3
423,0,20,1,0,1,43,9,94,2,4,733,585,708,1,2,4,1,1,0,1
323,1,0,0,1,1,58,6,24,3,2,224,421,523,1,1,17,1,1,0,0
1067,0,4,0,0,0,20,7,35,2,7,710,556,860,4,8,5,0,0,1,2
450,0,7,0,9,0,0,5,40,3,14,278,212,1254,6,2,11,1,1,1,2
789,0,0,0,0,1,59,7,79,0,13,844,807,1247,13,0,15,1,1,0,3
78,0,16,0,4,0,24,2,21,3,18,434,36,288,4,1,10,0,0,0,0
808,0,0,0,14,0,13,0,52,3,16,527,554,1338,11,2,1,0,0,1,3
790,1,17,1,2,0,56,0,48,3,4,775,1040,1545,11,14,12,1,0,1,3
666,1,22,0,2,1,54,8,34,5,4,423,849,149,6,3,4,1,0,1,0
867,1,2,0,1,1,32,0,15,0,3,196,560,1429,10,9,6,1,1,0,3
606,1,8,1,14,0,1,2,3,4,17,791,558,91,9,6,9,0,0,1,0
705,0,0,0,0,1,41,6,68,1,2,1114,1085,1404,10,10,4,1,0,1,3
783,1,10,0,0,0,25,1,62,5,18,686,728,614,11,4,8,1,1,1,1
570,0,25,0,0,1,39,2,120,3,3,736,430,70,4,4,12,1,1,1,0
430,1,4,1,12,1,0,6,65,4,15,540,556,1052,8,12,8,1,0,1,2
845,1,20,1,13,1,25,2,89,3,14,686,694,756,2,1,16,1,0,0,2
1054,0,13,0,0,0,18,7,106,4,4,441,67,370,12,10,7,0,0,0,1
464,0,6,0,5,1,46,5,29,2,14,193,948,739,1,0,16,1,1,1,2
139,0,22,0,7,0,15,2,94,5,20,612,273,412,3,0,16,1,0,1,0
1009,0,23,0,5,1,29,9,52,0,10,138,440,1416,0,1,1,1,1,1,3
267,1,15,1,3,0,15,1,115,6,9,125,326,1174,12,5,11,1,1,0,2
1021,0,23,1,6,0,48,7,44,7,9,891,655,39,6,8,16,0,1,0,0
535,1,19,0,0,0,13,0,75,4,0,694,348,710,11,8,13,1,1,0,1
413,0,11,0,5,0,37,5,51,4,17,340,802,1039,1,0,15,1,1,1,2
763,1,0,1,11,0,3,9,44,2,12,335,796,1402,2,4,16,0,0,0,3
613,0,0,0,13,0,29,7,106,1,20,39,100,795,2,4,14,1,0,1,1
1037,1,12,1,1,1,31,3,92,2,2,793,476,933,1,1,12,1,0,0,2
277,0,8,1,3,0,32,0,24,1,4,408,29,1498,8,3,9,1,0,0,3
571,1,0,1,1,0,52,0,24,7,16,495,182,381,2,1,18,0,0,1,0
919,1,20,0,16,1,30,5,90,5,18,934,720,1369,12,6,11,1,0,1,3
843,1,3,1,1,1,4,9,29,6,2,505,609,264,4,8,0,1,0,1,1
681,0,17,0,0,1,30,5,96,6,6,579,861,266,14,13,7,1,1,1,0
843,1,9,0,0,0,27,2,39,1,0,458,265,150,4,2,7,1,1,1,0
977,1,1,0,1,0,17,6,79,0,2,67,201,455,10,6,9,0,1,1,1
555,1,15,1,2,1,21,1,43,6,10,738,594,808,7,11,8,1,0,1,2
10,1,0,1,7,0,13,8,3,2,15,209,996,988,13,14,13,0,1,1,2
61,0,17,0,0,0,57,6,105,4,6,665,819,1073,14,17,7,0,0,1,2
996,1,18,0,6,0,42,6,54,2,15,389,556,706,4,4,13,1,0,1,2
141,1,8,0,9,1,48,5,71,3,20,497,472,1303,9,6,6,1,1,0,3
409,1,20,1,6,0,8,8,80,0,13,1075,973,1476,2,3,14,0,0,1,3
856,1,18,1,11,0,5,4,112,0,14,355,938,140,0,3,17,1,0,0,0
666,1,0,0,10,1,43,8,86,3,19,307,385,775,8,9,10,1,0,1,1
420,0,19,1,2,1,7,8,23,5,14,766,328,704,8,1,16,1,1,1,1
965,0,2,0,2,0,0,5,10,6,6,153,109,1131,13,7,16,0,0,0,2
393,0,8,0,0,1,10,7,120,7,0,1026,985,578,2,1,8,1,1,1,1
407,0,19,0,8,0,59,0,54,2,18,1080,1045,1438,10,13,9,1,1,0,3
802,0,9,0,3,0,55,0,74,3,4,881,1051,1322,8,8,18,0,0,1,3
1039,1,13,0,9,1,17,9,107,2,20,586,797,1465,2,2,11,1,1,1,3
998,1,0,1,11,1,53,6,11,0,17,1120,1063,1033,2,2,4,1,0,1,3
454,1,6,0,9,1,44,8,55,7,10,627,799,511,0,0,9,1,0,0,1
902,0,12,1,6,1,12,4,66,2,7,708,534,1551,11,12,1,1,0,1,3
663,0,0,1,5,0,49,2,37,4,11,154,13,1291,11,5,0,0,0,0,3
241,0,0,1,0,1,21,0,6,1,0,170,1046,1248,3,6,0,1,0,1,3
790,1,9,0,3,1,24,0,20,7,16,1093,934,1553,11,8,16,1,0,1,3
26,1,0,1,8,1,52,4,65,7,15,600,321,1017,9,8,8,1,0,0,2
925,1,0,0,6,0,25,0,110,3,11,993,713,1057,14,17,12,1,1,1,3
850,0,1,1,7,1,59,0,49,1,11,219,254,868,5,4,5,1,0,0,2
954,0,4,0,9,1,10,2,34,0,18,79,969,908,2,4,4,1,1,1,2
422,1,21,0,3,1,36,6,39,5,8,105,309,276,13,3,7,1,1,0,0
24,1,3,1,3,0,6,0,113,4,10,932,624,211,8,5,6,1,1,0,0
208,1,21,0,3,0,28,8,68,4,17,156,465,1508,9,10,5,1,0,0,3
529,1,0,0,3,0,15,4,102,3,13,533,91,613,2,3,7,1,0,1,1
838,1,11,1,0,0,14,9,37,6,2,269,298,1085,9,3,18,1,1,1,2
503,0,14,0,0,0,29,3,72,7,7,691,843,914,11,2,1,1,1,1,2
57,0,19,0,8,1,35,8,81,5,20,856,701,243,6,7,17,1,1,1,0
180,1,19,1,7,0,47,5,113,3,16,651,713,1118,2,0,8,0,1,0,2
152,0,17,1,4,0,51,1,106,5,6,211,372,1409,2,1,13,1,1,1,2
19,1,0,1,5,0,49,4,57,7,11,218,803,683,13,3,10,0,1,0,1
3,1,0,1,5,0,14,0,86,0,9,642,863,192,12,15,13,1,0,1,0
215,0,7,1,1,1,36,5,96,3,7,943,981,1191,1,1,10,1,1,1,3
52,0,1,1,2,0,37,0,104,7,9,330,173,1070,2,6,5,1,0,1,1
791,0,14,1,3,1,19,9,80,4,18,748,334,610,6,4,2,1,0,1,1
155,0,0,0,0,1,14,0,114,1,0,823,747,667,12,14,10,1,1,1,1
199,0,14,0,16,1,17,1,105,5,17,227,360,913,1,1,4,1,1,1,1
623,1,0,1,0,1,48,7,101,7,4,311,33,837,10,1,6,1,1,0,1
448,1,1,1,0,0,29,1,66,1,7,957,830,719,3,7,12,0,1,1,2
107,1,6,0,0,1,5,8,112,0,3,354,189,1381,2,5,17,1,1,1,2
368,0,3,1,0,1,33,4,3,1,4,998,675,620,11,5,17,1,0,1,1
660,1,16,1,10,0,43,8,9,4,14,520,428,1540,3,6,1,0,0,1,3
1019,1,15,1,1,0,39,4,110,7,6,742,809,257,0,1,2,1,1,1,1
172,0,24,0,0,0,41,0,21,7,0,566,190,517,12,2,6,1,1,0,0
755,0,18,0,12,1,43,0,33,7,20,196,261,442,3,7,16,1,1,0,1
695,1,11,0,6,1,19,1,80,3,10,153,435,205,9,10,8,1,1,1,0
538,1,17,1,6,0,24,7,43,4,7,353,126,317,6,5,7,0,1,1,0
762,0,7,0,10,1,51,2,100,7,18,364,113,985,8,6,10,1,0,0,2
736,0,16,0,0,0,30,6,120,0,10,136,538,1102,6,10,13,1,1,0,2
169,1,14,0,4,0,28,2,22,0,7,1042,1032,871,14,9,15,0,1,1,2
509,0,19,1,2,0,11,8,89,0,7,146,979,330,9,6,6,1,1,1,0
488,0,8,0,9,0,59,0,10,7,10,127,795,1205,4,4,15,0,0,1,3
537,0,0,1,15,0,12,7,111,1,16,98,1013,600,12,6,15,0,0,1,1
909,1,0,0,11,1,11,5,110,7,14,637,1005,686,1,2,13,1,0,0,2
581,0,0,0,0,0,1,0,63,5,4,509,442,407,4,8,13,0,1,1,1
55,0,23,1,16,0,36,0,10,5,17,241,488,1245,3,7,8,0,1,0,2
565,1,0,0,12,0,30,0,33,6,15,1000,1068,80,10,14,12,0,0,1,0
489,1,7,0,4,0,28,3,3,7,15,24,906,348,1,4,6,1,1,0,0
563,1,8,0,14,0,50,7,38,1,15,1076,1048,177,13,5,3,0,0,0,1
579,0,23,1,15,0,48,0,41,1,20,911,975,1186,12,6,0,0,0,0,3
633,1,2,1,0,1,32,0,70,1,9,341,335,1344,8,11,1,1,0,0,3
778,1,3,1,7,1,6,7,89,4,8,491,536,1324,1,3,8,1,1,1,3
816,0,4,1,9,1,30,0,100,5,16,42,424,1216,7,6,14,1,1,0,3
870,1,0,0,13,1,44,8,35,1,15,307,240,1439,6,0,8,1,1,0,3
1019,1,0,1,0,1,53,8,91,0,1,758,540,1524,10,5,16,1,0,1,3
1073,0,5,0,4,0,22,2,0,6,13,210,34,262,2,4,4,1,0,1,0
513,1,0,1,9,0,18,0,49,4,10,178,896,1094,14,7,12,1,1,1,2
66,1,18,1,4,0,4,6,90,0,16,519,959,1058,4,2,12,1,1,0,2
324,0,6,0,7,0,22,7,32,4,12,872,713,324,7,7,7,0,0,1,0
512,0,15,1,1,1,21,0,2,3,9,131,435,314,8,9,15,1,0,0,0
982,1,5,0,2,0,21,3,12,0,15,166,1070,1056,9,4,15,1,0,0,3
485,0,5,0,4,1,17,8,15,7,18,615,891,1262,10,3,1,1,0,1,3
732,1,0,0,8,1,16,0,8,2,17,850,1029,1387,7,10,4,1,1,1,3
540,0,24,1,1,1,22,2,89,4,17,304,225,425,11,10,14,1,0,0,0
949,1,1,1,0,1,3,1,118,2,8,285,587,223,4,3,12,1,1,0,0
329,1,21,1,17,0,3,0,86,2,20,1099,944,1440,10,7,2,0,1,0,3
181,1,18,1,2,1,56,0,8,2,4,836,767,99,2,6,4,1,0,1,0
152,1,22,0,8,1,27,1,0,0,10,870,748,369,4,3,8,1,1,1,0
845,1,0,0,0,0,38,5,67,3,15,770,774,457,3,5,13,1,0,0,1
1065,1,9,1,2,0,38,8,105,7,18,923,1098,393,6,2,18,0,1,0,2
531,0,5,1,0,0,15,6,116,4,4,403,379,196,6,3,4,0,1,1,0
86,1,2,0,6,0,33,5,101,4,12,975,609,1204,9,9,4,0,0,0,2
840,1,9,0,0,1,37,6,102,0,5,349,18,1334,5,1,13,1,0,1,3
558,0,0,0,12,0,62,2,95,4,18,145,1017,391,9,3,15,0,0,1,1
650,1,23,0,0,1,53,5,38,2,1,652,955,1287,6,2,14,1,1,0,3
92,1,22,1,0,0,52,0,71,3,20,367,307,1066,1,1,3,1,1,1,2
115,0,0,1,1,0,56,5,62,2,2,394,206,136,13,12,7,0,0,1,0
493,0,1,0,10,0,23,0,65,1,12,109,742,1197,4,4,10,1,0,0,2
47,1,5,0,0,0,9,0,83,7,10,421,491,1305,11,2,3,1,1,1,2
463,0,17,0,6,1,1,8,93,4,7,954,571,30,10,14,15,1,0,0,0
967,1,18,0,4,1,9,0,113,6,13,326,60,83,13,17,12,1,0,0,0
489,0,24,1,2,0,38,3,89,5,5,361,132,883,11,8,0,1,1,1,1
795,1,3,1,0,1,42,6,5,3,20,821,990,1504,9,10,7,1,0,1,3
882,1,15,0,0,0,10,2,42,7,7,200,302,90,1,3,3,0,0,0,0
917,0,18,1,0,0,5,7,48,6,6,727,778,531,1,1,15,1,0,0,1
591,0,0,1,0,1,26,7,83,1,0,945,1001,358,12,16,12,1,0,0,1
1000,0,10,1,5,1,54,2,59,4,13,150,43,1032,3,2,1,1,1,1,2
995,1,15,0,7,1,18,0,1,6,14,72,876,780,8,12,10,1,1,1,2
317,0,10,1,1,1,33,8,108,6,15,817,646,384,14,6,2,1,1,1,0
1074,1,10,0,6,1,14,8,48,7,11,64,110,1139,0,4,11,1,1,0,2
525,0,21,0,1,1,44,2,22,3,8,518,900,823,9,3,2,1,1,1,2
676,1,4,0,3,0,54,0,99,2,5,484,303,219,12,8,15,0,0,1,0
1059,1,14,1,0,0,2,1,110,1,3,257,94,497,11,5,1,0,0,0,1
968,1,16,1,0,1,28,1,104,6,15,232,530,1164,2,3,3,1,1,0,3
43,1,11,0,0,0,22,4,45,2,0,883,595,446,7,8,1,1,0,1,0
30,1,1,1,9,0,19,0,65,6,14,471,72,1382,9,5,7,0,0,0,2
285,0,0,1,1,0,42,4,92,7,15,368,584,1189,3,7,4,0,1,1,2
636,1,13,1,6,0,32,4,82,0,7,473,164,1493,13,4,16,0,1,1,3
443,1,22,1,1,0,37,3,18,0,9,1014,955,548,10,10,5,1,1,1,1
256,0,13,1,0,0,14,0,86,4,6,792,432,1417,7,1,18,1,0,1,3
75,0,18,1,7,0,19,6,116,1,10,576,489,1255,3,4,5,1,0,1,2
349,1,22,1,1,0,3,9,46,3,2,582,231,1153,7,7,17,1,0,1,2
1050,1,0,0,5,1,34,0,117,5,18,842,1084,144,12,14,11,1,1,0,1
535,0,2,1,0,1,0,5,58,6,1,180,436,1018,7,11,13,1,1,0,2
110,1,8,1,7,1,28,4,34,0,16,890,852,892,4,0,17,1,0,1,2
1031,0,10,0,5,1,46,7,70,3,6,257,503,487,14,13,10,1,0,1,1
0,0,18,0,12,1,52,2,51,3,19,431,429,874,8,12,0,1,0,1,1
812,1,17,1,0,1,28,1,105,2,3,687,389,156,1,0,16,1,0,0,0
536,1,6,1,0,0,32,1,50,2,3,759,950,452,2,3,10,0,1,1,1
629,1,0,1,1,1,56,4,27,5,3,378,299,351,11,8,2,1,1,1,0
1029,0,2,0,1,0,33,5,38,7,2,763,888,169,12,1,6,1,0,1,1
829,1,13,0,1,0,19,6,43,6,2,733,589,232,5,8,18,1,0,0,0
410,1,6,0,0,1,24,7,21,4,2,928,532,1477,12,16,3,1,0,1,3
329,0,16,0,0,1,17,1,74,7,0,127,89,764,2,4,14,1,1,0,1
539,0,7,1,5,0,52,7,105,2,10,537,499,634,0,3,4,1,1,0,1
652,0,24,1,13,0,7,4,7,5,18,983,1102,1190,7,1,9,1,1,1,3
149,1,2,0,7,0,13,4,80,2,11,808,554,633,1,3,15,1,1,1,1
53,1,0,1,2,0,7,2,31,6,5,993,1046,1414,9,10,12,0,0,0,3
1088,1,0,0,10,1,25,2,67,7,11,118,7,909,9,0,7,1,0,0,2
335,0,0,1,4,0,41,8,63,4,8,953,750,509,7,9,7,1,1,1,1
318,0,0,1,0,1,45,2,87,7,6,86,979,579,12,15,10,1,0,0,1
77,0,0,0,0,0,12,7,32,4,2,269,179,593,13,0,7,0,0,0,0
15,0,3,1,0,0,1,0,98,6,1,369,1066,1078,0,0,6,1,0,1,2
410,1,20,0,0,1,29,8,15,5,10,249,318,307,11,6,3,1,1,0,0
315,1,0,0,2,0,44,7,69,2,3,841,678,986,1,0,0,0,0,1,2
879,0,14,0,4,1,1,0,91,4,6,63,851,116,2,4,11,1,0,0,0
972,1,8,1,6,0,12,5,87,7,8,504,122,849,2,1,16,0,0,1,2
32,1,0,1,4,1,58,6,52,4,7,588,387,295,9,0,3,1,1,0,0
912,1,22,1,13,1,23,8,109,0,14,254,20,685,9,10,18,1,1,1,1
