Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,target
204,175,49,248,3,1,3,2,1,1,1,2,1,2,2,1,5,2,3,0,15,29,6,57,5,18,36,0,5,70,51,0,0,29,13,7,4,49,2,0
204,51,49,248,3,1,3,2,1,1,1,2,1,2,2,1,6,2,0,0,15,29,3,40,27,11,36,0,5,57,82,0,0,22,13,7,4,49,2,0
202,150,47,218,3,1,3,2,1,2,3,2,1,2,4,3,1,2,1,0,21,31,3,23,26,3,36,0,82,69,53,0,0,22,13,4,4,49,2,0
203,330,64,205,2,1,3,2,1,1,1,2,1,1,3,5,5,4,1,0,8,29,6,33,29,9,6,17,46,43,73,5,0,15,18,1,4,49,2,1
203,371,64,205,2,1,3,2,1,1,1,2,1,1,3,5,1,4,1,0,8,29,3,40,17,14,5,20,46,61,34,7,0,15,8,1,4,49,2,1
12,82,49,240,3,1,3,2,1,2,3,2,1,2,4,3,5,2,3,0,13,28,10,47,25,7,9,111,45,1,55,10,0,23,3,7,1,12,2,0
9,48,49,240,3,1,3,2,1,2,3,2,3,2,4,3,5,2,3,0,15,15,10,23,25,3,6,111,20,1,55,0,0,30,6,7,1,37,2,0
11,171,49,240,3,1,3,2,1,2,3,2,1,2,2,1,0,2,3,0,15,13,6,4,21,19,36,102,35,17,19,0,0,24,6,7,1,21,2,0
14,136,6,58,3,1,3,2,1,2,3,2,3,2,4,2,5,2,3,1,16,19,18,40,23,16,4,89,81,23,25,0,0,22,14,9,4,12,2,0
2,191,59,70,2,1,3,2,1,1,1,2,1,1,3,6,1,3,1,0,8,6,6,16,20,11,2,0,23,67,58,10,0,31,23,3,1,17,2,1
4,164,64,142,2,1,3,2,1,1,1,2,1,2,4,2,5,4,1,0,11,7,6,28,17,11,12,0,64,57,83,0,0,22,13,1,2,21,2,1
4,157,64,142,2,1,3,2,1,1,1,2,1,2,4,2,1,4,1,0,11,7,6,40,25,10,10,0,64,40,107,0,0,22,13,1,2,21,2,1
18,60,50,165,3,1,3,2,1,2,3,2,1,2,1,0,4,2,3,1,18,19,8,28,11,10,34,13,27,49,72,0,0,4,4,8,4,37,2,1
18,73,50,165,3,1,3,2,1,2,2,2,1,1,1,0,1,2,3,1,20,19,8,34,21,10,31,0,27,70,51,0,0,29,5,8,4,37,2,1
8,186,49,240,2,1,3,2,1,1,1,2,1,2,2,1,5,2,3,0,8,19,6,35,30,18,36,4,35,54,78,0,0,22,6,7,1,37,2,1
1,103,24,84,2,1,3,2,1,1,1,2,1,2,4,2,1,4,3,0,8,3,10,40,33,10,7,3,51,37,106,0,0,22,14,1,1,21,2,1
15,45,40,158,2,1,3,2,1,2,1,2,1,2,4,2,0,2,1,1,15,25,10,16,16,10,15,0,55,75,26,0,0,0,1,5,4,17,2,0
5,105,11,83,3,1,3,2,1,2,3,2,3,2,4,3,5,4,3,0,11,14,3,40,13,5,19,85,31,24,28,0,0,22,2,6,1,17,2,0
4,59,26,164,3,1,3,2,1,2,3,2,1,2,2,1,2,2,3,0,21,8,14,28,35,18,36,52,20,31,54,0,2,22,13,7,2,21,2,0
1,291,61,7,3,1,3,2,1,2,3,2,1,1,3,4,4,4,3,1,13,6,12,57,15,7,12,98,51,7,56,5,0,22,13,7,1,21,2,0
3,237,26,164,3,1,3,2,1,2,3,2,1,2,1,0,1,2,3,0,13,17,8,20,38,11,31,70,27,35,29,0,0,29,13,7,1,21,2,0
18,213,59,71,2,1,3,2,1,1,1,2,1,2,4,3,5,3,1,1,7,19,10,23,21,18,2,64,76,40,26,0,0,22,4,1,4,37,2,1
18,200,59,71,2,1,3,2,1,1,1,2,1,2,4,3,1,3,1,1,17,19,8,24,23,22,14,61,76,31,45,0,0,22,5,1,4,21,2,1
13,339,64,143,2,1,3,2,1,1,1,2,1,2,3,6,1,4,1,0,11,20,10,28,16,11,7,0,71,62,74,0,0,15,28,1,1,11,2,1
6,195,59,70,2,1,3,2,1,2,1,2,1,1,3,6,5,4,1,0,8,13,10,28,23,18,17,0,36,60,78,0,0,9,21,2,1,21,2,1
6,188,59,70,2,1,3,2,1,2,1,2,1,1,3,6,1,4,1,0,8,13,12,28,16,18,12,0,36,67,58,0,0,22,31,3,1,33,2,1
7,231,49,240,3,1,3,2,1,2,3,2,1,1,1,0,4,2,3,0,15,17,3,16,21,11,34,17,35,41,78,0,0,22,13,7,1,21,2,0
8,171,49,240,3,1,3,2,1,2,3,2,1,2,2,1,0,2,3,0,18,19,6,6,20,18,36,102,35,17,19,0,0,16,6,7,1,21,2,1
8,244,49,240,2,1,3,2,1,1,1,2,1,2,2,1,6,2,3,0,8,19,8,21,28,18,36,18,35,46,67,0,0,22,13,7,1,14,2,1
8,245,49,240,3,1,3,2,1,2,3,2,1,2,1,0,1,2,3,0,27,19,3,23,23,11,29,6,51,48,86,0,0,29,12,7,1,21,2,1
8,179,49,240,3,1,3,2,1,2,3,2,1,2,2,1,2,2,3,0,13,19,3,42,10,18,36,12,35,43,82,0,0,22,12,7,0,37,2,1
10,81,49,240,3,1,3,2,1,2,3,2,1,2,4,3,1,2,3,0,21,15,10,28,13,11,12,90,35,7,72,3,0,29,5,7,1,21,2,0
13,365,60,92,2,1,2,2,1,1,1,3,1,2,3,5,5,4,1,0,15,13,12,38,11,22,12,0,51,57,83,10,0,22,16,1,1,21,2,1
13,352,60,92,2,1,2,2,1,1,1,2,1,2,3,5,1,4,3,0,15,13,6,34,9,14,12,0,51,50,95,14,0,9,13,1,1,21,2,1
8,182,39,170,2,1,3,2,1,1,1,2,1,2,4,2,5,2,1,0,8,19,6,28,21,11,10,0,45,57,83,0,0,22,16,1,1,21,2,1
8,170,39,170,2,1,3,2,1,1,1,2,1,2,4,2,1,2,1,0,8,19,10,28,29,11,10,0,45,57,83,0,0,22,16,1,1,21,2,1
18,272,61,8,3,1,3,2,1,2,3,2,1,1,3,4,4,4,3,1,8,19,12,18,21,22,2,118,48,1,18,7,0,22,10,7,4,37,2,1
17,80,51,165,3,2,3,2,1,2,2,2,1,1,1,0,1,2,3,3,15,30,20,53,39,10,30,25,31,43,63,0,0,29,6,8,4,21,2,0
24,368,33,43,3,1,3,2,1,2,2,2,1,1,3,4,4,4,3,0,17,27,16,23,36,11,2,0,53,57,83,0,0,15,13,6,2,21,2,0
16,74,50,165,3,1,3,2,1,2,3,2,1,1,1,0,1,2,3,0,15,21,3,20,41,11,35,0,27,43,103,0,0,29,13,8,2,21,2,0
19,42,40,159,2,1,3,2,1,1,1,2,1,0,2,1,3,2,4,1,13,27,12,28,25,22,36,25,82,46,57,0,0,22,13,5,4,12,2,1
19,88,40,159,2,1,3,2,1,1,1,2,1,0,2,1,0,2,4,1,13,27,20,28,21,22,36,25,82,46,57,0,0,22,13,5,4,17,2,1
23,201,59,72,2,1,3,2,1,1,1,2,1,2,4,2,5,3,1,0,3,23,16,39,22,10,12,0,60,70,51,14,0,22,13,1,2,1,2,1
23,207,59,72,2,1,3,2,1,1,1,2,1,2,4,2,1,3,1,0,3,23,12,46,19,10,12,0,60,57,83,14,0,22,13,1,2,1,2,1
21,344,64,168,2,1,3,2,1,1,1,2,1,2,3,5,1,4,1,0,3,16,10,40,11,14,2,0,68,57,83,0,0,9,6,1,2,37,2,1
21,342,64,168,2,1,3,2,1,1,1,3,1,2,3,5,5,4,1,0,3,16,12,40,17,16,7,104,68,5,57,7,0,6,5,1,2,37,2,1
23,391,64,144,2,1,3,2,1,1,1,2,1,2,3,6,5,4,1,0,3,23,17,28,38,11,12,0,71,57,83,11,0,19,13,1,2,21,2,1
23,396,64,144,2,1,3,2,1,1,1,2,1,2,3,6,1,4,1,0,3,23,17,28,37,11,12,0,71,57,83,11,0,29,9,1,2,21,2,1
18,97,17,141,3,1,3,2,1,1,3,2,1,1,4,2,5,4,1,0,17,19,16,46,31,11,19,0,45,70,60,0,0,28,15,3,2,21,2,1
18,93,17,141,3,1,3,2,1,1,3,2,1,1,4,2,1,4,1,0,19,19,6,28,23,11,19,0,45,57,83,0,0,15,13,3,2,21,2,1
18,366,61,8,3,2,3,2,1,2,3,2,3,2,3,4,1,4,3,3,8,19,20,24,26,22,2,113,48,6,26,0,0,22,10,7,4,21,2,1
22,10,22,56,3,1,3,2,1,2,3,2,1,2,2,1,0,2,6,0,15,18,10,40,6,11,36,89,5,23,25,0,0,22,13,0,2,5,2,1
22,87,22,56,3,1,3,2,1,2,3,2,1,2,2,1,3,2,6,0,15,18,10,48,31,11,36,68,5,28,48,0,0,22,8,0,2,21,2,1
26,129,28,163,3,1,3,2,1,2,2,2,1,2,1,0,4,2,3,0,15,24,14,4,33,10,28,0,5,57,83,0,0,29,15,7,2,21,2,0
27,37,14,227,3,1,3,2,1,2,3,2,1,1,4,2,5,2,3,0,20,20,12,16,27,11,12,76,35,24,47,0,0,28,12,4,2,21,2,1
27,224,14,227,3,1,3,2,1,2,3,2,1,1,4,2,1,2,3,0,18,20,10,4,27,11,10,80,35,22,50,0,0,29,10,4,2,21,2,1
20,50,12,166,1,2,3,2,1,1,1,2,1,2,4,2,5,2,1,3,28,25,20,34,21,22,12,76,42,40,12,0,0,25,13,3,4,21,2,1
20,41,12,216,1,2,3,2,1,1,1,2,1,2,4,2,1,2,1,3,28,25,20,28,19,10,16,85,42,24,28,0,0,22,13,3,4,21,2,1
27,86,16,169,3,1,3,2,1,2,2,2,1,1,2,1,3,2,3,0,15,24,15,28,31,11,36,0,20,57,83,0,0,22,13,7,2,21,2,0
29,395,61,9,3,1,3,2,1,2,3,2,1,1,3,4,4,4,3,0,18,14,6,36,21,18,12,121,53,2,1,3,0,24,13,7,3,21,2,0
28,169,52,42,3,1,3,2,1,2,3,2,1,2,4,2,1,2,0,0,24,14,12,10,23,10,12,0,7,78,9,3,0,22,13,6,3,33,2,0
27,140,29,163,2,1,3,2,1,2,3,2,1,1,1,0,1,2,3,0,24,30,15,16,39,11,20,35,3,54,27,0,0,22,13,7,2,21,2,0
28,263,64,145,2,1,3,2,1,1,1,2,1,0,3,5,3,4,1,1,15,23,10,40,21,16,6,0,63,57,83,0,0,6,6,1,5,8,2,1
28,183,52,42,3,1,3,2,1,2,3,2,1,1,4,2,5,2,0,0,24,23,15,28,15,10,14,0,45,51,94,3,0,22,13,6,3,33,2,0
28,309,64,145,2,1,3,2,1,1,1,2,1,0,3,5,1,4,1,1,15,23,12,34,16,14,6,0,63,57,83,0,0,9,6,1,5,21,2,1
30,161,67,55,3,1,3,2,1,2,3,2,1,2,4,3,5,4,3,1,23,12,2,53,16,11,12,82,35,18,56,0,0,29,5,7,4,17,2,0
32,271,5,78,2,1,3,2,1,1,1,2,1,2,3,6,5,4,1,1,8,12,3,28,16,11,7,0,58,66,63,0,0,21,15,3,4,17,2,1
31,277,61,10,3,1,3,2,1,2,3,2,1,2,3,4,1,4,3,1,11,12,3,16,21,11,2,99,45,9,47,0,0,22,10,7,4,17,2,1
0,357,30,0,3,2,3,2,1,2,3,2,1,1,3,4,4,4,0,3,15,24,12,23,12,10,2,66,31,43,15,0,0,22,13,7,4,21,2,0
33,232,47,161,3,1,3,2,1,2,3,2,1,2,4,2,1,2,3,0,21,23,12,30,34,18,7,0,31,45,18,0,0,22,13,7,2,21,2,0
34,63,47,161,3,1,3,2,1,2,3,2,1,1,4,2,1,2,3,0,15,23,14,10,39,11,17,0,42,43,103,7,0,24,5,7,2,21,2,0
35,9,49,241,3,1,3,2,1,2,3,2,1,2,1,0,1,2,3,0,8,21,10,48,21,22,24,108,11,7,33,0,0,29,6,7,2,21,2,1
35,173,49,241,3,1,3,2,1,2,3,2,1,2,1,0,4,2,3,1,3,21,16,40,11,22,34,114,11,10,14,0,0,29,12,7,4,14,2,1
35,230,47,161,3,1,3,2,1,2,3,2,3,2,4,2,5,2,3,0,7,21,10,16,23,10,10,0,35,57,83,5,0,22,5,7,2,21,2,1
35,178,49,241,3,1,3,2,1,2,3,2,3,2,2,1,2,2,3,1,15,21,12,24,15,11,36,38,11,37,61,0,2,21,10,7,4,14,2,1
35,67,49,241,3,1,3,2,1,2,3,2,3,2,2,1,0,2,3,1,20,21,18,13,14,11,36,17,11,32,96,0,0,15,5,7,4,14,2,1
32,310,5,78,2,1,3,2,1,1,1,2,1,2,3,6,1,4,1,1,11,20,3,16,14,11,12,0,58,66,63,0,0,22,10,3,4,14,2,0
35,323,37,89,2,1,3,2,1,1,1,2,1,2,3,5,5,4,1,1,3,21,3,25,28,16,2,0,60,57,83,15,0,9,6,1,4,14,2,1
35,298,37,89,2,1,3,2,1,1,1,2,1,2,3,5,1,4,1,0,8,21,12,32,27,14,14,0,60,57,83,15,0,18,10,1,2,21,2,1
35,8,49,241,3,1,3,2,1,1,1,2,1,2,2,1,6,2,3,1,18,21,15,28,28,11,36,0,4,70,51,0,0,22,13,7,4,14,2,1
35,233,49,241,3,1,3,2,1,1,1,2,1,2,2,1,5,2,3,1,18,21,15,28,34,11,36,0,4,70,51,0,0,22,13,7,4,14,2,1
39,246,54,157,3,1,3,2,1,2,3,2,3,1,4,3,1,2,3,1,21,21,10,40,28,10,8,61,15,25,64,7,0,29,18,7,4,8,2,0
40,50,54,157,3,1,3,2,1,2,3,2,1,1,1,0,1,2,3,0,21,18,10,57,40,10,29,116,27,0,46,0,0,29,8,7,2,42,2,1
39,52,54,157,3,1,3,2,1,2,3,2,1,1,1,0,4,2,3,0,20,18,14,23,11,10,33,107,27,3,53,7,0,29,13,7,2,42,2,1
38,53,62,121,3,1,3,2,1,2,3,2,1,1,1,0,4,2,3,1,23,26,10,16,26,11,29,14,32,49,71,5,0,29,13,2,4,8,2,1
38,55,62,121,3,1,3,2,1,2,3,2,1,1,1,0,1,2,3,0,24,26,14,26,21,5,24,105,32,4,56,0,0,29,13,2,2,42,2,1
38,297,25,85,2,1,3,2,1,1,1,2,1,2,3,7,1,4,1,1,15,26,8,19,29,18,11,0,73,31,111,0,0,22,15,1,4,8,2,1
38,357,25,85,2,1,3,2,1,1,1,2,1,2,3,7,6,4,1,0,15,26,12,4,13,18,21,0,73,57,83,0,0,15,13,1,2,42,2,1
38,326,55,98,2,1,3,2,1,1,1,2,1,1,3,4,1,4,1,0,11,26,15,16,19,11,2,119,58,5,8,0,0,22,10,1,2,42,2,1
38,302,55,98,2,1,3,2,1,1,1,2,1,2,3,4,4,4,1,0,15,26,12,5,11,11,7,113,58,2,43,10,0,22,10,1,2,42,2,1
25,196,59,72,2,1,3,2,1,1,1,2,1,0,3,6,1,3,1,0,5,19,8,34,19,18,7,0,51,57,83,14,0,22,5,1,2,4,2,1
25,189,59,72,2,1,3,2,1,1,1,2,1,0,3,6,5,3,1,0,5,19,18,34,19,18,7,0,51,57,83,14,0,8,10,1,2,33,2,1
37,358,64,147,2,1,3,2,1,1,1,2,1,2,3,6,5,4,1,1,8,19,3,28,13,11,17,0,78,56,85,0,0,17,15,1,4,21,2,1
37,384,64,147,2,1,3,2,1,1,1,2,1,2,3,6,1,4,1,1,8,19,14,28,19,11,2,0,78,66,63,0,0,22,8,1,4,21,2,1
36,347,64,147,2,1,3,2,1,1,1,2,1,2,3,5,5,4,1,0,11,19,3,28,21,14,2,0,55,57,83,0,0,9,6,3,2,71,2,1
45,156,63,63,1,1,3,2,1,1,3,2,1,1,4,3,5,4,0,0,28,16,2,40,16,7,12,0,45,57,83,0,0,17,13,1,2,21,2,0
41,278,55,99,2,1,3,2,1,1,1,2,1,2,3,7,1,4,3,0,8,19,15,31,29,16,36,27,71,23,104,12,0,22,13,3,2,71,2,1
41,308,55,99,2,1,3,2,1,1,1,2,1,2,3,7,5,4,3,0,8,19,12,25,31,16,36,0,71,31,111,8,0,29,15,3,2,71,2,1
41,35,22,2,3,1,3,2,1,2,3,2,1,2,4,3,1,2,3,0,20,19,14,44,20,7,5,103,20,18,16,10,0,29,13,2,2,4,2,1
40,85,54,157,3,1,3,2,1,2,3,2,1,1,1,0,1,2,3,0,21,18,12,48,29,11,31,116,24,0,46,0,0,29,10,7,2,41,2,1
41,65,22,2,3,1,3,2,1,2,3,2,1,2,4,3,5,2,3,0,18,19,10,38,20,7,12,74,20,28,38,0,0,29,5,2,2,4,2,1
40,63,54,157,3,1,3,2,1,2,3,2,1,1,1,0,4,2,3,0,21,18,10,25,11,11,29,107,24,3,53,7,0,29,13,7,2,71,2,1
42,151,64,167,2,1,3,2,1,1,1,2,1,2,4,3,1,4,1,0,11,18,10,31,19,18,36,78,60,27,34,5,0,22,15,1,2,71,2,1
49,155,64,167,2,1,3,2,1,1,1,2,1,2,4,3,5,4,1,0,6,18,8,25,21,18,36,24,60,44,63,0,0,22,4,1,2,71,2,1
43,162,63,62,2,1,3,2,1,1,3,2,1,2,4,3,1,4,0,0,6,20,18,28,11,7,14,0,53,57,83,0,0,22,18,1,2,21,2,0
44,162,63,63,2,1,3,2,1,1,1,2,1,1,4,3,1,4,0,0,6,20,6,28,11,7,17,0,55,57,83,0,0,22,21,1,2,21,2,0
49,156,63,63,1,1,3,2,1,1,3,2,1,1,4,3,5,4,3,0,28,19,12,53,35,3,8,0,51,49,98,0,0,22,12,1,2,21,2,1
49,159,63,63,2,1,3,2,1,1,3,2,1,1,4,3,1,4,3,1,28,19,3,16,21,4,16,13,51,49,72,0,0,22,18,1,4,54,2,1
46,319,5,79,2,1,3,1,1,1,1,2,1,2,3,7,1,4,1,0,3,15,3,36,25,18,36,0,76,57,83,8,0,22,12,3,2,14,2,1
46,361,5,79,2,1,3,1,1,1,1,2,1,2,3,7,5,4,1,0,3,15,12,38,33,18,36,0,76,56,83,5,0,29,20,3,2,14,2,1
48,254,58,160,3,1,3,2,1,2,3,2,3,2,1,0,4,2,3,0,11,15,3,23,11,11,22,22,35,31,91,0,0,29,10,7,6,21,2,1
48,253,58,160,3,1,3,2,1,2,3,2,3,2,1,0,1,3,3,0,8,15,8,10,16,11,24,0,35,57,83,0,0,29,6,7,2,21,2,1
47,324,61,11,3,1,3,2,1,2,3,2,1,2,3,4,4,4,3,0,15,15,3,44,16,11,7,12,48,41,88,5,0,24,12,7,2,21,2,1
51,79,23,226,3,1,3,2,1,2,3,2,1,1,1,0,4,2,6,0,11,19,12,26,11,11,29,76,12,40,12,0,0,29,12,0,2,56,2,1
51,167,23,226,3,1,3,2,1,2,3,2,1,1,1,0,1,2,6,0,11,19,6,20,8,11,24,73,12,28,38,0,0,29,6,0,2,56,2,1
50,200,59,73,2,1,3,2,1,1,1,2,1,1,4,2,1,3,1,1,11,19,8,16,31,11,12,0,55,57,83,0,0,29,13,3,4,37,2,1
50,348,48,48,2,1,3,2,1,1,1,2,1,1,3,4,4,4,0,0,3,19,6,38,9,11,7,30,55,35,75,8,0,20,10,5,2,56,2,1
51,321,63,63,2,1,3,2,1,1,1,2,1,2,3,5,5,4,0,0,3,19,18,11,11,14,12,0,55,57,83,0,0,20,12,1,2,21,2,1
50,311,48,48,2,1,3,2,1,1,1,2,1,2,3,4,1,4,0,0,3,19,12,52,12,11,7,99,55,9,46,0,0,22,12,5,2,56,2,1
51,284,63,63,2,1,3,2,1,1,1,2,1,2,3,5,1,4,0,0,3,19,2,24,11,14,12,0,55,57,83,0,0,9,6,1,2,56,2,1
52,204,59,73,2,1,3,2,1,1,1,2,1,2,4,3,5,3,1,0,11,19,2,57,31,7,8,44,49,29,70,0,0,29,13,3,2,56,2,1
50,205,59,73,2,1,3,2,1,1,1,2,1,2,4,2,5,3,1,0,11,19,14,28,39,11,15,7,55,49,80,0,0,25,12,3,2,56,2,1
54,46,23,226,3,1,3,2,1,2,3,2,1,2,2,1,0,2,0,0,11,21,10,34,19,11,36,66,7,43,15,0,0,18,12,0,2,21,2,1
54,64,23,226,3,1,3,2,1,2,3,2,1,2,2,1,2,2,0,1,11,21,6,40,5,11,36,66,7,43,15,0,0,22,5,0,4,37,2,1
53,394,45,45,3,1,3,2,1,2,3,2,1,1,3,7,1,4,0,0,11,21,12,27,26,18,12,96,27,19,24,0,0,26,13,7,2,21,2,1
53,270,45,45,3,1,3,2,1,2,3,2,1,1,3,7,6,4,1,0,3,21,14,25,24,18,12,63,27,37,33,0,3,23,16,7,2,21,2,1
55,333,5,79,2,1,3,2,1,1,1,2,1,2,3,7,1,4,1,0,20,22,14,32,25,18,12,103,76,18,15,0,0,29,13,3,4,8,2,1
55,268,5,79,2,1,3,2,1,1,1,2,1,2,3,7,6,4,1,0,20,22,20,19,19,18,12,61,76,31,45,0,0,22,13,3,4,8,2,1
59,227,27,231,3,1,3,2,1,2,3,2,3,0,4,2,0,3,3,1,13,14,14,28,25,11,10,6,27,40,99,0,0,29,12,4,0,61,2,0
60,288,61,12,3,1,3,2,1,2,3,2,1,1,3,4,4,4,3,1,20,16,12,31,11,10,7,66,48,25,59,7,0,22,10,4,0,21,2,1
60,272,61,12,3,1,3,2,1,2,3,2,1,1,3,4,1,4,3,1,20,16,8,36,22,11,7,55,48,22,83,0,0,24,6,4,0,21,2,1
58,354,5,225,2,1,3,2,1,2,1,2,1,2,3,5,1,4,0,0,8,20,19,33,21,14,12,58,76,27,62,0,0,11,8,1,6,8,2,1
58,347,5,225,2,1,3,2,1,2,1,2,1,2,3,5,5,4,0,0,11,20,10,43,23,11,12,0,76,57,83,0,0,15,10,1,6,8,2,1
57,43,20,57,3,1,3,2,1,2,3,2,1,2,2,1,0,2,3,1,8,19,10,28,11,22,36,57,82,24,73,0,0,22,10,10,0,21,2,1
57,169,20,57,3,1,3,2,1,2,3,2,1,2,2,1,2,2,3,0,10,19,10,28,11,22,36,79,20,19,60,5,0,22,13,10,6,8,2,1
56,142,6,41,3,1,3,2,1,2,3,2,1,1,1,0,4,2,1,0,17,20,12,16,11,10,31,41,27,51,22,8,0,29,10,7,6,8,2,1
56,139,6,41,3,1,3,2,1,2,3,2,1,2,1,0,1,2,1,0,17,20,16,16,21,22,31,56,27,23,77,0,0,29,5,7,6,8,2,1
66,216,59,74,2,1,3,2,1,1,1,2,1,2,4,2,0,3,1,0,6,36,14,31,13,18,18,0,63,75,26,0,0,22,13,1,4,7,0,0
66,216,59,74,2,1,3,2,1,1,1,2,1,1,4,2,0,3,1,0,6,21,8,28,11,18,15,0,73,75,26,0,0,22,13,1,4,8,0,0
65,119,19,91,2,2,3,2,1,1,1,2,1,1,4,3,1,4,1,3,28,11,20,40,13,7,14,0,33,57,83,0,0,22,21,1,4,21,2,0
63,217,59,74,2,1,3,2,1,1,1,2,1,1,4,2,0,3,1,0,8,25,3,34,14,11,10,0,48,75,26,0,0,26,13,1,4,21,0,0
61,34,49,240,3,1,3,2,1,2,3,2,1,1,1,0,4,2,3,1,21,15,6,23,11,11,24,88,31,12,60,5,0,22,13,7,4,21,2,1
61,39,49,242,3,1,3,2,1,2,3,2,1,1,4,3,1,2,3,0,21,15,8,27,29,5,14,59,35,28,56,10,0,29,18,7,4,37,2,1
61,61,49,240,3,1,3,2,1,2,3,2,1,1,1,0,1,2,3,0,21,15,10,23,2,11,20,103,31,18,15,0,0,22,13,7,4,37,2,1
61,82,49,242,3,1,3,3,1,2,3,2,1,1,4,3,5,2,3,0,24,15,8,28,27,3,10,61,35,31,45,5,0,22,6,7,4,37,2,1
62,166,49,242,3,1,3,2,1,2,3,2,1,2,2,1,2,2,3,1,18,12,14,4,11,22,36,81,27,25,31,0,0,22,5,7,2,47,2,1
62,172,49,242,3,1,3,2,1,2,3,2,1,2,2,1,0,2,3,1,24,12,14,1,9,22,36,0,27,57,83,0,0,26,10,7,2,47,2,1
62,235,49,242,3,1,3,2,1,1,1,2,1,2,2,1,6,2,3,1,18,12,6,34,15,22,36,0,27,70,51,0,0,22,13,7,2,47,2,1
62,239,49,242,3,1,3,2,1,1,1,2,1,2,2,1,5,2,3,0,18,12,3,16,12,22,36,0,27,70,51,0,0,22,8,7,4,2,2,1
64,82,49,242,3,1,3,2,1,2,3,2,1,2,4,3,5,2,3,0,24,25,8,23,21,3,19,89,51,23,24,0,0,28,8,7,4,37,2,1
64,39,49,242,3,1,3,2,1,2,3,2,1,2,4,3,1,2,3,0,21,25,8,16,17,5,12,59,51,28,56,10,0,23,15,7,4,37,2,1
67,216,59,74,2,1,3,2,1,1,1,2,1,1,4,2,0,3,1,0,8,14,8,16,23,10,12,0,60,75,26,3,0,22,12,1,4,8,0,0
70,109,44,151,2,1,3,2,1,2,1,2,1,1,4,2,0,4,3,0,18,15,1,16,21,10,14,42,55,63,10,0,0,22,12,5,4,6,0,0
70,109,44,151,2,1,3,2,1,2,1,2,1,2,4,2,0,4,3,0,18,13,14,23,17,7,12,42,55,63,10,0,0,22,13,5,4,6,0,0
71,358,61,14,3,1,3,2,1,2,3,2,1,1,3,4,4,4,3,0,18,15,8,53,30,18,4,60,31,29,51,2,0,22,15,4,4,6,0,0
70,93,44,151,2,1,3,2,1,2,3,2,1,2,4,3,1,4,6,1,18,15,3,53,19,3,14,54,51,30,56,0,0,29,12,5,4,18,0,0
69,307,60,93,2,1,2,2,1,1,1,2,1,2,3,5,1,4,1,0,10,13,3,40,11,14,17,0,57,76,15,5,0,11,13,1,4,6,0,1
69,303,60,93,2,1,2,2,1,1,1,2,1,1,3,5,5,4,1,0,10,13,3,28,17,16,12,15,57,64,39,0,0,22,13,1,4,6,0,1
68,320,63,156,2,1,3,2,1,1,1,2,1,1,3,6,5,4,6,1,6,13,6,23,17,11,2,0,65,70,51,8,0,24,16,3,4,47,0,1
68,292,63,156,2,1,3,2,1,1,1,2,1,1,3,6,1,4,6,1,6,13,10,23,15,11,2,0,65,70,51,8,0,15,16,3,4,47,0,1
68,218,59,74,2,1,3,2,1,1,1,2,1,2,4,2,5,3,1,0,3,13,6,28,29,11,17,40,82,52,24,0,0,26,10,1,4,21,0,1
68,382,61,13,3,1,3,1,1,2,3,2,1,1,3,4,1,4,3,1,13,14,16,23,29,10,7,120,55,6,0,0,0,22,8,7,4,18,0,1
67,61,49,242,3,1,3,2,1,2,3,2,1,2,2,1,0,2,3,1,21,13,14,16,17,18,36,25,27,44,62,0,0,22,8,7,4,18,0,1
67,34,49,242,3,1,3,2,1,2,3,2,1,2,2,1,2,2,3,1,21,13,15,40,13,18,36,86,27,8,74,0,2,17,8,7,4,18,0,1
74,122,44,151,2,1,3,2,1,2,3,2,1,1,4,3,5,4,3,1,13,17,10,31,17,11,12,97,35,21,17,0,0,22,10,5,4,76,2,0
75,185,13,230,3,1,3,2,1,2,3,2,1,2,1,0,4,2,3,1,10,17,12,52,21,10,20,0,35,40,107,7,0,29,13,4,4,58,2,1
75,120,44,151,2,1,3,2,1,2,3,2,1,2,4,2,5,4,6,1,13,18,10,28,13,11,7,115,20,13,11,0,0,22,10,5,4,76,2,0
72,125,44,151,2,1,3,2,1,2,3,2,1,2,4,2,1,4,6,1,13,23,12,16,26,11,10,93,45,20,28,0,0,22,5,5,4,76,2,0
69,93,44,151,2,1,3,2,1,2,3,2,1,2,4,3,1,4,6,0,18,13,6,57,17,3,6,57,27,63,5,0,0,29,12,5,4,6,0,0
73,386,10,235,2,1,3,2,1,1,1,2,1,2,3,4,4,4,1,1,3,17,12,48,21,10,20,0,45,54,89,3,0,22,4,5,4,58,2,0
75,184,13,230,3,1,3,2,1,2,3,2,1,1,1,0,1,2,3,0,10,17,6,57,11,10,24,0,35,57,83,0,0,29,8,4,4,31,2,1
77,330,61,15,3,1,3,2,1,2,3,2,1,2,3,4,4,4,3,1,13,19,10,16,6,10,7,91,20,8,67,8,0,22,13,4,4,75,2,0
79,224,57,236,3,1,3,2,1,2,3,2,3,2,1,0,4,2,6,1,21,11,12,28,21,10,29,74,10,28,38,5,0,24,13,6,4,75,2,1
