tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,class
1474,9882,9544,7725,2597,8733,1970,7683,9319,6156,2682,7816,6258,1
164,832,1352,4797,8617,578,8156,594,4721,2158,2444,3586,191,0
7823,793,8789,6319,4106,7637,4383,4143,372,1726,4114,3256,2279,0
4484,2598,1978,4562,4001,9233,4860,2230,5645,5891,3527,1796,3610,0
9664,5289,3134,8411,2482,4436,5672,8464,2297,1459,8553,5389,5016,1
6178,4610,2544,8931,7521,6639,1983,2797,6723,2812,6048,8960,8195,1
7686,442,7625,7753,4247,2278,4548,9165,5251,7475,6343,7038,6835,1
9237,6177,6125,4765,282,6559,9173,8884,309,361,786,6854,1250,0
1163,810,9424,2233,568,7893,8734,6370,8818,4699,2399,2907,859,0
4589,1261,8412,482,9429,530,2645,3889,4966,5837,1115,2994,395,0
663,864,3896,1977,1293,8424,4851,7575,5022,8625,8089,3446,2192,0
2128,3104,1568,6557,8848,5811,30,3034,916,5145,2312,4311,1491,0
4436,658,2992,7257,9392,488,6411,308,9661,2797,6702,3052,5929,1
7490,6103,8250,8924,8464,258,3440,5940,5080,6889,71,8748,8909,1
8558,8969,9188,6604,9830,1151,644,2812,3019,8728,9000,7344,9848,1
1699,4019,6492,942,4175,1079,6040,8958,4781,6471,983,511,1669,0
2393,128,4275,210,9190,4306,426,3190,1682,4461,967,8025,495,0
9478,5016,1610,7922,3527,7181,3157,6662,1493,5908,315,3161,3341,0
1220,6584,536,925,2902,2626,6555,8689,2442,9410,3459,9671,2144,0
2987,8581,675,7953,2436,7395,7112,4144,1847,3860,7834,5996,2714,0
2931,7723,5018,4750,5388,3240,1860,9369,767,5435,6445,9932,8850,1
4168,3640,2744,9659,2223,7026,3183,8776,3051,7321,7546,7448,5988,1
923,8304,9419,1010,6965,5657,5437,1187,837,9317,2655,8351,3537,0
3654,3780,6871,6514,1943,3413,6072,9998,769,3724,3345,1535,1852,0
959,1796,6078,642,5579,555,6323,7353,9817,4522,5545,8,1757,0
490,5713,7975,6289,5623,1949,6387,5827,9896,8000,6586,4449,6067,1
8293,3210,3706,2049,1715,6925,5544,7447,3419,4354,4599,501,1847,0
4719,9693,1543,7717,7865,1570,7247,2003,9884,1235,9562,7948,7285,1
9514,2691,5571,6424,2970,2938,8345,6476,8452,2633,7574,2720,7896,1
8795,945,5024,2432,9124,3410,2277,2463,9495,9635,3334,2146,3257,0
109,9617,1679,9083,6177,5187,343,7880,5658,8749,180,1412,2839,0
1351,7206,2434,8235,6264,4258,3996,5040,8819,3188,1997,84,424,0
3160,2896,6374,9258,3556,6970,3422,6568,5737,8434,6790,5448,7636,1
5293,6530,7338,5813,3185,5090,6943,5406,1240,6639,4971,6205,8494,1
7468,9718,6748,2207,5492,1565,7604,5174,3569,1462,9755,4435,6825,1
5014,3137,6789,5936,9297,614,799,6188,7435,3579,1296,9569,8785,1
6309,4169,6818,2661,4288,7271,7035,1630,7669,5835,4292,44,7268,1
1164,6112,6824,6864,3841,7805,6468,2263,7459,9006,713,6825,6791,1
3841,8588,8551,3009,2290,2241,9235,7408,8431,4142,9403,1956,8282,1
3289,2766,3488,7402,5340,9253,109,5167,1663,6527,8476,6919,7185,1
5661,3233,3219,9503,5483,779,9354,4220,400,1,6325,2597,356,0
2794,7860,8126,516,6488,6841,5509,623,6640,4375,320,775,959,0
5487,6498,4862,4859,1318,6904,9324,4564,1506,3400,1099,2156,1745,0
7934,4709,9396,7612,1021,8530,5155,7855,8069,2671,5608,9419,9662,1
2843,3321,7920,9686,2530,8075,7549,2887,8463,8118,770,6160,4741,1
8643,4036,9898,9402,6223,4233,8192,923,4760,2283,7722,2764,7667,1
5655,3986,2390,4817,3467,1267,7678,8136,7933,6486,8004,9926,9959,1
8582,5512,6484,9039,1942,6988,3882,8614,232,2588,854,7684,5018,1
760,6117,2405,6504,2122,1329,9096,8747,1109,5514,979,3769,2689,0
1361,7870,3790,2453,6134,5042,5441,2971,4890,6551,2813,5890,2972,0
2712,5908,5885,8627,2353,9842,2328,6612,4857,6540,135,3595,4512,1
328,8328,4692,766,2743,1180,9725,7232,2379,8503,2368,1944,2783,0
6271,9670,1593,2246,5823,3015,8759,2091,8521,7085,3806,4863,6082,1
4653,3443,3206,883,4032,2802,8316,5166,5024,1566,4474,6391,1778,0
9340,8469,5753,9818,9669,753,4013,1123,1846,2312,7288,5105,7209,1
8679,6818,3008,7739,7833,2836,7741,286,2686,6585,8507,7776,8876,1
6379,8068,339,6043,4439,1213,5569,8959,4079,6029,8697,397,2206,0
7047,9397,9367,7042,8841,1120,3246,4525,800,5336,7311,7246,8944,1
7880,6411,6287,6429,7322,5212,354,6198,1018,3932,4541,4583,6343,1
8668,5600,5180,3204,6405,8675,3745,673,8146,6274,393,2765,6792,1
8759,8517,3423,3769,9333,3369,1726,2378,1239,6566,6593,7298,6775,1
5321,9458,550,8215,2094,8504,5523,5194,4028,4075,6032,126,1015,0
397,5100,5910,5864,2549,2222,6873,9375,8615,1449,4476,1122,141,0
7262,2003,8906,4499,5203,5557,3525,5625,9462,4214,4876,3249,7479,1
4784,2249,5982,4336,3039,6666,7508,3471,7848,3744,1859,1314,3987,1
4437,4396,2042,7662,4199,5928,6695,3423,7312,8370,9597,1076,8517,1
1261,7098,6946,7273,6987,1370,3793,7084,474,3152,3170,7595,6181,1
1088,4847,9305,2231,3261,8523,7380,1443,4336,2402,6726,4391,2301,0
1808,5078,139,2123,1141,9824,6838,4571,5235,3474,5357,8752,2514,0
3514,2098,4457,1557,6540,3427,8267,1214,1442,932,6556,5781,1974,0
6167,1021,8391,9129,8876,1276,6009,1528,7770,9688,3292,1468,3799,1
8110,4878,5311,3927,4898,7332,2018,5766,1466,7247,4815,3336,6517,1
9440,4213,9312,712,9734,4240,82,1135,9883,3208,9347,1488,8556,1
583,4430,9030,5420,6481,1661,4637,6682,1600,5369,8203,4073,6178,1
7207,6419,3642,9153,412,8084,7136,8576,6617,8967,6662,3061,9332,1
1217,4686,9562,9895,4327,9996,1071,4813,591,3852,1999,5659,4182,1
7101,3027,2506,6661,9350,2858,4425,91,5446,4082,5424,8387,7845,1
2450,8094,4164,4689,9698,3691,447,1548,4525,6343,2816,6375,6379,1
2400,1444,562,8239,7497,3583,2831,5036,3974,266,3621,5140,89,0
4747,3601,5867,1507,8431,2514,7147,53,8736,7209,8888,1804,9496,1
777,7662,9721,1425,4916,6350,1715,7029,2927,3105,5813,4107,2319,0
2138,3289,4383,7028,9671,615,1638,3627,490,3757,7877,7030,6840,1
8828,7907,2456,5496,5515,5505,7007,1803,9867,1654,3908,6513,7880,1
7651,9165,2036,4067,1832,9280,2871,7561,511,6307,2332,1621,2868,0
7842,7037,5167,3125,2128,6431,4665,8056,6574,7647,14,6388,7716,1
9485,3022,9608,952,2022,9071,6762,3510,9397,6584,3033,2655,5398,1
9337,4833,4131,2769,1815,3344,6437,9961,2553,8779,5000,7103,7593,1
2991,7014,6612,7307,1653,5586,7173,7260,7870,2889,1956,2965,4510,1
1476,2480,5940,9383,4289,2099,8568,5268,843,2939,9062,1484,3666,1
245,5333,420,9932,4691,6374,1113,7938,94,8986,4017,957,875,0
3698,1456,1718,4282,6009,3310,7600,2694,2100,8249,2373,1347,1174,0
5764,7099,6738,1733,8473,1242,2653,5729,697,422,6002,3343,1740,0
3474,6084,2870,1319,4125,6281,5971,3892,3879,5344,2574,3710,2456,0
975,7714,1242,3565,2742,5508,9542,3088,2692,7462,9451,1843,1139,0
392,4812,6393,3907,8803,1881,1265,5821,8719,6811,9734,7222,8130,1
2636,3225,8129,4113,3523,9491,2788,4728,4353,4687,7669,9360,8159,1
3100,244,3931,5652,4374,9616,3993,2226,6226,8273,279,8193,2919,0
1497,2739,1132,5674,4972,3273,8961,2795,811,1963,3949,6516,418,0
5181,5821,9059,8080,3407,4395,4731,8037,1002,9956,7635,8341,9754,1
2325,4743,2930,2350,3113,6576,6904,4063,7247,4872,6716,9762,9191,1
9779,5385,2210,4387,2907,6254,4804,6804,5436,1663,1977,9651,5300,1
730,8700,8758,1052,7892,2376,1258,7143,8004,6472,9342,456,5120,1
5216,6550,8229,8308,6489,6923,773,5277,4025,4800,7332,1727,7922,1
1891,75,9538,5022,9988,270,411,1347,9266,5281,5031,8575,2166,0
6753,2802,5203,5880,9366,1405,4613,1276,80,7370,428,5544,2937,0
7093,7241,8224,2650,9460,2669,1393,2908,6725,5562,2102,4991,7228,1
9154,4504,9560,5580,8221,3203,6111,834,5365,8538,1027,7577,8500,1
8998,982,5708,5793,2971,1232,8149,8379,3816,8480,6089,2853,3665,1
3174,7689,3413,4362,6256,3663,9380,267,9769,9745,5607,7899,9834,1
2700,1882,2571,6288,9043,1518,3345,3488,6379,4227,430,5040,2171,0
8601,8054,8990,2878,1363,9654,9645,1371,8748,8091,4396,4820,9264,1
7364,524,1018,9890,707,9734,5943,6786,3543,5268,1432,1595,30,0
2108,7559,5298,793,8446,3872,5651,168,2548,8348,4038,3967,4173,1
7562,4346,1874,1342,2260,8102,4439,6385,4389,9632,8610,9324,6514,1
6161,2002,5692,5359,881,8343,5333,8262,4421,8293,3505,4036,5812,1
4914,783,6469,4001,8040,2247,2418,5858,5834,2190,236,8332,4229,1
9591,808,4480,9378,2193,4971,4848,9221,3668,2463,7386,675,2639,0
1613,9935,5512,1058,9577,298,1768,4327,2942,9318,6887,6860,4415,1
5959,2728,9050,5050,4079,4715,8095,3400,1112,4144,7775,8343,7346,1
2738,9504,844,9911,5384,6173,6484,1816,1111,9791,4194,2704,4776,1
4270,5975,8859,5567,8487,1723,4666,3203,8620,4429,1982,4973,7951,1
2775,4786,9707,5294,1442,7628,7620,5235,3014,7904,5774,4615,7142,1
8027,7709,6397,6085,6465,6372,5526,1111,3487,4973,8383,1547,8343,1
5042,8096,5218,1065,8205,3635,1195,5355,7609,887,9964,1467,7417,1
657,4571,9637,7965,514,5038,9186,9033,7746,2131,2456,1466,1877,0
8747,8803,9437,2675,7208,8296,2172,1449,7377,9637,1280,1408,8412,1
7354,6314,8052,9393,7850,3471,4369,3002,1197,4232,8925,4307,8443,1
5684,1575,2650,4344,8470,3460,2312,3858,3661,6933,9831,3177,5630,1
167,7205,9622,7249,7786,7038,1142,2760,364,3299,904,2273,1542,0
8881,4869,6245,5081,8189,3464,5298,1450,2526,5342,6085,4792,7771,1
8819,5324,1555,8872,9000,5285,1593,1617,5547,6792,9492,196,4089,1
9167,7006,770,4849,1093,5375,8479,7509,9119,8651,2785,4011,8311,1
7730,3803,7431,5238,405,6384,9905,7539,3027,2137,5808,7542,7680,1
4327,4286,3084,1449,8402,668,8024,1076,5243,3262,2509,8612,3734,1
2693,6405,4386,5141,9504,3281,63,3375,3962,8395,1445,3707,6322,1
4401,4382,4899,1828,1022,2751,9489,9292,60,5731,2638,5780,2132,0
4923,7695,9137,6452,2346,9291,1315,8186,2325,8196,4796,1884,7689,1
5112,4243,4419,8413,3423,8621,20,8501,2145,6509,6548,7360,8437,1
1447,201,7202,7533,4196,6915,7987,1148,8168,7656,3382,5249,325,0
6598,1212,5181,5244,8491,3030,4154,2395,7279,1702,3121,6844,7182,1
7130,884,4272,1788,2233,8171,3551,7250,7306,3751,5016,4138,3623,1
8352,1805,82,8277,8919,4373,1197,3132,7485,7567,6320,5033,3141,0
9724,8898,8441,143,9284,2463,667,4509,1472,4449,2050,2161,2873,0
1583,4853,10,2673,4182,3718,7788,4560,8739,4381,6597,6811,2305,0
8290,3273,480,2096,9639,1826,2484,1745,476,3102,3078,9464,2429,0
8111,8172,9530,1279,254,9800,7913,7076,6208,2784,8817,9778,6734,1
1672,4681,2336,4088,6763,7508,123,4938,4101,4555,9594,6157,7255,1
8634,7831,8317,3977,6244,3192,4821,5312,7962,1709,355,8269,6821,1
7095,5387,6133,3928,1009,7482,6908,7157,3528,6893,8325,5763,9509,1
852,5403,9397,6007,8985,922,5406,2196,8872,6259,739,3684,2748,0
1036,9398,9234,5732,6552,4215,101,8569,1358,1368,1112,1077,777,0
3960,7959,2944,1231,6951,2306,2786,7207,1963,380,2055,7555,78,0
2576,5275,9027,7601,2126,8441,9698,1020,3200,6148,5999,6091,7978,1
2486,1515,2729,7561,4004,7980,3665,4676,844,5340,9446,7364,3882,1
4540,8968,1353,2208,7641,3414,1202,6583,7014,7268,7688,1797,3994,1
1049,1856,8360,7233,7822,4988,5520,373,1226,6892,8945,6617,6547,1
627,9068,2949,3256,1167,3512,8848,8827,4458,8327,738,8255,3259,0
5503,4391,4523,6199,8406,3212,6140,410,8150,7595,7733,6956,9974,1
7298,3432,8159,1903,5006,2518,6247,6218,9503,3827,5805,4882,7693,1
3034,7491,7906,326,894,7646,8106,6146,7372,802,5962,2984,2575,0
3935,2232,9212,7049,8039,1741,4041,4746,5522,3607,5015,1789,3854,1
8631,9312,3808,5027,387,7626,8194,8100,9647,8058,4250,4054,9318,1
5128,1046,8375,9540,4224,9589,2424,4003,944,2088,6391,5698,5457,1
8045,2772,7618,6701,192,9930,7226,8141,8704,2125,5661,6738,9182,1
5802,4684,2347,4354,7975,9881,190,551,6281,3061,1236,8312,7271,1
5719,1925,8141,6776,8443,9116,381,195,9601,5882,1979,9866,9205,1
3085,8299,6496,3073,4008,2036,5391,8890,1016,637,3519,5234,1059,0
3362,9233,5703,9062,4904,9254,4759,1095,7695,515,6000,9800,8280,1
2270,1079,3107,1281,9523,3071,1584,1995,4902,933,6772,9447,3237,0
610,8970,9085,7934,502,9213,4959,9141,6196,2021,763,1604,1462,0
1638,1614,961,3971,1236,4836,6380,9813,8692,7112,2972,6797,4608,1
1760,6370,7617,5057,8912,3118,2202,3396,796,8888,8780,255,7917,1
8298,8020,6375,9146,3206,1681,6965,8771,8321,7441,8719,8174,9973,1
1825,2596,7528,1983,3569,6574,9502,861,4880,4839,4687,7204,2093,0
339,712,5208,1991,2136,1441,8557,9133,5910,3920,3799,2248,246,0
8125,6167,4142,3730,579,7849,5436,9677,1023,1577,5881,8293,5298,1
6851,4261,828,6138,2817,8985,7446,1581,888,2119,6628,6030,1571,0
5092,8095,2070,3012,8672,666,7597,972,2687,8212,4805,2030,4679,1
2768,331,1220,3865,4600,5123,4708,5707,415,330,9469,3035,289,0
2339,3733,5124,5322,5815,2016,9509,2359,926,5849,3522,3290,3729,1
745,1349,5622,6768,8731,2677,3523,2904,2028,7457,9190,8050,6906,1
4388,6303,4087,731,5419,8536,4725,1164,3492,4229,9003,488,5688,1
3400,292,7988,1216,5213,4234,2199,8263,2396,5390,8410,3227,1326,0
331,8567,7261,9349,2370,8869,8082,1799,3566,4302,9031,7123,7963,1
8971,1023,1769,1085,6293,2698,5875,4693,6505,1458,6892,8749,2423,0
8667,9193,7127,1649,948,6648,9819,5251,8848,2442,2213,8682,5476,1
9759,8134,2677,6229,3713,7340,4915,4485,3846,8607,3784,395,6163,1
1441,7728,9747,5668,5455,4651,1609,8115,6616,9838,5669,1668,6828,1
9322,4272,812,5283,40,8277,9118,9820,8522,3209,8985,2236,3178,0
836,3702,4285,90,6094,3178,8380,1952,819,8686,207,4461,643,0
1910,6018,5814,2581,3723,2691,5855,8180,7758,2616,4002,3977,3283,0
7434,472,5019,8685,1818,7194,3810,8735,7516,3741,6162,9922,8636,1
3735,5788,9917,8974,7053,2541,783,8818,118,2657,556,6242,3936,1
5649,2327,6130,246,6759,3798,3533,5243,4869,5906,666,268,1159,0
6687,8179,5420,5600,4063,4985,6011,5234,4251,2483,6056,2104,6408,1
9077,4043,7744,1168,4421,7927,4631,3215,7197,7495,4538,8448,5750,1
7053,5132,7226,4668,55,8887,9347,8631,210,1262,9876,760,5043,1
5366,5640,7212,5965,2852,656,9722,7583,9541,1219,1438,1455,5461,1
1226,2248,3397,3602,1224,8127,9250,3678,4050,2834,4165,494,447,0
1827,6694,4036,7564,1689,7871,2931,9160,6886,6330,3604,3580,5410,1
1304,7430,7584,5090,2000,7620,6455,5310,7441,2583,5691,7474,5971,1
2573,1144,3022,3095,4874,4569,7844,2759,4977,846,2382,7756,2387,0
6044,6311,5357,7118,367,8753,7675,7548,8881,1372,9394,2013,9149,1
1204,5150,4950,3474,9352,3552,700,3112,3985,4056,404,1414,37,0
3615,4946,8773,5582,3370,6851,8454,1888,5868,6070,6005,3790,7972,1
5634,5852,2882,3922,6754,2617,7696,2265,9453,3406,2995,1882,6823,1
2958,3155,3218,5103,8267,164,2606,7285,1048,5179,7870,508,2812,0
7743,1311,762,6627,9254,1542,2682,3527,9344,736,1523,9197,7624,1
6765,408,9366,3489,1296,7540,7687,5621,3602,3532,2299,4487,1202,0
7253,7528,5740,7538,3967,8914,4898,2556,3034,2519,8470,8263,9314,1
6928,3074,3472,574,4319,6046,5241,4608,753,179,2902,8276,267,0
3127,7406,4110,4645,2434,4605,6902,7145,5125,6046,5235,6654,8426,1
5045,972,8707,9212,8659,826,1708,6720,4796,5185,4453,7317,5912,1
8867,8611,3672,6685,3531,3578,9221,4198,814,2490,1437,4602,3308,0
1404,2713,6258,2985,4246,945,7862,7184,6275,9554,4418,2222,4070,1
3268,7902,7650,7306,3091,7431,3909,6237,4499,1413,4992,664,3482,0
8139,4530,4020,6363,7239,4277,4546,3061,6001,5057,8131,5766,9217,1
4742,1010,5908,7457,7191,6016,2762,3163,1100,9622,1891,5420,1502,0
253,9106,5188,4289,4869,7753,3365,4060,5353,3998,1944,9050,3113,0
3911,773,3058,7617,8725,1976,4028,3118,5995,1739,9433,2753,4382,1
749,8181,0,8009,7795,120,9429,1373,5762,8331,3958,1437,1773,0
9573,2552,4831,7693,6453,3962,317,8754,4115,1253,1631,7270,5634,1
7701,5562,2961,9884,2007,7028,6520,5828,7001,8614,4336,1755,8042,1
1782,9291,7947,9227,2315,7149,2126,9576,5451,9225,6811,181,7098,1
7063,1930,3017,7745,8348,3616,2098,4163,8048,4701,6323,2735,5966,1
9112,2305,301,605,4027,8706,3842,3743,2541,1579,5829,8679,943,0
5883,1104,1871,8270,1066,7476,6886,7061,9306,7312,7615,6886,5997,1
1218,7317,2984,7644,8105,5574,1256,3561,9458,677,1464,9284,3179,0
8333,5170,7834,1759,1977,2310,7116,9986,5683,6666,1665,15,5495,1
3366,9246,1411,3530,462,7223,7639,8662,9956,434,4808,7739,6042,1
2886,2711,4689,8717,442,6128,7974,9545,6261,1379,2673,2382,1167,0
1292,3095,579,2292,3550,2328,6116,8526,5397,9459,7127,5487,5071,1
2852,4848,5103,2286,6582,5786,254,6794,1721,9484,5320,28,5967,1
2399,8862,8634,5019,4806,9795,4400,1077,9555,5960,3056,1794,4812,1
7369,8701,1448,6889,7840,2301,2475,6077,3595,9094,3208,4147,7349,1
4130,8501,6372,1616,375,5485,8876,9578,7434,4195,260,4783,3183,0
9306,8577,3912,6544,4461,7799,5877,2037,4614,4922,8107,5823,8674,1
9707,2985,6874,8174,2176,3527,6806,8743,7462,816,7149,5579,8753,1
1552,9197,7472,38,8297,269,5568,4172,4401,9286,8165,1861,6548,1
9832,9067,6080,3351,934,8657,9749,3352,8072,997,2929,7325,6297,1
5191,5095,332,8860,4060,3606,9003,3628,3333,9774,6342,5199,5384,1
1670,7747,1768,1998,2663,6677,6989,4611,4933,605,1404,5601,1720,0
1617,4703,9359,4976,7998,7161,777,2652,1351,7995,3670,125,3230,0
8224,6906,6939,474,4222,7412,1862,6747,6162,7775,6071,1947,8360,1
4217,7026,2809,1178,4140,3817,8493,3818,3600,1886,8671,9626,3522,0
1701,5627,8233,9849,1274,6738,5697,8479,5434,774,9248,5079,6377,1
5499,4503,663,1968,6908,1430,5694,5252,5310,6477,4859,1283,3145,0
8067,6357,9845,7548,7347,4485,4711,2498,7866,2962,2071,7929,9028,1
2484,1290,6036,3735,239,5254,9824,9810,592,948,6902,8494,4950,1
8936,7822,8378,7155,9536,1634,858,4122,7778,3709,8967,5151,9745,1
9459,9298,7659,1662,2404,9555,2135,6998,6010,5351,162,2207,5267,1
282,4921,9855,9740,3106,9194,1750,6610,7023,4709,7434,6578,5459,1
2649,6159,1888,1951,7706,5808,3158,2114,4819,6261,9598,4082,4881,1
592,1178,2523,5765,7712,5088,5053,930,2319,6322,4587,2035,271,0
4743,1834,2995,7259,7132,7269,1649,3102,4892,3869,5532,148,1839,0
9063,4906,3171,3779,2438,6704,8511,3434,7814,2377,5854,1922,5245,1
3946,534,4767,1647,4859,5849,7217,2123,1563,125,6616,1700,974,0
6858,638,6181,6320,7900,5275,4373,1108,8239,8388,6875,5697,7903,1
679,1295,5332,8465,4900,7393,5541,2179,8083,3884,3351,2310,2069,0
5323,4783,4082,2166,9164,2978,4603,427,9249,2753,166,2376,4488,1
6113,9030,6779,3071,9699,3703,423,1555,960,3377,4712,1521,3706,1
5258,4788,1473,679,3414,8105,7998,1051,1272,5598,2186,1629,272,0
7015,7565,7308,901,6651,6700,5889,150,8954,3753,319,3512,5178,1
2250,4943,9656,4367,6025,2315,8763,2507,9363,9243,497,7167,8637,1
4346,4218,8756,9875,7690,191,4321,6585,2071,2675,1164,7651,5111,1
9098,465,8398,7911,5414,27,9182,5222,9189,1844,7167,2500,8026,1
2206,3984,9625,7095,3601,5158,7714,4031,150,8819,5479,8963,8436,1
6907,226,6173,9457,7505,2125,6995,2319,5800,5952,5602,24,3096,0
8618,7848,9877,5047,5936,7311,2946,3466,3031,8795,56,2111,6430,1
2694,2503,2578,180,6733,4673,7881,44,2337,1023,3429,8977,238,0
626,2371,1419,1461,5071,3317,9037,2536,682,9884,8395,9002,6360,1
6889,767,3285,1806,5786,4604,4952,4373,1549,4369,7459,4927,756,0
970,758,7781,1158,4805,7782,6022,1469,943,3863,1633,6129,373,0
6849,3744,2379,9797,1064,5929,9932,5566,252,1278,5222,6676,2905,0
9697,3325,1123,3456,3968,5113,1565,9689,6357,8330,5575,8505,3952,1
4536,3867,3978,8337,437,9595,9103,4994,6009,9915,4308,4944,8902,1
7896,6319,9116,4177,3990,5938,5004,5397,9378,8153,2040,208,8652,1
3184,9172,825,1191,2903,7305,2423,8142,4646,9641,416,3357,3570,0
4740,2067,3887,6574,922,6702,8153,6960,6558,5510,9691,936,7682,1
2435,4604,2743,717,5045,4020,9174,1730,5720,5520,9949,9959,7447,1
9852,7478,2507,2214,2700,3997,6787,7428,137,198,1440,3358,745,0
4344,1302,40,5114,5569,8910,2677,2660,4643,3514,164,5333,1667,0
1075,1414,864,6671,8895,2337,1836,4584,8414,889,2716,6953,2138,0
7885,9549,1723,8050,7586,250,9689,1377,9156,7899,7362,7318,9250,1
7622,3263,9763,5758,2862,6680,5031,6224,4871,9806,5335,451,6252,1
1306,2651,3176,8775,1605,824,9805,9488,7951,3654,487,5834,1423,0
5682,167,6025,3524,8369,984,3049,5790,9339,1239,9305,185,7653,1
5384,330,2268,4449,771,8005,8719,5501,828,827,9039,3876,2452,0
6853,5818,8377,2405,6308,1345,6831,5078,5314,227,8074,4817,6528,1
5211,1664,5672,6357,4177,3885,9524,2668,654,2950,7831,4826,5405,1
8741,3009,4366,9509,8715,113,2703,6339,1838,2302,6782,1439,2790,0
615,583,3312,9673,5677,2682,9296,2113,8668,3447,3266,3414,1815,0
9841,2663,5858,36,1739,2049,9288,8536,6741,3319,6721,6121,3223,0
6581,2294,51,4828,872,7237,5714,9001,4777,7345,8009,4405,1762,0
886,2366,8217,7709,9694,2415,1837,1496,4592,1537,7796,6894,5721,1
6025,9187,5659,6741,7686,1091,6952,3057,2486,651,8223,5257,7286,1
8474,1578,9782,311,6882,4689,94,7616,7883,9123,138,6156,1416,0
4473,3105,2294,8642,5427,5836,7566,1012,6055,2775,6017,2116,3194,0
2203,7497,6708,5563,116,7828,9254,8966,8418,9730,2934,8288,9320,1
3866,9887,7018,2884,4710,7041,2543,5817,7598,704,2551,7192,4360,1
2888,8850,9300,1296,9695,2371,1414,1950,8878,4830,646,9825,1260,0
9007,1695,2904,3739,7911,3127,3637,3972,6254,7826,9873,6771,5696,1
6994,2020,186,8547,5671,4743,970,8386,1937,3838,3511,1987,918,0
8863,3382,4721,1403,1450,9105,9586,1760,1893,3536,1143,1841,626,0
9801,7016,3297,7167,2433,3916,9669,5067,5510,6743,4169,7241,8928,1
3004,776,6273,8911,4144,4127,2725,9268,9483,5506,5422,2776,3643,1
6523,327,6168,6602,1812,8773,7428,3549,2303,1855,955,474,767,0
2806,9136,4520,9124,2155,4432,8485,6189,5599,2175,7692,6313,6668,1
5225,2976,8084,314,7060,2187,6733,3213,6468,7307,9871,6958,6287,1
5947,7227,513,1562,5727,7289,4866,1865,2126,2676,5910,8031,1124,0
405,8996,9813,8647,1993,7475,5036,6885,9218,285,9828,2493,3527,0
189,9673,1347,2322,642,5745,7579,9377,7762,4009,1684,6208,813,0
4577,8913,5447,1967,9149,1728,3383,2947,3426,4394,7805,1710,5865,1
502,7489,9302,5670,2366,7339,1629,9789,576,5457,9472,7978,8935,1
3793,6170,1861,250,2068,7847,2112,9299,3114,6367,2446,461,1707,0
4673,8574,9487,7379,89,6823,9904,9629,5909,3978,1326,4326,6424,1
603,9063,9439,6573,1122,2769,9652,8859,3077,2144,1563,6563,3353,0
2194,9483,3305,9812,6589,655,7242,4930,4952,2407,5135,2924,2039,0
3739,4383,3866,5559,3873,5081,9247,2169,2089,1956,8657,8668,8476,1
6645,5188,2504,1150,5063,5737,3728,5435,358,1807,5146,2269,232,0
1011,9247,9014,6546,2600,3091,9510,5782,8871,5393,4548,2038,3712,1
2799,3461,3756,981,6072,4835,6253,2454,9093,4789,6174,7052,7820,1
2249,7301,5293,8628,8866,7261,481,1100,9611,3318,2351,5683,5128,1
4154,1974,9941,7143,2957,4880,7749,5152,5644,2205,9070,4421,7099,1
6967,316,1211,8140,5923,9381,1513,2841,1153,5810,4803,8376,1450,0
5535,3054,2980,8196,6941,2953,8548,816,1754,9559,7569,627,4939,1
6209,7946,4799,5430,9737,4596,307,524,482,458,8285,2531,3702,1
1607,3335,6383,948,5670,2466,7105,4530,2727,7783,7124,6027,4199,1
2246,6528,2987,3128,6918,3946,7605,814,4447,2766,1948,810,606,0
2306,3499,147,7172,3754,9965,2071,4634,7159,2379,8703,2986,604,0
9378,4854,7768,2546,2987,167,7625,9930,8592,6796,2983,7670,7788,1
8046,3710,1301,3765,8044,7614,2013,885,9065,929,7633,4588,4123,1
1013,7666,7832,5454,6307,6116,1273,5866,1665,8133,7371,2889,7891,1
851,5841,8930,4457,8882,6087,1058,1653,3710,4081,276,2388,1211,0
271,9433,8374,9491,2835,6080,7887,4018,9191,6583,6450,3306,4912,1
3201,14,7126,8796,8950,2773,921,4936,5890,8345,9782,2048,3612,0
9266,6893,8913,2573,8179,957,7654,1637,5581,3381,5672,5025,7029,1
1141,2100,6232,3577,1389,7745,6898,5965,3854,6142,1934,8781,3698,1
4105,2127,6113,849,3358,7787,8279,1146,4318,9425,654,7936,1975,0
2758,1318,3683,9637,8698,6792,1991,409,1058,2733,3391,9527,4020,1
5647,7165,5319,4363,8641,2786,5313,1190,6707,7378,8673,4096,9823,1
6716,5905,2983,3161,1222,9067,6961,5032,9615,732,4461,8043,7677,1
4171,9362,3539,7277,7086,8362,3072,657,4391,3238,8153,6873,7775,1
2974,4653,4576,8658,6857,512,3704,8214,5999,4964,9875,7279,9209,1
7174,3021,9453,4059,9033,7117,44,1242,8800,6931,9159,716,8670,1
5168,5925,86,4071,2174,5769,4994,8317,3761,754,1599,9990,3937,1
7187,893,9787,3078,3718,1659,8913,6162,8638,5021,8314,5820,6893,1
6614,861,6166,7367,3594,4693,4591,7632,3321,5543,8110,3421,5668,1
8810,8563,4073,9033,4589,7783,6519,1247,3726,6603,7631,3503,8248,1
4735,8381,8606,5479,1232,9463,7487,4091,8882,3933,9286,187,8800,1
8127,4385,6143,192,6593,674,7585,4563,4834,8499,3173,2477,5206,1
