col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,target
22,38,21,24,19,30,13,16,19,26,15,21,24,43,31,34,24,40,30,34,19,30,28,36,26,43,30,29,27,43,32,35,26,43,32,37,5
19,29,13,17,19,27,13,19,17,26,15,21,24,41,31,34,18,29,26,34,17,24,20,32,26,43,30,33,27,43,32,35,20,36,32,33,4
12,14,17,24,12,13,17,19,14,16,15,18,13,17,23,30,13,14,18,21,14,15,17,23,18,26,22,25,17,19,28,31,11,16,20,29,4
12,12,17,20,14,17,13,16,14,16,15,18,13,15,19,21,13,14,15,21,14,17,10,15,16,19,26,29,12,16,20,27,11,14,24,26,4
14,16,13,17,14,17,13,16,14,16,11,18,13,15,16,21,13,16,8,13,14,17,10,11,11,16,18,25,12,14,24,24,14,16,17,22,4
14,16,9,17,12,15,9,16,14,19,23,25,13,17,9,9,13,16,11,13,14,13,13,15,14,16,15,18,15,16,13,13,14,14,13,15,4
14,19,21,24,14,17,9,12,12,16,11,14,13,17,19,26,13,19,18,21,17,15,17,15,14,16,11,14,15,19,17,24,16,19,28,29,4
12,16,9,13,12,20,13,12,12,16,19,25,16,15,16,13,13,14,11,13,14,17,20,28,16,19,26,25,15,16,13,20,11,16,20,22,4
12,16,17,24,12,15,33,51,5,5,57,82,13,17,19,26,13,16,26,34,11,13,44,67,11,16,18,18,15,19,28,24,14,16,28,33,4
12,14,33,52,5,6,55,81,3,1,60,90,13,17,27,34,10,12,42,65,5,2,64,96,14,19,26,22,15,16,28,31,11,12,45,58,1
5,5,55,82,3,2,58,89,3,1,60,87,10,13,43,65,4,1,62,94,2,0,69,96,14,16,26,29,12,12,45,56,5,2,56,88,1
3,1,58,82,3,2,58,81,0,3,60,85,1,0,68,87,1,0,58,81,2,0,60,86,3,0,67,95,4,0,64,96,3,0,60,88,1
0,3,58,85,5,11,37,37,12,14,15,21,1,0,59,84,4,4,50,69,11,13,28,32,3,0,58,83,4,0,56,82,3,2,56,88,1
5,10,37,38,12,15,13,19,14,16,15,21,4,5,51,69,10,12,26,30,11,13,17,23,3,0,54,80,4,2,56,85,8,10,39,49,1
12,14,13,20,14,17,13,19,17,19,19,25,10,13,27,30,10,12,15,21,14,17,17,23,3,2,54,83,9,10,39,47,11,14,24,26,4
17,19,17,24,17,23,21,27,17,29,31,39,13,17,16,21,16,23,18,26,19,27,32,39,11,14,22,22,12,14,20,27,14,19,20,29,4
34,55,43,39,34,52,37,35,34,48,39,37,40,60,43,41,32,52,36,39,33,53,41,38,41,63,48,42,42,59,46,42,33,56,46,41,3
34,51,37,36,34,49,37,35,30,51,42,40,32,53,37,39,32,52,39,36,33,49,38,38,41,59,44,40,34,56,46,39,33,56,43,41,3
34,48,37,36,30,52,40,38,34,51,42,40,32,53,40,36,32,48,36,36,33,53,41,38,33,56,44,37,34,56,43,39,33,52,40,41,3
34,51,40,39,30,52,37,35,34,51,42,40,32,53,40,36,32,52,36,36,33,53,41,38,33,52,38,37,34,52,40,36,33,52,43,41,3
30,51,37,36,34,52,40,38,34,55,42,40,32,53,37,36,32,52,39,36,33,57,38,41,33,52,38,34,34,52,43,39,33,56,43,44,3
34,55,40,39,34,56,40,38,34,51,45,40,32,57,37,39,32,52,42,36,30,53,44,38,33,56,41,40,31,52,43,42,30,52,40,41,3
34,55,40,39,34,52,43,38,30,51,39,40,32,53,43,36,29,52,42,36,33,53,41,41,30,52,41,40,31,52,40,39,30,49,43,38,3
34,51,40,39,30,52,37,38,30,55,39,40,29,49,40,33,32,48,42,39,33,53,44,41,30,52,38,37,31,56,46,42,33,59,46,44,3
30,51,37,39,30,56,37,38,34,55,39,40,32,49,43,39,32,52,42,39,33,57,41,38,30,56,44,40,34,59,46,42,33,59,46,44,3
30,55,37,39,34,56,37,38,27,45,37,37,32,53,43,39,32,56,39,36,33,53,44,41,33,59,44,40,34,59,46,42,33,59,46,46,3
34,55,37,39,27,46,35,35,18,23,45,57,32,57,40,36,32,52,42,39,33,57,41,43,33,59,44,40,34,59,46,44,41,59,54,46,3
27,45,35,36,18,24,43,55,7,5,65,89,32,53,43,39,32,56,39,41,30,46,35,38,33,59,44,42,42,59,54,44,41,59,46,44,2
4,4,63,92,4,5,63,88,4,4,65,86,18,22,43,50,8,5,53,81,6,6,51,83,27,42,35,37,15,13,46,61,8,8,54,77,1
7,4,59,83,4,6,59,82,4,4,57,79,5,5,54,77,5,5,49,75,9,6,59,79,5,8,44,68,6,10,46,64,8,10,46,70,1
4,4,55,79,4,6,55,75,7,7,57,76,8,6,58,77,8,5,53,77,6,5,55,79,8,10,44,65,6,8,54,74,5,6,62,86,1
7,5,55,76,7,6,55,78,4,5,57,83,5,5,54,75,5,4,57,75,6,5,59,79,5,5,60,87,6,3,58,83,5,5,54,83,1
7,1,55,83,7,8,55,70,10,10,49,61,3,5,58,84,3,4,57,81,9,6,59,83,11,8,52,75,12,15,46,61,16,26,40,44,1
7,7,55,71,10,11,47,59,13,7,53,71,3,5,58,81,8,5,57,81,15,16,47,56,11,15,44,59,17,26,40,42,18,31,23,27,1
10,10,47,60,13,8,51,70,10,9,45,57,8,6,58,81,14,15,45,54,19,22,31,35,16,26,38,40,19,31,23,25,21,35,19,20,1
10,9,43,56,16,17,40,41,18,29,29,29,18,22,30,33,20,28,29,29,21,36,23,20,21,35,17,16,19,35,19,18,18,35,16,16,1
21,38,23,23,21,37,19,14,21,36,18,20,23,36,22,18,18,31,10,14,19,32,12,16,21,31,14,12,22,31,16,14,21,31,16,16,5
21,36,12,15,24,37,16,18,21,38,18,20,18,36,11,14,18,31,14,14,21,36,16,16,18,35,10,12,22,35,16,18,21,38,23,20,5
24,36,16,19,21,39,16,18,21,38,21,20,18,32,15,14,20,35,14,14,21,39,19,24,21,35,14,16,22,38,23,18,21,40,26,23,5
21,38,16,19,21,39,19,18,21,40,25,24,20,36,15,14,20,38,17,22,21,41,27,24,21,38,21,16,22,40,26,21,21,38,30,27,5
21,38,19,19,21,41,23,22,24,38,29,24,20,39,18,22,20,40,25,22,21,43,23,24,21,40,24,19,22,38,30,25,24,40,34,27,5
21,40,23,23,24,39,27,22,24,42,29,24,20,41,26,22,20,42,21,22,24,41,23,24,21,38,28,23,25,40,34,25,24,42,26,27,5
30,55,37,39,30,52,40,38,34,51,45,40,26,46,34,33,32,48,36,36,30,46,35,35,27,44,28,23,28,49,34,33,30,49,34,35,5
30,51,40,39,34,52,43,38,30,51,39,37,32,49,37,36,29,45,33,33,33,53,41,38,27,49,32,31,31,49,34,33,30,52,40,38,5
34,55,43,39,34,52,37,35,24,42,29,29,32,49,40,36,29,45,36,36,30,43,27,31,27,44,35,31,28,49,40,33,30,47,34,35,5
34,51,37,36,24,43,27,27,24,40,29,29,29,46,37,36,29,42,25,29,24,41,23,27,27,49,38,31,31,47,34,33,27,42,26,31,5
24,42,27,28,24,41,27,27,24,38,29,29,29,43,26,29,23,40,21,25,24,43,27,31,30,47,32,31,28,42,26,29,24,42,26,27,5
24,40,27,28,24,39,27,27,24,38,29,29,23,41,22,25,23,42,25,29,27,41,27,27,27,42,24,27,25,42,26,25,24,40,23,31,5
24,38,27,28,24,39,27,27,24,40,25,29,23,43,26,29,26,40,25,25,24,39,27,27,24,42,24,23,25,40,23,29,24,42,26,31,5
24,38,27,28,24,41,23,27,27,40,29,29,26,41,26,25,23,38,25,25,24,39,23,24,24,40,21,27,25,42,26,29,27,44,34,35,5
24,40,23,28,27,41,27,27,27,45,33,33,23,39,26,25,23,38,21,22,24,43,31,31,24,42,24,27,28,44,34,33,27,44,34,38,5
27,40,27,28,27,46,31,31,27,45,29,33,23,39,22,22,23,42,29,29,30,43,31,35,27,44,32,31,28,44,34,36,27,47,40,38,5
27,45,27,32,24,43,31,35,24,40,33,37,29,43,30,33,26,42,29,29,27,43,31,35,27,47,38,34,28,44,37,36,27,44,34,35,5
24,42,31,36,24,41,31,35,18,29,29,37,26,43,30,29,26,42,29,33,27,43,31,35,27,44,35,34,28,44,34,33,24,42,37,38,5
24,40,31,36,18,30,27,35,16,23,21,33,26,43,30,33,26,42,29,33,21,36,31,31,27,44,32,31,25,42,37,36,24,40,37,38,5
16,23,19,28,16,24,19,27,13,16,25,33,16,26,22,22,20,28,17,25,19,26,23,27,16,23,24,27,17,26,26,29,16,26,26,31,4
16,23,19,28,13,17,23,31,13,14,21,24,20,29,18,25,18,25,21,25,17,19,27,31,16,26,24,27,17,26,26,29,16,23,26,31,4
13,16,23,32,13,15,19,22,13,14,18,24,18,26,22,25,16,18,25,29,12,16,19,27,16,26,24,27,17,23,26,29,16,20,26,35,4
13,14,16,23,13,17,9,14,13,16,11,12,11,16,18,25,11,13,21,22,15,16,16,20,16,20,24,31,15,15,19,25,11,15,19,23,4
13,19,19,23,16,15,16,14,13,14,14,16,14,19,15,22,16,18,25,25,15,16,12,20,14,17,10,19,15,17,19,29,11,17,23,31,4
16,14,16,15,13,15,12,14,13,16,21,29,16,19,26,25,14,15,10,18,12,16,19,20,14,17,17,27,12,17,23,29,14,15,16,23,4
13,14,12,15,13,17,19,27,13,16,29,37,14,16,11,18,11,15,17,18,15,19,27,24,11,17,21,27,15,15,16,21,14,15,23,27,4
13,16,19,28,13,17,27,35,10,12,45,67,11,16,18,18,14,18,25,22,15,16,27,31,14,15,14,19,15,15,23,25,16,20,26,35,4
13,16,27,36,10,13,43,66,4,1,65,96,14,19,26,22,14,15,25,29,12,12,44,56,14,15,21,23,17,20,26,33,16,15,34,50,4
10,12,43,67,4,2,63,95,1,0,70,96,14,16,26,29,11,11,42,54,6,2,55,86,16,20,24,31,17,15,34,48,11,8,50,73,1
1,0,68,96,1,0,68,88,1,0,61,83,5,2,54,84,3,0,66,97,4,0,63,97,11,8,48,68,6,3,62,92,2,3,62,98,1
1,0,59,83,1,0,59,85,4,4,53,71,3,0,62,95,3,0,57,84,4,0,55,83,2,3,60,93,3,3,62,86,2,3,58,83,1
1,0,59,86,4,5,51,70,10,12,29,33,3,0,58,84,3,0,53,81,4,2,55,86,2,3,60,84,3,3,58,80,2,1,58,83,1
4,4,51,71,10,13,27,31,10,12,18,24,3,0,54,81,3,1,53,84,9,10,38,47,2,3,56,78,3,1,58,80,5,5,46,70,1
10,12,27,32,10,13,16,22,13,16,18,24,3,2,54,84,8,9,36,45,12,14,23,24,2,1,56,78,6,5,46,67,8,13,26,35,1
10,12,16,23,13,17,16,22,16,23,21,29,8,10,37,45,11,13,21,22,12,14,19,27,5,5,44,65,9,13,26,33,11,11,23,35,4
13,16,16,23,16,24,19,27,18,26,33,40,11,14,22,22,11,13,17,25,15,19,19,27,8,13,24,31,12,11,23,33,11,11,26,35,4
32,52,37,41,32,53,40,37,32,48,39,39,41,59,44,40,33,55,43,37,34,56,42,39,45,68,52,46,40,65,54,45,39,61,50,44,2
32,48,37,38,32,53,40,37,32,52,39,39,33,56,41,37,33,51,37,37,34,52,39,36,39,61,48,40,36,54,43,40,35,54,43,42,3
32,52,40,38,32,57,37,40,32,52,45,39,33,52,41,37,33,55,40,40,31,52,42,42,35,54,44,38,33,50,43,40,32,50,43,39,3
32,56,37,41,32,53,43,37,29,52,45,39,33,56,41,40,30,51,40,40,31,52,39,39,32,50,41,38,33,50,43,37,29,50,40,39,3
32,52,43,38,29,53,43,37,32,52,42,42,30,52,41,40,30,51,37,37,31,49,42,36,32,50,41,35,30,50,40,37,32,50,40,42,3
32,52,40,41,29,49,37,37,29,48,39,39,30,49,41,34,30,51,43,37,34,52,39,36,32,50,38,38,33,50,43,42,35,54,43,42,3
29,48,37,38,29,49,40,34,32,48,45,42,33,52,38,34,30,51,37,37,31,56,45,42,35,54,41,38,36,54,50,40,32,58,50,44,3
29,48,40,35,32,49,43,40,32,52,45,42,30,52,38,37,30,55,43,40,34,59,45,42,35,54,48,38,33,58,50,42,35,61,50,44,2
32,52,43,41,32,57,40,42,29,45,36,39,33,59,44,42,41,58,51,42,42,59,45,42,39,61,48,46,43,65,54,48,42,68,50,50,2
32,56,40,43,29,46,34,37,18,21,45,53,41,59,52,42,41,58,43,40,28,42,36,39,42,65,52,46,43,68,50,48,39,58,46,42,2
29,45,34,38,18,22,43,51,8,5,56,83,41,59,44,40,27,41,34,37,15,13,45,61,42,68,48,46,40,58,46,40,21,36,33,42,1
18,21,43,52,8,6,54,82,5,5,52,83,27,42,35,37,14,12,43,59,9,8,53,75,39,58,44,38,22,36,33,40,9,12,40,65,1
8,5,54,83,5,6,50,82,5,4,56,79,14,13,44,59,8,7,51,73,6,8,45,71,21,36,31,38,10,12,40,63,4,10,46,68,1
5,5,50,83,5,5,54,78,5,5,52,77,8,8,52,73,5,7,43,69,6,10,45,64,9,12,38,61,5,10,46,65,6,14,46,62,1
5,4,54,79,5,6,50,76,8,5,60,79,5,8,44,69,5,9,43,62,9,10,45,68,4,10,44,63,7,14,46,60,12,16,43,59,1
5,5,50,77,8,6,58,78,8,5,56,79,5,10,44,62,8,9,43,66,6,8,53,75,6,14,44,58,13,16,43,57,9,19,43,59,1
8,5,54,79,5,5,54,78,5,4,56,77,5,8,52,73,5,5,59,82,6,5,61,90,9,19,41,55,7,8,50,76,4,8,62,90,1
5,4,58,77,5,5,58,78,5,1,60,83,5,3,56,82,5,4,51,79,3,6,57,87,6,8,56,83,13,12,54,73,12,22,43,55,1
5,4,58,79,5,2,58,82,3,4,60,86,5,5,52,79,2,5,55,85,12,8,53,78,12,12,52,71,13,22,43,53,17,29,29,36,1
3,4,58,83,8,6,58,82,14,15,48,57,11,15,44,59,16,25,37,40,19,31,22,25,21,36,20,17,22,32,11,12,17,32,14,18,1
8,5,58,83,14,16,46,55,18,21,32,36,16,26,38,40,18,30,20,23,22,35,18,18,21,32,9,10,18,32,14,16,18,29,11,14,5
14,15,46,56,18,22,30,34,20,28,32,32,18,31,21,23,21,34,16,16,19,35,18,18,17,32,12,14,19,29,11,12,17,32,14,14,5
18,21,30,35,20,29,30,30,20,35,24,21,21,35,17,16,18,34,16,16,19,35,15,14,18,29,9,10,18,32,14,12,18,32,18,18,5
20,28,30,31,20,36,22,19,23,35,24,21,18,35,17,16,18,34,13,12,22,31,15,14,17,32,12,10,19,32,18,16,21,32,14,18,5
20,35,22,20,23,36,22,19,18,31,13,17,18,35,14,12,21,30,13,12,22,31,15,14,18,32,16,14,22,32,14,16,18,32,14,18,5
23,35,22,20,18,32,11,15,18,31,13,17,21,31,14,12,21,30,13,12,22,31,15,14,21,32,12,14,19,32,14,16,18,32,14,18,5
18,31,11,16,18,32,11,15,18,35,13,17,21,31,14,12,21,30,13,12,19,35,11,14,18,32,12,14,19,32,14,16,18,36,18,18,5
18,31,11,16,18,36,11,15,18,31,17,17,21,31,14,12,18,34,9,12,22,35,15,18,18,32,12,14,19,36,18,16,18,32,18,18,5
18,35,11,16,18,32,15,15,20,35,17,17,18,35,10,12,21,34,13,16,22,38,22,18,18,36,16,14,19,32,18,16,18,36,22,21,5
20,35,15,16,20,39,18,23,20,40,28,25,21,38,21,16,21,39,23,19,22,38,29,25,18,36,20,17,22,36,22,23,21,39,22,25,5
20,42,22,24,23,41,22,23,23,40,24,25,24,40,32,23,24,41,23,23,25,42,25,25,23,41,20,17,27,41,26,26,23,41,26,25,5
23,40,22,24,23,41,22,23,23,40,24,25,24,42,24,23,24,41,23,23,25,42,25,25,26,41,24,24,24,41,26,23,23,41,22,28,5
20,42,30,27,26,46,34,34,32,48,39,39,27,42,24,23,27,43,27,23,28,49,33,33,21,39,24,21,24,41,29,26,26,41,33,32,5
26,45,34,35,32,49,37,37,29,45,36,36,27,44,28,23,27,48,31,31,31,49,33,33,23,41,27,24,27,41,33,30,29,47,37,36,5
32,48,37,38,29,46,34,34,32,52,42,39,27,49,32,31,30,48,31,31,31,52,39,36,26,41,31,28,30,47,37,34,32,50,37,39,5
32,52,40,38,32,49,40,37,29,45,39,39,33,52,38,34,27,43,34,31,28,49,39,33,29,47,27,32,27,44,26,30,26,44,29,32,5
32,48,40,38,29,46,37,37,29,42,28,32,27,44,35,31,27,48,37,31,31,47,33,33,26,44,24,28,27,44,29,30,26,44,29,32,5
29,42,26,31,23,41,22,26,23,42,28,32,30,47,32,31,27,41,23,27,25,42,25,25,26,44,27,28,22,39,26,30,23,39,29,32,5
23,40,22,27,23,43,26,30,26,40,28,28,27,42,24,27,24,41,23,23,25,40,22,29,21,39,24,28,24,39,29,30,23,39,26,32,5
23,42,26,31,26,41,26,26,23,38,28,28,24,42,24,23,24,39,20,27,25,42,25,29,23,39,27,28,24,39,26,30,21,41,26,32,5
23,38,26,27,23,39,22,23,23,42,32,32,24,42,24,27,27,43,31,31,28,44,33,36,21,41,24,28,24,41,29,34,26,44,37,36,5
23,42,30,31,29,43,30,34,26,42,32,32,27,44,32,34,27,46,37,34,28,44,36,36,26,44,35,32,27,44,33,37,26,44,29,36,5
29,42,30,35,26,43,30,30,26,42,32,36,27,47,38,34,27,43,34,34,28,44,33,33,26,44,31,35,27,44,29,34,23,44,29,32,5
26,42,30,31,26,43,30,34,26,42,32,36,27,44,35,34,27,43,31,31,25,42,36,36,26,44,27,32,24,44,29,30,26,44,29,36,5
26,42,30,35,20,36,30,30,16,25,28,32,24,42,35,34,24,39,34,34,19,29,22,33,26,44,27,32,24,44,33,34,21,32,29,36,5
20,35,30,31,16,26,26,30,16,21,24,32,24,40,35,34,18,28,20,31,19,23,29,33,23,44,31,32,22,32,29,34,15,22,26,36,4
16,25,26,31,16,22,22,30,16,25,24,25,18,29,21,31,18,22,27,31,17,23,25,29,21,32,27,32,16,22,26,34,15,19,29,39,4
16,21,22,31,16,26,22,23,20,28,20,28,18,23,28,31,16,22,23,27,17,26,25,29,15,22,24,32,16,19,29,37,15,22,26,28,4
16,25,22,24,20,29,18,26,18,25,24,28,16,23,24,27,16,25,23,27,17,26,25,29,15,19,27,35,16,22,26,26,17,26,26,28,4
16,18,26,31,11,16,18,26,11,13,24,25,16,23,24,27,16,19,23,31,15,15,18,25,17,26,24,28,16,26,26,34,12,19,22,36,4
14,13,11,13,14,16,11,15,14,18,17,25,16,17,14,12,14,14,9,12,15,17,11,21,12,16,16,17,13,16,18,19,12,19,18,21,4
14,15,11,16,14,19,15,23,16,18,28,28,14,15,10,12,14,16,9,19,15,17,18,29,12,16,16,17,13,19,18,19,12,19,18,28,4
11,15,18,20,14,19,26,23,14,15,28,32,14,15,14,19,14,14,20,23,17,20,25,33,15,19,20,24,13,16,22,34,9,16,33,47,4
14,18,26,24,14,16,26,30,11,11,45,57,14,15,21,23,16,19,23,31,17,15,33,48,12,16,20,32,10,16,33,45,6,8,46,72,4
14,15,26,31,11,12,43,55,5,1,56,86,16,20,24,31,16,14,31,46,12,8,49,71,9,16,31,43,7,8,46,69,2,2,54,85,1
11,11,43,56,5,2,54,85,3,0,69,99,16,15,32,46,11,7,47,69,6,3,61,93,6,8,44,67,3,2,54,82,2,2,58,90,1
3,0,62,97,3,0,58,85,3,0,56,83,2,3,60,94,2,2,59,85,3,3,57,81,4,4,60,88,5,2,58,85,4,6,50,72,1
3,0,58,86,3,0,54,82,3,1,56,86,2,3,60,85,2,2,55,79,3,1,57,81,4,2,56,83,5,6,50,69,6,8,43,59,1
3,1,54,86,8,10,37,46,11,13,24,25,2,1,56,79,5,4,43,66,9,13,25,33,6,8,41,55,10,8,43,60,6,10,37,53,1
8,9,37,47,11,14,22,23,11,13,20,28,5,5,44,66,8,12,23,31,12,11,22,33,9,8,41,58,7,10,37,51,9,10,26,42,4
41,62,48,44,41,59,44,41,33,55,46,40,45,68,56,49,45,67,51,46,40,65,53,45,45,68,57,49,46,65,55,51,45,65,55,53,2
41,58,44,42,33,56,44,38,33,55,43,40,45,68,52,46,39,64,51,43,40,61,49,42,45,65,53,49,46,65,55,51,45,65,51,51,2
33,55,44,39,33,56,41,38,33,51,40,40,39,65,52,43,39,60,47,40,36,54,42,40,45,65,53,49,46,65,51,49,38,58,47,44,2
33,55,41,39,33,52,38,38,33,51,40,37,39,61,48,40,35,53,40,38,36,54,42,40,45,65,49,47,39,58,47,42,38,55,44,44,2
33,51,38,39,33,52,38,35,33,51,43,40,35,54,41,38,35,53,40,38,36,54,45,40,38,58,45,40,39,55,44,42,38,55,44,41,2
33,51,38,36,33,52,41,38,33,55,43,43,35,54,41,38,35,53,43,38,33,50,42,40,38,55,42,40,39,55,44,39,34,55,44,41,2
33,55,41,42,30,52,41,41,30,51,40,40,32,50,41,38,32,49,40,35,30,50,39,37,34,55,42,37,35,58,44,39,34,58,44,44,3
30,51,41,42,30,52,38,38,30,48,43,37,32,50,41,35,29,49,37,35,33,50,39,40,34,58,42,37,35,58,44,42,34,55,47,44,3
30,51,38,39,30,49,41,35,30,51,46,40,29,50,38,35,32,49,37,38,33,50,42,42,34,58,42,40,35,55,47,42,38,55,47,47,3
30,48,41,36,30,52,44,38,33,51,40,37,32,50,38,38,32,49,40,40,36,54,42,40,34,55,45,40,39,55,47,45,38,61,47,47,3
30,51,44,39,33,52,38,35,30,51,40,40,32,50,41,40,35,53,40,38,36,54,49,40,38,55,45,43,39,61,47,45,41,61,47,47,2
30,51,38,39,30,56,44,41,33,58,46,43,35,54,48,38,32,57,47,40,36,61,49,42,41,61,45,43,42,61,47,42,38,61,47,47,2
33,58,44,42,33,59,44,43,41,58,54,45,39,61,48,43,39,60,47,46,43,65,53,48,41,61,49,43,42,65,55,49,45,68,55,51,2
33,58,44,44,41,59,52,43,41,58,46,43,39,61,48,46,42,64,51,46,43,68,49,48,41,65,53,47,46,68,55,49,47,68,59,53,2
41,58,44,42,27,42,35,38,14,12,46,62,42,68,48,46,39,57,43,38,22,36,32,40,47,68,57,49,46,65,55,45,31,48,41,35,2
27,41,35,39,14,13,44,60,8,7,54,75,39,58,44,38,21,35,30,38,10,12,39,63,45,65,53,43,32,48,41,33,19,28,38,44,1
14,12,44,61,8,8,52,74,5,7,46,71,21,36,31,38,9,11,37,61,5,10,45,66,31,48,39,31,20,28,38,42,17,25,41,51,1
8,7,52,75,5,8,44,70,5,9,46,65,9,12,38,61,4,9,43,64,7,14,45,60,19,28,36,40,18,25,41,49,19,34,41,47,1
8,9,44,68,5,8,52,74,5,5,62,84,12,16,41,55,9,18,40,55,7,8,49,77,22,40,32,37,20,38,41,42,15,21,41,56,1
5,5,60,84,5,5,60,89,5,2,58,84,6,8,48,75,4,7,59,86,7,8,57,86,15,21,39,52,16,21,51,58,17,34,44,47,1
5,2,56,84,5,5,52,80,2,5,58,87,6,8,56,84,12,11,51,72,13,22,42,53,17,34,42,43,23,38,22,26,19,38,18,17,1
16,25,38,42,18,31,21,24,21,34,19,19,21,32,9,10,17,31,11,14,19,29,10,12,19,34,6,13,20,34,15,18,19,34,15,17,5
18,34,17,18,18,35,14,13,21,30,16,15,17,32,12,10,18,31,15,14,22,32,13,16,19,34,9,13,20,34,15,15,19,31,11,17,5
18,34,14,14,21,31,14,13,21,30,16,15,18,32,16,14,21,31,11,14,19,32,13,16,19,34,13,13,20,31,11,15,19,34,15,17,5
21,30,14,14,21,31,14,13,21,30,16,15,21,32,12,14,18,31,11,14,19,32,13,16,19,31,9,13,20,34,15,15,22,34,22,17,5
18,34,10,14,21,35,14,17,21,37,23,19,18,36,16,14,18,31,15,14,19,36,21,19,22,34,13,16,23,38,15,18,22,38,18,20,5
21,39,24,21,21,38,28,24,24,39,34,26,21,36,20,21,21,38,19,21,24,41,21,19,19,38,16,16,23,38,22,18,22,40,22,24,5
24,39,32,25,24,42,24,24,24,41,26,26,23,41,20,17,26,40,23,24,24,41,25,23,22,40,20,20,23,40,18,22,22,38,22,24,5
24,41,24,25,27,42,24,24,27,43,30,26,23,41,20,24,21,38,23,21,24,41,28,26,25,40,20,16,23,38,22,18,22,38,18,24,5
27,41,24,25,27,44,28,24,27,48,34,34,21,39,24,21,23,40,26,24,27,41,32,30,22,38,20,16,23,38,18,22,22,38,26,24,5
27,43,28,25,27,49,32,32,30,48,34,34,23,41,27,24,26,40,30,28,30,47,36,34,22,38,16,20,23,38,26,22,28,45,30,31,5
30,48,32,33,30,52,38,35,33,51,40,37,29,47,35,32,32,49,34,35,30,47,28,34,28,45,28,27,32,51,38,37,31,48,38,35,5
30,51,38,36,33,52,38,35,27,43,37,34,32,50,35,35,29,46,26,32,27,44,25,30,31,51,36,35,32,48,38,33,28,42,30,35,5
27,43,35,33,27,49,38,32,30,46,34,34,26,44,24,28,26,43,26,28,27,44,28,30,28,42,28,31,26,42,34,33,25,40,34,35,5
27,48,38,33,30,47,32,32,27,41,26,30,26,44,27,28,26,43,26,28,22,39,25,30,25,42,32,31,26,40,34,33,22,40,34,35,5
30,46,32,33,27,42,24,28,24,41,26,26,26,44,27,28,21,38,23,28,24,39,28,30,25,40,32,31,23,40,34,33,22,38,30,35,5
27,41,24,29,24,42,24,24,24,39,23,30,21,39,24,28,23,38,26,28,24,39,25,30,22,40,32,31,23,38,30,33,22,34,30,39,5
24,41,24,25,24,40,21,28,24,41,26,30,23,39,27,28,23,38,23,28,22,41,25,30,22,38,28,31,23,34,30,37,22,34,30,35,5
24,39,21,29,24,42,24,28,27,43,34,34,23,39,24,28,21,40,23,28,24,41,28,34,22,34,28,35,23,34,30,33,22,38,30,35,5
24,41,24,29,27,44,32,32,27,43,34,37,21,41,24,28,23,40,26,32,27,44,36,34,22,34,28,31,23,38,30,33,25,42,30,35,5
27,46,38,36,27,44,35,35,27,43,34,34,26,44,31,35,26,43,26,32,24,44,28,30,25,40,32,31,26,42,30,33,25,42,26,31,5
18,22,28,33,16,23,24,28,16,25,26,30,15,22,24,32,15,18,26,35,16,22,25,26,17,25,28,31,16,18,34,37,15,18,22,35,4
16,22,24,29,16,26,24,28,16,25,26,30,15,19,27,35,15,21,23,24,18,26,25,26,15,18,32,35,16,18,22,33,15,25,22,31,4
16,25,24,29,16,26,24,28,16,22,26,30,15,22,24,24,17,25,23,24,18,26,25,30,15,18,20,31,16,25,22,29,17,25,26,31,4
16,25,24,29,16,23,24,28,16,19,26,34,17,26,24,24,17,25,23,28,16,26,25,34,15,25,20,27,18,25,26,29,17,28,30,31,4
16,22,24,29,16,20,24,32,14,14,19,26,17,26,24,28,15,25,23,32,13,19,21,34,17,25,24,27,18,28,30,29,15,18,22,35,4
16,19,24,33,14,15,17,24,11,14,19,22,15,26,24,32,12,18,19,32,13,14,21,30,17,28,28,27,16,18,22,33,9,14,22,39,4
11,14,17,21,14,17,14,17,16,16,16,15,12,14,20,28,9,13,15,21,13,16,17,19,9,14,20,35,13,16,26,26,12,16,26,28,4
14,14,10,14,14,17,10,20,14,16,19,30,12,16,16,17,12,18,15,17,13,19,17,26,15,21,13,20,16,21,22,26,15,21,26,31,4
14,16,10,21,14,17,17,28,11,16,23,30,12,19,16,17,12,18,15,24,13,19,17,30,15,21,20,24,16,21,26,29,12,14,34,44,4
14,16,17,29,11,17,21,28,14,14,16,22,12,19,16,24,12,18,15,28,16,19,21,26,15,21,24,27,13,14,34,42,4,8,38,56,4
14,14,14,21,14,15,21,24,16,19,26,34,15,19,20,24,12,15,19,32,10,16,32,45,4,8,36,52,2,4,41,67,4,8,44,60,4
14,14,21,25,16,20,24,32,16,14,34,49,12,16,20,32,9,15,30,43,7,8,45,70,1,4,39,65,5,8,44,58,9,14,44,60,1
16,19,24,33,16,15,32,47,11,7,50,71,9,16,31,43,6,7,43,68,3,2,53,83,4,8,42,56,10,14,44,58,4,4,51,77,1
16,14,32,48,11,8,48,70,5,2,62,93,6,8,44,68,2,1,51,81,3,2,57,88,9,14,42,56,5,4,51,74,4,4,55,80,1
