fLength:,fWidth:,fSize:,fConc:,fConc1:,fAsym:,fM3Long:,fM3Trans:,fAlpha:,fDist:,class:
2465,755,49,5621,3554,8313,6490,7883,8803,6507,0
7702,8831,1573,2836,2097,13041,12223,10968,48,7873,0
14878,15365,6187,723,486,1945,17004,1302,1190,15154,0
2337,2108,310,5281,3368,6832,9723,4790,5953,5387,0
10760,1834,915,3686,1979,16900,2262,8009,10453,5512,0
8407,6349,493,3342,2033,14483,2999,7338,5857,6453,0
3737,7758,550,4608,2746,6468,3659,3268,6769,4961,0
13955,11008,2368,4030,2577,1431,13935,16292,3886,15884,0
8944,3781,872,4103,2940,8992,12073,11784,10259,718,0
14700,14457,5645,1130,740,2155,16320,973,2284,16032,0
5461,3225,692,4141,2403,11141,8117,3973,351,6355,0
9073,9084,1523,2337,1460,12802,11722,3276,5216,7808,0
12135,13985,5169,1408,834,16258,14533,13394,3852,9830,0
9832,12861,2396,1873,1066,3008,1952,4757,8481,14557,0
9559,5737,1579,2996,1672,6925,10476,12007,6788,6260,0
15054,15096,4459,3382,2121,15497,1797,2070,2613,18214,0
5083,9229,1498,3096,1828,16071,5269,3171,9045,12443,0
15564,15455,6501,827,562,17569,17566,3039,1156,16642,0
2376,3745,992,5268,3483,7179,8712,11225,9717,5635,0
5412,652,352,5133,3014,10589,8523,9027,10989,10193,0
1165,7112,843,4530,2932,10355,4003,12442,5483,1975,0
352,3166,305,5917,4123,11505,6027,7805,7133,7301,0
7208,11504,1539,2361,1426,7063,9995,2554,8185,6435,0
13366,12527,3876,1236,965,17705,15741,4679,4486,9627,0
8480,9065,1309,2546,1502,15045,8196,4930,9125,11468,0
11232,4505,768,3046,1678,16924,13711,12284,9017,15042,0
11020,11730,3679,1593,1028,16267,14390,2344,8942,12269,0
4769,6810,496,3941,2114,5968,4080,13748,12913,1371,0
14657,13596,4644,1035,677,13350,16485,17061,1926,15421,0
13292,12196,2866,1640,973,2607,1605,2049,9763,4190,0
13747,15214,6404,710,465,17211,16722,6187,2838,6269,0
12165,16569,4223,833,551,2629,2019,17747,17395,3351,0
15820,14326,6604,866,552,17735,17797,16054,11,16516,0
17056,14473,2731,1255,836,17938,17827,1518,2820,13565,0
3040,542,276,5578,3229,4170,5543,10766,15012,6595,0
959,3565,181,5060,3485,7983,6839,11500,14622,4841,0
4341,10141,673,3396,2068,5429,4926,4766,7151,1812,0
12335,5209,695,3544,2252,16438,14083,6501,7479,6723,0
14180,12964,2864,2215,1554,1197,12324,16433,4099,16205,0
15289,13808,3170,1038,671,737,17432,17026,4160,13317,0
11992,12426,995,3407,1876,2707,1881,1936,7559,16835,0
15071,16725,4582,737,548,1215,16537,386,4979,14264,0
1477,3217,529,5736,3344,11815,9845,6512,6396,3110,0
11260,13552,5148,862,571,12514,10876,15145,2775,7305,0
6349,3817,737,3306,1939,6312,5416,6908,6595,10056,0
6272,10838,1566,2699,1599,4983,7985,16493,10121,12646,0
4610,6678,1366,3081,1796,10856,7836,9265,1940,2990,0
6291,9906,747,3184,1963,7055,8114,11492,13519,1834,0
5761,8326,2048,3007,1857,10356,3244,12365,7509,11847,0
7113,8818,1332,2578,1530,7777,5918,3509,366,5848,0
2109,1680,425,5244,3870,7273,9053,5340,438,2210,0
8982,11999,2418,2111,1236,14419,13795,5966,7463,9451,0
1814,3206,372,5669,3708,11749,10293,5736,10741,13247,0
6824,6164,1506,2903,2050,4566,3940,7937,8781,4747,0
16192,14596,4236,2088,1216,1987,1056,1027,2997,18243,0
1590,6202,1518,4543,3135,9094,5144,6876,12016,11611,0
3446,0,109,6230,3957,8314,6505,15106,13965,1321,0
8059,8310,2757,2425,1372,10327,10383,11366,6152,9104,0
7085,6289,2026,3622,1989,9103,13150,7007,14287,2694,0
15921,15942,6359,346,270,18136,17585,1093,3578,15447,0
14855,17230,6722,1048,689,3059,1339,388,5748,18336,0
10333,6870,1688,2393,1671,12053,13672,13682,6148,7327,0
9488,8205,2040,2346,1501,7137,2508,6333,5435,10609,0
4854,2321,698,3987,2321,5727,9815,9001,13115,4188,0
13972,10304,3479,1418,828,14588,15541,16837,3253,13989,0
8036,8657,534,3346,2297,16174,11708,5271,12122,6874,0
12878,15906,4980,1133,744,2244,14938,15665,4305,16140,0
9709,12678,3575,1459,921,6157,11747,15218,5944,3541,0
13668,12097,1002,4784,3215,2139,1846,1465,5163,15599,0
16297,14474,3847,1196,854,13290,18182,1118,4461,15092,0
17058,15546,5958,1006,785,2153,16876,17064,734,15514,0
15906,15587,6102,1643,1087,10153,16381,16859,2857,18167,0
14380,13452,3013,2997,2122,3158,2060,1131,5667,17380,0
14381,14520,2698,2832,1634,3479,15241,17591,6562,16544,0
15046,13689,5737,1237,741,2529,17055,2216,2046,16411,0
9165,6056,1575,2854,1742,13036,12534,9262,11556,4515,0
15758,11002,3614,1444,1006,1075,16887,16878,1040,14956,0
4151,11919,2096,2610,1446,13192,8634,2240,1389,10888,0
12455,10776,3754,1549,1041,8878,1909,2367,991,13434,0
9957,13076,3592,1433,859,9109,12349,16153,8616,4272,0
3642,4868,544,4214,2488,8373,5755,7799,6258,5800,0
16056,15558,6159,920,662,4328,16407,2056,305,17306,0
1237,2508,479,5313,3396,13072,8375,10088,9253,8607,0
15087,16717,6366,1188,728,2357,1321,17836,5890,18267,0
8119,14558,4658,1728,971,11299,3495,1477,17693,229,0
10052,9034,2593,1727,1083,15946,11721,5474,7540,7194,0
13356,8301,2881,1844,1243,3116,9767,8735,5346,12632,0
16447,16755,6974,317,269,3710,17817,1341,1980,17070,0
7066,11506,3480,2327,1366,7436,12327,6838,7070,9256,0
7707,9166,1790,2171,1294,2698,3702,15200,11069,2705,0
11551,12408,2721,1939,1153,4907,15545,8722,11682,9486,0
3093,449,54,5748,3631,13765,8429,10788,16430,1925,0
3283,4987,461,4056,2810,8341,6277,9310,14759,436,0
14084,5894,1700,2897,2072,1999,15910,13467,4500,16675,0
4677,2370,768,3747,2029,4864,10523,7944,9608,4400,0
4473,8313,1385,3962,2645,7532,6849,6375,785,3529,0
3322,2436,128,4671,2687,7028,10049,13203,12462,3728,0
16778,16666,4534,1027,648,2340,17660,17758,10102,17234,0
5638,2255,435,3434,1845,16415,3543,7822,7637,3001,0
7562,3299,1160,3305,1818,3977,4182,5815,4545,8374,0
1922,6356,444,4711,2677,4675,3601,8992,15946,2632,0
9469,10302,1567,1915,1088,2225,10352,15553,7297,10151,0
5072,8346,1173,3692,2189,15737,5281,5170,1960,3398,0
10148,12597,4101,1709,985,6486,8057,14676,5450,4898,0
2536,1572,266,5137,3680,7384,9067,5196,9893,4141,0
8807,4186,1333,3906,2331,7289,2430,12890,3067,7625,0
7062,5268,1644,2745,1564,6939,7706,9672,10109,3721,0
16521,15946,3639,1639,984,524,1473,17712,7033,16584,0
11873,10589,1747,1697,966,2041,14548,13906,7585,5589,0
9525,8304,531,4649,3339,14581,11564,5398,13413,3952,0
8715,10031,2366,2157,1379,8942,12358,3922,7378,6135,0
10229,4785,1636,2513,1467,5173,2485,12132,11525,166,0
9049,7276,2773,2353,1420,6449,4356,5556,2064,7846,0
3927,7650,1425,4012,2761,8573,11143,4357,10386,11262,0
7188,11819,3045,2424,1371,7790,4576,2504,460,9552,0
1906,867,72,5879,3997,8117,6930,9830,16775,3675,0
12061,11887,3263,1059,679,2730,2121,2218,967,9897,0
3798,7701,1260,3660,2225,4728,4212,3838,4275,6877,0
6854,7520,1997,3033,1698,6464,3092,9648,4803,4563,0
10520,6201,3547,2234,1355,11294,13595,7969,735,9260,0
6698,5467,1517,3559,2689,11574,12405,8162,9596,11888,0
4483,7774,521,3952,2245,11272,11070,8835,12232,7170,0
11206,13579,2496,1795,1267,16583,13318,17206,254,7451,0
2767,2992,310,4716,2797,6839,10145,12704,10882,5306,0
7995,9103,2296,2599,1499,9838,10146,3228,7210,11205,0
12199,4838,1466,2842,1678,15816,15477,5953,2507,15213,0
15558,14313,5843,1025,665,1048,17145,12261,778,14846,0
3409,5384,526,3767,2148,3777,5400,12304,10810,1395,0
1401,2787,181,4762,2751,7972,7204,7896,11863,5797,0
2243,3269,521,5490,3627,11871,10466,12358,10244,3459,0
7067,8023,2041,2495,1413,2766,4184,10017,11336,15166,0
938,3707,167,4950,3438,8086,6765,6845,14496,1705,0
8188,11611,2103,1687,1035,5304,8546,3043,10632,1105,0
976,7144,366,5407,3857,7850,4268,14025,15900,577,0
15643,12321,4200,935,590,10675,17501,9542,7173,12633,0
8927,12334,2275,1941,1133,6911,13076,1995,8115,4824,0
7403,8726,1338,2887,1850,11510,11491,15752,6995,11124,0
6611,4971,706,3653,2199,11867,8980,7396,9613,6857,0
3683,10531,1546,3155,2399,10419,7994,7217,10642,4436,0
10906,8363,2757,1650,969,12436,13724,14434,2570,7607,0
16789,11269,1083,3149,1739,700,17748,3831,4885,9744,0
8315,5916,2061,2844,1686,9204,11835,4644,7929,10068,0
13575,10221,1861,1738,995,17611,16263,4482,8562,4495,0
5541,9718,2111,2665,1482,10114,8107,14528,10759,1342,0
9838,10670,3148,2068,1260,8578,11919,3015,2427,8893,0
5613,9476,2697,2747,1610,12487,10856,4287,6887,5312,0
5645,3061,1338,4306,2841,6680,8382,6720,4359,11717,0
6059,14409,2151,2241,1543,8594,10934,1806,10140,734,0
1691,8538,455,4155,2430,4814,3346,6577,16942,13440,0
15034,6773,2686,2590,1847,18368,16411,14835,3320,15802,0
210,4045,189,5809,3488,12035,5856,13910,17606,10662,0
2760,648,109,5571,3284,8202,6968,7655,10521,4863,0
11607,14218,5448,1033,754,8483,2556,14544,5107,8797,0
2037,8380,328,4849,2950,4021,8586,2426,17162,10043,0
7186,13645,2446,2018,1315,5466,5708,4557,11481,7605,0
11072,13787,3763,1011,618,17669,10770,16192,4143,8168,0
16588,9204,3159,2213,1454,533,15302,2160,3475,15669,0
16391,13686,5265,798,530,18510,18086,14956,2439,16137,0
13178,11726,4653,1054,699,6290,12126,12441,2501,12811,0
2636,4950,477,4295,2588,4226,4342,5034,3732,2693,0
7725,8098,1384,2630,1528,4080,5037,13112,8035,6755,0
6973,4662,521,3029,1697,16480,4990,8406,1349,9955,0
7954,8230,2855,2344,1387,13590,9970,5891,8204,10132,0
7583,11592,1595,2625,1788,12226,13303,1550,12600,194,0
1817,4925,1030,4303,2722,8419,7505,12010,15155,5000,0
9917,10785,2234,1907,1069,14713,12873,12401,12061,11027,0
9365,6423,967,3091,1665,17567,2219,3977,7496,11061,0
5581,6896,1746,3337,1814,7277,10249,12079,8040,6275,0
10161,15622,5240,829,521,4996,12206,3035,17435,3808,0
10551,13390,4029,1672,1179,9753,1827,12711,2387,8927,0
5272,561,325,5372,3927,6393,4532,9519,11318,10995,0
11099,14002,4972,1278,1019,13815,2275,16809,1567,8137,0
12502,10816,2890,1960,1433,1584,9457,15363,5282,14561,0
11457,1372,1273,3533,2159,9933,15045,6664,182,8953,0
1779,868,81,6013,4060,8735,5908,8602,7805,9129,0
5426,12301,526,6048,3638,15009,5664,1104,7855,18421,0
16099,10393,3864,1505,982,16137,17681,14996,3868,15725,0
6684,8220,2113,2972,1781,6407,3249,13766,8015,2916,0
7697,1225,531,3947,2138,11533,10471,6000,4426,10127,0
10877,11526,2835,1674,1038,15958,4128,13244,6548,6047,0
13968,16805,6260,486,365,18171,15160,18141,5995,14354,0
11844,13876,4723,663,473,17483,3673,2660,6193,8865,0
17239,18100,7215,16,25,642,17868,94,9257,13948,0
15678,16748,6605,818,518,4456,1949,797,3958,18257,0
1208,3261,294,4679,2554,8965,5594,8506,10050,4854,0
4715,2954,583,3937,2229,12069,10443,8456,5741,3405,0
18140,10078,1745,2593,1432,551,17650,13755,299,16585,0
7166,11161,1218,2161,1324,8619,4638,16320,15029,15303,0
13117,15225,5058,1568,891,16523,15716,17237,23,15929,0
9673,4436,1762,3379,2470,5849,2206,10615,2900,10423,0
106,4416,24,5589,3375,12291,5250,7062,16694,4590,0
1070,3321,762,5118,3010,9226,5576,7383,6546,2458,0
8448,9519,2392,2959,1910,16241,12785,7985,441,6115,0
4884,7613,1183,4345,3217,13218,12410,15360,1982,3382,0
13788,12829,2266,2943,1651,2421,2785,16562,5389,17095,0
15393,15243,6188,521,351,17665,17331,2111,2083,12880,0
12828,15280,4674,985,778,17478,16398,13248,1289,1459,0
1366,7310,339,4529,3048,6987,9523,4923,17256,4266,0
3171,308,55,5915,4051,13265,9261,7419,12366,3196,0
12261,5852,1546,2456,1418,10446,14675,12235,9747,1368,0
10993,6891,4056,2159,1281,16439,13555,12597,3885,7416,0
15929,13942,6072,735,510,16975,18211,16249,5174,13206,0
1859,8074,373,4398,2459,12273,9761,3063,17402,613,0
8304,11068,2762,2395,1394,13919,2613,13065,7673,475,0
8774,10001,3801,2196,1303,9864,12399,2807,924,10397,0
14619,9329,2361,2253,1295,17845,15735,2264,3184,16930,0
6296,11599,2330,2034,1290,7364,8615,3165,16990,2175,0
11342,14390,5298,1385,987,6206,1695,16557,2573,9944,0
8569,9535,2148,2744,1645,13932,13234,11586,726,6256,0
121,4348,127,5621,3436,5246,7785,6642,4459,4457,0
2572,711,15,5664,3446,8543,5889,10469,16875,4989,0
7525,5759,1571,3435,1946,14303,8288,8656,14514,268,0
9003,9189,2234,2677,1666,13131,12262,12825,3014,10382,0
7337,9017,2046,2912,1652,15225,10728,10410,7583,8751,0
8770,2350,305,6251,4123,11008,10816,7712,8592,17742,0
11052,4159,2052,2845,1939,16348,12466,6436,2318,13545,0
8672,9480,2801,2407,1434,9681,11815,13181,9234,7025,0
10567,8124,1976,2407,1503,4258,2183,5592,13072,501,0
3920,5537,160,4643,2663,11923,7668,6517,14110,3039,0
6461,12969,3121,2266,1248,16005,11740,16502,4089,4842,0
6755,9734,820,3039,1673,15172,10020,16325,6626,6621,0
16861,16821,6865,275,219,1541,17159,778,2882,16892,0
7049,8795,2769,2676,1557,11626,12605,6751,7872,8067,0
11122,8628,3178,1901,1300,12476,13236,3987,5757,6809,0
14186,12038,4268,1190,697,17904,16707,3259,353,10899,0
4706,9569,1322,3341,1897,10389,5710,7046,7592,1667,0
10297,11664,3001,1608,987,16934,8336,3787,7553,2012,0
15889,16767,7045,145,120,18455,17394,945,1072,11131,0
9821,3031,492,4000,2466,17067,3410,8708,5924,8185,0
9863,8465,2615,2472,1786,9078,4563,4481,4504,10146,0
15806,16312,6654,788,523,1513,15310,2424,1357,18070,0
10420,9215,3521,1688,977,7846,3492,6871,881,7865,0
12375,11732,5190,1431,899,11402,14318,14579,6433,12686,0
3270,9367,1115,3644,2464,9248,10114,15954,13266,2125,0
10001,13001,2121,1627,921,17069,14276,16043,4937,3790,0
14879,12832,5234,1371,842,5291,17193,14382,990,17443,0
13489,12187,5475,1300,783,16515,16857,14104,6600,12366,0
409,2669,189,6072,4252,11277,6784,11726,11388,5090,0
9133,12797,3140,1895,1286,12945,2741,16924,6137,7748,0
11143,9323,3916,2304,1397,11159,15377,8577,410,9524,0
12208,12224,3600,1896,1164,1457,12791,14549,1342,14802,0
16223,1985,1725,2752,1656,13934,17945,6939,678,14460,0
4013,1662,633,4729,3518,11339,5949,9918,6786,10977,0
15103,16464,5921,1482,967,4007,2398,3192,1574,18055,0
13213,13891,5011,1277,914,16368,16084,1334,2124,12291,0
9094,5191,1769,2646,1667,15957,13259,11804,4833,11791,0
7179,903,306,4778,2612,6012,7807,7445,13961,10346,0
10918,13434,3430,2966,1890,16993,14201,16598,5524,16208,0
17759,5904,1980,3750,2414,703,17094,6447,787,16912,0
15018,14546,6778,592,416,16747,17115,15223,257,15208,0
16278,16159,4766,1418,837,2777,910,15354,3635,16670,0
3597,3240,562,5035,3211,12300,10532,7240,13964,5890,0
15238,12089,4233,1658,1047,17519,17567,4665,4631,11862,0
6215,1296,482,4615,2661,3297,4789,8414,8344,7480,0
1980,5906,1107,4739,3285,7456,9263,13144,15830,13289,0
12181,7663,2878,2536,1440,11621,2773,4599,274,12325,0
5754,9267,1622,2783,1605,7055,10628,4914,5416,4922,0
15825,16103,6119,1155,758,2261,2357,16470,3678,18355,0
10251,9353,3301,1740,1158,14333,11827,3117,3594,8497,0
12668,11579,4415,1657,1220,17128,15562,15038,3202,10861,0
2820,7965,930,3826,2085,10674,8034,5615,12074,2302,0
10948,6826,1727,2071,1348,14280,12190,13395,8111,9128,0
12222,11870,4820,976,601,1267,11292,7333,4828,15612,0
7712,7288,1593,2445,1508,11842,10737,7369,1846,5333,0
14075,15925,5745,1095,747,12920,17063,17205,1351,16425,0
14938,13500,4164,2403,1465,8576,14838,2834,284,17797,0
12985,6591,2542,2304,1411,2636,12039,13454,3283,8546,0
9043,6918,2833,2534,1487,16762,13170,4098,2238,7728,0
2294,4605,340,5384,3358,10378,11158,11323,2271,1901,0
4427,12480,1371,2055,1272,5593,9579,3360,13184,5371,0
12819,9876,1544,3200,1846,13649,16466,12509,129,7783,0
11415,10035,2898,1897,1177,13152,13131,12797,2276,5939,0
442,3489,399,6014,3622,5533,6812,14236,10381,4509,0
6283,6910,1126,2974,1634,11304,8460,11270,10346,1555,0
9545,7643,2940,2524,1516,10534,13355,11545,3052,5973,0
3113,5368,416,4075,2299,3891,5070,6711,8207,728,0
7565,3121,1412,3631,2308,4754,3692,7004,11308,9494,0
4059,5086,687,4324,2775,14378,8165,12128,2034,10887,0
413,3332,79,6000,3956,5672,7038,13331,2174,4809,0
4984,10499,1027,2636,1628,5047,4472,14873,2166,13675,0
10611,14960,5019,1127,704,15660,13690,1236,4464,5664,0
5758,4414,268,4011,2206,10481,8222,5126,12617,1257,0
14069,12804,3506,1610,1004,2978,15317,1800,4613,16687,0
1044,3376,195,5088,3188,8990,5814,7127,6870,8733,0
2912,1570,872,5398,3383,8272,8397,10931,8247,13120,0
15966,16589,6985,161,142,17023,17282,17129,1921,11673,0
3190,1630,291,5252,3268,8565,4624,12245,11041,6338,0
1607,7886,2052,3757,2844,8506,6155,11058,6082,5288,0
1717,4783,816,5195,3641,5706,3807,6432,4141,6844,0
1396,2399,252,5218,3111,7683,7463,7282,16941,5644,0
1057,2720,565,5497,3627,7428,7283,11791,7916,3717,0
9843,9068,1969,2167,1256,12704,13588,4946,6239,4153,0
831,3698,592,5392,3743,7467,6776,6191,13416,10031,0
5988,7797,1311,2567,1500,12060,8295,4205,3824,5404,0
11882,11455,3264,1877,1065,6738,15035,3431,6343,12569,0
5268,2224,335,3882,2183,6281,3219,9933,12267,4232,0
3532,2883,523,4643,2695,5126,3724,8031,11940,3740,0
12334,14796,5313,1813,1037,3994,13419,2354,823,17213,0
14713,14845,6535,686,459,17078,16192,16186,2111,13551,0
9692,3016,1615,3157,1979,4637,2263,14373,1916,8965,0
13569,14616,5508,644,423,18169,15339,15388,5497,8719,0
16832,16177,6963,327,235,330,17347,1423,227,16934,0
14520,1073,928,3232,2244,18290,15417,4510,1057,10993,0
3481,3992,389,5063,2800,6241,3098,5761,9967,9292,0
12634,14827,3174,1311,1061,1811,1968,17085,5915,15644,0
5489,9871,1247,3057,1872,9705,6885,3129,16935,1369,0
10096,6554,1380,3097,1877,6628,2629,8560,4033,7528,0
87,4531,64,5568,3263,12320,5284,12503,8337,5053,0
12574,4705,1121,2651,1696,1263,14911,4551,6848,14398,0
14387,12734,3108,1505,864,2787,16945,3567,6881,16680,0
12569,4439,952,2839,1615,14422,14956,10107,9640,14630,0
12575,16271,6364,912,652,15096,13989,1251,2659,1514,0
12217,13070,3744,1276,882,17884,14837,14351,1827,12792,0
3091,507,52,5591,3320,4200,5357,7436,9886,7306,0
10303,10946,2810,2343,1436,14614,13230,1607,2729,15437,0
9808,5698,1708,3477,2286,10670,11707,4944,6673,12448,0
3946,4690,956,4437,2751,10721,6694,13054,10634,9618,0
14426,10157,2973,1482,936,9614,16587,4846,1093,14507,0
912,3757,414,5111,3404,7680,6998,11429,15539,9841,0
10256,13859,3053,1244,810,14935,5853,13283,9335,1426,0
3888,3945,587,4765,2925,11053,11185,7532,5865,5354,0
192,4110,40,5764,3522,5354,7428,4819,3610,4710,0
9854,11607,3263,2356,1404,13632,14560,3423,3049,6170,0
4434,8238,1038,3788,2063,12250,3357,3090,4924,5597,0
8878,10734,2142,2094,1321,7354,11060,2997,4717,13822,0
14137,9781,4795,1033,713,17755,16789,12054,645,9657,0
11794,12002,4242,1556,1055,5214,1561,9295,2382,12824,0
295,3812,45,5913,3442,5477,6775,14253,17415,2661,0
9281,11243,565,3156,1942,2981,2429,15003,8735,11562,0
13641,12589,3504,1898,1057,17145,17435,5348,4244,5684,0
3086,247,123,6041,4225,12983,9695,7476,6399,1946,0
12060,9651,2489,2908,1731,3211,14540,2297,3809,16646,0
11006,13826,3926,1175,889,17875,12026,14730,701,9011,0
12930,7211,2781,1622,1003,17808,14496,10824,2250,13139,0
2867,7184,880,3753,2129,14230,8952,10573,12091,4251,0
16472,16726,6975,254,202,16535,17996,876,2581,14635,0
9684,11381,3784,1759,1225,9066,4928,2464,4211,7110,0
11760,6156,889,2508,1594,13732,13510,4781,10431,6586,0
3561,3586,174,4719,2609,11145,10851,12542,16239,10278,0
8721,10319,2607,1879,1099,10246,11849,5766,8277,8815,0
5065,13,81,5776,3469,3759,5034,9107,10475,13361,0
4829,3212,687,4187,2413,6584,3268,8020,9879,4996,0
9214,4353,749,3782,2278,15767,10401,14088,5160,4586,0
5492,3266,569,4395,2702,6910,4261,13649,7027,2836,0
10596,9232,1682,1761,1029,5779,2876,15779,2599,9436,0
4931,8754,1157,3043,1738,9904,4395,2767,16051,12812,0
7957,1247,690,3699,2298,13599,9946,9484,5641,10661,0
14331,13006,4578,860,566,11103,16879,15600,2885,6668,0
7059,11532,1782,2417,1319,12788,2913,3655,1505,10203,0
12639,12420,2614,2437,1565,9183,1157,15087,11150,2563,0
8237,6266,2113,2742,1529,16668,11587,7811,8383,8048,0
6490,2568,373,4312,2411,9123,11844,6827,9100,4616,0
17604,14991,5975,657,510,1315,17958,17053,1653,15652,0
10936,13384,4440,1599,918,13288,11898,16687,3590,15109,0
12023,13762,4683,1511,924,11644,14241,3892,5076,2921,0
4542,5995,504,4607,2736,4232,4765,4822,68,11051,0
15859,15463,6215,1561,1004,1669,1181,1456,992,18133,0
14128,10163,2887,1951,1113,17186,16918,15857,9487,15905,0
14008,15146,5143,887,585,17897,17455,1205,5175,7440,0
470,3241,161,6054,3927,11684,6205,13784,13470,121,0
336,3588,103,5947,3800,5565,7168,13583,10824,12304,0
13348,11348,3288,1933,1376,14920,15813,12764,3131,14165,0
3243,2003,278,5211,3075,13505,10414,4382,10086,8216,0
5685,10825,1156,2426,1352,5051,9083,3387,11487,3225,0
11320,10070,2960,1216,710,17409,14022,13353,1312,6543,0
16411,14286,4442,1474,870,1934,14477,17004,736,17929,0
7653,8192,1671,2702,1624,15556,12824,13543,2683,9249,0
4960,10661,2344,3061,1873,10873,3640,6804,13655,154,0
12793,14127,4225,689,482,7000,14852,7071,6880,11310,0
8000,11117,1156,2585,1408,16062,2187,12578,5442,2936,0
14625,8834,3369,2319,1538,1092,16047,1464,1658,17343,0
14198,12858,4182,693,501,2201,14630,15078,4042,12814,0
9198,13802,3619,1430,870,15770,11720,15232,3152,13115,0
15663,13095,4583,1154,780,7921,17438,14505,834,17756,0
3097,3001,266,5009,2960,12375,10136,10050,3430,1013,0
4669,8079,1358,3138,1727,6226,4377,5792,15651,3255,0
2609,7629,690,3877,2116,3732,8160,8637,9610,13511,0
4453,6297,1617,3701,2403,14587,10841,5663,11252,2142,0
10105,15310,6104,1192,828,12832,11791,5069,7856,10294,0
15896,16186,4922,1124,737,2315,930,1904,5144,15660,0
16755,17096,7136,91,88,12211,17846,631,1361,14375,0
7726,3155,573,3677,2577,13027,12645,7387,7500,3733,0
14763,15542,3305,1669,1307,1224,15559,799,6185,17559,0
12255,12390,2596,1930,1159,1549,13969,16708,1833,15960,0
15994,12222,2177,1661,1123,17744,18048,2284,13802,232,0
5759,8315,1317,3132,1979,12368,9339,12944,2770,14896,0
2590,5138,774,3698,2196,8468,6424,5332,15303,8860,0
12465,13595,5934,1201,777,17489,15636,15292,2122,8969,0
2123,4875,379,4156,2774,8439,7037,4954,14264,7347,0
9829,10024,2037,2246,1820,8255,1955,3595,2841,9758,0
8611,3162,823,3548,2007,16411,12804,12461,6919,1708,0
15679,15061,6347,503,344,1313,17578,1385,2710,14504,0
16484,11605,3403,1453,938,18520,1521,13835,3683,14300,0
11070,8171,2687,1982,1302,4069,2670,12318,13944,652,0
12374,12453,1569,2779,1926,1566,14326,15312,2237,14339,0
995,3533,813,5070,2925,9299,5562,10631,11324,9080,0
12513,14051,2309,2609,2123,10347,16958,3352,12480,14608,0
2532,468,95,6125,3899,13236,8930,10363,16809,6729,0
13053,13073,4365,1496,971,9639,16132,14981,5742,7386,0
244,3831,45,5809,3774,5484,7473,12349,15794,3282,0
11699,12477,2044,3251,2261,5393,13999,17059,5126,17849,0
12720,11025,2347,1684,994,1649,12934,6204,3207,15291,0
7437,13525,2066,1974,1130,2454,9889,16993,3642,11423,0
12533,13218,6417,1034,657,16323,15121,2599,1691,10066,0
3083,2626,542,5196,3609,12943,11049,14148,12349,837,0
5881,6469,1482,3396,2056,8151,11533,6291,1629,11578,0
9755,7100,950,2359,1368,10645,8768,7960,7866,12813,0
11646,9949,3180,1266,746,6902,13035,14289,3394,8836,0
8777,9598,2031,2222,1300,10008,2620,4940,9292,6823,0
8597,10253,1498,2468,1484,4106,8532,4064,10283,7191,0
3019,553,18,5541,3144,4116,5794,7494,13528,9585,0
4817,11084,1387,3241,1842,9236,9826,2587,17334,628,0
3725,5287,160,4905,3083,12008,8613,12595,13451,334,0
10230,8974,2501,2389,1526,14144,14669,4857,5970,13232,0
9657,7778,2819,3128,1939,16231,12701,4967,8395,9136,0
9347,14003,3182,1697,966,6918,12592,1921,10560,2077,0
14451,11856,3945,1447,916,1950,16631,1487,2562,15234,0
14719,14539,5130,1085,697,3145,16528,17412,805,16510,0
12036,9869,2971,1293,838,18307,11300,14397,2495,12083,0
5421,9146,1458,2991,1872,9185,11863,2185,16316,260,0
7468,4546,854,3133,1737,14185,10987,4409,4056,3706,0
9407,10568,2780,1732,1197,16180,3670,11934,2287,9535,0
13180,11501,3495,1696,1030,13370,13913,11101,1536,15070,0
9690,5694,2158,2355,1451,4900,9510,7099,3500,11572,0
14698,11640,3554,786,509,11242,16774,2211,1838,15533,0
16747,17053,7089,214,182,17251,17232,657,1688,16375,0
7286,5149,952,3913,2819,10310,4769,5222,2406,8939,0
6525,1084,252,5047,3161,15182,11578,7261,6736,4121,0
1743,521,339,6348,3752,13118,8458,8960,14707,7262,0
3519,8110,1160,4237,2857,10320,10321,15429,11256,12994,0
5810,6374,679,3309,1947,14036,3269,8066,12517,8260,0
15691,12381,2303,1589,916,493,17381,12402,433,10560,0
281,3770,99,5884,3711,5500,7282,4751,9709,329,0
4219,9587,1438,2714,1568,8898,10613,10561,10331,1621,0
3671,4910,399,4287,2442,7940,7777,10377,10072,8688,0
3457,3580,225,4985,3322,5509,3265,7409,14666,45,0
16293,12940,5295,1343,1004,17990,18306,3866,685,15141,0
5446,4519,843,4791,3385,10579,9856,14844,6026,2743,0
6240,9168,1868,2330,1389,5105,5139,7270,10855,3213,0
9483,9203,2154,1926,1211,12775,3282,16550,6871,10148,0
1533,2230,337,5050,3287,13321,8376,8648,334,7729,0
15765,12721,3883,2817,1854,12412,1526,2865,4870,17882,0
8527,6930,1102,3214,1973,12880,9838,15079,11865,13915,0
9230,7357,2054,2774,1729,3894,11432,6161,5512,15529,0
8969,6690,786,2871,1762,14311,11377,5576,3712,5763,0
6820,9371,1755,2807,1721,3068,2713,2976,1888,9594,0
15529,13160,5332,2632,1614,4445,1232,12727,1052,18057,0
1172,6745,407,5505,3713,7534,4411,14440,8690,6497,0
