checking account status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,employment, Installment,status n sex, Other debtors / guarantors,residence,Property,Age in years,Other installment plans,Housing,existing credits no.,Job,liability responsibles,Telephone,foreign worker,target
2,23,2,4,708,0,4,3,2,0,1,2,12,2,1,0,2,0,0,0,0
1,2,2,4,120,0,4,3,2,0,3,2,9,2,1,0,2,1,0,0,0
0,17,4,1,803,0,0,1,2,0,3,3,52,2,2,1,3,0,1,0,0
3,13,4,7,336,1,2,3,1,0,1,0,11,2,1,1,2,0,0,0,1
1,31,2,0,828,1,1,3,1,0,1,1,5,2,1,0,3,0,0,0,1
3,29,4,1,895,1,2,1,1,0,3,2,5,0,0,1,1,0,0,0,1
0,17,0,3,685,0,4,2,2,0,3,3,4,0,0,1,2,1,0,0,1
0,2,4,3,600,0,2,0,0,0,3,0,25,2,0,0,3,0,1,0,1
1,9,2,4,392,0,1,1,1,2,3,1,4,2,1,0,1,0,0,0,0
0,11,2,5,181,4,2,3,1,0,1,2,5,2,0,0,2,0,0,0,1
0,17,2,3,691,0,2,3,2,0,3,1,9,2,1,0,2,0,0,0,0
1,6,2,3,268,0,2,3,0,0,1,2,12,2,1,0,1,0,0,0,0
1,17,4,7,761,0,1,1,1,0,3,3,5,2,2,1,2,0,1,0,0
0,15,2,3,633,0,3,0,1,0,3,2,7,2,0,0,1,0,0,0,0
1,13,2,4,584,2,1,0,3,0,2,0,6,2,0,0,2,0,0,0,0
1,13,2,9,704,0,4,0,2,1,0,0,14,0,1,0,3,0,1,0,0
2,6,2,0,672,0,1,0,2,2,0,1,18,2,1,0,1,1,0,0,0
3,11,4,4,249,0,2,3,1,0,1,2,24,2,1,0,1,0,0,0,0
1,9,4,4,77,0,1,3,2,2,3,0,4,2,1,1,2,0,0,0,0
1,17,2,4,651,2,0,0,1,0,3,3,4,2,0,0,0,0,0,0,0
3,2,3,9,312,1,2,0,2,0,1,0,15,2,1,1,1,0,0,0,0
1,5,4,7,133,3,4,3,2,0,2,3,13,2,2,1,2,1,0,0,1
3,5,2,5,166,0,1,0,1,0,3,0,4,2,0,0,2,0,1,0,0
1,5,2,3,100,0,2,0,1,0,1,2,10,2,1,0,2,0,0,1,1
3,13,4,1,585,4,0,1,2,0,3,3,19,2,1,0,3,0,1,0,0
0,8,0,4,780,0,2,3,2,0,1,1,9,2,0,1,2,0,1,0,1
3,6,2,7,50,2,4,3,2,0,3,3,27,2,2,0,2,0,1,0,0
1,17,2,0,173,0,1,3,2,0,1,0,4,1,1,0,1,0,0,0,1
3,8,4,4,446,4,4,0,2,1,3,0,30,2,1,0,2,0,1,0,0
3,23,3,4,707,0,2,3,2,0,1,2,7,2,1,1,3,0,1,0,1
3,8,2,4,62,0,2,3,3,0,1,0,9,2,1,0,2,0,0,0,0
0,21,2,3,462,0,3,3,1,0,3,0,4,2,0,0,2,0,0,0,1
1,13,2,7,169,4,2,3,2,0,3,3,42,2,2,0,2,0,0,0,0
2,8,2,4,604,4,4,1,2,0,2,2,18,2,1,0,3,0,0,0,0
2,8,3,0,424,0,2,1,1,0,1,2,17,1,1,1,2,0,1,0,0
3,2,2,3,316,0,2,0,3,0,1,1,2,2,0,0,2,0,0,0,0
0,13,2,3,471,0,0,3,2,0,0,2,6,2,1,0,0,0,0,0,1
3,8,2,9,277,0,3,1,2,0,3,2,17,2,1,0,2,0,1,0,0
3,13,4,1,660,0,3,2,2,0,0,2,8,2,1,1,2,0,0,0,0
0,13,2,3,642,0,1,0,1,0,3,2,3,2,0,0,2,0,0,0,0
0,23,2,3,610,0,4,3,2,0,1,2,23,2,1,0,2,1,0,0,1
1,13,2,3,554,0,3,1,1,0,3,0,21,2,0,0,2,0,0,0,0
3,23,2,0,568,4,2,3,2,0,3,0,17,2,1,0,2,0,0,0,0
3,13,4,4,774,0,4,2,2,0,3,2,14,2,1,1,2,0,1,0,0
3,6,4,3,406,0,1,0,1,0,2,0,4,2,0,1,2,0,0,0,0
3,31,4,0,908,4,4,1,2,0,3,3,44,0,2,0,3,0,1,0,0
1,31,1,2,914,1,4,2,1,0,3,3,41,0,2,1,3,0,1,0,1
0,29,1,9,840,0,3,1,1,2,3,2,18,2,0,0,2,0,0,0,1
3,13,3,4,440,0,0,1,3,0,2,0,15,2,1,1,2,0,0,0,0
3,3,3,4,73,4,4,2,2,0,3,3,17,2,2,0,2,0,0,0,0
1,23,2,0,911,0,4,3,2,0,1,3,38,2,2,0,3,0,1,0,1
3,2,4,0,5,1,2,3,1,0,3,2,33,2,1,1,1,0,0,0,0
0,14,2,3,415,4,3,3,2,0,3,2,20,2,1,0,2,0,1,0,0
1,13,2,1,907,0,0,2,1,0,3,3,19,2,2,0,3,0,1,0,1
3,16,2,0,184,4,3,3,1,0,3,1,6,2,0,0,2,0,0,0,0
2,8,2,0,203,0,1,3,2,0,0,0,7,2,1,0,2,0,0,0,0
3,21,3,9,696,1,2,1,2,0,1,1,7,2,1,1,1,0,0,0,0
3,13,4,4,421,0,2,1,1,0,0,2,6,2,1,1,2,0,0,0,0
3,13,2,4,131,4,1,3,1,0,1,0,2,2,0,0,2,0,1,0,0
1,13,4,3,826,0,0,3,2,0,3,1,21,1,1,1,3,0,1,0,0
1,11,4,9,443,2,2,1,2,0,3,2,8,0,1,0,2,0,0,0,0
3,5,2,9,246,0,3,2,1,0,1,2,8,2,1,1,2,0,0,0,0
3,13,2,0,326,0,2,1,3,0,1,1,11,2,1,0,3,0,1,0,0
1,8,2,3,104,3,1,0,1,0,3,0,0,2,0,0,1,0,0,0,0
0,23,2,0,589,0,3,1,2,0,3,3,20,0,2,0,3,1,1,0,0
0,2,4,4,365,0,3,0,1,0,3,2,12,2,1,0,2,0,0,0,0
3,5,4,3,462,0,0,1,2,0,2,2,12,2,1,0,3,0,0,0,0
1,24,3,7,896,1,3,1,2,0,2,3,13,2,0,0,2,0,1,0,0
0,8,2,3,486,0,0,2,1,0,3,3,36,2,2,0,3,0,0,0,0
0,23,4,3,450,0,2,2,3,0,1,1,27,2,1,1,2,0,1,0,0
1,8,2,0,161,0,4,0,0,0,0,0,27,2,0,1,2,0,0,0,1
3,17,4,4,266,3,2,3,1,0,0,0,24,2,1,1,1,0,0,0,0
3,13,2,4,252,0,1,2,3,0,3,0,20,2,1,0,2,0,1,0,0
1,13,4,9,343,4,2,3,3,0,3,0,9,0,1,1,2,0,0,0,0
3,17,3,9,864,0,1,1,2,0,1,2,8,0,1,1,2,0,1,0,1
3,10,3,0,68,0,2,3,2,0,1,2,8,2,1,1,1,0,0,0,0
1,13,3,0,541,4,4,3,2,0,3,2,24,2,1,0,2,1,0,0,0
1,17,2,4,382,0,1,0,3,0,0,1,3,2,1,0,2,0,1,0,1
3,17,4,1,413,4,3,3,2,0,3,2,24,2,1,1,2,1,1,0,0
0,11,2,4,117,0,1,3,3,0,1,0,8,2,1,0,2,0,0,1,0
3,17,2,4,587,2,4,2,0,0,1,2,7,2,1,0,3,0,1,0,0
2,8,4,0,95,2,3,3,3,0,1,0,9,2,1,2,2,0,1,0,1
1,17,2,4,369,0,4,3,1,0,3,2,1,2,1,0,2,0,1,0,0
3,22,4,1,823,0,3,2,2,0,1,2,16,2,1,1,3,0,1,0,0
3,8,4,9,433,0,0,3,2,0,1,2,23,1,1,1,3,0,1,0,1
3,6,2,0,298,2,2,2,2,0,1,3,21,2,0,0,1,1,0,1,0
0,17,2,0,225,4,2,3,1,0,1,1,16,2,1,0,2,0,0,0,1
3,23,4,1,766,0,4,1,2,0,1,1,16,2,1,1,2,1,1,0,0
0,8,2,0,487,0,1,3,2,0,0,0,14,2,1,0,1,1,0,0,1
0,13,3,7,860,4,2,0,1,0,1,2,4,2,0,1,2,0,1,0,0
3,15,2,0,525,2,3,0,1,0,1,2,12,0,1,0,3,0,0,0,0
1,13,2,0,112,4,2,3,1,0,1,1,14,2,1,0,2,0,0,0,1
3,11,2,0,581,3,3,1,1,0,2,2,1,2,0,0,2,0,0,0,0
1,8,2,1,379,4,2,3,2,0,1,2,11,2,1,0,2,0,0,0,0
1,8,4,0,99,0,3,1,2,0,2,0,28,2,1,1,1,1,0,0,0
3,15,3,3,295,1,3,3,2,0,2,0,15,2,1,1,3,0,0,0,0
1,8,2,3,520,4,4,0,1,0,1,1,6,0,1,0,2,0,1,0,1
1,13,2,1,524,0,2,0,3,0,2,2,2,2,0,0,2,0,1,0,0
3,20,4,4,512,0,4,3,2,0,1,2,10,2,1,1,2,0,0,0,0
3,13,4,4,135,3,2,3,2,0,2,0,27,2,1,1,2,0,0,0,0
3,5,2,3,198,0,4,0,2,0,3,2,1,2,1,0,2,0,0,0,0
0,13,4,6,146,0,0,1,1,0,3,3,36,2,2,2,0,1,0,0,1
3,1,2,9,612,0,3,0,2,0,3,0,51,2,1,0,1,0,0,0,0
1,17,2,2,893,0,2,1,2,1,2,2,10,0,1,1,3,0,1,0,1
0,2,4,3,338,0,0,3,2,0,3,3,17,2,2,2,3,0,1,0,0
3,17,4,6,384,0,2,3,0,0,1,0,14,2,1,1,2,0,1,0,0
0,5,2,3,402,0,2,2,2,0,1,0,6,2,1,0,2,0,0,0,0
1,8,2,4,256,4,2,1,3,0,0,0,6,2,1,0,2,0,1,0,1
3,2,2,6,32,2,3,1,3,0,3,0,4,2,0,0,1,0,0,0,0
3,17,4,0,186,3,4,3,1,0,3,0,18,2,1,1,2,0,1,0,0
0,26,4,6,602,0,0,3,2,1,3,2,46,2,1,1,0,0,0,0,0
2,8,1,9,23,0,1,3,1,0,0,0,7,2,1,0,0,0,0,0,1
3,8,2,0,342,0,4,3,2,0,3,2,20,2,1,0,3,0,1,0,0
0,8,2,3,301,0,2,1,1,1,2,1,11,2,1,0,2,0,0,0,0
1,14,3,2,496,0,2,1,2,0,2,2,10,0,1,1,2,0,1,0,0
3,8,2,7,49,0,4,3,2,0,3,2,22,0,1,0,1,1,0,0,1
1,29,4,3,739,0,2,1,1,0,2,2,11,2,1,0,3,0,1,0,1
3,5,4,7,171,4,4,3,1,0,3,1,22,2,0,1,1,0,0,0,0
0,23,2,0,331,0,1,3,1,0,3,2,15,2,1,0,2,0,1,0,1
1,3,2,4,484,0,2,1,2,2,1,0,16,2,1,0,2,0,0,0,0
2,8,2,3,240,4,4,2,1,0,3,0,36,2,1,0,3,0,1,0,0
1,11,3,6,264,3,2,2,3,0,2,1,42,1,1,1,2,0,0,0,1
3,23,4,1,892,4,2,3,2,0,1,2,11,2,1,0,3,0,1,0,0
3,2,2,4,17,0,2,2,1,0,0,0,10,2,1,0,2,0,0,0,0
3,8,0,3,518,0,4,1,2,0,3,1,15,2,1,1,2,0,0,0,0
3,17,2,1,501,0,4,3,2,0,3,2,16,2,1,0,3,0,1,0,0
0,17,2,0,731,0,3,1,2,1,2,1,12,2,1,0,2,0,1,0,1
3,17,2,1,504,0,1,3,1,0,0,3,10,2,1,0,3,0,1,0,0
0,7,4,0,666,0,2,1,2,0,1,0,17,2,0,1,2,1,0,0,0
0,8,2,1,601,0,4,2,2,0,3,3,16,2,2,0,2,0,1,0,1
0,2,2,5,4,0,1,3,1,0,0,0,8,2,1,0,2,0,0,0,0
3,13,2,4,714,0,1,2,2,0,1,2,13,2,1,0,2,0,1,0,0
0,23,2,3,637,0,2,0,2,2,1,1,18,2,1,0,2,1,0,0,0
0,11,2,0,309,0,1,1,2,0,2,0,17,2,1,0,2,0,0,0,0
1,8,2,3,556,0,1,2,1,0,0,0,15,2,0,0,3,0,0,0,0
1,8,2,8,57,4,4,3,2,0,3,1,19,2,1,1,2,0,0,0,0
3,13,2,9,363,0,3,3,2,0,0,2,15,1,1,1,2,0,1,0,0
0,17,2,1,545,0,2,2,2,2,3,3,44,0,1,0,2,1,1,0,0
0,17,3,4,305,0,1,3,1,0,1,2,10,2,0,0,1,0,1,0,1
3,29,3,4,822,4,4,2,2,0,2,2,13,0,1,1,2,1,0,0,0
3,22,3,9,521,0,2,1,1,0,1,2,7,2,1,1,2,0,1,0,0
3,17,3,1,720,0,3,2,2,0,2,2,16,2,1,1,1,0,1,0,0
1,17,2,4,569,1,1,2,3,0,1,2,3,2,0,0,2,0,1,0,1
0,2,2,7,13,0,1,3,1,0,3,1,4,2,1,0,2,0,0,0,1
0,5,2,0,31,0,2,3,2,0,2,2,9,2,1,0,1,0,0,0,1
3,2,2,8,168,4,0,3,2,0,3,1,17,2,1,0,3,1,1,0,0
1,13,4,4,172,0,2,3,3,0,1,2,14,2,1,0,2,0,0,0,1
0,13,0,3,573,0,1,0,1,0,3,1,7,2,0,0,2,0,0,0,1
3,24,2,1,482,2,2,3,2,0,3,2,5,2,1,0,2,0,0,0,0
2,17,2,4,744,0,3,3,2,0,1,2,6,0,1,0,2,0,0,0,0
1,8,2,9,110,1,3,2,2,0,3,0,20,2,1,0,1,0,0,0,0
0,11,4,3,254,0,4,3,2,0,3,2,25,2,1,1,2,1,1,0,0
1,8,4,4,627,0,2,0,1,0,0,0,4,2,1,0,1,0,0,0,0
1,17,2,0,151,0,1,3,2,0,0,1,7,2,1,0,2,0,0,0,0
0,21,2,3,639,3,4,3,1,0,3,1,38,2,0,1,2,0,1,0,0
3,11,3,3,101,3,3,2,1,0,1,1,11,2,1,1,2,0,0,0,0
3,8,4,0,139,2,2,3,2,0,3,0,25,2,1,0,2,0,1,0,0
1,2,3,0,156,0,0,3,2,0,3,1,28,2,1,0,3,0,1,0,1
3,8,2,4,567,0,2,1,2,0,3,2,33,2,1,0,2,0,1,0,0
3,17,2,0,650,0,4,3,1,1,3,3,43,2,2,0,2,0,1,0,0
3,6,2,0,238,1,2,2,2,0,1,0,16,2,0,0,1,0,0,1,0
3,2,2,0,619,0,2,1,2,2,2,1,7,2,0,0,2,0,0,0,0
3,8,4,4,356,0,4,1,2,0,1,3,7,2,1,1,2,0,0,0,0
1,19,0,9,856,0,4,1,1,0,3,3,23,2,2,1,3,0,1,0,1
3,2,4,4,167,1,2,0,1,0,0,1,8,2,1,1,2,0,0,0,0
1,2,2,4,6,4,4,3,2,0,3,1,19,2,1,0,2,0,0,0,0
0,8,4,0,397,0,2,2,2,0,1,0,20,2,0,1,1,1,0,1,0
0,17,2,3,553,4,2,1,3,0,3,2,1,2,1,0,2,0,0,0,1
1,23,2,3,868,1,1,3,2,1,0,3,10,2,0,0,3,0,1,0,1
3,17,4,3,294,0,3,3,2,0,2,1,21,2,1,1,2,0,0,0,0
1,13,2,4,194,0,4,3,3,2,1,0,13,2,1,0,1,0,0,0,0
2,2,4,0,202,1,4,1,0,0,3,2,9,2,1,1,2,1,1,0,0
0,17,2,0,574,0,1,3,1,0,0,1,8,2,1,0,2,0,0,0,1
0,23,2,1,755,0,4,1,2,0,3,3,23,2,2,0,2,1,0,0,0
2,5,2,4,131,1,4,1,0,0,3,0,30,2,1,0,2,0,0,0,0
1,17,4,4,158,1,1,3,2,0,3,3,19,0,1,1,2,1,0,0,1
0,17,2,0,155,0,1,3,1,0,3,1,5,2,0,0,2,0,0,0,1
3,6,2,0,196,4,2,3,2,2,3,1,8,2,1,0,1,0,0,0,1
2,11,4,1,453,2,2,1,2,0,1,2,17,2,1,0,2,0,1,0,0
1,11,1,0,810,1,0,0,2,0,1,1,15,2,1,0,3,1,1,0,1
3,17,2,4,236,0,2,3,3,0,1,1,9,2,1,0,2,0,0,0,0
3,24,2,1,862,1,4,3,2,0,1,2,26,2,1,0,3,0,1,0,0
0,8,2,0,58,0,3,3,2,0,1,0,7,2,1,0,2,0,0,0,1
3,23,2,1,721,0,2,1,2,0,1,3,13,2,2,0,3,0,1,0,0
2,11,2,9,506,0,3,1,2,0,3,1,7,2,0,0,2,0,1,0,0
1,8,3,4,20,0,2,3,3,1,3,0,1,2,0,1,2,0,0,0,0
3,17,2,0,427,4,1,3,2,0,0,1,35,2,1,0,2,0,0,0,0
0,2,4,0,23,0,3,3,1,0,2,1,18,2,1,1,2,0,0,1,0
0,2,4,0,217,0,1,1,2,0,3,0,21,2,1,0,1,1,0,1,0
3,23,4,3,818,0,1,1,1,0,3,1,4,2,0,1,2,0,1,0,1
0,2,2,0,152,1,4,2,2,0,1,1,24,2,1,0,2,0,1,0,0
3,2,4,4,43,4,4,3,2,0,3,3,17,2,2,1,2,0,0,0,0
3,17,4,6,756,0,4,2,2,0,3,3,25,2,2,1,2,0,0,0,0
0,13,2,4,582,0,2,1,1,0,1,0,5,2,1,0,2,0,0,0,1
0,29,0,3,817,0,2,2,2,0,3,3,34,2,2,1,2,1,0,0,1
3,17,2,1,614,1,3,2,1,0,3,2,4,2,1,0,2,0,0,0,0
1,13,2,4,129,0,2,3,1,2,3,0,7,2,1,0,1,1,0,0,0
1,18,2,1,849,0,1,1,2,0,2,2,11,2,1,1,2,0,0,0,0
3,11,4,7,272,1,2,3,1,0,2,2,12,2,1,0,2,0,0,0,0
3,0,4,4,262,0,3,1,2,0,0,0,23,2,1,1,1,1,0,0,0
0,23,2,4,436,0,2,3,0,0,3,2,12,2,0,0,2,0,0,0,1
0,2,2,0,33,0,1,2,2,0,3,0,22,2,1,0,1,1,1,0,0
1,23,2,7,428,0,3,2,2,0,0,2,13,2,1,1,2,1,0,0,0
1,11,2,0,497,1,2,1,1,0,3,2,9,2,0,1,2,0,1,0,1
3,8,3,1,262,0,2,3,3,0,3,0,22,2,0,0,2,0,0,0,0
3,17,2,4,197,1,3,3,3,0,2,1,7,2,1,0,2,0,1,0,0
3,17,2,4,571,4,1,3,2,0,1,2,6,2,1,1,2,0,0,0,0
2,15,4,7,439,0,1,1,0,0,0,2,14,2,0,0,2,0,0,0,1
0,2,2,0,222,4,0,3,1,0,2,1,52,2,1,0,3,0,1,0,0
1,13,4,3,635,0,4,2,1,0,3,1,18,2,1,0,2,0,1,0,0
0,29,2,0,843,0,4,3,2,0,3,3,23,0,2,0,3,0,0,0,1
2,13,2,3,560,0,1,0,1,0,0,1,26,1,1,0,1,0,0,0,0
1,8,2,4,274,0,1,0,3,0,0,0,4,2,0,0,2,0,0,0,1
3,17,3,0,381,0,4,3,2,0,3,3,41,2,2,1,2,0,1,0,0
0,21,2,3,791,4,4,3,2,0,3,1,12,2,1,0,2,0,0,0,1
2,13,2,3,537,0,2,1,2,0,0,0,15,2,1,0,1,1,0,0,1
3,8,4,0,175,0,4,3,2,0,3,0,42,2,1,1,1,0,0,0,0
0,17,3,0,205,0,0,3,2,0,1,0,24,2,2,1,2,1,0,0,1
3,17,4,0,378,0,2,3,1,0,3,2,18,2,1,0,2,0,1,0,0
3,17,2,4,282,0,3,2,2,0,0,2,13,0,1,0,2,1,0,0,0
0,8,1,4,26,0,2,3,1,0,3,0,5,0,1,0,1,0,0,0,1
3,29,4,1,865,4,3,1,2,0,0,3,16,2,2,1,2,0,1,0,0
3,8,4,6,105,4,3,3,1,0,3,0,4,2,1,1,2,0,0,0,0
3,2,1,4,314,2,4,1,2,0,3,1,26,0,1,0,1,1,0,0,0
0,29,2,4,815,0,3,0,3,2,0,0,15,2,1,1,2,0,1,0,1
1,8,4,0,375,1,1,3,2,0,0,2,8,2,1,0,2,0,0,0,0
1,5,2,7,149,0,3,3,1,0,3,1,48,2,1,1,3,0,1,0,0
1,8,2,4,204,0,1,1,2,0,0,2,3,1,1,0,2,0,0,0,1
1,13,0,0,429,1,1,2,1,0,2,2,9,2,1,1,2,0,0,0,1
3,15,0,0,736,4,2,0,1,0,3,1,10,0,1,1,2,0,1,0,1
0,17,1,3,622,0,3,2,2,0,3,2,8,0,1,0,2,0,0,0,1
1,13,4,3,355,0,1,1,2,0,1,0,12,2,1,1,1,0,0,0,1
0,17,2,1,548,4,4,3,2,0,3,3,30,0,2,0,2,1,1,0,0
0,17,1,4,280,0,3,3,2,2,3,2,5,0,0,0,1,0,0,0,1
2,2,3,4,38,0,1,1,1,0,0,1,10,0,1,0,2,0,0,0,0
1,23,2,0,902,4,2,0,2,0,3,3,18,2,2,0,2,0,1,0,1
1,17,3,9,722,4,2,3,2,0,1,1,18,0,1,1,3,0,1,0,0
1,17,3,4,283,1,3,2,1,0,1,1,4,2,0,1,2,0,1,0,0
0,8,2,0,221,0,3,1,0,0,2,2,17,2,1,0,2,0,0,0,1
3,17,4,4,486,3,4,1,2,0,1,2,15,2,1,0,2,0,0,0,0
1,29,2,4,679,4,3,3,2,0,0,2,22,2,1,1,2,1,1,0,0
0,29,2,4,806,0,2,2,1,0,1,2,12,2,1,0,2,0,1,0,1
0,17,2,3,586,0,1,3,1,0,3,0,4,2,0,0,1,0,1,0,1
3,21,4,4,771,0,3,2,2,1,1,2,19,2,1,0,2,0,0,0,0
3,17,2,1,754,4,0,1,1,0,3,1,7,2,0,0,3,0,1,0,0
0,11,2,9,70,0,2,3,1,0,3,1,3,2,1,0,1,0,0,0,0
1,5,2,4,122,0,4,3,2,0,3,2,8,2,1,1,1,0,0,0,0
3,11,4,3,526,0,3,1,1,1,2,2,5,0,1,1,2,0,0,0,0
1,8,2,4,546,0,3,1,1,0,0,0,8,2,1,0,2,0,0,0,0
3,17,4,7,354,4,2,2,1,0,1,2,14,2,1,1,2,0,1,0,0
1,23,4,0,529,0,1,3,0,0,3,2,8,2,1,1,2,0,0,0,1
3,17,2,8,94,0,1,3,3,0,2,2,8,2,1,1,1,0,0,0,0
1,13,4,0,119,0,4,2,2,2,2,0,11,0,1,1,2,0,0,0,1
1,8,4,0,575,0,1,0,2,0,2,0,30,0,1,1,1,1,0,0,0
3,5,2,3,228,0,2,3,1,0,1,0,7,2,0,0,2,0,0,0,0
1,23,2,6,456,0,1,3,2,0,0,3,14,2,0,0,1,0,0,0,1
3,8,2,0,400,4,4,3,1,0,3,3,33,2,2,0,3,0,1,0,0
0,13,2,3,382,0,2,0,1,0,3,0,1,0,0,0,2,0,0,0,1
0,5,4,0,527,0,2,1,2,0,1,0,17,2,0,1,2,1,0,0,0
0,8,2,3,188,0,2,3,2,2,0,1,2,2,1,0,1,0,0,0,0
0,13,2,5,159,0,2,3,3,0,2,0,28,2,1,0,1,0,1,0,1
0,8,4,3,423,0,4,2,2,0,2,1,41,2,1,1,2,0,0,0,1
0,8,4,4,7,0,3,3,1,0,2,0,39,2,1,3,1,0,1,0,0
1,17,3,0,368,4,2,3,1,0,3,2,23,2,0,1,2,0,1,0,0
3,15,2,9,290,3,4,3,1,0,3,0,17,0,1,0,1,0,0,0,0
1,17,2,0,510,0,2,2,1,0,3,1,1,2,0,0,1,0,1,0,1
0,17,1,2,215,4,4,3,2,0,2,2,21,1,1,0,3,0,1,0,1
1,2,1,0,91,1,1,0,1,0,0,1,13,1,1,0,1,0,0,0,1
0,17,2,0,243,0,3,3,1,0,3,2,4,2,0,1,2,0,0,0,1
1,17,0,9,694,0,2,0,2,0,3,0,17,2,1,2,1,0,1,0,1
3,13,4,0,523,0,3,1,2,0,1,1,12,0,1,1,2,0,0,0,1
3,17,3,9,662,0,2,0,2,0,1,3,13,2,2,0,2,0,0,0,0
1,3,2,4,445,0,1,0,1,2,0,0,26,2,1,0,2,0,0,0,0
1,5,2,3,87,0,2,3,1,0,0,1,11,2,1,0,2,0,0,0,1
1,17,1,7,330,0,3,3,1,0,3,3,15,0,2,0,1,0,0,0,1
3,23,2,3,595,0,2,3,1,0,1,2,9,2,1,0,3,0,1,0,1
2,6,2,3,181,0,1,3,1,0,1,1,4,2,1,0,2,0,0,0,0
0,17,1,3,531,2,2,3,2,0,3,0,3,1,1,0,2,0,1,0,0
3,17,4,9,709,0,2,2,2,0,1,0,51,2,1,0,3,0,1,0,0
1,23,2,4,502,1,2,3,1,1,3,3,31,2,2,0,2,0,0,0,1
3,13,2,4,383,0,1,3,2,0,0,0,14,2,1,0,2,0,0,0,0
3,11,2,1,193,4,4,3,2,0,3,3,26,0,2,0,2,1,0,0,0
0,8,2,5,53,1,0,3,1,0,2,1,3,2,1,0,2,0,0,0,1
2,6,2,0,170,1,4,0,1,0,3,3,29,2,2,0,1,1,0,0,1
0,15,2,4,596,3,1,3,1,0,1,2,10,0,1,0,2,0,0,0,0
0,17,1,1,640,0,2,0,1,2,3,2,3,0,0,0,2,0,0,1,0
3,13,3,3,323,0,3,3,1,0,0,0,3,2,1,0,2,0,0,0,1
1,29,0,9,901,4,2,1,2,0,1,2,29,0,1,0,3,0,1,0,0
1,31,3,4,870,4,2,1,2,0,1,3,8,2,2,0,3,0,0,0,0
0,2,4,0,647,0,2,0,2,0,2,0,18,2,0,2,2,1,0,0,0
1,21,2,3,609,1,2,1,1,1,3,2,2,2,0,0,2,0,0,0,1
3,8,2,0,29,0,2,3,0,0,1,0,30,2,1,0,1,0,0,0,0
1,15,4,9,644,0,3,1,2,0,2,1,8,2,1,1,2,0,0,0,0
3,13,4,0,271,0,2,2,2,0,1,1,13,0,1,1,2,0,0,0,1
3,29,2,9,668,4,2,3,0,0,1,0,19,0,1,0,2,0,0,0,1
0,8,2,3,334,0,1,3,1,0,0,2,3,2,0,0,2,0,0,0,0
0,13,2,4,489,0,2,3,2,0,3,3,46,2,2,1,2,0,0,0,1
3,11,2,4,371,4,4,3,2,0,1,2,16,2,1,0,2,0,0,0,0
2,2,2,3,394,0,2,1,2,0,1,0,22,2,1,0,2,0,1,0,0
1,5,1,0,242,1,3,1,2,0,2,3,10,2,1,0,2,0,0,0,1
3,26,4,3,683,2,2,3,2,0,3,0,17,2,1,1,2,0,1,0,0
3,5,2,7,657,4,4,0,2,0,3,0,45,2,1,0,1,0,0,0,0
0,17,2,4,646,0,2,1,1,0,3,2,9,2,1,0,2,0,0,0,0
0,13,1,3,283,0,2,3,2,0,2,2,25,0,1,0,2,0,0,0,1
1,11,2,4,244,4,1,3,2,0,0,1,4,2,1,0,2,0,0,0,0
3,5,2,3,372,0,1,1,1,1,1,2,0,2,0,1,2,0,0,0,1
1,17,2,0,214,0,1,2,1,0,3,2,6,2,1,0,1,0,1,0,1
3,8,2,7,230,0,4,3,2,0,3,1,28,0,1,2,2,1,1,0,0
3,17,2,4,223,2,3,3,1,0,0,2,9,2,1,0,2,0,0,0,0
3,31,3,4,916,0,3,1,2,0,3,2,2,2,1,1,2,0,1,0,0
3,8,2,4,257,0,1,3,1,0,2,2,15,2,1,0,2,1,0,0,0
0,26,3,4,702,0,3,2,2,0,1,1,7,0,1,1,2,1,1,0,1
0,13,2,7,55,0,0,3,1,0,0,0,8,2,1,0,0,0,0,0,1
1,11,2,6,195,0,4,3,2,0,3,2,19,2,1,1,1,0,0,0,0
3,11,2,7,717,1,2,2,2,0,1,1,21,2,1,0,3,0,1,0,1
3,17,4,4,333,0,3,3,3,2,1,2,14,2,1,1,2,0,1,0,0
0,13,4,4,339,0,3,3,3,0,0,1,13,2,1,1,3,0,1,0,0
3,23,3,9,850,4,1,3,2,0,3,2,8,2,0,1,2,0,1,0,1
0,21,0,3,712,0,2,1,0,2,1,0,13,2,1,1,2,0,0,0,0
3,8,2,0,227,2,2,1,1,0,1,1,7,2,1,0,2,0,0,0,1
2,17,2,0,96,0,3,3,2,0,2,3,19,0,2,0,2,1,0,0,1
0,8,2,7,39,0,2,3,2,0,3,2,21,2,0,0,1,1,0,0,1
0,29,2,7,833,0,3,3,2,0,0,3,31,2,2,0,3,0,1,0,0
1,8,2,3,351,0,2,3,2,0,1,1,18,2,1,0,1,0,0,0,1
0,17,2,0,437,0,4,3,2,1,0,0,26,2,1,0,2,0,0,0,1
1,23,3,0,853,1,4,1,2,0,3,2,23,2,1,3,3,0,1,0,1
3,17,4,1,449,0,3,3,2,0,2,2,16,2,1,1,2,0,1,0,0
0,10,2,0,677,0,0,0,2,0,3,3,3,2,2,0,2,0,0,0,0
1,8,2,0,80,0,4,3,2,0,3,2,22,0,1,0,1,1,0,0,1
3,29,2,4,883,4,3,3,2,0,2,2,18,1,1,0,2,0,1,0,0
