Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,target
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
1,5,3,4,6,2,5,4,1
