col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,class
33,21,56,96,15,9,87,7,6,46,83,296,120,9,12,3,14,19,2
15,14,38,42,13,8,41,17,2,37,48,141,74,16,1,5,9,15,3
7,4,13,27,16,5,21,25,1,10,20,56,31,23,11,24,3,4,2
9,12,21,41,17,4,32,20,2,24,37,103,68,16,5,1,7,6,0
14,14,34,49,10,6,47,15,3,31,56,170,85,13,9,15,11,12,1
21,8,30,70,17,3,63,10,4,16,72,231,36,15,0,4,20,17,0
22,12,25,80,24,3,47,14,3,26,47,178,74,11,7,7,20,22,0
22,14,40,57,17,7,42,17,3,31,42,145,70,9,1,13,16,21,3
21,14,30,97,25,4,53,12,3,32,57,198,70,10,6,16,23,22,0
12,3,8,10,11,2,5,31,0,7,7,11,26,26,9,15,4,2,3
34,19,48,82,11,2,112,3,8,40,113,400,105,23,0,19,11,5,0
29,18,59,86,12,9,102,5,7,45,99,360,91,13,15,22,14,20,2
12,4,14,25,10,4,14,26,1,11,23,38,20,12,1,14,10,11,2
7,3,9,10,6,5,11,28,1,8,15,29,16,19,1,5,4,3,2
30,23,50,102,17,9,102,5,7,55,92,361,104,13,2,19,12,18,1
5,6,14,15,9,4,25,23,1,13,20,71,30,21,0,5,3,5,1
31,21,51,120,20,2,121,1,10,44,123,413,140,29,5,11,6,1,0
6,13,24,34,14,5,39,18,2,30,46,133,78,21,1,14,6,6,0
25,18,60,117,20,7,102,4,7,44,104,367,94,13,6,18,13,18,1
13,11,24,38,9,6,28,22,2,25,28,84,62,9,7,18,12,16,1
19,16,40,52,17,8,43,17,3,40,48,149,91,16,4,0,7,13,3
24,10,42,88,16,6,71,9,5,26,77,248,54,9,6,13,15,18,2
15,14,38,38,11,7,38,18,2,37,44,131,72,14,4,2,10,16,3
19,14,38,133,36,18,41,17,2,37,127,140,75,38,12,9,12,15,3
25,24,58,100,16,9,112,4,8,62,100,397,93,13,6,19,10,17,1
11,9,19,6,3,6,38,19,2,23,38,118,59,26,4,16,3,2,0
16,5,23,53,19,14,26,21,1,21,31,84,18,8,4,11,16,21,3
18,11,43,59,18,8,39,18,2,38,39,134,31,7,9,17,18,22,3
11,14,28,58,21,4,40,17,2,28,45,142,78,15,7,3,12,13,0
15,16,36,80,16,5,62,11,4,36,72,219,110,11,1,2,13,14,2
22,4,29,62,13,6,47,15,3,13,58,173,24,13,0,0,12,11,1
33,24,57,70,4,3,125,0,11,52,124,418,139,28,11,2,6,0,0
14,8,28,55,19,3,39,17,2,18,44,138,42,13,2,0,12,14,0
23,5,23,79,21,4,50,13,3,18,58,186,17,12,3,17,24,22,0
12,9,18,43,17,8,19,24,1,23,26,57,47,8,7,0,17,20,3
32,20,59,106,17,10,91,6,6,45,83,307,90,6,21,22,18,24,2
10,4,33,51,12,6,39,18,2,8,48,134,24,10,6,21,15,16,1
26,19,56,55,6,8,97,5,7,45,93,338,92,15,12,11,10,13,1
21,6,30,53,15,6,26,21,1,32,30,82,12,3,15,3,25,27,3
28,15,52,97,15,10,85,7,6,40,82,286,52,7,8,22,16,21,1
13,7,26,66,21,5,36,18,2,19,43,127,39,10,2,20,20,19,0
5,5,18,23,12,6,20,25,1,8,21,51,23,17,1,23,3,7,1
16,5,28,29,6,4,30,21,2,13,34,91,37,10,1,7,10,10,2
11,12,24,48,19,5,32,19,2,26,36,108,64,13,5,6,13,15,0
11,5,39,68,13,7,56,13,4,16,60,200,26,9,1,28,15,18,2
14,12,30,81,17,7,47,15,3,33,59,172,62,7,4,2,18,20,2
3,3,6,9,9,2,7,31,0,6,4,15,23,25,1,12,1,3,1
5,10,24,26,13,5,36,19,2,28,39,116,64,22,6,15,4,3,0
13,3,31,53,15,4,26,22,1,5,30,77,17,7,4,35,18,21,1
10,12,35,26,9,9,45,17,3,38,39,148,61,17,10,21,7,12,3
26,20,59,77,7,10,101,5,7,54,87,353,75,9,4,24,14,20,1
14,11,23,51,17,4,27,21,1,25,33,87,61,7,9,11,17,18,0
21,3,27,76,23,4,35,17,2,9,47,127,15,10,0,17,25,24,0
12,10,23,62,25,5,38,18,2,27,46,127,59,17,6,12,8,6,0
18,1,25,37,9,4,19,24,1,5,27,55,13,4,5,20,24,25,2
21,6,12,10,4,4,19,26,1,21,23,48,38,27,6,0,5,1,3
23,15,52,88,14,9,92,5,6,34,94,324,81,12,5,7,13,15,1
15,1,20,51,12,5,26,21,1,6,34,86,6,2,1,3,25,26,2
10,12,23,13,7,5,35,19,2,27,38,112,74,22,8,4,5,3,0
16,8,46,90,18,7,68,10,4,19,69,237,41,7,11,24,17,19,1
14,3,22,35,10,5,21,24,1,8,23,58,16,7,3,36,17,22,1
31,20,50,96,16,9,105,4,8,49,95,373,102,12,10,24,12,16,1
11,5,42,69,12,7,55,13,3,14,59,197,36,8,7,33,17,21,1
37,17,55,90,11,9,93,6,7,41,90,317,74,8,15,22,15,21,2
9,4,23,38,15,7,22,22,1,16,28,70,28,9,11,9,18,21,3
29,20,59,99,14,9,102,5,7,50,93,360,97,8,0,9,12,20,2
24,14,44,119,27,3,87,6,6,30,100,309,74,20,4,11,16,10,0
9,5,36,34,7,5,35,19,2,14,46,113,37,15,6,29,9,10,2
10,9,23,23,9,5,36,19,2,27,46,114,60,23,10,14,5,4,0
29,18,56,61,7,8,93,6,7,44,87,319,109,13,9,20,11,16,2
10,4,21,38,13,4,16,25,1,12,19,46,10,6,3,14,19,22,3
18,9,18,16,4,5,21,25,1,26,33,54,43,19,16,12,9,4,3
9,7,24,24,8,5,36,19,2,16,36,116,53,21,12,1,4,5,1
16,16,39,88,16,6,63,11,4,38,70,223,89,8,7,5,16,17,1
23,14,60,95,12,9,84,8,6,36,74,283,53,2,1,33,18,27,2
26,18,50,87,13,8,80,8,5,43,86,274,107,8,0,10,16,20,2
15,14,26,29,11,9,47,16,3,35,41,162,73,18,11,8,7,10,3
16,3,14,19,9,4,6,30,0,12,8,16,7,8,6,14,16,17,3
24,17,41,97,17,8,70,9,5,41,76,244,81,7,12,11,18,20,1
27,20,52,127,25,2,116,2,9,45,118,405,127,26,7,22,8,3,0
14,13,27,28,12,7,43,18,3,40,39,142,65,20,12,3,8,10,3
26,19,52,90,15,7,73,9,5,44,75,253,91,8,14,15,17,21,2
20,24,55,121,27,8,97,5,7,57,91,339,111,15,0,4,10,12,1
26,20,44,87,18,4,89,6,6,43,98,314,102,19,5,14,16,11,0
16,6,35,57,21,8,29,20,2,19,33,94,46,9,13,9,15,20,3
16,13,28,78,28,5,40,16,2,29,47,148,80,13,8,8,16,18,0
19,4,27,62,12,5,48,15,3,15,47,175,18,4,6,6,22,23,1
17,5,27,71,15,7,47,15,3,17,50,170,20,4,7,29,21,25,1
20,10,24,52,17,4,31,19,2,23,38,108,59,8,8,4,19,19,0
31,19,52,106,17,9,86,7,6,40,81,295,92,6,2,4,16,23,2
6,10,21,32,15,5,35,20,2,27,41,109,59,24,1,14,4,3,0
17,10,23,17,5,4,25,23,1,26,33,72,60,20,4,16,7,4,3
8,12,26,54,21,6,28,20,1,26,38,91,67,12,10,3,15,18,3
28,24,56,114,22,9,103,4,7,55,93,369,134,14,10,2,11,14,1
23,9,43,85,14,7,64,11,4,26,58,228,26,2,3,8,23,27,2
15,8,16,40,13,4,14,26,1,23,18,40,45,2,13,4,25,27,3
31,19,58,104,15,6,85,7,6,43,85,292,88,8,9,17,18,20,1
22,14,34,76,17,6,54,13,3,32,62,195,70,11,11,2,16,17,1
10,7,20,14,5,2,38,18,2,15,39,126,51,28,13,3,4,2,1
25,16,33,99,23,4,68,9,4,38,73,244,86,14,3,13,22,18,0
7,10,24,47,21,5,36,19,2,25,40,116,61,19,7,11,5,5,0
3,10,23,40,18,6,33,20,2,27,38,105,56,18,1,12,5,5,0
21,21,55,68,11,8,100,5,7,57,88,350,110,16,13,23,10,13,1
30,18,59,94,15,9,105,4,8,45,99,374,90,13,12,16,13,19,2
17,7,16,37,12,6,13,26,0,21,18,36,38,3,13,1,28,29,3
16,11,20,44,16,5,23,22,1,28,35,70,55,13,1,9,12,13,3
29,22,60,122,20,10,103,4,7,56,97,369,113,8,8,22,15,21,1
30,17,46,66,7,2,107,4,8,41,110,392,94,24,4,12,10,3,0
32,23,56,95,14,9,106,4,8,61,100,384,100,13,15,1,13,15,1
7,7,26,34,10,6,39,18,2,15,42,128,41,16,11,9,5,6,1
22,22,55,112,24,7,96,6,7,53,89,328,111,15,1,24,10,15,2
26,22,52,76,10,11,110,4,8,59,92,394,92,12,5,10,10,17,1
14,13,31,43,16,9,46,17,3,42,39,153,64,14,5,9,9,13,3
19,12,42,106,24,3,71,9,5,27,71,256,70,12,4,13,19,17,0
11,9,18,15,7,4,34,20,2,25,39,105,59,28,1,3,3,1,0
29,22,51,94,19,8,99,5,7,55,91,348,109,15,1,1,9,13,2
29,21,44,102,20,9,103,5,7,52,90,362,84,15,4,21,11,15,1
19,13,32,74,15,6,53,14,3,30,59,191,81,8,12,15,15,17,1
11,5,29,36,12,6,28,21,1,13,36,89,26,12,5,10,13,15,3
15,15,31,36,13,9,47,17,3,41,41,160,74,16,2,2,8,12,3
8,13,24,49,23,4,37,18,2,29,43,124,86,21,3,11,5,5,0
29,24,54,115,25,10,106,4,8,59,90,379,106,13,11,12,10,14,1
18,12,34,70,17,5,46,15,3,29,49,167,76,11,11,11,16,18,2
7,6,39,33,7,5,39,19,2,16,43,124,27,12,11,18,7,8,1
27,18,59,86,10,8,97,5,7,44,86,332,72,7,7,21,15,20,1
33,21,60,82,10,9,105,5,8,56,96,372,102,11,12,23,13,20,2
22,12,29,68,13,7,43,16,3,31,49,156,57,4,16,12,22,25,2
10,10,20,23,10,4,37,19,2,25,42,119,56,27,4,9,4,2,0
27,21,50,70,9,8,104,5,8,53,86,369,111,13,5,17,10,15,1
31,21,56,57,1,3,120,1,10,47,119,410,128,25,12,1,5,1,0
19,12,25,72,22,4,42,15,2,26,50,159,79,10,5,5,17,17,0
31,22,50,117,21,9,100,5,7,52,89,347,102,9,2,29,13,20,1
19,10,35,29,7,8,41,17,2,31,45,145,49,15,1,6,10,16,3
13,3,8,6,10,1,5,31,0,10,6,10,24,29,7,14,4,2,3
27,21,50,60,6,8,102,5,7,56,95,358,111,13,0,31,11,17,1
26,23,51,97,15,10,112,4,8,60,98,398,92,14,0,11,10,16,1
30,21,49,78,10,8,104,4,8,52,98,369,105,16,5,12,11,14,1
11,3,20,21,10,6,17,26,1,9,17,45,27,17,5,27,7,6,1
16,6,25,26,8,5,32,20,2,14,39,100,37,18,9,18,8,8,2
22,13,47,102,20,8,80,8,5,29,91,275,82,11,0,14,12,16,1
40,20,51,98,17,9,105,4,8,48,96,373,102,12,21,11,13,18,2
26,18,62,94,12,9,99,6,7,44,90,336,82,6,0,36,14,25,2
18,2,31,55,13,6,36,19,2,7,41,117,25,8,2,33,15,17,1
20,13,45,52,16,9,46,16,3,39,45,158,59,11,7,21,13,19,3
26,22,56,75,12,8,100,5,7,59,88,346,111,15,12,26,10,14,1
11,10,23,19,9,4,34,20,2,27,35,103,59,27,6,9,3,1,0
13,5,30,49,9,5,49,15,3,11,53,176,28,8,1,9,16,17,1
28,21,58,82,9,9,108,4,8,56,92,388,88,11,0,29,11,20,1
20,4,24,64,14,7,43,17,3,16,47,151,13,4,5,39,20,27,2
14,5,27,31,12,5,22,23,1,15,36,68,16,13,7,7,13,12,3
1,5,12,18,11,3,19,25,1,9,21,51,33,28,0,21,1,3,1
17,9,28,65,13,6,33,19,2,24,43,108,48,3,22,10,29,30,1
32,21,59,121,21,10,103,5,8,52,90,364,112,8,13,25,14,23,2
10,7,28,30,9,5,38,18,2,16,42,125,48,17,7,16,6,6,2
13,6,29,48,15,6,23,22,1,19,25,71,12,4,3,6,25,28,3
14,7,42,67,11,6,63,11,4,15,69,221,43,11,7,18,13,15,2
18,7,26,32,11,4,22,23,1,20,35,66,25,14,0,0,11,7,3
14,3,22,55,16,4,26,22,1,13,33,80,14,7,1,37,17,23,2
15,10,34,123,30,16,36,19,2,31,68,118,52,32,5,9,10,15,3
30,19,58,100,13,9,103,5,7,49,88,365,85,7,0,20,15,22,1
17,12,29,55,10,5,45,15,3,29,53,165,65,10,8,10,14,14,2
22,11,48,95,19,7,73,9,5,26,83,252,63,13,15,11,14,16,2
34,16,54,79,10,9,91,6,6,38,79,310,74,6,12,21,16,20,1
20,14,26,88,23,5,53,12,3,34,53,199,73,10,9,19,24,25,0
11,10,15,12,6,6,36,20,2,26,38,112,60,26,8,8,3,1,0
13,15,43,71,13,6,61,12,4,34,68,214,86,9,13,16,16,18,2
32,22,54,60,2,5,123,1,11,54,119,412,124,24,5,30,3,5,0
29,16,56,102,14,9,92,6,7,39,84,315,56,5,0,19,17,26,2
14,8,17,27,12,4,10,29,0,19,17,25,38,17,12,3,10,7,3
15,6,11,7,1,5,21,25,1,21,24,53,39,26,12,8,7,1,3
23,11,41,69,20,8,44,17,3,31,42,153,42,7,14,9,18,21,3
27,22,52,106,20,10,107,4,8,59,93,380,101,12,2,21,11,18,2
11,7,20,32,12,5,9,28,0,21,14,27,31,4,7,11,26,27,3
26,16,54,105,20,8,86,7,6,38,82,291,62,10,4,11,13,15,1
34,22,49,84,10,4,119,2,9,52,118,407,127,26,8,9,8,3,0
17,12,27,80,27,5,43,15,2,25,48,161,71,11,8,6,19,20,0
13,1,12,33,12,4,13,26,1,12,17,38,2,4,4,10,23,25,3
18,6,39,73,12,7,53,13,3,16,55,191,17,4,6,17,21,23,2
21,4,27,80,21,6,45,16,3,16,52,163,22,10,3,16,14,16,2
13,10,23,70,27,12,38,18,2,25,49,128,56,17,1,9,10,8,0
13,11,37,28,8,10,41,18,3,40,45,137,52,16,7,11,7,14,3
17,7,20,4,1,5,25,24,2,22,28,67,36,26,12,19,6,2,3
13,11,23,44,14,6,29,20,1,25,32,97,61,9,7,8,20,22,0
19,6,28,77,25,6,41,16,2,15,44,151,33,11,4,5,16,19,0
32,18,54,75,9,9,98,5,7,44,93,341,105,13,2,4,12,17,2
11,5,12,12,9,2,5,31,0,11,9,14,40,19,9,2,8,5,3
4,6,25,20,6,7,28,22,2,17,34,83,32,18,7,21,5,8,1
15,6,42,74,15,6,61,12,4,14,68,212,42,11,11,15,13,14,2
11,12,20,19,10,6,34,20,2,27,39,107,74,27,0,7,3,1,0
38,15,50,101,15,7,88,7,6,33,83,300,71,5,17,29,17,23,2
12,16,39,83,17,7,63,11,4,35,66,221,97,8,11,7,16,18,1
33,23,53,128,28,4,117,2,9,49,115,406,114,23,9,13,10,4,0
11,7,20,31,12,2,23,23,1,15,31,69,39,15,6,14,10,9,2
10,10,20,14,7,5,36,20,2,29,38,110,63,28,0,5,3,1,0
26,23,52,123,25,8,102,5,7,53,99,363,104,13,2,6,11,16,2
30,22,49,74,9,7,104,4,8,57,98,376,104,15,4,5,11,13,1
13,6,41,87,22,6,54,14,3,15,67,189,39,15,3,22,10,11,1
38,20,46,90,15,9,101,5,7,47,88,356,84,13,6,25,12,18,2
14,9,28,33,8,4,31,20,2,21,39,98,54,12,15,26,15,17,1
23,2,23,75,21,3,41,15,2,6,53,157,6,12,3,22,26,24,0
26,15,38,84,13,9,61,12,4,35,61,212,75,3,5,22,21,29,2
33,21,54,105,18,9,93,6,7,44,95,323,125,12,9,0,13,16,2
16,7,36,59,13,6,46,15,3,15,58,167,43,13,5,7,10,10,2
11,10,22,16,7,4,36,20,2,26,43,111,65,28,3,7,4,1,0
22,2,20,44,17,6,14,26,1,11,17,40,1,7,6,2,19,19,3
30,20,59,99,16,10,107,5,8,50,93,375,89,12,15,35,13,22,2
19,10,22,54,12,5,38,17,2,25,44,135,75,8,12,11,17,17,2
21,12,40,62,20,8,40,18,2,31,36,137,62,8,9,8,16,20,3
14,14,33,24,7,9,46,17,3,45,44,155,62,18,1,7,6,12,3
29,22,56,109,21,9,90,6,6,51,88,304,104,12,9,18,13,15,1
34,21,54,113,19,9,99,5,7,49,96,345,100,11,1,23,12,20,2
34,20,54,103,16,9,104,4,8,54,96,370,100,12,6,3,12,18,2
24,21,51,92,15,7,85,7,6,48,89,290,126,11,2,7,13,17,1
17,13,35,63,11,6,51,14,3,31,50,185,52,2,8,11,24,27,1
9,5,20,31,15,4,12,28,1,14,13,31,27,11,4,7,9,9,1
10,9,20,13,6,5,35,19,2,27,42,111,51,26,5,4,4,1,0
14,3,21,34,12,6,25,21,1,12,35,80,15,14,7,1,13,15,3
33,20,55,74,9,9,105,5,8,49,93,375,102,13,15,18,13,18,2
29,21,52,90,17,9,98,5,7,54,85,338,110,15,14,4,11,15,2
25,18,42,92,18,4,86,6,6,41,86,303,93,15,6,7,17,12,0
10,2,18,22,10,4,3,31,0,7,7,8,11,6,1,23,20,22,3
23,22,59,61,6,9,109,4,8,60,98,393,105,14,8,30,11,17,1
9,5,27,31,10,6,25,23,1,9,29,72,15,13,9,20,7,10,1
14,5,31,46,14,5,32,20,2,9,35,100,30,10,0,9,11,13,1
29,22,56,116,23,8,108,4,8,59,103,393,106,16,14,11,12,15,1
9,11,19,21,8,6,36,20,2,30,38,111,64,23,1,11,3,2,0
5,3,22,20,9,5,14,27,1,6,16,35,21,11,2,21,7,10,1
4,10,25,34,15,6,39,18,2,26,44,130,62,19,0,8,6,7,0
14,10,30,40,7,6,30,20,2,28,32,94,62,5,13,5,18,20,2
8,7,13,9,6,5,18,26,1,19,14,43,45,25,12,6,1,2,3
14,17,36,88,18,4,64,11,4,38,74,229,98,12,1,6,13,13,1
15,7,36,71,14,6,64,11,4,14,67,222,45,12,1,14,11,12,1
13,9,20,26,10,4,10,28,0,26,16,28,48,7,8,4,17,17,3
21,10,35,54,8,3,71,8,5,23,82,257,50,16,0,6,19,15,0
18,6,17,39,11,5,14,26,1,16,18,40,46,4,9,7,22,23,2
23,13,30,92,24,5,52,13,3,32,53,193,68,10,13,9,24,22,0
18,6,31,57,19,6,25,22,1,22,26,79,14,5,4,7,25,27,3
25,18,60,123,23,9,105,4,8,45,104,383,94,14,11,19,13,17,1
15,3,38,77,17,4,46,15,3,7,56,168,27,7,9,31,19,22,2
13,7,32,76,15,5,62,12,4,20,68,215,38,7,0,29,13,18,1
22,20,56,118,24,10,106,4,8,49,93,376,90,11,3,20,10,19,2
9,4,23,43,14,5,23,23,1,22,25,68,10,5,0,23,20,24,3
11,6,16,22,12,4,3,31,0,17,6,9,33,5,7,9,23,23,3
10,5,25,23,6,7,20,25,1,14,14,53,11,6,1,24,12,17,1
12,9,14,9,4,4,36,20,2,23,38,110,59,26,2,14,2,1,0
28,23,56,76,12,8,95,6,7,55,84,323,106,13,13,22,12,15,1
15,16,38,34,10,9,45,17,3,49,42,151,74,16,1,11,6,11,3
5,1,1,3,10,1,1,33,0,1,1,1,10,28,4,7,3,2,1
17,4,28,84,24,4,47,14,3,10,49,174,23,10,1,14,19,21,0
10,0,5,0,6,2,2,33,0,0,5,3,15,24,1,30,3,4,2
13,1,22,45,10,3,24,22,1,4,27,74,9,3,9,29,28,29,1
17,9,22,46,11,6,26,22,1,20,34,79,39,5,10,21,23,25,1
8,4,4,5,8,3,9,29,0,10,13,21,34,26,8,16,4,3,3
23,6,21,29,9,6,17,26,1,26,28,44,22,13,4,10,10,6,3
22,22,49,63,7,8,101,5,7,55,86,353,106,16,0,4,8,12,1
33,23,54,125,26,8,106,4,8,56,99,379,102,14,8,3,11,16,2
15,15,34,37,13,7,36,18,2,38,42,119,88,16,2,0,9,14,3
21,7,51,71,11,6,67,11,4,16,72,232,48,9,5,34,16,21,2
31,19,59,100,17,10,106,5,8,50,96,372,88,14,22,37,14,24,2
9,3,28,29,8,4,26,22,1,7,35,79,26,12,4,36,13,14,2
29,20,52,83,16,8,98,6,7,48,85,333,90,15,13,21,12,17,2
8,11,23,59,22,3,29,20,1,25,35,92,58,10,7,6,12,12,0
13,11,24,58,23,5,30,20,2,23,36,98,60,12,4,4,12,12,0
23,18,37,100,25,5,69,9,4,43,67,247,86,13,9,11,20,18,0
15,9,17,37,12,5,17,24,1,24,23,51,50,6,15,3,21,23,3
11,7,17,28,9,3,19,24,1,17,21,54,54,11,9,2,11,10,2
28,16,58,72,7,10,93,6,7,41,81,321,71,7,1,12,15,19,1
11,11,23,33,17,4,34,19,2,27,39,108,73,23,10,1,5,2,0
27,19,52,106,17,8,88,7,6,39,81,301,74,6,0,19,17,22,1
6,5,8,16,11,4,20,25,1,10,16,51,36,24,10,6,1,3,1
22,8,16,26,9,5,16,26,1,25,27,41,45,19,5,7,8,5,3
21,8,22,46,9,5,27,21,1,23,31,85,57,2,11,8,26,28,2
11,11,19,22,9,4,38,19,2,32,37,117,65,24,4,13,2,2,0
22,16,29,96,26,5,64,10,4,39,63,233,74,13,0,7,21,19,0
33,22,56,122,21,9,103,4,7,53,95,372,98,10,14,4,14,16,1
16,19,50,89,15,7,78,8,5,43,83,269,129,10,3,1,14,18,1
9,10,29,73,28,5,41,17,2,25,49,145,61,18,5,12,9,9,0
20,13,55,101,19,7,76,9,5,30,77,260,57,9,0,28,14,19,2
20,10,36,91,22,4,63,10,4,21,58,230,51,9,6,4,20,17,0
21,13,41,53,17,7,37,18,2,30,42,125,70,11,15,11,16,18,3
11,11,30,48,13,5,38,18,2,23,43,131,49,13,9,0,11,11,1
15,5,32,78,22,4,46,14,3,12,47,174,21,7,2,14,22,24,0
10,5,28,25,7,5,33,20,2,13,40,104,33,16,7,25,7,7,2
30,20,56,77,10,9,96,5,7,50,91,331,106,12,0,15,10,16,2
14,5,30,54,15,5,35,19,2,11,43,113,41,12,6,21,12,12,2
23,22,55,106,20,7,91,6,6,49,90,309,108,13,5,19,11,15,2
10,7,20,29,11,4,28,22,2,19,33,83,52,18,2,22,6,5,2
22,4,31,74,15,6,47,15,3,13,51,171,6,3,2,28,27,30,1
22,8,45,90,16,8,65,11,4,22,66,229,24,4,4,3,21,23,1
25,14,41,83,13,8,57,12,4,37,55,204,57,0,15,18,25,29,2
11,2,2,3,7,0,6,31,0,3,8,14,25,31,6,1,4,2,3
9,9,29,49,17,5,37,18,2,25,48,125,45,16,0,20,11,12,0
14,12,38,42,12,9,44,17,3,40,46,148,61,16,12,16,7,12,3
16,6,30,46,12,6,25,22,1,21,28,78,11,3,8,17,25,28,3
21,17,47,108,20,7,72,9,5,40,81,251,102,8,8,6,17,20,2
13,2,14,36,12,5,14,26,1,11,16,40,0,3,1,6,26,28,3
35,13,51,90,14,7,78,8,5,31,76,268,48,6,11,7,18,22,2
12,8,20,33,11,4,34,20,2,18,33,104,66,20,19,2,5,4,2
14,14,36,62,14,6,50,14,3,32,58,180,78,13,7,10,11,12,2
15,10,25,50,17,6,22,23,1,27,27,69,55,5,4,6,25,28,3
15,14,38,54,17,8,49,16,3,42,46,171,73,14,9,0,9,14,3
27,10,49,90,16,8,70,10,5,24,69,243,27,6,8,12,19,23,1
35,20,55,116,19,8,96,6,7,46,90,329,98,8,5,16,14,22,2
19,13,44,68,23,10,43,17,3,37,41,144,80,10,15,21,14,19,3
10,11,20,18,11,4,34,19,2,27,39,109,73,25,8,1,4,2,0
20,18,49,89,16,7,75,9,5,43,75,260,120,9,13,0,15,17,1
28,8,36,87,16,7,61,12,4,24,67,210,26,6,7,30,21,25,1
22,14,41,76,13,5,82,7,6,30,81,287,89,15,8,0,16,10,0
16,2,20,52,12,5,33,19,2,13,38,108,11,5,1,1,21,22,1
17,4,33,73,20,6,40,17,2,11,49,139,32,10,6,9,14,14,2
25,25,60,122,23,9,111,4,8,63,100,396,95,13,0,13,11,17,1
7,10,26,51,21,5,37,18,2,27,50,123,61,21,2,17,7,7,0
30,18,33,100,24,4,80,7,5,41,81,280,76,16,6,20,18,13,0
11,12,23,15,9,5,34,19,2,26,39,110,74,25,9,5,4,2,0
14,8,29,76,26,5,43,16,2,18,50,159,41,15,8,12,15,14,0
20,13,29,55,19,9,48,16,3,37,44,165,60,15,8,4,8,12,3
21,13,23,87,23,4,53,13,3,30,52,196,59,10,17,10,24,22,0
15,13,26,30,11,9,47,17,3,40,39,159,74,17,0,9,6,12,3
35,23,60,92,10,3,122,1,10,51,120,414,142,23,11,10,7,2,0
24,5,27,77,19,4,50,13,3,13,62,187,25,12,2,22,24,21,0
10,9,20,13,6,5,35,20,2,25,38,107,48,26,10,7,4,1,0
13,7,22,39,12,5,16,25,1,16,16,45,32,5,1,1,17,19,1
31,24,58,126,20,4,129,0,11,53,124,421,138,27,9,31,4,3,0
14,2,7,14,10,2,9,29,0,7,8,22,16,23,5,13,5,3,2
30,18,56,90,13,9,76,9,5,44,74,261,82,5,18,4,20,24,2
19,7,38,79,15,7,55,13,3,21,53,199,21,2,2,9,24,29,2
11,12,24,63,23,4,32,19,2,28,41,107,77,12,10,8,11,10,0
33,18,51,99,16,8,81,8,6,41,81,278,89,6,7,16,18,24,2
15,13,28,26,8,9,46,17,3,43,42,155,59,18,0,16,6,11,3
25,10,45,90,15,8,66,10,4,25,68,234,41,5,6,9,19,24,2
17,8,20,18,5,5,25,24,1,25,29,66,49,22,7,19,6,3,3
14,5,35,49,12,6,39,17,2,11,48,137,25,11,1,1,11,11,2
17,4,28,77,23,4,40,16,2,13,53,149,15,12,0,4,22,21,0
8,9,24,45,17,5,35,19,2,24,41,117,46,15,2,2,8,9,0
18,14,36,58,13,5,53,14,3,29,66,190,89,14,12,4,11,11,1
31,20,50,85,11,9,102,5,7,48,95,359,79,12,11,24,12,17,1
33,16,54,93,15,8,91,6,6,37,94,313,103,13,6,16,13,17,2
21,15,36,70,12,6,57,13,4,34,64,203,84,8,15,0,19,20,1
18,10,31,55,17,6,23,22,1,27,25,71,47,4,17,12,27,29,3
24,19,55,70,8,8,95,6,7,48,86,327,103,14,3,2,11,13,1
35,21,53,94,17,9,98,5,7,53,89,338,109,14,17,16,12,17,2
7,10,23,129,33,20,25,22,1,27,98,78,60,34,4,9,14,18,3
17,2,12,29,11,4,9,29,0,14,11,24,5,5,6,17,21,22,3
19,16,35,30,9,8,45,17,3,42,45,153,74,17,10,7,7,11,3
20,9,49,90,18,7,64,11,4,23,67,224,37,8,1,29,17,19,1
27,21,50,94,14,4,110,3,8,47,108,399,117,20,9,14,12,6,0
25,21,53,99,18,8,83,7,6,46,91,284,125,13,4,11,11,15,2
30,12,51,88,14,8,83,7,6,31,81,283,74,8,8,5,16,19,2
32,20,59,104,16,9,104,5,8,50,95,367,86,10,10,21,14,22,2
19,11,23,79,25,6,39,16,2,26,40,147,66,8,7,2,23,25,0
25,19,60,118,21,8,107,4,8,47,106,390,95,14,7,28,12,18,1
22,8,41,77,12,7,61,12,4,22,61,213,35,4,1,5,20,24,2
21,13,27,95,27,3,49,13,3,31,54,184,79,11,7,8,20,19,0
29,19,61,65,6,8,104,4,8,48,101,374,106,15,10,28,12,17,1
29,20,52,92,18,9,98,5,7,50,83,336,109,13,12,12,11,17,2
16,5,29,65,14,6,53,14,3,16,65,188,33,12,0,28,13,17,1
30,21,59,125,23,10,100,5,7,50,93,355,114,9,4,22,13,20,2
19,12,38,56,21,8,43,18,3,38,39,143,64,14,17,11,11,14,3
30,13,51,88,14,7,78,8,5,32,74,265,49,6,5,9,18,21,1
19,12,38,53,16,8,44,17,3,39,43,153,50,9,1,6,13,18,3
16,4,29,31,8,6,18,25,1,17,26,49,12,10,0,12,15,11,3
27,15,56,107,17,8,86,7,6,34,81,290,66,5,0,25,16,23,2
21,11,21,83,23,5,41,15,2,27,48,158,54,8,5,7,26,25,0
10,3,25,20,9,5,13,28,1,7,13,32,11,11,3,30,8,13,1
28,15,49,124,24,8,90,6,6,35,93,312,85,12,2,15,12,15,1
26,22,58,93,14,9,110,4,8,60,95,389,92,15,8,35,11,20,1
