col1,col2,col3,col4,col5,col6,col7,class
52,14,14,54,17,22,18,1
54,12,10,50,14,21,23,1
51,15,17,49,17,24,20,1
38,15,22,36,21,25,28,1
39,18,17,39,25,31,12,1
36,16,20,41,24,32,27,1
35,18,19,41,26,30,27,1
34,17,17,40,16,22,23,1
34,16,20,39,27,28,22,1
36,16,21,40,21,23,21,1
37,12,17,39,27,23,21,1
33,17,16,41,25,22,20,1
31,14,13,40,23,23,20,1
38,15,13,40,24,27,24,1
26,17,12,41,29,24,20,1
26,17,16,40,28,22,14,1
30,18,16,30,24,26,22,1
36,17,18,34,17,20,22,1
31,16,16,37,20,27,26,1
34,15,19,42,23,27,15,1
34,16,20,38,22,27,23,1
31,18,17,42,26,22,21,1
32,17,19,35,24,25,25,1
34,14,19,33,18,20,18,1
35,12,18,38,25,26,20,1
37,16,18,36,23,25,19,1
35,18,22,38,26,22,26,1
33,14,22,34,21,20,21,1
33,16,13,36,27,21,23,1
32,16,18,34,28,23,25,1
35,13,17,35,26,23,22,1
32,16,16,38,24,21,19,1
36,14,24,38,24,27,24,1
35,19,22,34,24,26,31,1
34,20,22,40,23,26,19,1
37,15,16,40,20,27,31,1
36,16,17,41,27,26,22,1
32,17,10,45,24,25,18,1
38,19,20,40,17,26,33,1
38,15,18,41,20,32,24,1
36,10,15,38,17,27,23,1
38,20,14,36,13,23,28,1
37,12,19,34,11,31,28,1
36,14,20,36,11,26,31,1
38,14,16,40,28,31,22,1
38,15,18,37,16,26,26,1
45,17,12,40,18,25,28,1
37,17,18,40,20,18,25,1
38,13,14,41,25,23,24,1
38,15,19,42,23,25,31,1
37,17,16,42,13,21,18,1
37,13,17,37,12,26,33,1
39,12,18,41,18,28,24,1
38,13,16,40,18,20,25,1
38,12,16,38,25,30,24,1
45,10,18,42,18,28,19,1
47,8,18,48,22,27,25,1
40,17,20,51,22,22,28,1
49,15,10,47,16,30,29,1
50,14,15,42,19,20,25,1
53,11,12,45,17,23,26,1
40,17,16,52,17,21,22,1
38,16,16,42,26,27,18,1
38,18,13,39,23,25,23,1
36,15,16,35,21,25,22,1
36,16,19,41,21,24,22,1
38,17,22,40,17,25,25,1
36,20,23,35,18,24,20,1
36,17,20,37,24,24,20,1
33,16,20,40,19,24,20,1
28,19,21,41,20,24,21,1
34,17,21,40,9,24,20,1
29,17,21,41,9,25,21,1
30,18,21,41,9,25,20,1
30,17,20,41,17,25,21,1
34,16,20,42,19,26,21,1
35,11,23,40,19,27,25,1
35,18,16,41,23,29,28,1
36,15,16,41,23,27,31,1
36,14,24,38,16,25,26,1
37,13,21,38,16,26,25,1
34,12,23,36,12,26,27,1
34,13,25,35,23,23,26,1
34,12,25,36,22,24,27,1
34,1,25,34,18,24,13,1
34,13,25,35,18,24,27,1
36,18,22,36,18,29,25,1
37,16,19,41,22,21,25,1
38,16,18,40,21,22,26,1
38,12,18,45,20,24,19,1
38,16,20,50,21,27,23,1
37,13,21,38,17,21,25,1
39,19,19,40,24,25,21,1
36,19,19,39,24,25,24,1
37,16,17,40,20,26,27,1
38,18,17,41,18,33,27,1
37,16,25,41,24,27,27,1
28,18,26,38,13,26,19,1
30,20,15,32,26,25,30,1
34,18,19,38,26,22,24,1
31,15,22,38,26,28,24,1
31,15,20,35,27,23,30,1
31,16,17,36,19,26,23,1
31,23,22,32,22,31,28,1
37,24,21,38,24,28,28,1
38,15,21,40,12,26,27,1
36,11,11,41,19,28,24,1
38,15,14,40,11,25,28,1
37,17,15,39,16,29,33,1
40,10,20,40,16,31,22,1
40,16,16,35,19,21,22,1
35,13,22,42,24,27,18,1
35,22,21,39,24,28,8,1
36,18,10,40,18,24,26,1
32,18,16,34,23,21,23,1
35,16,17,40,23,27,27,1
31,13,20,37,29,25,27,1
34,16,19,41,26,20,23,1
37,15,17,37,14,25,23,1
36,12,10,36,23,21,24,1
31,16,13,37,19,21,23,1
29,18,13,34,16,23,18,1
29,13,13,34,16,23,18,1
27,10,16,29,2,12,16,1
24,14,17,30,24,11,20,1
26,13,16,28,23,10,21,1
28,13,17,33,22,11,20,1
29,12,18,31,18,10,20,1
26,16,22,28,26,16,13,2
20,17,18,27,24,18,20,2
24,14,18,27,16,18,20,2
25,13,20,26,27,8,14,2
26,18,18,30,26,17,11,2
28,14,19,24,26,10,20,2
22,14,14,29,28,10,5,2
29,19,13,24,25,15,12,2
28,14,15,22,21,15,12,2
25,17,17,31,28,16,4,2
25,18,14,31,30,20,20,2
25,21,19,30,30,17,20,2
24,21,18,29,25,18,22,2
18,19,25,26,16,18,22,2
14,20,23,23,16,14,15,2
14,16,22,27,27,13,12,2
26,14,22,32,26,17,17,2
25,21,19,29,24,13,9,2
26,20,17,27,21,19,22,2
21,15,17,24,21,18,11,2
28,12,18,28,25,16,9,2
28,14,18,28,24,16,15,2
27,16,17,30,21,19,11,2
27,17,23,28,21,21,17,2
29,16,24,28,22,19,16,2
29,17,17,28,24,19,16,2
28,16,19,29,23,19,18,2
29,16,18,29,24,19,15,2
29,17,17,27,24,14,15,2
29,15,18,30,24,19,17,2
28,17,18,31,24,18,15,2
28,18,18,30,23,18,16,2
28,10,18,29,24,17,14,2
28,16,19,30,24,12,17,2
27,15,17,28,20,12,17,2
28,12,17,28,23,19,13,2
28,10,16,30,21,14,12,2
25,18,11,25,26,15,9,2
26,15,14,28,20,14,9,2
26,18,20,21,19,16,13,2
25,19,14,32,22,14,13,2
22,10,13,37,27,16,16,2
22,14,16,36,24,20,17,2
26,13,18,27,21,14,19,2
25,17,21,24,20,16,14,2
26,17,21,27,21,18,11,2
27,15,18,27,15,17,9,2
25,18,16,29,32,16,15,2
21,16,13,23,25,16,15,2
19,19,20,29,27,19,11,2
25,18,15,23,28,12,9,2
20,15,20,27,29,19,11,2
23,14,21,19,29,17,11,2
23,19,20,20,31,16,20,2
28,16,22,23,28,16,20,2
25,17,22,22,28,17,10,2
26,20,18,26,28,20,22,2
25,17,19,26,23,18,17,2
26,17,22,22,21,14,15,2
24,13,19,28,20,14,15,2
29,11,16,23,23,13,19,2
24,13,12,34,21,20,15,2
28,17,20,32,25,18,19,2
27,17,17,20,25,17,19,2
26,15,18,29,20,12,16,2
30,17,17,29,21,18,11,2
31,15,19,25,27,19,11,2
24,14,16,17,27,19,11,2
24,12,18,26,27,17,15,2
23,14,21,22,25,12,14,2
27,16,23,25,29,18,11,2
20,11,20,14,25,21,16,2
22,13,21,22,22,12,12,2
22,13,11,18,28,12,12,2
22,22,16,24,25,19,16,2
25,15,21,28,24,16,24,2
28,22,20,25,25,20,17,2
29,14,15,30,26,21,19,2
26,15,14,25,23,5,18,2
25,18,24,25,25,19,22,2
25,20,21,27,25,22,22,2
25,15,24,28,25,18,13,2
24,14,24,29,24,17,6,2
24,12,21,25,27,16,18,2
25,18,26,29,27,18,17,2
22,18,23,28,29,20,13,2
29,20,20,24,26,22,18,2
25,18,24,33,28,17,19,2
27,12,23,32,21,12,18,2
23,18,23,27,24,18,18,2
25,19,19,36,23,20,18,2
25,18,18,25,27,14,18,2
24,14,19,37,22,11,17,2
27,12,16,33,23,17,12,2
27,17,18,28,24,9,12,2
24,13,18,33,20,12,12,2
28,13,20,34,18,11,12,2
29,20,15,28,24,16,15,2
26,11,19,32,13,16,16,2
28,15,14,30,23,19,19,2
23,15,18,28,27,18,13,2
23,12,21,26,25,18,11,2
21,11,21,36,28,19,20,2
25,16,17,28,24,16,10,2
22,18,15,32,20,16,11,2
24,15,21,20,29,11,11,2
29,17,22,28,20,22,20,2
25,15,23,28,27,17,18,2
28,17,18,25,23,18,13,2
28,21,21,32,25,18,18,2
20,18,19,34,19,18,18,2
23,15,22,27,28,18,12,2
26,10,15,25,26,12,13,2
23,7,17,23,18,13,18,2
22,6,18,21,17,13,19,2
22,6,18,23,19,12,18,2
22,8,17,25,20,14,22,2
22,10,20,23,21,12,18,2
23,10,17,24,15,12,19,2
24,11,17,30,15,18,17,2
23,18,16,21,24,18,17,2
23,15,21,28,26,15,16,2
21,18,21,24,23,17,16,2
23,19,20,25,24,13,19,2
22,18,20,28,25,17,17,2
23,18,21,23,26,18,21,2
23,16,20,20,25,18,18,2
24,11,19,23,22,20,19,2
21,11,24,20,21,17,20,2
22,13,22,25,22,18,20,2
23,13,21,26,22,17,17,2
22,13,22,26,22,18,18,2
22,13,23,27,21,17,17,2
22,14,22,21,21,16,17,2
22,14,22,21,18,18,19,2
21,12,22,25,21,19,18,2
21,14,22,27,20,17,16,2
25,14,23,25,23,14,17,2
22,14,25,24,26,19,18,2
22,13,22,25,27,19,18,2
21,14,26,26,25,17,17,2
21,13,22,23,27,17,16,2
22,14,22,25,27,17,17,2
22,14,22,23,28,18,17,2
22,12,21,24,27,17,17,2
22,15,16,26,18,12,12,2
24,15,18,27,18,18,15,2
21,15,18,26,18,18,16,2
22,14,19,24,17,17,19,2
24,18,19,24,20,11,12,2
25,12,17,25,27,14,13,2
24,21,20,21,18,17,16,2
28,14,20,26,25,12,16,2
26,17,18,32,26,11,14,2
24,14,19,25,19,13,20,2
24,18,20,21,20,17,8,2
23,17,20,22,19,19,6,2
23,10,20,25,20,18,6,2
23,18,21,26,23,18,8,2
22,18,22,28,21,20,9,2
24,18,20,30,22,20,8,2
23,18,21,26,22,20,8,2
23,18,21,30,22,21,10,2
23,17,23,26,22,20,8,2
23,19,21,26,22,19,9,2
23,18,21,27,18,20,9,2
22,17,23,27,18,18,10,2
23,17,22,26,21,20,9,2
23,18,20,27,18,19,11,2
23,17,20,23,22,20,10,2
22,17,19,21,23,19,9,2
24,17,20,27,23,19,9,2
23,18,21,22,21,19,8,2
22,17,21,22,22,19,9,2
23,18,20,21,19,18,10,2
23,17,20,22,20,19,9,2
23,17,16,21,23,20,9,2
23,18,19,22,23,19,6,2
24,16,18,23,21,20,11,2
25,17,22,22,23,18,11,2
23,18,22,21,20,18,6,2
24,17,22,22,19,19,10,2
24,17,19,22,20,19,8,2
24,18,20,22,20,18,6,2
23,17,17,27,20,21,9,2
24,18,20,27,20,19,8,2
26,16,18,28,20,20,8,2
25,16,19,27,17,19,11,2
24,16,19,31,21,19,10,2
24,16,20,28,20,18,11,2
25,17,22,29,20,19,9,2
22,16,19,27,19,19,12,2
24,17,20,22,20,20,9,2
25,16,19,22,20,20,11,2
24,17,20,22,19,19,11,2
25,18,19,23,22,20,9,2
24,18,21,23,20,20,9,2
24,17,19,23,20,19,11,2
25,18,20,24,22,20,12,2
22,20,19,23,19,21,12,2
23,16,19,22,21,20,12,2
23,18,16,25,21,17,8,2
26,13,23,24,25,18,10,2
27,10,13,22,17,18,12,2
17,12,16,22,16,13,10,2
19,12,17,23,17,16,10,2
19,14,14,24,17,16,9,2
19,4,15,25,17,13,13,2
22,13,14,20,19,11,14,2
24,10,0,19,19,9,5,2
25,11,15,27,15,17,6,2
25,11,16,27,24,17,6,2
25,8,16,27,24,14,8,2
25,9,16,28,23,13,8,2
25,10,17,28,24,12,8,2
25,10,16,27,24,13,10,2
25,9,17,28,25,13,8,2
25,9,17,24,15,12,5,2
21,13,10,22,27,11,14,2
23,14,12,29,27,11,14,2
29,11,15,26,25,20,12,2
26,12,17,28,27,17,14,2
25,6,19,25,24,24,19,2
26,4,15,26,17,16,17,2
25,6,14,24,17,13,17,2
26,9,15,26,20,14,21,2
25,6,14,26,17,11,19,2
23,6,13,28,16,10,20,2
23,8,13,27,21,12,20,2
23,8,13,25,19,12,19,2
27,6,15,26,23,12,19,2
29,7,12,24,20,14,12,2
23,10,15,23,23,13,14,2
23,12,17,23,20,11,14,2
25,18,20,26,24,19,23,2
23,17,18,24,25,14,15,2
28,24,20,25,30,20,15,2
26,24,22,23,24,10,20,2
20,16,22,23,27,16,18,2
25,14,19,25,29,8,11,2
22,18,19,24,31,19,18,2
22,15,17,23,22,12,19,2
19,19,21,22,28,8,19,2
11,18,21,21,28,8,13,2
19,17,20,21,29,12,9,2
18,18,21,20,23,11,6,2
18,18,22,19,30,12,9,2
20,17,22,19,29,13,10,2
21,16,19,17,27,11,6,2
25,16,22,22,24,12,16,2
24,18,18,22,23,14,23,2
29,18,18,24,31,14,18,2
29,20,22,22,30,21,22,2
25,15,22,24,25,21,22,2
26,13,21,26,27,18,17,2
27,20,19,30,24,21,18,2
24,19,23,29,33,20,20,2
23,23,22,28,28,17,12,2
28,15,24,25,25,17,18,2
23,18,22,28,27,20,21,2
25,11,15,28,20,12,14,2
24,14,21,28,20,13,16,2
23,10,13,31,19,19,14,2
22,16,19,26,26,14,16,2
28,19,22,29,23,15,19,2
30,14,18,25,24,17,18,2
25,14,18,22,25,19,16,2
27,18,16,21,25,14,14,2
23,16,19,25,24,16,21,2
23,16,21,24,27,11,18,2
29,18,20,26,23,13,13,2
29,24,14,24,28,20,15,2
27,13,15,25,18,18,20,2
20,9,21,33,24,18,21,2
30,17,21,28,27,13,21,2
31,13,21,25,25,18,20,2
24,16,23,31,23,12,20,2
28,10,18,27,25,18,23,2
28,17,25,25,30,18,12,2
23,22,16,24,26,17,18,2
22,19,23,21,22,16,14,2
24,13,22,18,25,6,4,2
21,17,22,22,28,11,16,2
25,15,23,28,27,16,16,2
27,13,23,31,24,13,11,2
23,18,24,29,25,12,19,2
23,19,27,24,28,13,21,2
26,16,20,23,29,10,8,2
24,16,21,27,21,10,12,2
27,15,15,27,23,17,12,2
24,14,15,28,19,5,17,2
26,13,18,30,21,18,18,2
32,16,24,26,23,19,10,2
25,14,21,23,22,18,19,2
23,11,21,29,20,18,18,2
22,10,20,29,17,18,18,2
21,12,22,29,23,9,17,2
27,16,21,30,21,9,17,2
26,15,21,22,18,9,17,2
28,17,22,24,23,16,11,2
22,10,21,31,24,13,20,2
21,13,22,30,25,11,16,2
21,12,21,29,24,12,19,2
21,12,21,29,24,9,17,2
22,12,22,24,23,10,16,2
20,14,22,27,23,10,17,2
22,18,21,26,13,11,17,2
23,8,19,26,20,18,8,2
23,7,21,25,21,18,8,2
22,9,21,25,21,17,8,2
21,8,21,25,20,18,8,2
21,8,20,24,22,18,6,2
28,10,20,22,26,12,12,2
31,11,21,24,26,14,12,2
30,10,20,28,24,13,13,2
27,13,15,25,25,11,13,2
27,13,16,26,23,17,11,2
27,14,14,21,25,16,14,2
26,15,14,27,24,16,11,2
27,15,14,27,27,16,13,2
27,6,19,23,27,14,13,2
29,7,15,22,29,18,12,2
29,7,15,24,30,16,13,2
29,10,13,25,30,14,12,2
29,10,16,23,28,13,12,2
27,14,19,24,21,12,12,2
26,12,20,24,26,9,14,2
28,15,19,25,30,16,11,2
28,13,19,29,29,17,11,2
26,15,17,25,22,17,15,2
21,14,21,27,26,14,16,2
20,15,22,28,27,13,16,2
21,12,21,27,25,13,16,2
21,16,18,27,26,15,13,2
22,15,20,25,25,15,13,2
22,14,19,27,25,13,16,2
22,15,21,28,25,11,13,2
21,15,20,31,24,11,12,2
21,15,21,28,22,11,13,2
22,16,21,28,24,10,13,2
22,14,21,29,23,10,13,2
23,15,21,29,24,9,13,2
22,14,21,31,24,11,15,2
22,15,21,28,23,10,13,2
23,15,20,28,23,11,14,2
22,16,20,28,24,11,16,2
22,15,20,28,24,9,12,2
23,15,20,29,24,10,12,2
22,13,19,28,26,9,12,2
22,14,20,28,24,10,12,2
22,14,20,27,22,11,13,2
22,14,21,27,22,10,15,2
23,12,20,29,19,11,13,2
22,14,20,28,26,11,16,2
22,15,20,27,26,11,13,2
22,14,20,33,24,10,13,2
22,15,20,34,26,11,14,2
23,13,20,28,27,13,14,2
28,17,21,28,19,18,12,2
26,19,19,29,23,16,18,2
25,12,23,26,28,8,18,2
23,15,16,28,29,13,13,2
24,19,21,28,24,18,17,2
22,13,19,30,30,17,14,2
24,18,17,28,23,17,11,2
28,18,19,33,27,18,11,2
29,16,19,32,19,22,13,2
28,17,19,34,28,14,19,2
25,8,20,28,24,15,14,2
26,13,19,34,23,16,12,2
25,17,22,32,23,23,12,2
26,16,16,28,21,16,17,2
25,17,17,25,30,11,11,2
23,18,19,26,28,11,19,2
26,18,23,25,24,18,20,2
28,18,21,22,27,17,21,2
24,18,23,32,23,21,19,2
22,19,25,28,23,17,19,2
27,17,22,25,22,17,19,2
25,16,22,25,27,12,9,2
21,17,20,22,27,15,13,2
21,14,17,26,25,19,15,2
22,16,23,25,29,16,15,2
26,12,18,31,21,12,9,2
23,15,13,26,29,10,16,2
25,14,15,26,22,10,16,2
21,16,18,26,26,13,20,2
24,21,15,28,26,15,11,2
25,23,21,25,25,8,17,2
22,17,15,25,30,14,14,2
21,22,20,25,28,16,15,2
25,14,27,35,21,14,17,2
25,20,17,17,26,19,16,2
25,20,17,28,33,12,21,2
27,13,22,32,27,15,13,2
24,16,21,31,24,18,13,2
27,18,23,34,30,17,18,2
23,17,15,26,27,21,18,2
24,21,21,27,26,14,12,2
25,16,20,25,24,14,12,2
23,15,26,23,24,13,18,2
22,16,19,28,24,11,16,2
26,13,20,26,25,11,16,2
25,21,19,32,29,10,8,2
24,19,18,34,21,19,19,2
25,17,21,35,24,18,9,2
25,13,21,33,30,12,18,2
23,18,14,28,27,13,23,2
24,14,25,25,29,9,21,2
22,22,20,23,24,19,17,2
21,20,22,28,26,14,13,2
21,23,18,24,28,14,13,2
23,12,16,29,26,18,15,2
29,15,15,30,26,19,17,2
25,20,21,33,27,14,18,2
29,19,22,26,30,17,18,2
25,14,25,27,29,20,13,2
27,12,21,34,22,17,17,2
27,16,16,30,25,19,14,2
25,15,19,29,26,18,19,2
27,13,20,33,20,19,22,2
24,8,15,32,25,16,19,2
28,14,12,31,22,13,12,2
23,15,19,27,24,18,11,2
28,22,19,28,28,17,19,2
28,12,19,29,27,18,18,2
25,25,22,29,26,18,13,2
25,21,25,27,28,18,9,2
25,17,22,23,25,20,15,2
22,16,17,22,27,23,19,2
26,14,23,25,27,15,24,2
20,13,19,23,25,20,22,2
26,16,23,18,24,19,17,2
22,17,22,25,24,13,9,2
21,18,24,27,25,16,17,2
21,17,21,27,21,15,15,2
28,14,18,26,25,17,18,2
27,12,22,22,23,21,23,2
26,23,20,21,26,20,20,2
25,20,22,32,23,18,20,2
27,19,16,27,27,19,17,2
22,20,20,28,24,17,12,2
26,23,21,25,27,23,18,2
27,19,18,27,23,22,15,2
25,18,19,28,23,20,14,2
29,14,17,31,19,18,19,2
28,12,18,29,24,19,22,2
23,19,13,31,27,17,15,2
21,14,18,24,25,9,12,2
24,12,18,27,22,18,8,2
22,19,19,23,19,9,13,2
23,8,19,26,23,11,18,2
23,19,18,24,28,11,12,2
24,3,24,21,24,17,20,2
26,18,18,25,24,17,20,2
22,17,18,28,24,12,18,2
23,16,18,23,25,12,19,2
20,16,17,25,26,11,19,2
22,16,18,26,24,10,19,2
22,17,16,28,25,14,17,2
27,14,18,26,24,16,11,2
23,13,18,22,25,10,16,2
25,16,20,21,27,12,24,2
25,16,22,26,21,19,15,2
28,23,25,27,22,18,13,2
23,16,28,25,31,18,18,2
26,23,22,24,26,15,18,2
27,14,15,25,25,18,10,2
23,15,22,24,25,19,13,2
23,12,13,25,23,19,13,2
21,8,15,28,26,9,10,2
26,11,18,22,27,13,10,2
24,11,12,26,23,11,12,2
23,16,18,22,29,9,12,2
25,12,22,21,23,16,16,2
26,12,22,24,25,16,10,2
26,19,18,26,29,17,20,2
26,16,19,26,26,20,17,2
28,19,17,35,25,18,19,2
25,17,20,25,23,23,13,2
24,15,20,30,22,14,6,2
27,24,19,31,28,18,18,2
25,19,20,33,27,20,20,2
26,17,21,34,23,23,20,2
28,16,25,26,30,17,24,2
25,18,24,29,28,18,19,2
25,19,22,24,23,18,19,2
21,16,16,25,24,16,12,2
20,15,22,29,23,17,19,2
23,14,21,30,25,18,12,2
26,15,19,26,24,15,11,2
24,13,13,34,25,21,19,2
24,17,20,27,26,18,14,2
27,12,16,26,17,16,11,2
22,13,20,25,17,10,20,2
22,10,21,23,26,11,10,2
19,10,22,22,24,9,10,2
19,10,21,24,24,12,10,2
21,12,21,26,25,13,12,2
21,3,22,26,10,12,10,2
16,14,25,15,49,12,13,3
13,18,23,21,41,13,14,3
19,20,21,16,39,15,18,3
13,18,29,17,40,8,12,3
16,11,28,20,33,15,8,3
15,18,13,16,33,10,8,3
15,19,16,18,36,10,11,3
15,18,16,18,36,8,13,3
15,18,16,18,36,8,10,3
15,18,15,18,37,9,9,3
15,17,15,17,36,8,2,3
15,16,13,17,37,10,11,3
15,17,16,18,36,10,8,3
15,17,15,18,37,9,9,3
15,13,16,16,35,11,12,3
14,16,18,17,23,9,9,3
15,17,15,17,36,10,9,3
16,18,14,17,35,11,8,3
15,18,16,19,32,9,10,3
15,18,17,17,32,10,9,3
15,19,18,18,32,10,9,3
15,19,17,18,34,9,9,3
15,14,17,18,33,10,9,3
15,18,17,18,32,9,12,3
16,19,16,18,33,10,10,3
15,20,17,18,33,9,10,3
15,20,17,18,34,11,10,3
15,20,13,18,32,12,10,3
15,19,17,18,33,10,9,3
15,19,15,18,34,10,5,3
15,17,16,17,34,12,11,3
15,17,15,15,32,9,12,3
16,18,15,17,35,11,9,3
16,20,18,17,34,11,8,3
15,18,15,17,33,6,8,3
15,18,17,18,35,9,10,3
17,18,16,17,35,6,12,3
17,19,16,20,37,9,11,3
17,20,14,17,36,10,9,3
14,20,15,17,37,8,11,3
15,19,16,19,36,2,13,3
16,19,16,19,37,9,9,3
15,19,16,19,37,9,11,3
15,20,15,18,36,10,12,3
15,19,15,18,35,10,11,3
15,20,15,16,36,12,11,3
15,19,18,17,37,10,11,3
15,19,15,18,36,8,11,3
15,19,16,16,37,11,11,3
15,20,15,17,38,6,11,3
15,19,15,17,38,10,9,3
15,17,17,17,36,10,10,3
15,18,15,19,37,11,9,3
15,18,15,17,38,11,9,3
14,17,13,18,34,11,11,3
17,18,16,15,35,5,12,3
18,19,29,18,40,14,8,3
19,18,26,18,34,9,13,3
18,12,24,17,36,12,12,3
11,12,20,18,36,9,3,3
17,9,19,18,35,10,8,3
16,9,20,16,34,12,9,3
17,13,21,17,34,12,8,3
17,10,23,16,33,12,9,3
17,9,16,17,34,11,11,3
16,16,20,16,34,12,8,3
19,14,25,23,38,16,18,3
16,15,17,23,38,19,18,3
11,16,22,22,37,12,18,3
16,15,19,18,35,16,13,3
15,11,20,17,36,10,11,3
17,15,15,18,39,12,13,3
15,13,19,19,32,12,11,3
15,11,20,18,34,10,10,3
15,14,19,17,38,12,13,3
16,14,16,16,35,12,12,3
16,11,16,17,37,11,14,3
17,13,18,19,31,13,10,3
19,14,24,17,32,13,13,3
22,9,24,17,36,17,17,3
20,13,22,16,34,14,15,3
19,17,21,15,31,12,10,3
16,15,21,11,33,11,12,3
16,17,23,17,39,11,6,3
19,22,23,15,32,11,6,3
15,13,22,18,37,8,17,3
10,15,20,3,34,8,17,3
12,8,23,11,40,4,17,3
10,13,19,13,40,9,6,3
10,11,21,15,36,9,6,3
11,14,19,17,38,9,9,3
13,12,18,14,40,9,16,3
11,13,20,13,35,9,4,3
10,12,22,12,37,6,12,3
8,13,17,13,35,6,10,3
13,15,18,8,34,13,8,3
13,9,22,13,36,13,8,3
14,10,21,13,34,10,10,3
12,7,20,7,39,10,10,3
10,13,19,11,39,5,10,3
11,16,19,12,35,5,8,3
11,13,15,7,37,5,10,3
4,11,16,13,41,9,2,3
9,8,23,10,42,9,3,3
11,11,19,7,41,11,9,3
13,9,20,9,42,9,9,3
12,9,21,9,39,9,9,3
11,13,19,14,39,12,5,3
12,15,19,12,37,9,4,3
10,11,20,12,37,9,12,3
13,10,19,16,35,10,10,3
14,9,14,14,38,13,12,3
11,13,15,15,36,8,13,3
11,12,22,14,39,6,12,3
10,16,16,11,35,9,12,3
11,11,21,5,32,1,5,3
13,13,19,12,37,10,6,3
13,14,23,17,35,6,12,3
13,15,27,22,31,12,12,3
13,9,23,19,33,3,12,3
8,11,20,14,28,9,10,3
13,9,21,15,33,12,6,3
10,10,19,17,39,8,8,3
9,9,16,10,37,8,6,3
10,4,14,7,37,8,4,3
11,12,15,16,35,8,4,3
11,13,12,8,38,4,4,3
10,15,17,15,38,4,12,3
15,8,18,15,41,10,6,3
10,12,23,13,38,5,6,3
8,16,19,6,39,5,6,3
8,14,16,14,37,8,6,3
8,16,18,13,40,8,11,3
7,15,16,13,37,9,10,3
8,14,16,11,38,8,10,3
8,14,17,10,39,10,10,3
8,13,16,13,38,8,10,3
8,13,17,12,39,6,10,3
7,13,17,12,38,9,10,3
6,13,18,13,36,8,10,3
7,14,17,13,38,6,8,3
9,14,18,14,38,5,8,3
10,15,17,11,38,9,9,3
7,14,20,13,36,8,12,3
9,13,17,13,37,5,12,3
9,13,16,14,39,5,12,3
9,13,18,7,37,9,12,3
8,13,17,12,36,9,9,3
8,11,25,10,36,3,9,3
8,11,27,10,35,4,5,3
5,12,26,11,39,2,4,3
9,13,27,8,39,6,3,3
10,11,26,12,39,6,6,3
11,11,27,12,40,8,5,3
11,12,26,11,38,4,4,3
11,12,25,11,39,4,5,3
10,11,27,12,36,4,5,3
10,12,27,12,36,5,5,3
10,10,27,11,35,5,5,3
10,10,28,11,35,6,5,3
9,13,27,11,40,5,5,3
10,12,27,11,39,8,4,3
8,12,25,9,40,9,6,3
7,6,25,13,37,9,6,3
13,10,22,14,42,9,6,3
10,14,21,12,38,6,3,3
11,14,17,17,35,11,0,3
10,13,19,16,37,11,0,3
10,16,17,18,35,9,0,3
13,13,18,12,35,8,9,3
9,14,23,16,43,9,6,3
10,12,21,18,47,9,10,3
16,13,22,17,40,13,11,3
14,17,22,11,48,11,11,3
13,14,28,16,38,6,11,3
13,19,23,18,31,6,8,3
9,18,24,14,39,6,9,3
5,18,24,11,39,9,10,3
7,18,26,11,40,8,10,3
7,17,26,13,39,9,10,3
8,18,24,6,32,9,10,3
9,18,26,12,38,9,10,3
9,18,26,13,38,9,10,3
9,16,26,12,36,6,8,3
9,19,23,14,38,5,6,3
10,22,18,19,35,17,9,3
14,18,27,19,36,10,17,3
17,16,26,24,43,12,13,3
16,16,28,18,40,14,11,3
19,13,23,25,34,15,11,3
15,17,23,21,38,14,9,3
14,13,14,19,37,14,9,3
10,15,17,19,36,8,9,3
10,16,20,19,35,8,9,3
15,17,23,18,42,8,9,3
14,18,23,16,36,12,16,3
13,12,20,16,42,5,16,3
14,14,29,16,37,8,10,3
12,13,28,16,43,8,10,3
12,12,23,13,45,11,8,3
13,16,27,11,42,9,10,3
14,15,25,18,33,6,17,3
17,11,28,17,31,10,12,3
18,16,24,20,36,13,8,3
16,16,26,22,37,10,6,3
16,19,26,19,37,18,10,3
15,15,24,18,35,11,12,3
17,9,18,13,39,10,6,3
10,15,20,16,37,5,3,3
12,13,22,15,38,4,11,3
9,12,16,16,38,8,9,3
12,12,22,19,40,2,10,3
17,18,28,18,36,9,12,3
19,17,25,20,37,12,12,3
17,18,26,17,44,9,12,3
10,13,24,17,48,9,12,3
14,19,19,14,45,10,15,3
11,8,23,14,42,5,11,3
15,18,28,20,38,12,10,3
16,14,20,23,35,10,13,3
13,13,21,21,38,9,12,3
15,13,16,12,38,5,6,3
15,13,20,6,38,5,9,3
15,14,16,12,38,5,9,3
15,14,14,11,36,5,9,3
14,12,17,12,37,6,11,3
14,12,15,9,37,1,10,3
13,12,14,10,37,1,12,3
15,13,16,12,38,6,11,3
13,12,15,11,38,4,11,3
14,13,16,12,37,1,10,3
13,12,16,10,37,2,9,3
13,13,18,10,35,8,11,3
16,13,17,11,36,9,10,3
14,13,17,12,36,3,11,3
14,12,16,13,35,4,11,3
16,14,16,13,37,15,10,3
13,15,17,11,26,14,5,3
14,14,15,12,38,12,8,3
14,12,16,11,36,12,8,3
13,14,15,12,33,12,9,3
13,13,15,11,32,14,10,3
14,13,16,13,35,13,9,3
13,11,16,13,37,12,10,3
13,14,17,14,35,13,10,3
