Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
0,13,1,5,1,0,80,0,1,0,4,4,573,0,0,0,1,0,0,2,0,0,6,7,6,724,0,0,6,8,6,730,0,5,3,7,2
0,0,1,1,1,0,64,0,2,1,4,2,313,1,0,0,1,0,0,4,0,6,12,12,8,549,0,4,11,13,9,250,1,1,5,9,0
0,7,1,15,1,0,24,0,2,2,17,23,106,0,0,0,1,0,0,3,0,0,7,9,6,104,0,0,7,7,6,579,0,4,4,8,1
0,7,3,14,1,0,29,0,0,13,5,5,171,1,0,0,1,0,1,1,0,0,6,6,6,207,0,0,6,6,6,496,0,9,2,3,2
0,7,1,14,1,0,67,0,22,27,7,7,375,1,0,0,1,0,1,1,0,0,6,6,6,724,0,0,6,6,6,721,0,1,5,9,2
0,7,1,13,1,0,16,0,0,0,5,4,72,1,0,1,1,0,0,3,0,0,6,10,2,78,0,0,6,10,4,10,0,8,7,0,0
0,0,1,11,1,0,69,0,12,26,3,8,545,0,0,0,1,0,1,1,0,0,7,10,7,683,0,0,8,8,8,631,0,8,7,0,2
0,0,3,11,1,0,71,0,2,2,1,3,287,1,0,0,1,0,0,1,0,0,8,9,6,415,2,0,8,9,6,396,2,2,0,1,1
0,0,2,14,1,0,39,0,0,23,9,9,245,1,0,0,1,0,1,3,0,0,6,7,5,279,0,0,6,6,6,174,0,5,3,7,2
0,0,1,9,1,0,27,0,0,0,1,1,148,1,0,0,1,0,0,2,0,0,6,10,6,25,0,0,6,7,6,140,0,4,4,8,2
0,0,1,4,1,0,70,0,2,2,1,2,458,1,0,0,1,0,0,1,0,0,6,6,6,499,0,0,6,6,5,523,0,6,8,2,2
0,0,1,11,1,0,64,0,2,0,4,5,325,0,0,0,1,0,0,1,0,0,8,8,7,660,0,0,8,8,7,615,0,3,5,6,2
0,2,3,5,1,0,58,0,21,26,0,11,557,0,0,1,1,0,1,1,0,0,5,5,5,640,0,0,5,5,5,523,0,0,6,4,0
0,7,3,1,1,0,63,0,12,0,5,4,373,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,2,2
0,7,1,14,1,0,49,0,0,13,9,9,237,0,0,0,1,0,1,2,0,0,6,6,6,368,0,0,6,6,6,496,0,4,4,8,2
0,11,1,11,1,0,26,0,2,2,2,2,478,0,0,0,0,1,0,19,0,0,6,15,2,61,0,0,7,9,0,0,0,8,7,0,0
0,7,1,9,1,0,60,0,0,29,9,2,293,0,0,0,1,0,1,2,0,0,6,7,6,50,0,0,6,7,6,193,0,4,4,8,2
0,7,3,9,1,0,22,0,2,0,2,5,100,1,0,0,1,0,0,1,0,0,6,6,6,128,0,0,6,6,5,449,0,1,5,9,2
0,0,3,14,1,0,27,0,12,13,3,3,158,0,0,0,1,0,1,1,0,0,6,6,6,368,0,0,6,6,6,144,0,5,3,7,2
0,0,3,14,1,0,46,0,22,27,5,8,330,1,0,0,1,0,1,1,0,0,6,6,6,703,0,0,6,6,6,554,0,1,5,9,2
0,14,1,4,1,0,54,0,0,0,9,8,436,1,0,0,1,0,0,2,0,2,7,7,7,321,0,5,9,9,9,366,0,5,3,7,2
0,8,3,11,1,0,60,0,0,0,4,8,333,1,0,0,1,0,0,1,0,0,7,8,7,347,0,0,8,8,8,307,0,4,4,8,2
0,0,1,7,1,0,42,0,0,26,9,9,229,1,0,0,1,0,1,2,0,0,6,8,6,410,0,0,6,7,6,461,0,1,5,9,2
0,0,1,15,1,0,36,0,2,0,3,7,369,1,0,0,1,0,0,1,0,0,6,7,6,149,0,0,6,10,4,257,0,3,5,6,1
0,16,1,4,1,15,39,0,24,13,3,5,297,1,0,0,0,0,1,5,0,0,6,8,6,34,0,0,6,10,4,118,0,1,5,9,1
0,0,2,9,1,0,20,0,12,0,9,8,100,1,0,1,0,0,0,1,0,0,6,0,0,0,0,0,6,0,0,0,0,4,4,8,0
0,7,4,8,1,0,33,0,12,13,5,5,177,1,0,0,1,0,0,2,0,0,5,7,5,489,0,0,5,6,5,151,0,1,5,9,2
0,0,1,14,1,0,56,0,22,27,9,9,281,1,0,0,1,0,0,1,0,0,6,6,6,758,0,0,6,6,6,523,0,4,4,8,2
0,0,3,15,1,0,28,0,0,2,5,3,134,0,0,0,1,0,0,2,0,0,7,7,7,545,0,0,7,7,7,572,0,4,4,8,2
0,7,2,8,1,0,22,0,12,0,9,3,133,1,0,1,1,0,0,3,0,0,5,10,2,61,0,0,5,8,3,1,0,4,4,8,1
0,7,3,4,1,0,57,0,0,27,3,5,460,1,0,0,1,0,1,1,0,0,6,6,6,321,0,0,6,6,6,144,0,9,2,3,2
0,0,1,7,1,0,58,0,2,2,2,10,409,0,0,1,0,0,0,6,0,0,6,10,6,573,0,0,6,11,4,311,0,4,4,8,1
0,0,4,14,1,0,58,0,0,2,4,7,294,1,0,0,1,0,0,3,0,0,4,4,0,0,0,0,6,0,0,0,0,1,5,9,0
0,0,5,4,1,0,29,0,2,0,9,3,210,1,0,0,1,0,0,3,0,0,6,6,6,40,0,0,6,9,6,59,0,5,3,7,1
0,0,1,9,1,0,18,0,0,0,9,4,92,1,0,1,0,0,1,5,0,0,6,0,0,0,0,0,6,0,0,0,0,5,3,7,0
0,7,2,15,1,0,15,0,12,27,5,7,75,1,0,0,1,0,1,1,0,0,7,8,7,145,0,0,7,9,6,461,0,4,4,8,2
0,7,1,11,1,0,46,0,12,27,9,9,289,0,0,0,1,0,1,1,0,0,7,7,7,600,0,0,8,9,8,453,0,4,4,8,2
0,0,1,11,1,0,80,0,2,3,3,3,521,0,0,0,1,0,0,1,0,0,7,7,7,650,0,0,8,9,8,551,0,4,4,8,2
0,0,1,15,1,0,58,0,12,2,4,4,462,0,0,0,1,0,0,1,0,0,7,7,7,770,0,0,7,7,7,681,0,4,4,8,2
0,15,1,8,1,0,39,0,0,0,4,4,197,0,0,0,1,0,0,4,0,0,5,9,5,279,0,0,5,11,3,242,0,4,4,8,1
0,7,1,4,1,0,47,0,0,26,4,5,305,0,0,0,1,0,0,3,0,0,6,6,6,207,0,0,6,8,6,59,0,3,5,6,1
0,6,1,4,1,0,33,0,0,0,4,4,205,1,0,0,1,0,0,1,0,0,6,6,6,655,0,0,6,6,6,278,0,5,3,7,2
0,7,2,11,1,0,41,0,12,26,3,5,251,1,0,0,0,0,1,3,0,0,7,7,7,456,0,0,8,10,7,355,0,4,4,8,1
0,0,1,2,0,0,29,0,18,26,9,11,210,1,0,0,1,0,0,8,0,0,6,6,6,285,0,0,6,6,6,278,0,0,6,4,2
0,0,1,8,1,0,57,0,12,13,9,9,267,1,0,0,1,0,1,1,0,0,5,10,5,128,0,0,5,8,4,69,0,7,1,5,2
0,0,3,1,1,0,63,0,9,13,9,3,501,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5,2
0,0,1,5,1,0,54,2,0,13,4,7,313,1,0,0,1,0,0,3,1,0,7,9,6,690,0,1,7,16,6,360,0,5,3,7,1
0,0,2,9,1,0,43,0,12,13,9,9,65,1,0,0,1,0,1,3,0,0,6,7,6,225,0,0,6,7,6,379,0,5,3,7,2
0,8,4,14,1,0,17,0,0,0,9,9,114,1,0,0,1,0,1,4,0,0,6,6,6,207,0,0,6,6,6,59,0,4,4,8,2
0,7,3,13,1,0,33,0,0,2,4,3,170,1,0,0,1,0,0,1,0,0,6,8,6,573,0,0,6,9,5,523,0,1,5,9,2
0,7,1,15,1,0,36,0,0,0,5,7,211,1,0,0,1,0,0,1,0,0,7,8,7,65,0,0,7,9,6,356,0,4,4,8,0
0,0,3,4,1,0,41,0,0,2,9,7,258,1,0,0,1,0,1,1,0,0,6,6,6,774,0,0,6,6,6,713,0,4,4,8,2
0,0,4,11,1,0,64,0,12,13,4,5,367,1,0,0,1,0,0,1,0,0,8,8,8,614,0,0,8,8,8,566,0,2,0,1,2
0,13,1,13,1,0,52,0,2,13,3,5,205,0,0,0,1,0,0,2,0,0,6,0,0,0,0,0,6,0,0,0,0,8,7,0,0
0,7,1,10,1,0,47,0,23,2,3,3,284,1,0,0,1,0,0,3,0,0,6,8,6,78,0,0,6,10,6,25,0,7,1,5,0
0,11,1,9,1,6,43,0,18,23,0,0,177,0,0,0,1,0,0,30,0,0,6,12,0,0,0,0,5,10,0,0,0,0,6,4,0
0,13,1,7,1,0,26,2,0,2,9,2,197,0,0,1,1,0,0,4,1,2,5,9,5,377,2,0,5,7,2,208,2,3,5,6,1
1,11,1,7,1,0,39,0,21,26,9,6,562,0,0,0,1,1,0,14,0,1,6,11,2,128,1,1,6,12,1,1,1,9,2,3,0
1,11,1,6,1,0,13,0,21,26,11,5,486,1,0,0,1,1,0,29,0,0,5,6,0,0,0,0,5,5,0,0,0,0,6,4,0
0,0,3,6,1,0,42,0,2,0,3,4,215,1,0,0,1,1,0,1,0,0,5,9,4,128,0,0,5,10,2,25,0,1,5,9,1
0,7,3,6,1,0,49,0,2,2,3,4,251,1,1,0,1,1,0,2,0,0,5,10,3,410,0,0,5,9,4,16,0,1,5,9,0
0,15,1,12,1,0,40,0,0,26,23,43,263,1,0,0,1,1,0,6,0,0,7,11,5,186,0,0,7,13,2,430,0,1,5,9,1
0,14,1,7,1,13,67,0,2,0,2,8,486,0,0,0,0,1,0,5,0,0,5,5,0,0,0,0,5,5,0,0,0,6,8,2,0
0,0,1,8,1,0,33,0,22,0,3,10,142,1,0,0,1,1,0,2,0,0,5,5,5,533,0,0,5,7,5,185,0,2,0,1,2
0,0,1,8,1,0,11,13,2,2,9,9,74,0,0,1,0,0,0,2,1,0,5,14,0,0,0,0,5,5,0,0,0,1,5,9,0
0,7,1,8,1,0,19,0,2,0,3,4,154,0,0,0,0,1,0,5,0,0,5,10,4,61,0,0,5,11,4,523,0,1,5,9,1
0,11,1,7,1,0,43,0,2,23,3,0,197,0,0,1,0,1,0,12,0,0,5,11,0,0,4,0,5,6,0,0,1,2,0,1,0
0,0,3,11,1,0,63,0,21,27,9,5,345,1,0,0,1,0,0,1,0,0,7,7,6,576,0,0,7,7,6,525,0,0,6,4,2
0,0,1,9,1,0,58,0,22,23,9,9,333,1,0,0,1,0,0,1,0,0,6,9,5,53,0,0,6,8,5,17,0,2,0,1,2
0,0,1,1,1,0,18,0,21,26,9,8,287,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
1,11,1,16,0,0,78,0,0,0,31,22,281,0,0,0,1,0,0,17,0,0,5,12,5,11,0,0,5,11,5,118,0,5,3,7,2
0,7,1,8,1,0,22,0,12,13,9,9,219,0,0,0,1,0,0,2,0,0,5,11,3,17,0,0,5,9,4,4,0,4,4,8,2
0,0,1,5,1,0,28,0,0,0,2,5,131,1,0,0,1,0,0,1,0,0,5,9,4,614,0,0,5,8,5,251,0,3,5,6,1
0,7,6,11,1,0,58,0,0,13,4,4,296,0,0,0,1,0,1,3,0,3,7,7,7,557,0,5,8,8,8,543,0,4,4,8,2
0,0,6,11,1,0,42,0,2,2,1,1,259,1,0,0,1,0,0,2,0,0,7,9,7,520,0,0,8,11,7,274,0,8,7,0,2
0,2,2,15,1,0,28,0,12,13,4,5,124,1,0,0,1,0,0,5,0,0,6,10,5,233,0,0,6,9,4,38,0,6,8,2,1
0,0,1,9,1,0,83,0,12,13,9,9,478,1,0,0,1,0,1,6,0,0,6,7,6,545,0,0,6,6,6,554,0,3,5,6,2
1,11,1,11,1,0,43,0,0,13,9,9,197,0,0,0,1,1,1,17,0,0,8,8,7,542,0,0,8,8,7,498,0,6,8,2,2
0,7,4,6,1,0,36,0,12,13,5,5,201,1,0,1,0,1,0,1,0,0,5,12,0,0,0,0,5,8,0,0,0,2,0,1,1
0,0,3,14,1,0,54,0,0,28,4,1,278,1,1,0,1,1,0,4,0,0,6,6,5,98,0,0,6,9,0,0,0,9,2,3,0
0,0,1,9,1,0,36,0,0,13,4,3,413,1,0,0,1,1,0,5,0,0,6,6,6,249,0,0,6,6,6,496,0,3,5,6,0
0,11,1,3,1,8,43,0,21,0,9,10,297,0,0,0,1,1,0,11,0,0,6,6,0,0,0,0,6,6,0,0,0,4,4,8,0
0,2,4,6,1,0,18,0,12,26,4,6,131,1,0,0,1,1,0,6,0,0,5,7,0,0,0,0,5,5,0,0,0,0,6,4,0
0,0,1,14,1,0,11,0,18,27,0,3,64,0,0,0,1,1,0,3,0,0,6,11,4,21,0,0,6,13,2,1,0,0,6,4,0
0,8,2,6,1,0,47,0,0,1,5,4,224,1,0,0,1,1,0,1,0,0,5,7,5,233,0,0,5,9,3,372,0,7,1,5,0
0,11,2,8,1,8,43,0,12,27,9,9,197,1,0,1,0,1,0,11,0,0,5,5,0,0,0,0,5,5,0,0,0,2,0,1,0
0,14,1,4,1,13,26,0,0,13,5,8,195,0,0,0,1,1,0,4,0,2,7,7,2,128,0,5,9,10,7,140,0,5,3,7,0
0,11,1,13,1,0,43,0,22,13,9,8,226,0,0,1,0,1,0,8,0,0,6,7,3,573,0,0,6,9,2,607,0,7,1,5,0
0,14,1,5,1,13,78,0,0,0,5,4,562,1,1,0,0,1,0,2,0,2,6,6,6,573,0,1,6,11,6,430,0,5,3,7,0
0,0,4,11,1,0,37,0,0,0,4,10,249,1,0,0,1,1,1,1,0,0,7,7,7,684,0,0,8,9,8,687,0,5,3,7,2
0,11,1,6,1,2,39,0,0,27,11,11,427,0,0,0,1,1,0,12,0,0,3,3,0,0,3,0,5,0,0,0,0,3,5,6,0
0,11,1,6,1,11,43,0,21,27,3,7,6,0,0,0,1,1,1,12,0,0,5,6,0,0,0,0,5,7,0,0,0,5,3,7,0
0,8,1,10,1,0,48,0,12,13,4,5,266,0,0,0,1,1,0,3,0,0,6,7,6,545,0,0,6,7,5,269,0,9,2,3,2
0,0,1,1,1,0,81,0,12,0,9,7,424,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2
0,0,1,10,1,0,33,0,0,0,28,43,142,0,0,0,1,1,0,3,0,0,6,8,6,363,0,0,6,7,6,208,0,1,5,9,2
1,11,1,6,1,0,26,0,18,23,0,0,397,1,0,0,1,1,0,16,0,0,5,14,1,803,0,0,5,9,2,311,0,2,0,1,0
0,12,1,16,0,0,67,0,12,13,5,5,135,0,0,0,1,1,0,13,0,11,15,15,13,60,0,6,11,15,10,68,1,9,2,3,2
0,0,1,12,1,0,46,0,0,0,1,1,312,0,0,0,1,1,1,4,0,0,7,14,5,41,0,0,8,11,6,68,0,9,2,3,1
0,0,1,3,1,0,64,0,0,13,31,44,428,0,0,1,1,1,0,1,0,0,6,6,5,724,0,0,6,8,4,607,0,1,5,9,2
0,0,1,11,1,0,49,0,22,27,9,9,265,0,0,0,1,1,1,2,0,0,7,9,7,613,0,0,8,12,8,158,0,8,7,0,2
0,7,1,4,1,0,24,0,22,13,9,9,149,0,0,0,1,1,1,4,0,0,6,8,4,61,0,0,6,7,5,25,0,8,7,0,0
0,11,2,12,1,0,39,0,12,13,4,5,22,0,0,0,1,1,1,8,0,0,7,7,2,2,0,0,7,7,0,0,0,8,7,0,0
0,0,2,13,1,0,46,0,12,13,7,10,211,0,0,0,1,1,0,2,0,0,5,7,3,170,0,0,5,5,5,69,0,2,0,1,2
0,14,1,4,1,13,26,0,12,0,9,3,197,1,0,0,1,1,0,6,0,2,7,8,5,153,0,5,9,10,7,140,1,9,2,3,0
0,7,2,4,1,0,34,0,22,27,9,8,296,1,0,0,1,1,1,2,0,0,6,6,6,499,0,0,6,7,5,360,0,5,3,7,2
0,0,1,1,1,0,66,0,2,1,2,5,496,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2
0,11,1,3,1,0,13,0,12,26,9,6,197,0,0,1,0,1,0,14,0,0,6,15,1,34,0,0,6,10,0,0,0,9,2,3,0
0,11,1,3,1,0,43,0,21,26,4,7,297,0,0,1,0,1,0,15,0,0,6,8,3,321,0,4,10,14,6,53,0,9,2,3,0
0,6,2,11,1,0,36,0,1,27,4,9,187,1,0,0,1,0,1,2,0,0,8,12,7,232,0,0,8,12,7,225,0,3,5,6,2
0,12,1,14,1,5,26,0,18,23,0,0,217,1,0,0,1,0,0,17,0,8,10,11,10,153,0,5,10,12,9,174,0,0,6,4,2
0,6,6,14,1,0,47,0,22,11,0,0,294,1,0,0,1,0,0,4,0,0,6,6,6,368,0,0,6,6,6,311,0,0,6,4,2
0,13,2,9,1,0,13,0,21,26,9,7,123,1,0,0,1,0,1,36,0,4,7,16,6,34,0,2,7,9,7,25,0,2,0,1,2
0,0,1,11,1,0,47,0,12,13,4,7,357,0,0,0,1,0,1,2,0,0,7,7,7,575,0,0,8,8,8,714,0,7,1,5,2
0,0,3,14,1,0,60,0,22,27,9,5,328,0,0,0,1,0,1,3,0,0,6,9,4,321,0,0,6,13,4,38,0,3,5,6,2
0,0,2,14,1,0,77,0,0,13,9,9,498,1,0,0,1,0,0,1,0,0,6,6,6,573,0,0,6,6,6,638,0,3,5,6,2
0,11,1,1,1,0,63,0,21,27,27,43,330,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,0
0,13,1,11,1,0,67,0,21,26,9,9,305,1,0,0,1,0,1,4,0,0,8,8,7,646,0,0,8,8,7,597,0,6,8,2,2
0,3,1,2,0,2,54,0,21,9,9,4,397,0,0,0,0,0,0,9,0,0,5,9,0,0,0,0,5,10,0,0,0,2,0,1,0
0,12,1,5,1,13,67,0,0,0,4,7,486,1,0,0,1,0,0,9,0,11,18,34,18,104,9,9,13,27,13,200,5,8,7,0,2
1,14,1,16,0,13,39,0,0,26,4,9,297,0,0,0,0,0,0,4,0,0,5,12,3,50,0,0,5,10,1,311,0,8,7,0,0
0,7,1,14,1,0,26,0,21,26,5,5,250,0,0,0,1,0,0,1,0,0,6,9,6,207,0,0,6,9,6,311,0,0,6,4,2
0,13,1,4,1,13,39,0,12,26,5,9,237,1,0,0,1,0,1,4,0,4,12,12,12,410,0,5,12,12,11,215,0,8,7,0,2
0,0,1,10,1,0,15,0,22,13,9,5,136,1,0,0,1,0,0,4,0,0,6,10,6,25,0,0,6,10,4,25,0,0,6,4,1
0,7,1,13,1,0,37,0,12,13,7,7,241,0,0,0,1,0,1,2,0,0,6,6,6,321,0,0,6,6,6,523,0,7,1,5,2
0,7,1,8,1,0,17,0,12,13,9,7,81,0,0,0,1,0,0,2,0,0,5,7,2,2,0,0,5,11,2,523,0,3,5,6,0
0,13,2,9,1,0,22,0,22,27,5,5,100,0,0,0,1,0,1,2,0,0,6,8,6,56,0,0,6,11,5,34,0,3,5,6,2
0,3,1,11,1,2,39,0,21,27,7,7,297,1,0,0,1,0,0,10,0,0,8,8,8,300,0,0,8,8,8,288,0,2,0,1,2
0,0,2,11,1,0,60,0,21,0,9,4,385,1,0,0,1,0,1,1,0,0,7,7,6,315,0,0,7,7,6,307,0,0,6,4,2
0,0,2,8,1,0,27,0,12,13,9,9,260,1,0,0,1,0,0,3,0,0,5,12,1,2,2,0,5,5,0,0,0,6,8,2,0
0,0,3,11,1,0,17,0,0,0,5,5,142,1,0,0,1,0,1,2,0,0,7,7,7,349,0,0,8,8,8,217,0,5,3,7,2
0,0,4,13,1,0,36,0,0,0,7,7,162,1,0,0,1,0,0,3,0,0,6,7,0,0,0,0,6,6,0,0,0,9,2,3,0
0,7,2,9,1,0,60,0,12,27,7,6,283,1,0,0,1,0,1,2,0,0,6,12,5,86,0,0,6,11,6,25,0,6,8,2,2
0,7,5,9,1,0,39,0,12,0,5,5,297,1,0,0,1,0,0,3,0,0,6,8,4,43,0,0,6,15,3,1,0,2,0,1,1
0,0,1,1,1,0,67,0,22,13,7,10,343,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0
0,0,1,15,1,0,60,0,21,26,9,5,459,0,0,0,1,0,0,1,0,0,6,6,6,368,0,0,6,6,6,394,0,0,6,4,2
0,0,1,5,1,0,37,0,12,0,5,4,354,1,0,0,1,0,0,3,0,0,5,7,4,267,0,0,5,5,5,408,0,3,5,6,2
1,11,1,16,0,0,54,0,21,26,9,9,197,0,0,0,0,0,0,21,0,0,5,6,5,15,0,0,5,9,2,25,0,6,8,2,0
3,11,1,2,0,0,39,0,21,26,9,7,377,0,0,0,1,0,0,25,0,0,6,8,5,41,0,0,6,6,6,118,0,1,5,9,2
0,11,1,11,1,0,54,0,21,26,9,6,352,0,0,0,1,0,0,15,0,0,7,0,0,0,0,0,8,0,0,0,0,7,1,5,0
0,5,1,14,1,0,26,11,12,13,4,5,197,1,0,0,1,0,0,5,1,0,6,6,6,321,0,0,6,6,6,461,0,5,3,7,2
1,11,1,16,0,0,63,0,18,23,11,11,115,1,0,0,1,0,0,11,0,0,5,10,0,0,0,0,5,5,0,0,0,0,6,4,0
1,11,1,2,0,6,43,0,21,26,8,10,22,1,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,2,0,1,0
1,14,1,3,1,13,78,0,21,27,9,4,562,0,0,0,1,0,0,26,0,0,6,8,6,604,0,0,6,9,6,681,0,8,7,0,2
5,11,1,2,0,0,43,0,21,0,9,7,145,0,0,0,1,0,1,24,0,0,6,10,5,285,0,0,6,6,6,174,0,7,1,5,2
3,11,1,2,0,11,54,0,21,26,9,3,307,0,0,0,1,0,1,12,0,0,6,11,4,92,0,0,6,9,5,7,0,3,5,6,2
0,11,1,2,0,0,43,0,21,26,9,9,7,0,0,0,1,0,1,18,0,0,6,8,6,25,0,0,6,7,6,59,0,3,5,6,2
0,7,6,9,1,0,40,0,0,2,4,2,314,1,0,0,1,0,0,1,0,0,6,8,4,92,0,0,6,8,4,161,0,2,0,1,0
0,11,1,11,1,11,43,0,21,26,9,6,197,0,0,0,0,0,1,22,0,0,7,14,3,61,0,0,7,9,2,10,0,9,2,3,0
3,11,1,16,0,0,26,0,21,26,9,9,100,0,0,0,1,0,0,20,0,0,5,14,2,2,0,0,5,7,3,44,0,6,8,2,1
0,11,1,11,1,0,39,0,21,26,9,7,327,1,0,0,1,0,1,9,0,0,7,7,6,508,0,0,7,7,6,466,0,0,6,4,2
0,3,1,5,1,2,54,0,12,14,4,11,397,1,0,0,1,0,0,15,0,0,5,8,1,573,2,0,5,12,0,0,4,3,5,6,0
1,11,1,2,0,0,43,0,21,26,6,8,22,0,0,1,1,0,0,20,0,3,8,12,7,52,0,2,7,10,6,144,0,7,1,5,1
0,11,1,5,1,0,54,0,21,13,28,34,290,1,0,1,1,0,0,11,0,0,6,17,0,0,0,0,6,6,0,0,0,1,5,9,1
0,0,1,9,1,0,43,0,12,26,0,0,367,1,0,0,1,0,0,2,0,0,6,10,0,0,4,0,6,0,0,0,0,0,6,4,0
0,0,5,8,1,0,33,0,21,27,7,7,219,1,0,0,1,0,0,1,0,0,5,9,1,34,0,0,5,9,2,208,0,0,6,4,1
0,0,1,15,1,0,18,0,12,27,9,9,83,0,0,0,1,0,1,2,0,0,7,10,6,321,0,0,7,7,7,379,0,5,3,7,2
1,3,1,13,1,2,13,0,21,26,7,7,100,0,0,0,1,0,0,15,0,4,11,15,8,489,0,2,8,10,8,696,0,7,1,5,2
1,11,1,8,1,0,54,0,21,26,9,9,274,1,0,0,1,0,0,14,0,0,5,8,3,34,0,0,5,9,2,59,0,0,6,4,0
0,11,1,11,1,0,4,0,2,0,2,5,210,1,0,0,1,0,0,17,0,0,8,11,7,85,0,0,8,11,7,83,0,3,5,6,1
0,0,3,1,1,0,60,0,0,0,3,3,398,1,0,0,1,0,0,3,0,6,12,12,12,385,0,4,11,14,11,579,0,1,5,9,2
0,11,1,11,1,11,43,0,22,27,9,9,145,0,0,0,1,0,0,11,0,0,7,15,1,21,0,0,7,10,1,1,0,7,1,5,0
0,14,1,16,0,13,67,0,21,26,6,6,486,0,0,0,1,0,0,14,0,2,6,8,6,128,0,2,7,8,7,417,0,2,0,1,1
0,0,1,14,1,0,60,0,12,27,4,10,314,1,0,0,1,0,0,1,0,0,6,7,6,249,0,0,6,8,4,161,0,0,6,4,1
3,11,1,2,0,11,43,0,21,26,11,7,100,0,0,0,0,0,0,14,0,0,6,8,5,53,0,0,6,9,3,25,0,2,0,1,0
0,0,3,14,1,0,13,0,12,13,5,5,60,1,0,0,1,0,0,2,0,0,6,6,6,321,0,0,6,8,5,185,0,5,3,7,2
0,0,1,9,1,0,37,0,21,13,9,4,270,1,0,0,1,0,1,2,0,0,6,8,6,573,0,0,6,8,6,164,0,9,2,3,2
1,11,1,9,1,11,43,0,21,26,9,9,297,1,0,0,1,0,0,14,0,0,6,11,0,0,0,0,5,10,0,0,0,2,0,1,1
0,3,1,5,1,2,39,0,0,13,9,10,297,0,0,0,1,0,0,17,0,0,6,0,0,0,0,0,6,0,0,0,0,8,7,0,0
0,6,1,12,1,0,48,0,21,26,9,7,224,1,0,0,1,0,1,1,0,0,7,7,7,748,0,0,8,8,8,757,0,5,3,7,2
0,7,2,10,1,0,29,0,21,26,7,7,137,1,0,0,1,0,0,1,0,0,6,6,6,368,0,0,6,6,6,242,0,4,4,8,2
0,0,1,8,1,0,74,0,2,13,3,3,496,0,0,1,1,1,0,2,0,0,5,7,5,489,0,0,5,11,5,278,5,9,2,3,2
0,7,2,14,1,0,43,0,2,4,0,2,255,1,0,0,0,1,1,5,0,0,4,8,0,0,0,0,4,8,0,0,0,0,6,4,0
1,13,1,13,1,0,4,0,18,23,0,0,279,0,0,0,1,1,0,15,0,6,10,12,10,53,0,4,9,9,4,59,0,0,6,4,2
0,11,1,8,1,0,54,0,21,2,9,2,348,0,0,0,1,1,0,43,0,0,5,0,0,0,0,0,5,0,0,0,0,8,7,0,0
0,11,1,16,0,0,39,0,21,26,9,9,199,1,0,0,1,1,0,13,0,0,5,7,5,34,0,0,5,5,5,69,0,0,6,4,2
1,11,1,16,0,0,43,0,21,26,9,9,325,0,0,1,0,1,0,28,0,0,5,9,0,0,0,0,5,11,0,0,0,5,3,7,0
0,14,1,3,1,13,54,0,0,13,4,8,397,0,0,0,1,1,0,3,0,0,6,7,6,483,0,0,6,6,6,242,0,5,3,7,2
0,8,5,11,1,0,48,0,12,0,1,10,290,0,0,0,1,0,0,2,0,0,7,0,0,0,0,0,8,0,0,0,0,2,0,1,0
0,12,1,6,1,0,26,0,2,0,2,9,84,1,0,0,1,1,0,9,0,4,10,14,4,43,0,4,11,11,4,118,0,0,6,4,0
0,7,4,13,1,0,33,0,0,0,4,11,251,1,0,0,1,1,0,2,0,0,5,6,3,410,0,0,5,5,1,25,0,0,6,4,0
0,7,1,14,1,0,39,0,12,26,9,9,399,0,0,0,1,1,1,2,0,0,6,6,6,128,0,0,6,7,6,76,0,9,2,3,2
0,0,3,14,1,0,18,0,22,0,9,4,158,1,0,0,1,1,0,2,0,0,6,6,6,207,0,0,6,7,5,311,0,5,3,7,2
0,0,1,8,1,0,67,0,0,13,5,5,375,1,0,0,1,1,1,2,0,0,5,6,5,377,0,0,5,6,5,242,0,9,2,3,2
0,0,3,13,1,0,45,0,10,8,0,0,281,1,0,0,0,1,0,2,0,0,5,5,0,0,0,0,4,4,0,0,0,0,6,4,0
