Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
11551,12921,13124,13071,7268,7268,11615,11551,7287,990,3924,6178,471,720,6178,2722,1
11552,12925,13086,13156,4510,4510,11619,11552,6278,335,3865,8582,402,1498,8582,667,1
11553,12900,13142,13043,8587,8587,11608,11553,13057,6947,5227,4977,496,489,4977,5047,1
11554,12868,13098,13119,5707,5707,11609,11554,13219,8128,9543,7650,427,1131,7650,2131,1
11555,12905,13116,13088,6889,6889,11610,11555,11599,6264,5106,6676,445,832,6676,6435,1
11556,12885,13094,13115,5623,5623,11606,11556,13370,12908,6962,7963,410,1249,7963,8456,1
11557,12878,13085,13148,4599,4599,11607,11557,12619,12208,7668,8912,382,1602,8912,5672,1
11558,12898,13090,13127,5317,5317,11611,11558,5365,7385,5577,8315,405,1344,8315,10779,1
11559,12911,13163,13034,9495,9495,11613,11559,8413,4954,4781,4015,508,329,4015,2507,1
11560,12889,13121,13094,6705,6705,11612,11560,9712,13252,6547,6752,441,834,6752,3682,1
11561,12880,13059,13209,3233,3233,11616,11561,6778,10053,8037,10242,324,2256,10242,3778,1
11562,12892,13138,13063,7952,7952,11617,11562,9044,9823,6509,5627,472,565,5627,5940,1
11563,12954,13095,13207,4095,4095,11635,11563,5755,90,3080,8503,379,1370,8503,85,1
11564,12858,13027,13370,1672,1672,11618,11564,13359,13476,12399,11872,152,3825,11872,11438,1
11565,12887,13110,13138,5675,5675,11620,11565,5562,10734,7892,7884,397,1125,7884,6395,1
11566,12951,13242,13024,10961,10961,11622,11566,12511,2607,3305,2609,517,155,2609,2436,1
11567,12959,13173,13047,9303,9303,11626,11567,11577,1087,3155,4026,504,313,4026,591,1
11568,12890,13092,13164,4683,4683,11621,11568,13336,11689,7415,8822,365,1458,8822,5307,1
11569,12935,13168,13050,9113,9113,11629,11569,2763,1581,4574,4232,497,334,4232,884,1
11570,12917,13135,13108,7071,7071,11623,11570,13330,8483,5479,6299,436,663,6299,2296,1
11571,12944,13166,13052,9062,9062,11624,11571,9065,6512,3894,4379,489,352,4379,1748,1
11572,12916,13077,13224,3444,3444,11630,11572,10191,2157,5665,9988,313,1985,9988,3157,1
11573,12938,13048,13342,2187,2187,11631,11573,9410,2332,4481,11228,209,3031,11228,815,1
11574,12950,13249,13027,10841,10841,11628,11574,9029,5351,3775,2704,515,158,2704,2193,1
11575,12907,13093,13183,4374,4374,11625,11575,4195,11501,6607,9118,346,1529,9118,5355,1
11576,12937,13154,13093,7968,7968,11634,11576,4913,1374,4678,5234,458,467,5234,608,1
11577,12896,13091,13191,4305,4305,11627,11577,12724,11273,7788,9193,338,1551,9193,5322,1
11578,12906,13103,13180,4737,4737,11632,11578,6911,2564,6967,8590,359,1315,8590,2211,1
11579,12947,13189,13045,9551,9551,11633,11579,10723,3869,4134,3986,495,300,3986,3220,1
11580,12912,13120,13163,5406,5406,11637,11580,3861,4812,6829,8028,370,1090,8028,3564,1
11581,12894,13072,13279,3030,3030,11636,11581,7256,6834,8586,10438,259,2210,10438,3432,1
11582,12939,13148,13126,7222,7222,11643,11582,11895,1277,4989,6119,424,588,6119,1529,1
11583,12956,13136,13137,6660,6660,11642,11583,8508,2662,4105,6920,394,755,6920,8001,1
11584,12893,13108,13219,4298,4298,11641,11584,12816,4120,9033,8994,329,1401,8994,1625,1
11585,12918,13109,13217,4325,4325,11638,11585,6899,11604,6668,9001,327,1402,9001,2008,1
11586,12913,13067,13303,2767,2767,11639,11586,8673,11136,7345,10707,233,2385,10707,3405,1
11587,12923,13065,13314,2674,2674,11648,11587,9995,2121,6469,10737,230,2399,10737,1606,1
11588,12895,13064,13307,2710,2710,11639,11588,11952,12651,9058,10808,225,2467,10808,5340,1
11589,12995,13212,13051,9682,9682,11644,11589,752,5629,2993,3815,487,265,3815,2256,1
11590,12897,13123,13186,5157,5157,11640,11590,13505,12671,9068,8300,347,1133,8300,3668,1
11591,12933,13101,13243,3860,3860,11646,11591,10532,4439,5943,9491,301,1597,9491,1640,1
11592,12960,13158,13134,7550,7550,11658,11592,7203,695,4352,5631,430,492,5631,585,1
11593,12940,13209,13059,9542,9542,11651,11593,9068,3809,5611,4004,478,277,4004,3480,1
11594,12922,13128,13196,5178,5178,11647,11594,13043,11368,7085,8273,342,1099,8273,3638,1
11595,12989,13180,13096,8606,8606,11659,11595,9804,926,3297,4624,454,347,4624,502,1
11596,12927,13118,13211,4646,4646,11649,11596,12924,9327,6935,8829,321,1300,8829,4675,1
11597,12931,13153,13132,7379,7379,11645,11597,12910,13516,6807,6282,399,583,6282,12215,1
11598,12930,13082,13309,2874,2874,11654,11598,6720,9218,6933,10644,221,2267,10644,6268,1
11599,12910,13096,13278,3490,3490,11653,11599,8047,11929,8558,10019,255,1822,10019,6141,1
11600,12919,13112,13233,4191,4191,11650,11600,12213,13114,7666,9250,292,1431,9250,3555,1
11601,12924,13139,13162,6253,6253,11652,11601,7677,12250,7388,7395,363,821,7395,10363,1
11602,12948,13198,13084,9140,9140,11655,11602,2467,10168,5270,4359,460,314,4359,2870,1
11603,13005,13238,13057,9936,9936,11661,11603,12547,2342,3184,3507,488,222,3507,1308,1
11604,12934,13084,13313,2846,2846,11656,11604,3418,9852,6789,10711,208,2293,10711,9210,1
11605,12966,13191,13098,8696,8696,11660,11605,11755,4240,4761,4659,444,346,4659,1100,1
11606,12941,13171,13114,8175,8175,11657,11606,5131,9621,6191,5386,416,437,5386,5207,1
11607,12999,13200,13105,8787,8787,11671,11607,670,1676,3423,4453,448,320,4453,430,1
11608,12982,13159,13174,6878,6878,11680,11608,13142,532,3813,6080,395,528,6080,234,1
11609,12970,13217,13083,9346,9346,11662,11609,8250,8896,4842,4218,456,295,4218,4095,1
11610,12962,13149,13182,6197,6197,11673,11610,10256,2902,5112,7089,361,721,7089,1671,1
11611,12928,13117,13273,4038,4038,11666,11611,12141,7817,7842,9361,271,1439,9361,2898,1
11612,12942,13129,13220,4953,4953,11663,11612,7888,10831,6528,8655,303,1165,8655,10042,1
11613,12993,13146,13178,6211,6211,11669,11613,11058,7292,3781,7345,349,780,7345,7068,1
11614,12902,13057,13392,2160,2160,11664,11614,12759,11387,10295,11358,141,2976,11358,4889,1
11615,12968,13182,13117,8411,8411,11665,11615,10783,11305,5059,5079,420,387,5079,3476,1
11616,12961,13151,13165,6612,6612,11670,11616,5514,7149,5310,6918,362,669,6918,5700,1
11617,12949,13188,13120,8438,8438,11668,11617,10732,12144,5935,4994,421,376,4994,2373,1
11618,12926,13152,13167,6583,6583,11667,11618,12088,12742,8379,6966,358,676,6966,6645,1
11619,12957,13192,13116,8546,8546,11676,11619,8661,5471,5599,4937,425,366,4937,3147,1
11620,12929,13122,13276,4114,4114,11672,11620,7374,12441,8357,9355,260,1399,9355,4521,1
11621,12915,13141,13225,5294,5294,11675,11621,1453,10058,9225,7930,322,905,7930,1167,1
11622,12932,13088,13346,2760,2760,11674,11622,8369,12686,8134,10740,185,2247,10740,4439,1
11623,13010,13270,13055,10320,10320,11679,11623,12790,8598,3624,3214,485,179,3214,2093,1
11624,12978,13265,13053,10306,10306,11677,11624,12098,11182,4939,3276,481,184,3276,3499,1
11625,12976,13196,13136,8356,8356,11686,11625,11945,1700,5083,4911,415,357,4911,888,1
11626,13055,13264,13072,10036,10036,11689,11626,12165,788,2262,3299,480,186,3299,415,1
11627,12974,13157,13187,6560,6560,11684,11627,2781,3031,5351,6741,354,617,6741,1596,1
11628,12914,13053,13419,1926,1926,11678,11628,7982,13318,9986,11609,110,3260,11609,8000,1
11629,12965,13214,13100,8988,8988,11682,11629,7691,8550,5838,4661,426,323,4661,9083,1
11630,12943,13145,13212,5666,5666,11681,11630,9182,12321,7433,7922,314,872,7922,7819,1
11631,12964,13251,13090,9658,9658,11683,11631,8055,6944,5914,3849,453,237,3849,2465,1
11632,13060,13105,13339,3115,3115,11691,11632,13451,1564,2331,10269,204,1829,10269,1885,1
11633,12991,13187,13152,7938,7938,11685,11633,3652,10420,4504,5474,388,417,5474,2275,1
11634,12955,13133,13289,4207,4207,11687,11634,2437,10718,6697,9175,251,1259,9175,2572,1
11635,12972,13169,13192,6912,6912,11692,11635,11485,5635,6062,6359,353,523,6359,1439,1
11636,12992,13247,13110,9337,9337,11697,11636,4361,2995,4743,4094,439,251,4094,1296,1
11637,13014,13229,13133,8854,8854,11701,11637,12140,1510,4059,4562,412,309,4562,1587,1
11638,12981,13140,13262,4881,4881,11694,11638,9258,4706,5201,8688,261,1076,8688,7932,1
11639,12969,13194,13159,7852,7852,11690,11639,12638,11276,6255,5574,376,420,5574,2525,1
11640,12963,13087,13379,2502,2502,11696,11640,9379,5440,6533,11052,143,2451,11052,9852,1
11641,12967,13104,13349,3004,3004,11693,11641,7368,10623,6490,10549,177,1972,10549,8026,1
11642,12952,13165,13201,6593,6593,11695,11642,7101,8593,7266,6907,333,613,6907,5108,1
11643,13017,13177,13189,7151,7151,11699,11643,9200,3794,4143,6160,356,499,6160,1374,1
11644,12973,13190,13161,7773,7773,11688,11644,12925,13515,6309,5766,371,440,5766,5068,1
11645,13050,13307,13081,10533,10533,11717,11645,8153,201,3008,2694,494,119,2694,109,1
11646,13002,13162,13226,6035,6035,11704,11646,11005,2030,4778,7272,315,667,7272,2067,1
11647,12971,13147,13265,5070,5070,11698,11647,13203,10342,6616,8530,258,990,8530,9239,1
11648,13032,13304,13058,10721,10721,11711,11648,12620,973,3643,2827,482,133,2827,1958,1
11649,12946,13097,13382,2665,2665,11702,11649,6482,8616,8429,10845,151,2211,10845,4804,1
11650,12958,13125,13352,3301,3301,11705,11650,12360,3337,7419,10061,190,1623,10061,1574,1
11651,12977,13130,13325,3727,3727,11700,11651,9005,12769,6420,9791,202,1481,9791,6445,1
11652,12975,13236,13142,8833,8833,11703,11652,10413,5914,6560,4634,404,306,4634,2235,1
11653,12945,13040,13498,1090,1090,11707,11653,12968,5702,8787,12396,43,3991,12396,3758,1
11654,13046,13328,13054,10969,10969,11714,11654,11819,2759,3606,2569,490,105,2569,1461,1
11655,13004,13234,13151,8602,8602,11708,11655,10860,8580,5266,4955,381,327,4955,4846,1
11656,12953,13156,13250,5698,5698,11706,11656,12019,12237,8295,7966,265,795,7966,12083,1
11657,13007,13219,13184,7847,7847,11713,11657,13407,3800,5161,5397,367,373,5397,809,1
11658,12996,13276,13129,9512,9512,11709,11658,13531,12430,5806,3933,419,225,3933,1564,1
11659,13076,13298,13095,10152,10152,11715,11659,3142,4664,2790,3253,450,159,3253,685,1
11660,12936,13127,13366,3219,3219,11710,11660,9589,13112,10712,10298,164,1703,10298,5312,1
11661,13074,13294,13118,9917,9917,11727,11661,11424,605,2892,3396,443,168,3396,375,1
11662,13048,13241,13154,8730,8730,11719,11662,10185,4791,3770,4841,377,312,4841,5243,1
11663,12979,13132,13347,3588,3588,11712,11663,3953,13272,7049,9962,179,1507,9962,8368,1
11664,13069,13320,13080,10656,10656,11724,11664,12970,2085,3182,2857,470,124,2857,1391,1
11665,12986,13143,13328,4121,4121,11716,11665,4476,11871,6436,9415,198,1225,9415,6872,1
11666,12980,13202,13200,7431,7431,11718,11666,12808,11292,7184,6159,326,453,6159,7407,1
11667,12983,13161,13282,5439,5439,11722,11667,4299,5359,6679,8138,243,802,8138,8085,1
11668,13021,13246,13175,8450,8450,11723,11668,4292,4580,5130,4946,368,315,4946,1905,1
11669,13059,13205,13230,6989,6989,11737,11669,1390,768,3711,6220,320,454,6220,891,1
11670,13051,13333,13061,10967,10967,11721,11670,12769,10399,3936,2679,475,106,2679,6075,1
11671,12985,13216,13203,7575,7575,11720,11671,11740,13153,6804,5973,328,424,5973,5310,1
11672,12988,13155,13331,4633,4633,11734,11672,9419,2200,6863,8587,222,914,8587,1253,1
11673,13054,13279,13145,9347,9347,11731,11673,4037,4902,4058,4192,392,233,4192,3359,1
11674,13006,13278,13149,9241,9241,11725,11674,5722,9710,6288,4269,385,242,4269,3245,1
11675,13053,13195,13240,6741,6741,11730,11675,12442,5929,4151,6742,283,516,6742,4391,1
11676,13003,13220,13222,7368,7368,11726,11676,13522,10816,6426,6041,319,423,6041,2246,1
11677,13013,13164,13302,5252,5252,11728,11677,2056,9783,6065,8304,228,808,8304,6547,1
11678,13098,13363,13067,11176,11176,11754,11678,11068,243,2581,2228,492,67,2228,299,1
11679,13037,13273,13172,8920,8920,11738,11679,8440,3391,4890,4452,374,255,4452,969,1
11680,13036,13255,13176,8592,8592,11729,11680,13073,10664,4924,4968,355,310,4968,4976,1
11681,13097,13421,13035,11801,11801,11740,11681,13376,1935,2677,1684,510,23,1684,260,1
11682,13027,13193,13255,6595,6595,11733,11682,12962,9168,5306,6980,269,546,6980,8057,1
11683,13012,13208,13258,6785,6785,11732,11683,13174,11025,6194,6517,289,484,6517,1579,1
11684,13038,13222,13228,7285,7285,11736,11684,10062,8327,5006,6175,305,436,6175,3092,1
11685,13020,13150,13371,3809,3809,11743,11685,11061,2635,5886,9471,178,1161,9471,1027,1
11686,13000,13206,13270,6682,6682,11739,11686,11200,3613,6872,6629,278,500,6629,1680,1
11687,13087,13335,13121,10437,10437,11769,11687,1971,82,3084,2825,452,111,2825,161,1
11688,13019,13215,13251,6976,6976,11747,11688,8750,2623,6097,6433,282,464,6433,3047,1
11689,13064,13286,13169,9098,9098,11748,11689,13533,1909,4097,4225,378,231,4225,726,1
11690,13016,13197,13274,6562,6562,11735,11690,12221,12821,6277,6945,262,530,6945,5200,1
11691,13057,13317,13141,10022,10022,11755,11691,4743,981,4459,3345,417,154,3345,534,1
11692,13015,13232,13231,7401,7401,11744,11692,9875,8963,6499,6072,297,412,6072,3326,1
11693,13071,13293,13150,9530,9530,11745,11693,5241,9727,3912,4035,384,212,4035,3837,1
11694,12984,13186,13296,5938,5938,11746,11694,8447,9891,8163,7528,235,610,7528,4029,1
11695,13001,13172,13327,5183,5183,11742,11695,6674,12863,7438,8237,210,751,8237,3099,1
11696,13079,13301,13173,9386,9386,11756,11696,1808,1474,3729,3830,390,193,3830,323,1
11697,12994,13184,13299,5850,5850,11741,11697,6348,13166,7868,7669,231,634,7669,5195,1
11698,13041,13257,13214,8093,8093,11750,11698,9699,6097,5207,5355,325,328,5355,2565,1
11699,13078,13282,13210,8572,8572,11772,11699,6914,326,3806,4551,357,254,4551,274,1
11700,13090,13244,13229,7673,7673,11767,11700,7660,565,3317,5760,306,369,5760,2650,1
11701,12998,13203,13286,6380,6380,11751,11701,3956,7735,7891,7092,246,537,7092,4340,1
11702,13056,13308,13143,9874,9874,11749,11702,13395,10478,4776,3635,400,172,3635,2412,1
11703,13063,13272,13204,8527,8527,11757,11703,5283,1691,4596,4881,340,284,4881,1851,1
11704,13024,13237,13248,7432,7432,11752,11704,13512,10134,6319,6007,288,396,6007,2712,1
11705,12987,13107,13464,2198,2198,11753,11705,5717,12092,8682,11337,73,2535,11337,7135,1
11706,13109,13358,13102,10820,10820,11762,11706,716,2433,3070,2605,449,86,2605,494,1
11707,13081,13271,13238,8051,8051,11773,11707,8817,766,3967,5027,331,298,5027,333,1
11708,13052,13225,13288,6691,6691,11759,11708,13226,4634,5284,6684,254,471,6684,2323,1
11709,13094,13356,13097,10837,10837,11765,11709,12939,4794,3579,2735,438,93,2735,3086,1
11710,13066,13178,13381,4498,4498,11786,11710,7403,746,4946,8450,184,763,8450,330,1
11711,12990,13079,13499,1602,1602,11758,11711,11574,12338,9167,11939,35,3351,11939,9652,1
11712,13129,13423,13064,11586,11586,11783,11712,10101,956,2844,1876,499,32,1876,196,1
11713,13034,13228,13304,6544,6544,11770,11713,9002,4319,6446,6791,237,475,6791,1819,1
11714,13028,13258,13268,7571,7571,11771,11714,6392,4733,6869,5820,275,358,5820,2073,1
11715,13031,13179,13359,4898,4898,11766,11715,13332,8121,6818,8502,180,777,8502,2737,1
11716,13018,13211,13323,5931,5931,11763,11716,10401,12620,7745,7443,216,562,7443,2538,1
11717,13009,13254,13247,7672,7672,11760,11717,7896,13474,8366,5998,268,377,5998,11479,1
11718,13043,13227,13290,6719,6719,11761,11718,5569,13480,6111,6886,234,487,6886,9385,1
11719,13073,13314,13157,9832,9832,11764,11719,4584,11898,4711,3799,373,177,3799,7594,1
11720,13130,13360,13128,10695,10695,11775,11720,13357,5874,2973,2780,432,94,2780,942,1
11721,13029,13176,13358,4855,4855,11768,11721,4659,11876,7171,8718,167,822,8718,8478,1
11722,13068,13262,13239,7962,7962,11774,11722,9539,7243,4980,5612,280,330,5612,5833,1
11723,12997,13134,13442,2639,2639,11778,11723,9250,4917,9272,10910,87,1920,10910,8533,1
11724,13070,13318,13177,9589,9589,11779,11724,7973,5141,4925,3848,369,181,3848,1471,1
11725,13085,13285,13223,8498,8498,11776,11725,1253,7330,4298,4980,316,276,4980,3041,1
11726,13022,13226,13324,6194,6194,11784,11726,5904,3319,7780,7142,220,509,7142,2121,1
11727,13125,13263,13256,7832,7832,11777,11727,11731,9156,3195,5676,273,335,5676,3985,1
11728,13065,13210,13351,5510,5510,11787,11728,5497,2280,5450,7740,196,591,7740,1307,1
11729,13091,13395,13091,11248,11248,11780,11729,9425,6907,4038,2285,457,56,2285,1373,1
11730,13077,13283,13237,8272,8272,11790,11730,4722,2306,4817,5142,300,292,5142,2032,1
11731,13103,13310,13199,9298,9298,11788,11731,5445,4344,3852,4130,348,201,4130,1352,1
11732,13044,13252,13297,7093,7093,11781,11732,10837,11700,6662,6342,236,407,6342,3276,1
11733,13025,13137,13457,2586,2586,11785,11733,9947,10000,7844,10886,82,1855,10886,2971,1
11734,13119,13346,13155,10244,10244,11800,11734,12773,1434,3476,3282,387,134,3282,2057,1
11735,13127,13243,13361,5986,5986,11811,11735,8877,408,3355,6668,229,442,6668,111,1
11736,13035,13259,13284,7324,7324,11782,11736,12374,12589,7355,6227,240,388,6227,5485,1
11737,13155,13354,13153,10383,10383,11792,11737,1304,8492,2592,3084,398,114,3084,1092,1
11738,13042,13201,13363,5222,5222,11789,11738,11447,10969,6980,8293,169,674,8293,5391,1
11739,13062,13287,13252,8273,8273,11791,11739,10997,10285,6071,5236,279,293,5236,3878,1
11740,13116,13381,13123,10896,10896,11797,11740,11350,5217,3683,2644,423,79,2644,1791,1
11741,13121,13295,13246,8514,8514,11805,11741,13222,2546,3639,4879,298,259,4879,1693,1
11742,13039,13170,13410,3940,3940,11793,11742,10430,11506,7463,9579,128,1026,9579,5400,1
11743,13173,13352,13179,10107,10107,11821,11743,10269,239,2135,3158,386,118,3158,222,1
11744,13033,13245,13322,6613,6613,11796,11744,13112,8920,7771,6837,213,449,6837,3526,1
11745,13115,13350,13185,10026,10026,11814,11745,965,749,3828,3209,383,120,3209,187,1
11746,13118,13316,13193,9432,9432,11803,11746,10100,4394,3786,4227,334,205,4227,9817,1
11747,13047,13213,13365,5338,5338,11795,11747,9839,11246,7071,8129,168,639,8129,4504,1
11748,13102,13321,13198,9424,9424,11806,11748,10119,3268,4252,4156,335,194,4156,4417,1
11749,13030,13174,13407,4019,4019,11799,11749,7685,11349,8377,9515,127,995,9515,6491,1
11750,13040,13218,13364,5467,5467,11798,11750,13437,12520,7564,8012,171,609,8012,4532,1
11751,13086,13175,13418,3866,3866,11813,11751,10604,1604,4943,9444,129,968,9444,1365,1
11752,13011,13144,13463,2645,2645,11794,11752,4578,13502,10010,10887,76,1795,10887,6924,1
11753,13023,13160,13429,3343,3343,11802,11753,12036,10705,9087,10192,105,1304,10192,5959,1
11754,13061,13167,13427,3536,3536,11808,11754,13186,6988,6601,9823,113,1121,9823,2080,1
11755,13113,13303,13242,8722,8722,11812,11755,13070,2423,4209,4753,291,243,4753,2692,1
11756,13008,13183,13406,4247,4247,11801,11756,9667,13081,10256,9220,132,885,9220,4300,1
11757,13045,13305,13227,8886,8886,11804,11757,4830,11633,7624,4686,295,236,4686,4862,1
11758,13095,13311,13234,8941,8941,11809,11758,13480,11622,4801,4530,304,220,4530,2225,1
11759,13026,13185,13405,4285,4285,11807,11759,6501,12355,9083,9232,130,878,9232,6023,1
11760,13075,13300,13277,8349,8349,11810,11760,5877,11117,6015,5062,270,263,5062,2103,1
11761,13120,13313,13257,8807,8807,11825,11761,11377,901,4184,4563,293,224,4563,1187,1
11762,13180,13456,13089,11682,11682,11822,11762,3591,2254,2409,1824,476,24,1824,416,1
11763,13117,13322,13271,8905,8905,11820,11763,5518,2917,4295,4331,312,204,4331,372,1
11764,13100,13204,13415,4368,4368,11816,11764,6912,6035,4871,8825,134,750,8825,1210,1
11765,13080,13261,13340,6735,6735,11815,11765,8680,9874,6081,6691,194,411,6691,3016,1
11766,13137,13376,13158,10577,10577,11817,11766,13514,7597,3868,3020,375,100,3020,3639,1
11767,13096,13277,13329,7102,7102,11823,11767,12452,3885,5176,6371,205,378,6371,3787,1
11768,13049,13181,13426,3835,3835,11819,11768,13176,9946,8354,9677,107,994,9677,5192,1
11769,13131,13325,13266,8938,8938,11826,11769,3848,3249,4185,4462,286,210,4462,1248,1
11770,13058,13239,13372,5737,5737,11818,11770,5686,12693,7838,7855,155,547,7855,7829,1
11771,13153,13379,13194,10267,10267,11827,11771,13031,2877,3408,3074,372,104,3074,374,1
11772,13093,13260,13375,6018,6018,11828,11772,5907,2616,5465,7180,172,460,7180,1109,1
11773,13150,13337,13261,9119,9119,11834,11773,7427,2421,3571,4199,302,182,4199,704,1
11774,13082,13332,13235,9194,9194,11824,11774,12561,9319,6483,4375,287,200,4375,4647,1
11775,13099,13281,13350,6886,6886,11831,11775,7466,4029,5406,6423,191,372,6423,1647,1
11776,13152,13417,13146,11045,11045,11846,11776,6256,689,3642,2446,407,55,2446,736,1
11777,13146,13442,13106,11490,11490,11835,11777,3518,4202,3867,2086,437,34,2086,2003,1
11778,13154,13334,13269,9063,9063,11836,11778,7675,4870,3649,4381,276,195,4381,1781,1
11779,13088,13312,13291,8436,8436,11830,11779,13301,10347,6127,5057,245,246,5057,3390,1
11780,13112,13340,13249,9220,9220,11833,11780,10486,9394,5289,4300,281,187,4300,3795,1
11781,13092,13319,13283,8620,8620,11829,11781,11466,12320,5961,4904,249,235,4904,4209,1
11782,13133,13315,13305,8319,8319,11837,11782,9903,7945,4554,5047,239,244,5047,1599,1
11783,13151,13408,13160,10830,10830,11839,11783,4270,5722,3870,2712,380,75,2712,2070,1
11784,13089,13290,13353,7089,7089,11845,11784,12049,2794,6284,6248,189,344,6248,1679,1
11785,13072,13221,13435,4185,4185,11841,11785,5372,4497,7656,9034,112,743,9034,994,1
11786,13101,13330,13300,8598,8598,11847,11786,4378,2100,5824,4672,256,216,4672,658,1
11787,13067,13269,13368,6426,6426,11832,11787,12506,13508,8191,7186,161,443,7186,9713,1
11788,13144,13349,13259,9351,9351,11838,11788,1298,12301,4317,4127,285,166,4127,1730,1
11789,13147,13383,13218,10087,10087,11844,11789,11863,6783,4187,3348,336,113,3348,964,1
11790,13164,13275,13400,5966,5966,11855,11790,7216,555,3626,7118,158,432,7118,663,1
11791,13084,13296,13343,7360,7360,11840,11791,13221,12778,7093,6133,188,326,6133,3797,1
11792,13105,13267,13377,6235,6235,11843,11792,6065,10315,5945,7379,148,458,7379,8757,1
11793,13181,13378,13253,9825,9825,11862,11793,5373,292,3197,3419,332,116,3419,217,1
11794,13123,13343,13260,9239,9239,11842,11794,12107,11494,5329,4358,266,185,4358,6374,1
11795,13176,13457,13131,11491,11491,11848,11795,4260,6290,3375,2049,429,31,2049,980,1
11796,13174,13445,13139,11354,11354,11849,11796,12675,2419,3397,2186,408,36,2186,1600,1
11797,13190,13399,13197,10512,10512,11854,11797,3322,1317,3059,2985,350,84,2985,1358,1
11798,13201,13371,13232,9861,9861,11850,11798,5508,2923,2726,3561,317,129,3561,1098,1
11799,13135,13336,13311,8615,8615,11851,11799,5627,6650,5210,4818,232,219,4818,2150,1
11800,13148,13309,13345,7726,7726,11853,11800,7627,3986,4615,5689,193,280,5689,2185,1
11801,13142,13344,13320,8675,8675,11868,11801,3324,690,4904,4540,242,196,4540,443,1
11802,13186,13406,13216,10396,10396,11857,11802,10569,2384,3401,3017,344,83,3017,632,1
11803,13184,13422,13188,10758,10758,11864,11803,13077,1408,3507,2714,364,69,2714,922,1
11804,13138,13289,13396,6462,6462,11863,11804,3765,1994,5202,6913,150,393,6913,2469,1
11805,13108,13230,13451,4049,4049,11859,11805,6481,3015,6612,9292,90,761,9292,1935,1
11806,13179,13375,13295,9425,9425,11882,11806,795,196,3721,3783,277,142,3783,267,1
11807,13145,13323,13330,8154,8154,11852,11807,12853,12227,5034,5450,195,260,5450,7668,1
11808,13198,13471,13109,11686,11686,11856,11808,12154,10602,3309,1928,422,22,1928,5459,1
11809,13197,13370,13263,9670,9670,11858,11809,11710,11211,3422,3956,264,152,3956,5996,1
11810,13106,13256,13433,4869,4869,11860,11810,7384,8574,7072,8583,103,598,8583,3955,1
11811,13163,13372,13285,9478,9478,11867,11811,11913,3911,4473,3883,267,147,3883,870,1
11812,13149,13386,13272,9752,9752,11861,11812,13310,10594,5042,3753,272,136,3753,2433,1
11813,13218,13347,13334,8589,8589,11885,11813,10305,361,2883,4770,219,208,4770,1222,1
11814,13132,13291,13399,6484,6484,11865,11814,9409,7913,5993,7031,135,397,7031,5591,1
11815,13104,13284,13414,5869,5869,11866,11815,11471,9888,7450,7604,123,448,7604,4280,1
11816,13228,13437,13190,10886,10886,11871,11816,8713,5002,2574,2637,352,57,2637,1617,1
11817,13182,13409,13215,10411,10411,11870,11817,11930,10251,4023,3274,310,95,3274,10614,1
11818,13171,13397,13281,9847,9847,11878,11818,982,1584,4343,3509,284,112,3509,590,1
11819,13140,13341,13335,8427,8427,11869,11819,3119,11039,5831,5178,192,230,5178,6996,1
11820,13168,13326,13367,7714,7714,11874,11820,4483,4383,4493,5698,174,270,5698,2283,1
11821,13111,13231,13474,3584,3584,11875,11821,8478,4268,7472,9699,69,845,9699,1145,1
11822,13206,13484,13112,11775,11775,11872,11822,13490,9551,3388,1782,435,18,1782,2174,1
11823,13172,13415,13264,10207,10207,11893,11823,4813,684,4534,3164,311,85,3164,478,1
11824,13083,13199,13490,3039,3039,11873,11824,4960,12609,9680,10522,46,1212,10522,8388,1
11825,13107,13292,13413,6148,6148,11876,11825,9763,10887,7944,7398,120,419,7398,6927,1
11826,13214,13419,13275,10211,10211,11904,11826,7950,273,3319,3142,308,82,3142,417,1
11827,13241,13477,13170,11451,11451,11906,11827,6064,222,2478,1974,401,25,1974,185,1
11828,13124,13223,13484,3327,3327,11877,11828,7688,8973,7165,10105,57,984,10105,2727,1
11829,13226,13461,13171,11252,11252,11891,11829,13133,1621,2977,2336,366,35,2336,2869,1
11830,13126,13268,13452,4752,4752,11879,11830,13249,11939,7353,8697,84,581,8697,4309,1
11831,13128,13235,13477,3626,3626,11880,11831,7453,12222,7275,9813,63,853,9813,3519,1
11832,13114,13297,13420,6155,6155,11881,11832,10349,11150,7981,7318,116,402,7318,5071,1
11833,13159,13302,13425,6146,6146,11886,11833,8131,7827,5550,7198,118,389,7198,2456,1
11834,13188,13454,13202,11001,11001,11887,11834,12543,4227,4376,2549,345,46,2549,1667,1
11835,13157,13365,13344,8763,8763,11883,11835,8010,10564,5692,4648,200,183,4648,1507,1
11836,13219,13434,13241,10493,10493,11884,11836,11352,10470,3451,3008,307,77,3008,1481,1
11837,13177,13338,13394,7580,7580,11889,11837,13415,6252,4783,5765,157,262,5765,1548,1
11838,13210,13353,13404,7780,7780,11932,11838,5442,64,3685,5041,181,214,5041,115,1
11839,13169,13364,13348,8719,8719,11890,11839,13363,9341,5223,4793,187,191,4793,3460,1
11840,13141,13207,13501,2832,2832,11892,11840,12945,9531,6786,10663,39,1263,10663,4026,1
